s,Pa,m/s,
Time,"pres","error","iter"
 1.3941783E+000,-1.1771176E-001, 4.5431158E-004, 3.2857143E+000
 1.3962663E+000,-1.3005584E-001, 4.6952058E-004, 3.0000000E+000
 1.3980560E+000,-1.4441021E-001, 4.1328648E-004, 3.0000000E+000
 1.4001440E+000,-1.6059146E-001, 4.4287930E-004, 2.8571429E+000
 1.4022319E+000,-1.7847069E-001, 4.6596575E-004, 4.0000000E+000
 1.4040216E+000,-1.9285221E-001, 4.6130185E-004, 4.6666667E+000
 1.4061096E+000,-2.0368674E-001, 4.6811863E-004, 5.0000000E+000
 1.4081976E+000,-2.1196762E-001, 4.5802837E-004, 4.7142857E+000
 1.4102856E+000,-2.1656205E-001, 4.6795631E-004, 4.0000000E+000
 1.4120753E+000,-2.1674365E-001, 4.6360388E-004, 4.0000000E+000
 1.4142456E+000,-2.1183316E-001, 4.7400278E-004, 3.6303316E+000
 1.4161176E+000,-2.0146859E-001, 4.7324381E-004, 3.7142857E+000
 1.4182570E+000,-1.8602327E-001, 4.6522578E-004, 3.6250000E+000
 1.4201290E+000,-1.6608710E-001, 4.7169927E-004, 3.4285714E+000
 1.4220010E+000,-1.4393067E-001, 4.6469258E-004, 4.2857143E+000
 1.4241404E+000,-1.1507496E-001, 4.7470073E-004, 4.6250000E+000
 1.4260124E+000,-8.6010921E-002, 4.7825599E-004, 4.4285714E+000
 1.4281519E+000,-5.8897750E-002, 4.6483676E-004, 4.0000000E+000
 1.4300239E+000,-3.5527210E-002, 4.7042032E-004, 3.2857143E+000
 1.4321633E+000,-1.6246599E-002, 4.5835560E-004, 2.8750000E+000
 1.4340353E+000, 2.0585822E-003, 4.7454784E-004, 2.4285714E+000
 1.4361747E+000, 2.2259250E-002, 4.8830511E-004, 2.8750000E+000
 1.4380467E+000, 4.2025128E-002, 4.8154035E-004, 3.0000000E+000
 1.4401861E+000, 6.1371616E-002, 4.8875040E-004, 3.2500000E+000
 1.4420581E+000, 8.2603608E-002, 4.8494068E-004, 3.4285714E+000
 1.4441975E+000, 9.8182476E-002, 4.8066946E-004, 3.1250000E+000
 1.4460695E+000, 1.0562494E-001, 4.5645568E-004, 3.0000000E+000
 1.4482090E+000, 1.0791891E-001, 4.6326013E-004, 2.8750000E+000
 1.4500810E+000, 1.0588690E-001, 4.6350225E-004, 3.5714286E+000
 1.4522204E+000, 9.7606034E-002, 4.7839459E-004, 4.0000000E+000
 1.4540924E+000, 8.4582249E-002, 4.7979983E-004, 4.1428571E+000
 1.4562318E+000, 6.8658283E-002, 4.7481357E-004, 4.1250000E+000
 1.4581038E+000, 4.8577920E-002, 4.6741110E-004, 4.4285714E+000
 1.4602432E+000, 2.6292834E-002, 4.7956472E-004, 4.1250000E+000
 1.4621152E+000, 2.4289807E-003, 4.7065457E-004, 4.0000000E+000
 1.4642546E+000,-2.2537687E-002, 4.5646120E-004, 3.6250000E+000
 1.4661266E+000,-4.6588111E-002, 4.6520682E-004, 3.0000000E+000
 1.4682661E+000,-7.0508968E-002, 4.3067135E-004, 2.6250000E+000
 1.4701381E+000,-9.6141732E-002, 4.4917795E-004, 2.7142857E+000
 1.4720100E+000,-1.2065299E-001, 4.6013100E-004, 2.8571429E+000
 1.4741495E+000,-1.4152606E-001, 4.4530751E-004, 2.8750000E+000
 1.4760215E+000,-1.5555590E-001, 4.5158631E-004, 3.1428571E+000
