s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8694599E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7933749E-002, 5.8541924E-005, 1.0000000E+000, 3.5024870E+000, 1.3000000E+001, 3.0931998E-009, 1.2140141E-001
 7.9056942E-003, 5.7927390E-002, 6.0910273E-005, 1.0000000E+000, 5.1679531E+000, 1.3000000E+001, 6.4448974E-009, 1.2805972E-001
 1.1858541E-002, 5.7919221E-002, 6.2044703E-005, 1.0000000E+000, 6.7799812E+000, 1.3000000E+001, 8.4656734E-009, 1.3056895E-001
 1.5811388E-002, 5.7909244E-002, 6.3125363E-005, 1.0000000E+000, 8.4063058E+000, 1.4000000E+001, 1.0600363E-009, 1.2999912E-001
 1.9764235E-002, 5.7897460E-002, 6.4195599E-005, 1.0000000E+000, 9.9827095E+000, 1.4000000E+001, 1.1598775E-009, 1.3065974E-001
 2.3717082E-002, 5.7883871E-002, 6.5274240E-005, 1.0000000E+000, 1.1669342E+001, 1.4000000E+001, 1.2071547E-009, 1.3085435E-001
 2.7669930E-002, 5.7868477E-002, 6.6378655E-005, 1.0000000E+000, 1.3317979E+001, 1.4000000E+001, 1.2360095E-009, 1.3089253E-001
 3.1622777E-002, 5.7851282E-002, 6.7524924E-005, 1.0000000E+000, 1.4966378E+001, 1.4000000E+001, 1.2567975E-009, 1.3085881E-001
 3.5575624E-002, 5.7832286E-002, 6.8727629E-005, 1.0000000E+000, 1.6546575E+001, 1.4000000E+001, 1.3109995E-009, 1.3105422E-001
 3.9528471E-002, 5.7811493E-002, 6.9999687E-005, 1.0000000E+000, 1.8227575E+001, 1.4000000E+001, 1.4010064E-009, 1.3146444E-001
 4.3481318E-002, 5.7788905E-002, 7.1352242E-005, 1.0000000E+000, 1.9909137E+001, 1.4000000E+001, 1.5335956E-009, 1.3208772E-001
 4.7434165E-002, 5.7764526E-002, 7.2794603E-005, 1.0000000E+000, 2.1555118E+001, 1.4000000E+001, 1.7026925E-009, 1.3283156E-001
 5.1387012E-002, 5.7738357E-002, 7.4334237E-005, 1.0000000E+000, 2.3141412E+001, 1.4000000E+001, 1.8977095E-009, 1.3359758E-001
 5.5339859E-002, 5.7710402E-002, 7.5976836E-005, 1.0000000E+000, 2.4795566E+001, 1.4000000E+001, 2.1057461E-009, 1.3430543E-001
 5.9292706E-002, 5.7680665E-002, 7.7726447E-005, 1.0000000E+000, 2.6432676E+001, 1.4000000E+001, 2.3121595E-009, 1.3489429E-001
 6.3245553E-002, 5.7649149E-002, 7.9585681E-005, 1.0000000E+000, 2.8117954E+001, 1.4000000E+001, 2.5010013E-009, 1.3531844E-001
 6.7198400E-002, 5.7615858E-002, 8.1555996E-005, 1.0000000E+000, 2.9701191E+001, 1.4000000E+001, 2.6562049E-009, 1.3554415E-001
 7.1151247E-002, 5.7580797E-002, 8.3638034E-005, 1.0000000E+000, 3.1346277E+001, 1.4000000E+001, 2.7632309E-009, 1.3554748E-001
 7.5104094E-002, 5.7543970E-002, 8.5832003E-005, 1.0000000E+000, 3.2986972E+001, 1.4000000E+001, 2.8095054E-009, 1.3530817E-001
 7.9056942E-002, 5.7505381E-002, 8.8138084E-005, 1.0000000E+000, 3.4628120E+001, 1.4000000E+001, 2.7806533E-009, 1.3479018E-001
 8.2495293E-002, 5.7479726E-002, 7.8754025E-005, 1.0000000E+000, 3.6683612E+001, 1.4000000E+001, 2.6727619E-009, 1.3401081E-001
