s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0616379E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7926068E-002, 4.9600932E-005, 1.0000000E+000, 4.2199891E+000, 1.0000000E+001, 2.0147056E-009, 8.2956943E-002
 7.9056942E-003, 5.7922531E-002, 4.9596180E-005, 1.0000000E+000, 6.7607439E+000, 1.0000000E+001, 1.9234811E-009, 8.2403876E-002
 1.1858541E-002, 5.7914479E-002, 4.9593225E-005, 1.0000000E+000, 9.3800524E+000, 1.0000000E+001, 1.8806699E-009, 8.2142747E-002
 1.5811388E-002, 5.7903435E-002, 4.9575665E-005, 1.0000000E+000, 1.2173955E+001, 1.0000000E+001, 1.8395037E-009, 8.1893368E-002
 1.9764235E-002, 5.7890554E-002, 4.9569320E-005, 1.0000000E+000, 1.5042031E+001, 1.0000000E+001, 1.8009626E-009, 8.1655890E-002
 2.3717082E-002, 5.7875838E-002, 4.9586766E-005, 1.0000000E+000, 1.8091950E+001, 1.0000000E+001, 1.7654363E-009, 8.1430294E-002
 2.7669930E-002, 5.7859288E-002, 4.9638775E-005, 1.0000000E+000, 2.1200213E+001, 1.0000000E+001, 1.7331936E-009, 8.1216433E-002
 3.1622777E-002, 5.7840903E-002, 4.9734455E-005, 1.0000000E+000, 2.4498181E+001, 1.0000000E+001, 1.7044056E-009, 8.1014063E-002
 3.5575624E-002, 5.7820683E-002, 4.9881252E-005, 1.0000000E+000, 2.7846482E+001, 1.0000000E+001, 1.6791612E-009, 8.0822865E-002
 3.9528471E-002, 5.7798625E-002, 4.9434933E-005, 1.0000000E+000, 3.1446336E+001, 1.0000000E+001, 1.6088079E-009, 8.0467125E-002
 4.3481318E-002, 5.7775885E-002, 4.9713203E-005, 1.0000000E+000, 3.5105300E+001, 1.0000000E+001, 1.5928407E-009, 8.0306389E-002
 4.7434165E-002, 5.7750161E-002, 4.9473410E-005, 1.0000000E+000, 3.8998931E+001, 1.0000000E+001, 1.5390756E-009, 8.0006892E-002
 5.1387012E-002, 5.7721484E-002, 4.9880508E-005, 1.0000000E+000, 4.3019664E+001, 1.0000000E+001, 1.5309571E-009, 7.9872827E-002
 5.5339859E-002, 5.7692051E-002, 4.9829459E-005, 1.0000000E+000, 4.7286071E+001, 1.0000000E+001, 1.4907977E-009, 7.9622355E-002
 5.9292706E-002, 5.7659631E-002, 4.9864329E-005, 1.0000000E+000, 5.1731349E+001, 1.0000000E+001, 1.4577332E-009, 7.9400968E-002
 6.3245553E-002, 5.7625318E-002, 4.9991178E-005, 1.0000000E+000, 5.6481295E+001, 1.0000000E+001, 1.4313137E-009, 7.9206229E-002
 6.7198400E-002, 5.7589115E-002, 4.9758242E-005, 1.0000000E+000, 6.1469767E+001, 1.0000000E+001, 1.3862122E-009, 7.8957469E-002
 7.1151247E-002, 5.7552297E-002, 4.9641966E-005, 1.0000000E+000, 6.6823710E+001, 1.0000000E+001, 1.3522160E-009, 7.8760234E-002
 7.5104094E-002, 5.7511100E-002, 4.9618738E-005, 1.0000000E+000, 7.2489444E+001, 1.0000000E+001, 1.3279742E-009, 7.8611815E-002
 7.9056942E-002, 5.7467957E-002, 4.9682717E-005, 1.0000000E+000, 7.8621608E+001, 1.0000000E+001, 1.3130562E-009, 7.8511258E-002
 8.2493042E-002, 5.7485648E-002, 4.9985625E-005, 1.0000000E+000, 8.5717402E+001, 1.0000000E+001, 1.6875740E-009, 7.9445121E-002
 8.5929143E-002, 5.7416566E-002, 4.9600358E-005, 1.0000000E+000, 9.0537722E+001, 1.0000000E+001, 1.6227059E-009, 7.9150933E-002
 8.9365244E-002, 5.7377424E-002, 4.9799273E-005, 1.0000000E+000, 9.5548342E+001, 1.0000000E+001, 1.6000014E-009, 7.8987026E-002
