s,Pa,m/s,,s
Time,"pres","error","iter","cpu"
 4.4202346E-001, 4.7896223E-002, 2.7755576E-017, 1.0000000E+000, 2.7991562E+002
 4.4435242E-001, 4.7818739E-002, 2.7755576E-017, 1.0000000E+000, 2.8173695E+002
 4.4668138E-001, 4.7725540E-002, 2.7755576E-017, 1.0000000E+000, 2.8380164E+002
 4.4823402E-001, 4.7647692E-002, 2.7755576E-017, 1.0000000E+000, 2.8562919E+002
 4.5056298E-001, 4.7569666E-002, 2.7755576E-017, 1.0000000E+000, 2.8745531E+002
 4.5211562E-001, 4.7491486E-002, 2.7755576E-017, 1.0000000E+000, 2.8927147E+002
 4.5444458E-001, 4.7413130E-002, 2.7755576E-017, 1.0000000E+000, 2.9112508E+002
 4.5677354E-001, 4.7318895E-002, 2.7755576E-017, 1.0000000E+000, 2.9326874E+002
 4.5832618E-001, 4.7240195E-002, 2.7755576E-017, 1.0000000E+000, 2.9508440E+002
 4.6065514E-001, 4.7161326E-002, 2.7755576E-017, 1.0000000E+000, 2.9690189E+002
 4.6220778E-001, 4.7082310E-002, 2.7755576E-017, 1.0000000E+000, 2.9873345E+002
 4.6453674E-001, 4.7003128E-002, 2.7755576E-017, 1.0000000E+000, 3.0056176E+002
 4.6608938E-001, 4.6923804E-002, 2.7755576E-017, 1.0000000E+000, 3.0237501E+002
 4.6841834E-001, 4.6844317E-002, 2.7755576E-017, 1.0000000E+000, 3.0427510E+002
 4.7074731E-001, 4.6748742E-002, 2.7755576E-017, 1.0000000E+000, 3.0635462E+002
 4.7229995E-001, 4.6668937E-002, 2.7755576E-017, 1.0000000E+000, 3.0821245E+002
 4.7462891E-001, 4.6588977E-002, 2.7755576E-017, 1.0000000E+000, 3.1004464E+002
 4.7618155E-001, 4.6508882E-002, 2.7755576E-017, 1.0000000E+000, 3.1191248E+002
 4.7851051E-001, 4.6428634E-002, 2.7755576E-017, 1.0000000E+000, 3.1373412E+002
 4.8006315E-001, 4.6348255E-002, 2.7755576E-017, 1.0000000E+000, 3.1554775E+002
 4.8239211E-001, 4.6267727E-002, 2.7755576E-017, 1.0000000E+000, 3.1736421E+002
 4.8456489E-001, 4.6179407E-002, 2.7755576E-017, 1.0000000E+000, 3.1957253E+002
