s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 2.0800921E-001, 5.5364848E-002, 6.1122207E-005, 1.0000000E+000, 3.2608737E+002, 1.0000000E+001, 5.3887532E-009, 8.0594908E-002
 2.0948216E-001, 5.5330057E-002, 6.1784360E-005, 1.0000000E+000, 3.3008100E+002, 1.0000000E+001, 5.4469116E-009, 8.0594452E-002
 2.1080737E-001, 5.5313329E-002, 5.6247567E-005, 1.0000000E+000, 3.3507444E+002, 1.0000000E+001, 5.5110759E-009, 8.0593387E-002
 2.1213259E-001, 5.5273752E-002, 5.6678541E-005, 1.0000000E+000, 3.3913782E+002, 1.0000000E+001, 5.5533889E-009, 8.0593572E-002
 2.1345780E-001, 5.5241812E-002, 5.7221885E-005, 1.0000000E+000, 3.4312467E+002, 1.0000000E+001, 5.6064055E-009, 8.0593126E-002
 2.1478302E-001, 5.5209845E-002, 5.7770039E-005, 1.0000000E+000, 3.4656150E+002, 1.0000000E+001, 5.6598764E-009, 8.0592653E-002
 2.1610823E-001, 5.5177710E-002, 5.8320963E-005, 1.0000000E+000, 3.5051065E+002, 1.0000000E+001, 5.7136071E-009, 8.0592166E-002
 2.1743344E-001, 5.5145404E-002, 5.8874582E-005, 1.0000000E+000, 3.5450809E+002, 1.0000000E+001, 5.7675906E-009, 8.0591666E-002
 2.1875866E-001, 5.5112929E-002, 5.9430860E-005, 1.0000000E+000, 3.5790049E+002, 1.0000000E+001, 5.8218234E-009, 8.0591154E-002
 2.2008387E-001, 5.5080284E-002, 5.9989762E-005, 1.0000000E+000, 3.6195630E+002, 1.0000000E+001, 5.8763024E-009, 8.0590630E-002
 2.2140909E-001, 5.5047470E-002, 6.0551257E-005, 1.0000000E+000, 3.6591867E+002, 1.0000000E+001, 5.9310248E-009, 8.0590094E-002
 2.2273430E-001, 5.5014488E-002, 6.1115316E-005, 1.0000000E+000, 3.6937030E+002, 1.0000000E+001, 5.9859877E-009, 8.0589548E-002
 2.2405951E-001, 5.4981337E-002, 6.1681911E-005, 1.0000000E+000, 3.7332859E+002, 1.0000000E+001, 6.0411887E-009, 8.0588993E-002
 2.2538473E-001, 5.4948019E-002, 6.2251017E-005, 1.0000000E+000, 3.7735755E+002, 1.0000000E+001, 6.0966255E-009, 8.0588429E-002
 2.2670994E-001, 5.4914533E-002, 6.2822609E-005, 1.0000000E+000, 3.8075959E+002, 1.0000000E+001, 6.1522960E-009, 8.0587857E-002
 2.2803516E-001, 5.4880880E-002, 6.3396664E-005, 1.0000000E+000, 3.8478488E+002, 1.0000000E+001, 6.2081980E-009, 8.0587277E-002
 2.2936037E-001, 5.4847062E-002, 6.3973158E-005, 1.0000000E+000, 3.8875589E+002, 1.0000000E+001, 6.2643294E-009, 8.0586690E-002
 2.3068558E-001, 5.4813077E-002, 6.4552070E-005, 1.0000000E+000, 3.9221720E+002, 1.0000000E+001, 6.3206884E-009, 8.0586097E-002
 2.3201080E-001, 5.4778927E-002, 6.5133376E-005, 1.0000000E+000, 3.9619941E+002, 1.0000000E+001, 6.3772728E-009, 8.0585499E-002
 2.3333601E-001, 5.4744612E-002, 6.5717053E-005, 1.0000000E+000, 4.0028482E+002, 1.0000000E+001, 6.4340806E-009, 8.0584895E-002
 2.3466123E-001, 5.4710133E-002, 6.6303077E-005, 1.0000000E+000, 4.0370658E+002, 1.0000000E+001, 6.4911097E-009, 8.0584287E-002
 2.3598644E-001, 5.4675489E-002, 6.6891424E-005, 1.0000000E+000, 4.0775177E+002, 1.0000000E+001, 6.5483579E-009, 8.0583675E-002
 2.3731165E-001, 5.4640682E-002, 6.7482070E-005, 1.0000000E+000, 4.1118405E+002, 1.0000000E+001, 6.6058230E-009, 8.0583059E-002
 2.3863687E-001, 5.4605712E-002, 6.8074987E-005, 1.0000000E+000, 4.1524869E+002, 1.0000000E+001, 6.6635025E-009, 8.0582441E-002
 2.3996208E-001, 5.4570579E-002, 6.8670151E-005, 1.0000000E+000, 4.1926053E+002, 1.0000000E+001, 6.7213941E-009, 8.0581819E-002
 2.4115285E-001, 5.4555811E-002, 6.2320944E-005, 1.0000000E+000, 4.2441730E+002, 1.0000000E+001, 6.7879631E-009, 8.0580646E-002
 2.4234362E-001, 5.4514041E-002, 6.2679884E-005, 1.0000000E+000, 4.2846228E+002, 1.0000000E+001, 6.8270924E-009, 8.0580704E-002
 2.4353439E-001, 5.4481915E-002, 6.3163616E-005, 1.0000000E+000, 4.3261499E+002, 1.0000000E+001, 6.8794500E-009, 8.0580155E-002
 2.4472516E-001, 5.4449841E-002, 6.3651153E-005, 1.0000000E+000, 4.3608618E+002, 1.0000000E+001, 6.9322098E-009, 8.0579595E-002
 2.4591592E-001, 5.4417641E-002, 6.4140225E-005, 1.0000000E+000, 4.4024619E+002, 1.0000000E+001, 6.9851307E-009, 8.0579033E-002
 2.4710669E-001, 5.4385312E-002, 6.4630765E-005, 1.0000000E+000, 4.4371244E+002, 1.0000000E+001, 7.0382059E-009, 8.0578470E-002
 2.4829746E-001, 5.4352854E-002, 6.5122756E-005, 1.0000000E+000, 4.4780310E+002, 1.0000000E+001, 7.0914334E-009, 8.0577907E-002
 2.4948823E-001, 5.4320268E-002, 6.5616179E-005, 1.0000000E+000, 4.5186948E+002, 1.0000000E+001, 7.1448114E-009, 8.0577344E-002
 2.5067900E-001, 5.4287553E-002, 6.6111019E-005, 1.0000000E+000, 4.5539649E+002, 1.0000000E+001, 7.1983384E-009, 8.0576780E-002
 2.5186977E-001, 5.4254711E-002, 6.6607264E-005, 1.0000000E+000, 4.5951572E+002, 1.0000000E+001, 7.2520130E-009, 8.0576216E-002
 2.5306054E-001, 5.4221741E-002, 6.7104901E-005, 1.0000000E+000, 4.6305381E+002, 1.0000000E+001, 7.3058341E-009, 8.0575653E-002
 2.5425130E-001, 5.4188645E-002, 6.7603921E-005, 1.0000000E+000, 4.6711460E+002, 1.0000000E+001, 7.3598008E-009, 8.0575089E-002
 2.5544207E-001, 5.4155422E-002, 6.8104315E-005, 1.0000000E+000, 4.7123450E+002, 1.0000000E+001, 7.4139121E-009, 8.0574527E-002
 2.5663284E-001, 5.4122072E-002, 6.8606073E-005, 1.0000000E+000, 4.7473679E+002, 1.0000000E+001, 7.4681675E-009, 8.0573966E-002
 2.5782361E-001, 5.4088596E-002, 6.9109188E-005, 1.0000000E+000, 4.7888211E+002, 1.0000000E+001, 7.5225660E-009, 8.0573406E-002
 2.5901438E-001, 5.4054995E-002, 6.9613650E-005, 1.0000000E+000, 4.8239975E+002, 1.0000000E+001, 7.5771069E-009, 8.0572848E-002
 2.6020515E-001, 5.4021268E-002, 7.0119451E-005, 1.0000000E+000, 4.8653577E+002, 1.0000000E+001, 7.6317895E-009, 8.0572291E-002
 2.6139591E-001, 5.3987417E-002, 7.0626580E-005, 1.0000000E+000, 4.9061872E+002, 1.0000000E+001, 7.6866128E-009, 8.0571737E-002
 2.6258668E-001, 5.3953441E-002, 7.1135027E-005, 1.0000000E+000, 4.9419855E+002, 1.0000000E+001, 7.7415758E-009, 8.0571185E-002
 2.6377745E-001, 5.3919340E-002, 7.1644780E-005, 1.0000000E+000, 4.9827283E+002, 1.0000000E+001, 7.7966774E-009, 8.0570635E-002
 2.6496822E-001, 5.3885116E-002, 7.2155826E-005, 1.0000000E+000, 5.0186838E+002, 1.0000000E+001, 7.8519165E-009, 8.0570089E-002
 2.6615899E-001, 5.3850769E-002, 7.2668152E-005, 1.0000000E+000, 5.0601087E+002, 1.0000000E+001, 7.9072917E-009, 8.0569545E-002
 2.6734976E-001, 5.3816298E-002, 7.3181743E-005, 1.0000000E+000, 5.1017450E+002, 1.0000000E+001, 7.9628014E-009, 8.0569005E-002
 2.6854052E-001, 5.3781704E-002, 7.3696583E-005, 1.0000000E+000, 5.1371979E+002, 1.0000000E+001, 8.0184443E-009, 8.0568468E-002
 2.6973129E-001, 5.3746988E-002, 7.4212656E-005, 1.0000000E+000, 5.1786524E+002, 1.0000000E+001, 8.0742188E-009, 8.0567935E-002
 2.7092206E-001, 5.3712150E-002, 7.4729948E-005, 1.0000000E+000, 5.2140558E+002, 1.0000000E+001, 8.1301232E-009, 8.0567406E-002
 2.7211283E-001, 5.3677190E-002, 7.5248441E-005, 1.0000000E+000, 5.2558301E+002, 1.0000000E+001, 8.1861559E-009, 8.0566880E-002
 2.7449437E-001, 5.3624508E-002, 7.6028544E-005, 1.0000000E+000, 5.3151969E+002, 1.0000000E+001, 8.2704576E-009, 8.0566099E-002
 2.7687590E-001, 5.3553863E-002, 7.7072543E-005, 1.0000000E+000, 5.3926325E+002, 1.0000000E+001, 8.3832730E-009, 8.0565072E-002
 2.7901278E-001, 5.3501748E-002, 7.0105152E-005, 1.0000000E+000, 5.4874549E+002, 1.0000000E+001, 8.4975854E-009, 8.0563855E-002
 2.8008122E-001, 5.3447112E-002, 7.0667029E-005, 1.0000000E+000, 5.5469416E+002, 1.0000000E+001, 8.5654258E-009, 8.0563497E-002
 2.8221810E-001, 5.3398801E-002, 7.1305057E-005, 1.0000000E+000, 5.6067624E+002, 1.0000000E+001, 8.6422632E-009, 8.0562839E-002
 2.8435497E-001, 5.3334076E-002, 7.2158232E-005, 1.0000000E+000, 5.6847638E+002, 1.0000000E+001, 8.7450087E-009, 8.0561974E-002
 2.8649185E-001, 5.3268972E-002, 7.3014224E-005, 1.0000000E+000, 5.7628855E+002, 1.0000000E+001, 8.8480912E-009, 8.0561122E-002
 2.8862873E-001, 5.3203491E-002, 7.3872981E-005, 1.0000000E+000, 5.8410800E+002, 1.0000000E+001, 8.9515051E-009, 8.0560285E-002
 2.9076560E-001, 5.3137636E-002, 7.4734479E-005, 1.0000000E+000, 5.9192771E+002, 1.0000000E+001, 9.0552481E-009, 8.0559464E-002
