Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 6.377E+00, 3.047E+01, 9.498E+00, 3.615E+01, 1.325E+03, 3.286E+01, 1.139E+01, 0.000E+00, 7.553E+00, 0.000E+00, 1.380E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.473E+03
    1, 6.251E+00, 2.451E+01, 9.159E+00, 3.742E+01, 1.324E+03, 2.943E+01, 1.135E+01, 0.000E+00, 7.618E+00, 0.000E+00, 2.345E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.473E+03
    2, 6.294E+00, 3.021E+01, 9.457E+00, 3.542E+01, 1.324E+03, 3.265E+01, 1.177E+01, 0.000E+00, 7.552E+00, 0.000E+00, 1.596E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.473E+03
    3, 6.033E+00, 3.472E+01, 1.020E+01, 3.909E+01, 1.324E+03, 3.648E+01, 1.053E+01, 0.000E+00, 8.038E+00, 0.000E+00, 4.285E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.473E+03
