s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3730050E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7926068E-002, 4.9600932E-005, 1.0000000E+000, 1.7959840E+000, 1.0000000E+001, 2.0147056E-009, 8.2956943E-002
 7.9056942E-003, 5.7922531E-002, 4.9596180E-005, 1.0000000E+000, 2.0867231E+000, 1.0000000E+001, 1.9234811E-009, 8.2403876E-002
 1.1858541E-002, 5.7914479E-002, 5.0492068E-005, 1.0000000E+000, 2.3571510E+000, 1.0000000E+001, 1.9580846E-009, 8.2403422E-002
 1.5811388E-002, 5.7902380E-002, 5.1357103E-005, 1.0000000E+000, 2.6498621E+000, 1.0000000E+001, 1.9916142E-009, 8.2403725E-002
 1.9764235E-002, 5.7888411E-002, 5.2212339E-005, 1.0000000E+000, 2.8966470E+000, 1.0000000E+001, 2.0249116E-009, 8.2404897E-002
 2.3717082E-002, 5.7874672E-002, 5.3084652E-005, 1.0000000E+000, 3.1918860E+000, 1.0000000E+001, 2.0590457E-009, 8.2407052E-002
 2.7669930E-002, 5.7859131E-002, 5.3976337E-005, 1.0000000E+000, 3.4800980E+000, 1.0000000E+001, 2.0941291E-009, 8.2410283E-002
 3.1622777E-002, 5.7841785E-002, 5.4899938E-005, 1.0000000E+000, 3.8039520E+000, 1.0000000E+001, 2.1306775E-009, 8.2414706E-002
 3.5575624E-002, 5.7822635E-002, 5.5866960E-005, 1.0000000E+000, 4.0618141E+000, 1.0000000E+001, 2.1691708E-009, 8.2420441E-002
 3.9528471E-002, 5.7801680E-002, 5.6887520E-005, 1.0000000E+000, 4.6502211E+000, 1.0000000E+001, 2.2100384E-009, 8.2427613E-002
 4.3481318E-002, 5.7778921E-002, 5.7970257E-005, 1.0000000E+000, 5.2128222E+000, 1.0000000E+001, 2.2536558E-009, 8.2436344E-002
 4.7434165E-002, 5.7754361E-002, 5.9122297E-005, 1.0000000E+000, 5.8095610E+000, 1.0000000E+001, 2.3003417E-009, 8.2446744E-002
 5.1387012E-002, 5.7728001E-002, 6.0349264E-005, 1.0000000E+000, 6.3650239E+000, 1.0000000E+001, 2.3503567E-009, 8.2458902E-002
 5.5339859E-002, 5.7699843E-002, 6.1655357E-005, 1.0000000E+000, 6.9587081E+000, 1.0000000E+001, 2.4039043E-009, 8.2472871E-002
 5.9292706E-002, 5.7669890E-002, 6.3043479E-005, 1.0000000E+000, 7.5184658E+000, 1.0000000E+001, 2.4611331E-009, 8.2488665E-002
 6.3245553E-002, 5.7638146E-002, 6.4515439E-005, 1.0000000E+000, 8.8400738E+000, 1.0000000E+001, 2.5221426E-009, 8.2506246E-002
 6.7198400E-002, 5.7604614E-002, 6.6072200E-005, 1.0000000E+000, 9.3957379E+000, 1.0000000E+001, 2.5869900E-009, 8.2525521E-002
 7.1151247E-002, 5.7569299E-002, 6.7714178E-005, 1.0000000E+000, 9.9881890E+000, 1.0000000E+001, 2.6556999E-009, 8.2546337E-002
 7.5104094E-002, 5.7532204E-002, 6.9441570E-005, 1.0000000E+000, 1.0547399E+001, 1.0000000E+001, 2.7282755E-009, 8.2568486E-002
 7.9056942E-002, 5.7493334E-002, 7.1254686E-005, 1.0000000E+000, 1.1145717E+001, 1.0000000E+001, 2.8047109E-009, 8.2591711E-002
 8.2494652E-002, 5.7469321E-002, 6.3602562E-005, 1.0000000E+000, 1.1984230E+001, 1.0000000E+001, 2.8833696E-009, 8.2612143E-002
 8.5932363E-002, 5.7431239E-002, 6.4915935E-005, 1.0000000E+000, 1.2753884E+001, 1.0000000E+001, 2.9479971E-009, 8.2633850E-002
 8.9370074E-002, 5.7393688E-002, 6.6463299E-005, 1.0000000E+000, 1.3318464E+001, 1.0000000E+001, 3.0234072E-009, 8.2655211E-002
 9.2385388E-002, 5.7370233E-002, 5.9709374E-005, 1.0000000E+000, 1.4346640E+001, 1.0000000E+001, 3.1011273E-009, 8.2673261E-002
