s,m/s
 6.8029559E+000, 9.5503704E-001
 6.9021375E+000, 9.6707595E-001
 7.0017157E+000, 9.6598230E-001
 7.1020875E+000, 9.5722882E-001
 7.2024592E+000, 9.5538869E-001
 7.3036062E+000, 9.5690185E-001
 7.4014912E+000, 9.5716113E-001
 7.5029000E+000, 9.5914499E-001
 7.6000189E+000, 9.6157404E-001
 7.7002695E+000, 9.6376439E-001
 7.8012853E+000, 9.6373380E-001
 7.9023011E+000, 9.6177696E-001
 8.0033169E+000, 9.5902405E-001
 8.1001237E+000, 9.5990610E-001
 8.2011395E+000, 9.6189013E-001
 8.3021554E+000, 9.6290428E-001
 8.4031712E+000, 9.6161763E-001
 8.5041870E+000, 9.5790615E-001
 8.6009938E+000, 9.5679529E-001
 8.7020096E+000, 9.5390621E-001
 8.8014725E+000, 9.5604376E-001
 8.9000883E+000, 9.6358335E-001
 9.0028131E+000, 9.6438174E-001
 9.1014288E+000, 9.5810197E-001
 9.2000446E+000, 9.5587328E-001
 9.3027694E+000, 9.5435258E-001
 9.4013852E+000, 9.5431659E-001
 9.5000010E+000, 9.5303861E-001
 9.6027257E+000, 9.5779044E-001
 9.7022375E+000, 9.6652537E-001
 9.8014102E+000, 9.6986562E-001
 9.9033075E+000, 9.6510316E-001
 1.0000010E+001, 9.6003655E-001
 1.0101108E+001, 9.5715200E-001
 1.0203910E+001, 9.5731823E-001
 1.0302956E+001, 9.6461289E-001
 1.0402564E+001, 9.7141312E-001
 1.0500418E+001, 9.6908713E-001
 1.0600825E+001, 9.6305154E-001
 1.0701904E+001, 9.5821717E-001
 1.0802937E+001, 9.5648520E-001
 1.0903971E+001, 9.5883413E-001
 1.1000794E+001, 9.6838728E-001
 1.1101828E+001, 9.7244102E-001
 1.1202861E+001, 9.6894814E-001
 1.1303895E+001, 9.6390874E-001
 1.1400718E+001, 9.6195643E-001
 1.1501752E+001, 9.5895588E-001
 1.1602785E+001, 9.5612695E-001
 1.1703818E+001, 9.5943587E-001
 1.1800642E+001, 9.6394134E-001
 1.1901675E+001, 9.6217428E-001
 1.2002709E+001, 9.5957499E-001
 1.2103742E+001, 9.5610407E-001
 1.2200566E+001, 9.4969232E-001
 1.2300250E+001, 9.4635338E-001
 1.2401776E+001, 9.5512409E-001
 1.2503301E+001, 9.6364641E-001
 1.2601818E+001, 9.5968165E-001
 1.2701087E+001, 9.5306890E-001
 1.2800357E+001, 9.5168859E-001
 1.2902549E+001, 9.4935261E-001
 1.3002191E+001, 9.5021502E-001
 1.3103677E+001, 9.5314346E-001
 1.3201105E+001, 9.5504106E-001
 1.3302592E+001, 9.5185962E-001
 1.3400019E+001, 9.4626247E-001
 1.3501506E+001, 9.4073951E-001
 1.3600302E+001, 9.4257427E-001
 1.3702326E+001, 9.4785537E-001
 1.3803985E+001, 9.5272628E-001
 1.3900179E+001, 9.5631503E-001
 1.4003187E+001, 9.5720341E-001
 1.4100182E+001, 9.5609795E-001
 1.4201587E+001, 9.5096665E-001
 1.4303723E+001, 9.5146385E-001
 1.4402453E+001, 9.6187513E-001
 1.4501182E+001, 9.7130650E-001
 1.4603862E+001, 9.6663796E-001
 1.4702592E+001, 9.5832013E-001
 1.4801321E+001, 9.5717273E-001
 1.4900051E+001, 9.5711426E-001
 1.5000756E+001, 9.5835287E-001
 1.5102939E+001, 9.6653762E-001
 1.5203186E+001, 9.7272521E-001
 1.5301491E+001, 9.7284419E-001
 1.5404069E+001, 9.6531263E-001
 1.5502374E+001, 9.6078216E-001
 1.5600678E+001, 9.6030316E-001
 1.5703257E+001, 9.6289453E-001
 1.5801561E+001, 9.6574674E-001
 1.5904140E+001, 9.6405082E-001
 1.6002444E+001, 9.6379093E-001
 1.6100749E+001, 9.6522384E-001
 1.6203328E+001, 9.6196492E-001
 1.6301632E+001, 9.5965418E-001
 1.6404211E+001, 9.6198513E-001
 1.6502515E+001, 9.6374255E-001
 1.6604239E+001, 9.6483506E-001
 1.6702971E+001, 9.6704878E-001
 1.6801228E+001, 9.6886287E-001
 1.6902683E+001, 9.6616041E-001
 1.7004137E+001, 9.6191385E-001
 1.7101364E+001, 9.5802245E-001
 1.7202818E+001, 9.5167921E-001
 1.7300045E+001, 9.5315039E-001
 1.7402898E+001, 9.6252719E-001
 1.7500576E+001, 9.6681982E-001
 1.7603889E+001, 9.6653712E-001
 1.7703070E+001, 9.6966771E-001
 1.7802251E+001, 9.6778968E-001
 1.7901771E+001, 9.6290576E-001
 1.8003975E+001, 9.5939495E-001
 1.8102909E+001, 9.5862262E-001
 1.8201843E+001, 9.6440233E-001
 1.8300778E+001, 9.7146666E-001
 1.8404209E+001, 9.6755240E-001
 1.8503798E+001, 9.6035891E-001
 1.8600187E+001, 9.5421304E-001
 1.8700958E+001, 9.5072490E-001
 1.8803439E+001, 9.4894967E-001
 1.8901953E+001, 9.5432197E-001
 1.9000466E+001, 9.5759545E-001
 1.9101344E+001, 9.5788019E-001
 1.9202317E+001, 9.5476236E-001
 1.9302905E+001, 9.5509862E-001
 1.9403493E+001, 9.5933713E-001
 1.9503705E+001, 9.6293417E-001
 1.9600881E+001, 9.6332366E-001
 1.9702105E+001, 9.6685426E-001
 1.9803330E+001, 9.6814540E-001
 1.9900506E+001, 9.6402229E-001
 2.0001731E+001, 9.6149947E-001
 2.0102956E+001, 9.5868461E-001
 2.0200131E+001, 9.5445382E-001
 2.0301356E+001, 9.5077871E-001
 2.0402581E+001, 9.5265894E-001
 2.0503806E+001, 9.5545948E-001
 2.0600982E+001, 9.5129617E-001
 2.0701842E+001, 9.4904715E-001
 2.0800964E+001, 9.4910701E-001
 2.0901867E+001, 9.4611995E-001
 2.1003509E+001, 9.4772207E-001
 2.1101085E+001, 9.5317006E-001
 2.1202727E+001, 9.5818011E-001
 2.1300304E+001, 9.6358524E-001
 2.1401946E+001, 9.6872250E-001
 2.1500931E+001, 9.7180422E-001
 2.1600976E+001, 9.7125402E-001
 2.1702774E+001, 9.6754715E-001
 2.1803150E+001, 9.6260863E-001
 2.1903729E+001, 9.5852312E-001
 2.2000118E+001, 9.5920804E-001
 2.2100697E+001, 9.6009975E-001
 2.2201276E+001, 9.6094955E-001
 2.2301855E+001, 9.6176834E-001
 2.2402435E+001, 9.5901842E-001
 2.2503014E+001, 9.5578662E-001
 2.2603593E+001, 9.5404862E-001
 2.2701575E+001, 9.5537085E-001
 2.2801636E+001, 9.5789393E-001
 2.2903549E+001, 9.5839890E-001
 2.3001386E+001, 9.5283309E-001
 2.3103363E+001, 9.4999275E-001
 2.3203885E+001, 9.5085339E-001
 2.3300386E+001, 9.5606237E-001
 2.3400908E+001, 9.6394019E-001
 2.3501430E+001, 9.6812657E-001
 2.3601952E+001, 9.6916270E-001
 2.3700464E+001, 9.6498390E-001
 2.3802193E+001, 9.5857241E-001
 2.3903505E+001, 9.5351015E-001
 2.4003104E+001, 9.5069058E-001
 2.4100592E+001, 9.5008379E-001
 2.4200298E+001, 9.4929644E-001
 2.4300004E+001, 9.5115004E-001
 2.4401244E+001, 9.5891898E-001
 2.4502484E+001, 9.6134733E-001
 2.4603724E+001, 9.5822569E-001
 2.4700746E+001, 9.5595654E-001
 2.4801986E+001, 9.6034772E-001
 2.4903226E+001, 9.6674557E-001
 2.5002778E+001, 9.6520314E-001
 2.5102665E+001, 9.6337073E-001
 2.5200849E+001, 9.6396619E-001
 2.5303123E+001, 9.6281612E-001
 2.5402876E+001, 9.6437077E-001
 2.5501988E+001, 9.6353902E-001
 2.5602238E+001, 9.6224929E-001
 2.5704396E+001, 9.5726624E-001
 2.5800098E+001, 9.5188571E-001
 2.5902489E+001, 9.4941238E-001
 2.6000942E+001, 9.5335255E-001
 2.6103332E+001, 9.6186191E-001
 2.6200603E+001, 9.6817922E-001
 2.6300664E+001, 9.6822103E-001
 2.6402400E+001, 9.6138910E-001
 2.6503780E+001, 9.5632237E-001
 2.6602665E+001, 9.6261810E-001
 2.6701550E+001, 9.6564175E-001
 2.6801956E+001, 9.6706991E-001
 2.6902363E+001, 9.6741207E-001
 2.7002769E+001, 9.5956203E-001
 2.7101037E+001, 9.4969285E-001
 2.7202804E+001, 9.4653189E-001
 2.7302759E+001, 9.4719286E-001
 2.7400133E+001, 9.4538685E-001
 2.7501563E+001, 9.4286678E-001
 2.7602994E+001, 9.4260218E-001
 2.7700367E+001, 9.4206281E-001
 2.7801242E+001, 9.3819288E-001
 2.7902536E+001, 9.4401579E-001
 2.8002162E+001, 9.5202485E-001
 2.8101973E+001, 9.5050948E-001
 2.8201641E+001, 9.5177725E-001
 2.8301310E+001, 9.5054808E-001
 2.8400724E+001, 9.4664248E-001
 2.8504179E+001, 9.4898451E-001
 2.8602210E+001, 9.5213315E-001
 2.8700475E+001, 9.5764645E-001
 2.8800459E+001, 9.5929257E-001
 2.8900824E+001, 9.6410429E-001
 2.9002660E+001, 9.6776427E-001
 2.9101806E+001, 9.6444986E-001
 2.9203139E+001, 9.5455911E-001
 2.9300802E+001, 9.4858541E-001
 2.9402983E+001, 9.5091204E-001
 2.9501234E+001, 9.5210416E-001
 2.9603415E+001, 9.5310595E-001
 2.9702453E+001, 9.5285415E-001
 2.9800376E+001, 9.5366795E-001
 2.9900479E+001, 9.5770733E-001
 3.0001347E+001, 9.5922778E-001
 3.0102215E+001, 9.5669337E-001
 3.0202662E+001, 9.5490596E-001
 3.0302084E+001, 9.5701169E-001
 3.0401194E+001, 9.5720249E-001
 3.0503512E+001, 9.5840376E-001
 3.0602524E+001, 9.5855751E-001
 3.0701110E+001, 9.5717450E-001
 3.0803982E+001, 9.5495627E-001
 3.0902569E+001, 9.5277064E-001
 3.1000986E+001, 9.4951994E-001
 3.1100846E+001, 9.5425255E-001
 3.1200707E+001, 9.6245072E-001
 3.1304024E+001, 9.6414702E-001
 3.1401196E+001, 9.5779093E-001
 3.1502593E+001, 9.5363077E-001
 3.1603990E+001, 9.5517174E-001
 3.1701162E+001, 9.5985189E-001
 3.1802559E+001, 9.6016485E-001
 3.1903956E+001, 9.6223677E-001
 3.2001128E+001, 9.6982166E-001
 3.2102525E+001, 9.6758642E-001
 3.2203922E+001, 9.6016209E-001
 3.2301094E+001, 9.5757132E-001
 3.2402055E+001, 9.5769504E-001
 3.2503600E+001, 9.5600315E-001
 3.2603630E+001, 9.5133189E-001
 3.2703659E+001, 9.4812167E-001
 3.2802665E+001, 9.4698437E-001
 3.2901092E+001, 9.4612098E-001
 3.3004010E+001, 9.4459691E-001
 3.3102812E+001, 9.4966539E-001
 3.3201613E+001, 9.5872496E-001
 3.3300414E+001, 9.6326189E-001
 3.3403333E+001, 9.6588160E-001
 3.3504192E+001, 9.7157560E-001
 3.3603817E+001, 9.6879937E-001
 3.3703442E+001, 9.6056702E-001
 3.3803066E+001, 9.5676591E-001
 3.3900445E+001, 9.5709916E-001
 3.4003584E+001, 9.5978320E-001
 3.4102756E+001, 9.5948311E-001
 3.4202722E+001, 9.6134672E-001
 3.4303084E+001, 9.6804942E-001
 3.4403446E+001, 9.6789483E-001
 3.4503808E+001, 9.6276971E-001
 3.4603176E+001, 9.5710868E-001
 3.4702587E+001, 9.5857730E-001
 3.4800851E+001, 9.6074858E-001
 3.4901791E+001, 9.5878282E-001
 3.5002732E+001, 9.5562820E-001
 3.5103672E+001, 9.5536000E-001
 3.5200407E+001, 9.5783136E-001
 3.5301347E+001, 9.5540479E-001
 3.5402287E+001, 9.5158525E-001
 3.5501091E+001, 9.5511660E-001
 3.5600846E+001, 9.5841910E-001
 3.5700600E+001, 9.5483348E-001
 3.5800355E+001, 9.5203100E-001
 3.5900110E+001, 9.5097925E-001
 3.6003639E+001, 9.5665830E-001
 3.6102731E+001, 9.5958984E-001
 3.6200713E+001, 9.5445288E-001
 3.6302455E+001, 9.5097803E-001
 3.6400283E+001, 9.5872219E-001
 3.6502024E+001, 9.6441746E-001
 3.6603765E+001, 9.5978747E-001
 3.6701202E+001, 9.5715652E-001
 3.6800204E+001, 9.6000189E-001
 3.6903510E+001, 9.5805717E-001
 3.7001638E+001, 9.5509581E-001
 3.7102181E+001, 9.5322689E-001
 3.7202725E+001, 9.5483747E-001
 3.7303269E+001, 9.6209020E-001
 3.7402265E+001, 9.6673264E-001
 3.7500102E+001, 9.6418040E-001
 3.7602193E+001, 9.6109239E-001
 3.7700029E+001, 9.6385044E-001
 3.7800835E+001, 9.6611835E-001
 3.7900302E+001, 9.5840313E-001
 3.8001299E+001, 9.5392470E-001
 3.8102296E+001, 9.5432621E-001
 3.8202835E+001, 9.5148534E-001
 3.8301511E+001, 9.4581489E-001
 3.8403211E+001, 9.3527820E-001
 3.8501903E+001, 9.3162550E-001
 3.8603153E+001, 9.4120795E-001
 3.8703672E+001, 9.4907371E-001
 3.8800171E+001, 9.4403430E-001
 3.8900691E+001, 9.4105211E-001
 3.9002382E+001, 9.4495404E-001
 3.9102823E+001, 9.5770144E-001
 3.9202857E+001, 9.6325153E-001
 3.9301398E+001, 9.6158568E-001
 3.9404045E+001, 9.5641364E-001
 3.9501187E+001, 9.5513260E-001
 3.9603456E+001, 9.5625078E-001
 3.9703542E+001, 9.5867617E-001
 3.9800424E+001, 9.6167625E-001
 3.9901711E+001, 9.6358792E-001
 4.0002997E+001, 9.6276764E-001
 4.0104283E+001, 9.6585220E-001
 4.0201166E+001, 9.6547274E-001
 4.0300593E+001, 9.6547792E-001
 4.0401085E+001, 9.6922867E-001
 4.0501181E+001, 9.6943469E-001
 4.0601277E+001, 9.6749123E-001
 4.0701373E+001, 9.6417856E-001
 4.0802754E+001, 9.6035826E-001
 4.0901035E+001, 9.5583878E-001
 4.1000098E+001, 9.5552606E-001
 4.1103469E+001, 9.5235323E-001
 4.1202533E+001, 9.5371919E-001
 4.1301597E+001, 9.5968452E-001
 4.1400660E+001, 9.6489102E-001
 4.1504031E+001, 9.7078254E-001
 4.1603095E+001, 9.7137329E-001
 4.1702159E+001, 9.6855509E-001
 4.1803376E+001, 9.6387183E-001
 4.1900096E+001, 9.6102032E-001
 4.2000487E+001, 9.6071738E-001
 4.2100878E+001, 9.6323605E-001
 4.2201269E+001, 9.6688047E-001
 4.2302747E+001, 9.6556836E-001
 4.2403452E+001, 9.6190681E-001
 4.2500128E+001, 9.5975906E-001
 4.2600833E+001, 9.6070814E-001
 4.2702746E+001, 9.6305819E-001
 4.2801254E+001, 9.6542597E-001
 4.2903727E+001, 9.5993720E-001
 4.3002259E+001, 9.5000260E-001
 4.3100791E+001, 9.4352889E-001
 4.3203264E+001, 9.4152465E-001
 4.3301796E+001, 9.4505659E-001
 4.3400328E+001, 9.5624779E-001
 4.3502801E+001, 9.6661414E-001
 4.3600544E+001, 9.7145083E-001
 4.3700258E+001, 9.6917640E-001
 4.3804308E+001, 9.6760340E-001
 4.3904022E+001, 9.6573217E-001
 4.4003736E+001, 9.6087659E-001
 4.4103450E+001, 9.5819611E-001
 4.4202095E+001, 9.5775574E-001
 4.4301171E+001, 9.5665671E-001
 4.4403675E+001, 9.5620190E-001
 4.4502661E+001, 9.5176290E-001
 4.4601646E+001, 9.5308152E-001
 4.4701027E+001, 9.5790039E-001
 4.4801199E+001, 9.6565137E-001
 4.4901372E+001, 9.7415628E-001
 4.5001545E+001, 9.7042705E-001
 4.5101718E+001, 9.5957109E-001
 4.5202549E+001, 9.4675918E-001
 4.5300082E+001, 9.3418290E-001
 4.5401153E+001, 9.3350783E-001
 4.5500459E+001, 9.4839546E-001
 4.5600713E+001, 9.5496286E-001
 4.5703482E+001, 9.5756994E-001
 4.5803089E+001, 9.6291943E-001
 4.5903091E+001, 9.6385510E-001
 4.6003093E+001, 9.5894770E-001
 4.6103095E+001, 9.5106603E-001
 4.6203097E+001, 9.4936242E-001
 4.6303099E+001, 9.5407372E-001
 4.6403102E+001, 9.6119281E-001
 4.6503104E+001, 9.5593917E-001
 4.6602720E+001, 9.5018462E-001
 4.6703338E+001, 9.5064977E-001
 4.6800473E+001, 9.5204109E-001
 4.6902640E+001, 9.5281685E-001
 4.7001862E+001, 9.5071234E-001
 4.7103285E+001, 9.4671202E-001
 4.7200015E+001, 9.4653364E-001
 4.7303672E+001, 9.5119940E-001
 4.7403627E+001, 9.5615054E-001
 4.7503953E+001, 9.5729705E-001
 4.7600465E+001, 9.5923954E-001
 4.7703493E+001, 9.6358958E-001
 4.7802041E+001, 9.6887935E-001
 4.7903238E+001, 9.7016577E-001
 4.8002472E+001, 9.6795978E-001
 4.8101158E+001, 9.6359972E-001
 4.8202701E+001, 9.6135436E-001
 4.8303860E+001, 9.6109968E-001
 4.8400805E+001, 9.6024951E-001
 4.8502760E+001, 9.5839070E-001
 4.8603979E+001, 9.5444725E-001
 4.8701150E+001, 9.5143382E-001
 4.8802369E+001, 9.5354486E-001
 4.8903608E+001, 9.5860147E-001
 4.9003273E+001, 9.6045859E-001
 4.9104135E+001, 9.6243008E-001
 4.9200611E+001, 9.6251229E-001
 4.9301472E+001, 9.6771540E-001
 4.9402334E+001, 9.6779631E-001
 4.9503195E+001, 9.6643188E-001
 4.9604056E+001, 9.6532544E-001
 4.9700439E+001, 9.6162780E-001
 4.9802431E+001, 9.5472010E-001
 4.9903341E+001, 9.4670045E-001
 5.0002388E+001, 9.4693336E-001
 5.0101435E+001, 9.5292286E-001
 5.0200483E+001, 9.5738438E-001
 5.0304101E+001, 9.5748669E-001
 5.0400482E+001, 9.5610674E-001
 5.0501053E+001, 9.5472488E-001
 5.0601625E+001, 9.5409896E-001
 5.0702196E+001, 9.5927299E-001
 5.0802767E+001, 9.6600414E-001
 5.0903338E+001, 9.6443444E-001
 5.1003909E+001, 9.6126717E-001
 5.1100198E+001, 9.5881111E-001
 5.1202154E+001, 9.5992883E-001
 5.1301476E+001, 9.6086152E-001
 5.1400798E+001, 9.5405953E-001
 5.1501579E+001, 9.4583705E-001
 5.1601812E+001, 9.4474967E-001
 5.1702416E+001, 9.4692836E-001
 5.1801940E+001, 9.4627768E-001
 5.1903852E+001, 9.4665969E-001
 5.2003412E+001, 9.4995555E-001
 5.2101799E+001, 9.5266790E-001
 5.2203838E+001, 9.5071687E-001
 5.2301626E+001, 9.4774321E-001
 5.2402346E+001, 9.5111216E-001
 5.2502224E+001, 9.4788086E-001
 5.2602864E+001, 9.4474244E-001
 5.2703503E+001, 9.4844307E-001
 5.2804143E+001, 9.4964962E-001
 5.2900590E+001, 9.5174899E-001
 5.3001230E+001, 9.5216697E-001
 5.3101870E+001, 9.5184591E-001
 5.3200551E+001, 9.5171962E-001
 5.3301211E+001, 9.5196786E-001
 5.3402981E+001, 9.5454531E-001
 5.3500681E+001, 9.5647795E-001
 5.3602451E+001, 9.5577511E-001
 5.3700150E+001, 9.5858811E-001
 5.3801920E+001, 9.5437114E-001
 5.3903690E+001, 9.4985532E-001
 5.4001389E+001, 9.4802847E-001
 5.4103159E+001, 9.4929549E-001
 5.4200858E+001, 9.5238170E-001
 5.4302628E+001, 9.6007207E-001
 5.4400327E+001, 9.6657307E-001
 5.4502097E+001, 9.6287196E-001
 5.4600204E+001, 9.5592704E-001
 5.4703649E+001, 9.5343547E-001
 5.4803021E+001, 9.5255069E-001
 5.4903586E+001, 9.5610795E-001
 5.5004151E+001, 9.6082166E-001
 5.5100343E+001, 9.6539223E-001
 5.5200742E+001, 9.6055130E-001
 5.5301042E+001, 9.4914082E-001
 5.5403323E+001, 9.4334581E-001
 5.5503526E+001, 9.4680817E-001
 5.5601223E+001, 9.5004600E-001
 5.5703572E+001, 9.5181126E-001
 5.5801985E+001, 9.5532286E-001
 5.5900398E+001, 9.6045128E-001
 5.6002748E+001, 9.5801719E-001
 5.6102372E+001, 9.5276315E-001
 5.6202535E+001, 9.5058417E-001
 5.6302699E+001, 9.4881497E-001
 5.6402862E+001, 9.4498820E-001
 5.6503279E+001, 9.3934147E-001
 5.6602175E+001, 9.3712580E-001
 5.6702337E+001, 9.4311813E-001
 5.6802498E+001, 9.4939726E-001
 5.6902660E+001, 9.4952801E-001
 5.7001500E+001, 9.5036662E-001
 5.7100035E+001, 9.5106791E-001
 5.7202359E+001, 9.4856025E-001
 5.7300894E+001, 9.4690939E-001
 5.7403218E+001, 9.5037662E-001
 5.7504027E+001, 9.5666463E-001
 5.7603629E+001, 9.5636710E-001
 5.7700362E+001, 9.5685428E-001
 5.7802676E+001, 9.5692441E-001
 5.7900897E+001, 9.5543764E-001
 5.8003211E+001, 9.5606831E-001
 5.8101433E+001, 9.6486974E-001
 5.8200473E+001, 9.7017578E-001
 5.8304014E+001, 9.6640984E-001
 5.8403054E+001, 9.6205924E-001
 5.8502094E+001, 9.5592295E-001
 5.8601134E+001, 9.5104526E-001
 5.8700699E+001, 9.5448575E-001
 5.8803684E+001, 9.6398679E-001
 5.8902708E+001, 9.6806014E-001
 5.9000940E+001, 9.6669241E-001
 5.9101153E+001, 9.6142668E-001
 5.9201365E+001, 9.5478024E-001
 5.9301578E+001, 9.5186611E-001
 5.9401790E+001, 9.5502709E-001
 5.9502771E+001, 9.5540839E-001
 5.9602283E+001, 9.5639467E-001
 5.9701794E+001, 9.5731053E-001
 5.9800923E+001, 9.5769594E-001
 5.9900083E+001, 9.5937598E-001
 6.0002979E+001, 9.6465451E-001
 6.0101759E+001, 9.6558112E-001
 6.0200540E+001, 9.6437965E-001
 6.0303436E+001, 9.6627913E-001
 6.0402216E+001, 9.6359136E-001
 6.0500996E+001, 9.5583614E-001
 6.0603892E+001, 9.5066586E-001
 6.0702672E+001, 9.5447678E-001
 6.0801452E+001, 9.5963276E-001
 6.0900232E+001, 9.5810499E-001
 6.1003670E+001, 9.5590805E-001
 6.1101188E+001, 9.5567579E-001
 6.1202770E+001, 9.6236718E-001
 6.1300288E+001, 9.6805560E-001
 6.1401869E+001, 9.6763725E-001
 6.1501911E+001, 9.6731017E-001
 6.1600346E+001, 9.6115411E-001
 6.1700793E+001, 9.5381470E-001
 6.1800883E+001, 9.4722351E-001
 6.1900974E+001, 9.4654176E-001
 6.2003760E+001, 9.5316748E-001
 6.2101156E+001, 9.5931539E-001
 6.2202786E+001, 9.6532431E-001
 6.2300182E+001, 9.6703829E-001
 6.2401813E+001, 9.6397183E-001
 6.2503443E+001, 9.6241478E-001
 6.2600839E+001, 9.6751773E-001
 6.2702470E+001, 9.7390278E-001
 6.2804101E+001, 9.7659728E-001
 6.2901497E+001, 9.7184057E-001
 6.3003127E+001, 9.6496313E-001
 6.3100523E+001, 9.6176229E-001
 6.3202154E+001, 9.5787578E-001
 6.3303784E+001, 9.5396131E-001
 6.3401180E+001, 9.5269900E-001
 6.3502811E+001, 9.5321592E-001
 6.3600207E+001, 9.4873832E-001
 6.3701837E+001, 9.4534244E-001
 6.3803468E+001, 9.5011896E-001
 6.3900356E+001, 9.5692770E-001
 6.4001716E+001, 9.6386187E-001
 6.4103075E+001, 9.6616694E-001
 6.4200380E+001, 9.5960012E-001
 6.4301740E+001, 9.4952684E-001
 6.4401231E+001, 9.4730870E-001
 6.4500366E+001, 9.4848422E-001
 6.4600227E+001, 9.5242941E-001
 6.4700088E+001, 9.5804750E-001
 6.4803943E+001, 9.5552954E-001
 6.4903805E+001, 9.4941490E-001
 6.5003666E+001, 9.4555458E-001
 6.5103527E+001, 9.4536032E-001
 6.5200467E+001, 9.4867358E-001
 6.5303103E+001, 9.4656428E-001
 6.5401791E+001, 9.4697861E-001
 6.5500479E+001, 9.4943356E-001
 6.5603115E+001, 9.4711339E-001
 6.5701803E+001, 9.4744237E-001
 6.5800886E+001, 9.4955117E-001
 6.5901507E+001, 9.5311341E-001
 6.6001510E+001, 9.6248821E-001
 6.6102666E+001, 9.7169853E-001
 6.6204208E+001, 9.7241743E-001
 6.6301518E+001, 9.6784241E-001
 6.6403059E+001, 9.6027696E-001
 6.6500370E+001, 9.5318186E-001
 6.6601714E+001, 9.4997387E-001
 6.6700203E+001, 9.5301119E-001
 6.6801723E+001, 9.5680909E-001
 6.6901728E+001, 9.6371034E-001
 6.7000445E+001, 9.6966805E-001
 6.7103304E+001, 9.7341712E-001
 6.7202918E+001, 9.7131053E-001
 6.7303119E+001, 9.6835874E-001
 6.7402752E+001, 9.6594051E-001
 6.7501603E+001, 9.6458414E-001
 6.7602844E+001, 9.6404439E-001
 6.7702537E+001, 9.6384483E-001
 6.7801836E+001, 9.6237366E-001
 6.7902516E+001, 9.5778238E-001
 6.8002421E+001, 9.5370203E-001
 6.8103474E+001, 9.5008379E-001
 6.8200895E+001, 9.5218449E-001
 6.8302497E+001, 9.5874253E-001
 6.8401475E+001, 9.6107015E-001
 6.8500453E+001, 9.6111803E-001
 6.8603555E+001, 9.6169827E-001
 6.8702533E+001, 9.6542375E-001
 6.8802748E+001, 9.6944330E-001
 6.8902551E+001, 9.6695544E-001
 6.9002354E+001, 9.6388439E-001
 6.9102157E+001, 9.6235905E-001
 6.9203774E+001, 9.5617353E-001
 6.9303358E+001, 9.5125343E-001
 6.9402491E+001, 9.4945687E-001
 6.9501624E+001, 9.4957362E-001
 6.9600757E+001, 9.5053002E-001
 6.9704252E+001, 9.5375524E-001
