,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:19:47.294+02:00,   0.190E-01,   0.01903,   2.12185
      2,2020-06-26T16:19:47.844+02:00,   0.154E-01,   0.03439,   4.28122
      3,2020-06-26T16:19:48.129+02:00,   0.154E-01,   0.04976,   5.42094
      4,2020-06-26T16:19:48.292+02:00,   0.154E-01,   0.06512,   6.07192
      5,2020-06-26T16:19:48.428+02:00,   0.154E-01,   0.08049,   6.61706
      6,2020-06-26T16:19:48.512+02:00,   0.154E-01,   0.09585,   6.95044
      7,2020-06-26T16:19:48.626+02:00,   0.154E-01,   0.11121,   7.40445
      8,2020-06-26T16:19:48.736+02:00,   0.154E-01,   0.12658,   7.84450
      9,2020-06-26T16:19:48.847+02:00,   0.154E-01,   0.14194,   8.28818
     10,2020-06-26T16:19:48.932+02:00,   0.154E-01,   0.15730,   8.62738
     20,2020-06-26T16:19:49.715+02:00,   0.154E-01,   0.31094,  11.75081
     30,2020-06-26T16:19:50.322+02:00,   0.154E-01,   0.46458,  14.17751
     40,2020-06-26T16:19:50.971+02:00,   0.154E-01,   0.61822,  16.76164
     50,2020-06-26T16:19:51.754+02:00,   0.138E-01,   0.76563,  19.88984
     60,2020-06-26T16:19:52.604+02:00,   0.138E-01,   0.90370,  23.28178
     70,2020-06-26T16:19:53.747+02:00,   0.123E-01,   1.03555,  27.80062
     80,2020-06-26T16:19:54.479+02:00,   0.123E-01,   1.15809,  30.72436
     90,2020-06-26T16:19:55.374+02:00,   0.109E-01,   1.27798,  34.29712
    100,2020-06-26T16:19:56.127+02:00,   0.109E-01,   1.38730,  37.30463
    200,2020-06-26T16:20:03.850+02:00,   0.982E-02,   2.40288,  67.94118
    300,2020-06-26T16:20:14.320+02:00,   0.982E-02,   3.38517, 109.62152
    400,2020-06-26T16:20:26.076+02:00,   0.982E-02,   4.36746, 156.50354
    500,2020-06-26T16:20:38.376+02:00,   0.982E-02,   5.34976, 205.42438
    600,2020-06-26T16:20:50.205+02:00,   0.982E-02,   6.33205, 252.60579
    700,2020-06-26T16:21:02.028+02:00,   0.982E-02,   7.31434, 299.74383
    800,2020-06-26T16:21:13.905+02:00,   0.959E-02,   8.25234, 347.01054
    900,2020-06-26T16:21:25.658+02:00,   0.943E-02,   9.19533, 393.81059
   1000,2020-06-26T16:21:36.994+02:00,   0.943E-02,  10.13789, 438.86012
   1100,2020-06-26T16:21:48.868+02:00,   0.943E-02,  11.08045, 486.06031
   1200,2020-06-26T16:22:00.702+02:00,   0.943E-02,  12.02300, 533.26974
   1300,2020-06-26T16:22:13.154+02:00,   0.943E-02,  12.96556, 582.78944
   1400,2020-06-26T16:22:24.809+02:00,   0.943E-02,  13.90812, 629.25250
   1500,2020-06-26T16:22:36.780+02:00,   0.925E-02,  14.83763, 676.85237
   1600,2020-06-26T16:22:48.865+02:00,   0.925E-02,  15.76281, 724.84580
   1700,2020-06-26T16:22:59.814+02:00,   0.102E-01,  16.71020, 768.49658
   1800,2020-06-26T16:23:10.963+02:00,   0.905E-02,  17.63009, 812.83241
   1900,2020-06-26T16:23:22.459+02:00,   0.996E-02,  18.58245, 858.66488
   2000,2020-06-26T16:23:34.116+02:00,   0.889E-02,  19.51844, 905.00146
   2100,2020-06-26T16:23:46.017+02:00,   0.978E-02,  20.47588, 952.45200
   2200,2020-06-26T16:23:57.412+02:00,   0.958E-02,  21.42611, 997.80134
   2300,2020-06-26T16:24:09.442+02:00,   0.958E-02,  22.38413,1045.68833
   2400,2020-06-26T16:24:21.257+02:00,   0.921E-02,  23.27564,1092.79365
   2500,2020-06-26T16:24:34.845+02:00,   0.921E-02,  24.19655,1146.85267
   2600,2020-06-26T16:24:47.598+02:00,   0.101E-01,  25.15337,1197.71314
   2700,2020-06-26T16:24:59.567+02:00,   0.908E-02,  26.09823,1245.37575
   2800,2020-06-26T16:25:10.995+02:00,   0.908E-02,  27.00640,1290.81122
   2900,2020-06-26T16:25:23.902+02:00,   0.887E-02,  27.98038,1342.21702
   3000,2020-06-26T16:25:35.254+02:00,   0.975E-02,  28.89196,1387.37143
   3100,2020-06-26T16:25:46.903+02:00,   0.975E-02,  29.86739,1433.76293
   3200,2020-06-26T16:25:58.423+02:00,   0.975E-02,  30.84282,1479.64340
   3300,2020-06-26T16:26:09.991+02:00,   0.975E-02,  31.81825,1525.67564
   3400,2020-06-26T16:26:22.365+02:00,   0.975E-02,  32.79368,1575.02631
   3500,2020-06-26T16:26:34.649+02:00,   0.975E-02,  33.76911,1623.93712
   3600,2020-06-26T16:26:49.413+02:00,   0.975E-02,  34.74454,1682.62457
   3700,2020-06-26T16:27:04.915+02:00,   0.876E-02,  35.69115,1744.34863
   3800,2020-06-26T16:27:16.400+02:00,   0.964E-02,  36.65306,1790.11703
   3900,2020-06-26T16:27:27.551+02:00,   0.964E-02,  37.61672,1834.56338
   4000,2020-06-26T16:27:39.905+02:00,   0.964E-02,  38.58039,1883.58907
   4100,2020-06-26T16:27:49.895+02:00,   0.921E-02,  39.48783,1923.35341
   4200,2020-06-26T16:28:00.673+02:00,   0.921E-02,  40.40873,1966.28483
   4300,2020-06-26T16:28:12.519+02:00,   0.921E-02,  41.32963,2013.37565
   4400,2020-06-26T16:28:41.719+02:00,   0.911E-02,  42.23158,2129.76899
   4500,2020-06-26T16:28:58.485+02:00,   0.901E-02,  43.12886,2196.59649
   4600,2020-06-26T16:29:10.283+02:00,   0.991E-02,  44.06358,2243.53292
   4700,2020-06-26T16:29:21.562+02:00,   0.872E-02,  44.97406,2288.43414
   4800,2020-06-26T16:29:37.503+02:00,   0.959E-02,  45.91507,2352.01066
   4900,2020-06-26T16:29:48.775+02:00,   0.850E-02,  46.85074,2396.89025
   5000,2020-06-26T16:30:03.609+02:00,   0.934E-02,  47.76141,2456.01563
   5100,2020-06-26T16:30:23.391+02:00,   0.922E-02,  48.63698,2534.96729
   5200,2020-06-26T16:30:36.870+02:00,   0.982E-02,  49.58761,2588.62836
   5300,2020-06-26T16:30:49.108+02:00,   0.927E-02,  50.54133,2637.23627
   5400,2020-06-26T16:31:01.656+02:00,   0.912E-02,  51.51673,2687.20012
   5500,2020-06-26T16:31:13.235+02:00,   0.980E-02,  52.43461,2733.13970
   5600,2020-06-26T16:31:24.746+02:00,   0.980E-02,  53.41472,2778.90261
   5700,2020-06-26T16:31:35.484+02:00,   0.882E-02,  54.35642,2821.68419
   5800,2020-06-26T16:31:47.345+02:00,   0.952E-02,  55.30605,2868.77152
   5900,2020-06-26T16:31:59.246+02:00,   0.952E-02,  56.25759,2916.15635
   6000,2020-06-26T16:32:11.117+02:00,   0.952E-02,  57.20913,2963.28780
   6100,2020-06-26T16:32:22.876+02:00,   0.843E-02,  58.10854,3009.96393
   6200,2020-06-26T16:32:34.467+02:00,   0.927E-02,  59.01892,3055.99191
   6300,2020-06-26T16:32:48.433+02:00,   0.927E-02,  59.94615,3111.78256
   6400,2020-06-26T16:33:08.126+02:00,   0.927E-02,  60.87338,3190.43800
   6500,2020-06-26T16:33:19.510+02:00,   0.927E-02,  61.80062,3235.78020
   6600,2020-06-26T16:33:31.373+02:00,   0.102E-01,  62.79832,3282.99694
   6700,2020-06-26T16:33:48.149+02:00,   0.976E-02,  63.76998,3349.89947
   6800,2020-06-26T16:34:09.511+02:00,   0.976E-02,  64.74638,3435.29997
   6900,2020-06-26T16:34:34.499+02:00,   0.960E-02,  65.70932,3535.05804
   7000,2020-06-26T16:34:46.512+02:00,   0.960E-02,  66.66971,3582.87037
   7100,2020-06-26T16:34:57.738+02:00,   0.960E-02,  67.63010,3627.56899
   7200,2020-06-26T16:35:09.308+02:00,   0.960E-02,  68.59048,3673.57953
