s,m/s
Time,"Ub"
 0.0000000E+000, 1.0420000E+000
 1.0153365E-001, 1.0597599E+000
 2.0170674E-001, 1.0288725E+000
 3.0355689E-001, 1.0133898E+000
 4.0191380E-001, 1.0041151E+000
 5.0078523E-001, 9.9757174E-001
