m,m/s,m,m/s,m,kg/m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,kg/m/s
u_strm_bot-x,u_strm_bot,u_strm_rib-x,u_strm_rib,mu_strm_bot-x,mu_strm_bot,urms_strm_bot-x,urms_strm_bot,urms_strm_rib-x,urms_strm_rib,u_prof_rib-z,u_prof_rib,urms_prof_rib-z,urms_prof_rib,mu_prof_rib-z,mu_prof_rib
 3.1562500E-001, 0.0000000E+000,NaN,NaN, 3.1562500E-001, 0.0000000E+000, 3.1562500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.2187500E-001, 0.0000000E+000,NaN,NaN, 3.2187500E-001, 0.0000000E+000, 3.2187500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.2812500E-001, 0.0000000E+000,NaN,NaN, 3.2812500E-001, 0.0000000E+000, 3.2812500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3437500E-001, 0.0000000E+000,NaN,NaN, 3.3437500E-001, 0.0000000E+000, 3.3437500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4062500E-001, 0.0000000E+000,NaN,NaN, 3.4062500E-001, 0.0000000E+000, 3.4062500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4687500E-001, 0.0000000E+000,NaN,NaN, 3.4687500E-001, 0.0000000E+000, 3.4687500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5312500E-001, 0.0000000E+000,NaN,NaN, 3.5312500E-001, 0.0000000E+000, 3.5312500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5937500E-001, 0.0000000E+000,NaN,NaN, 3.5937500E-001, 0.0000000E+000, 3.5937500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.6562500E-001, 0.0000000E+000,NaN,NaN, 3.6562500E-001, 0.0000000E+000, 3.6562500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7187500E-001, 0.0000000E+000,NaN,NaN, 3.7187500E-001, 0.0000000E+000, 3.7187500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7812500E-001, 0.0000000E+000,NaN,NaN, 3.7812500E-001, 0.0000000E+000, 3.7812500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.8437500E-001, 0.0000000E+000,NaN,NaN, 3.8437500E-001, 0.0000000E+000, 3.8437500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9062500E-001, 0.0000000E+000,NaN,NaN, 3.9062500E-001, 0.0000000E+000, 3.9062500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9687500E-001, 0.0000000E+000,NaN,NaN, 3.9687500E-001, 0.0000000E+000, 3.9687500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0312500E-001, 0.0000000E+000,NaN,NaN, 4.0312500E-001, 0.0000000E+000, 4.0312500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0937500E-001, 0.0000000E+000,NaN,NaN, 4.0937500E-001, 0.0000000E+000, 4.0937500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1562500E-001, 0.0000000E+000,NaN,NaN, 4.1562500E-001, 0.0000000E+000, 4.1562500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2187500E-001, 0.0000000E+000,NaN,NaN, 4.2187500E-001, 0.0000000E+000, 4.2187500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2812500E-001, 0.0000000E+000,NaN,NaN, 4.2812500E-001, 0.0000000E+000, 4.2812500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3437500E-001, 0.0000000E+000,NaN,NaN, 4.3437500E-001, 0.0000000E+000, 4.3437500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4062500E-001, 0.0000000E+000,NaN,NaN, 4.4062500E-001, 0.0000000E+000, 4.4062500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4687500E-001, 0.0000000E+000,NaN,NaN, 4.4687500E-001, 0.0000000E+000, 4.4687500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5312500E-001, 0.0000000E+000,NaN,NaN, 4.5312500E-001, 0.0000000E+000, 4.5312500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5937500E-001, 0.0000000E+000,NaN,NaN, 4.5937500E-001, 0.0000000E+000, 4.5937500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6562500E-001, 0.0000000E+000,NaN,NaN, 4.6562500E-001, 0.0000000E+000, 4.6562500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7187500E-001, 0.0000000E+000,NaN,NaN, 4.7187500E-001, 0.0000000E+000, 4.7187500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7812500E-001, 0.0000000E+000,NaN,NaN, 4.7812500E-001, 0.0000000E+000, 4.7812500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8437500E-001, 0.0000000E+000,NaN,NaN, 4.8437500E-001, 0.0000000E+000, 4.8437500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9062500E-001, 0.0000000E+000,NaN,NaN, 4.9062500E-001, 0.0000000E+000, 4.9062500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9687500E-001, 0.0000000E+000,NaN,NaN, 4.9687500E-001, 0.0000000E+000, 4.9687500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0312500E-001, 0.0000000E+000,NaN,NaN, 5.0312500E-001, 0.0000000E+000, 5.0312500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0937500E-001, 0.0000000E+000,NaN,NaN, 5.0937500E-001, 0.0000000E+000, 5.0937500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1562500E-001, 0.0000000E+000,NaN,NaN, 5.1562500E-001, 0.0000000E+000, 5.1562500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2187500E-001, 0.0000000E+000,NaN,NaN, 5.2187500E-001, 0.0000000E+000, 5.2187500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2812500E-001, 0.0000000E+000,NaN,NaN, 5.2812500E-001, 0.0000000E+000, 5.2812500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3437500E-001, 0.0000000E+000,NaN,NaN, 5.3437500E-001, 0.0000000E+000, 5.3437500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4062500E-001, 0.0000000E+000,NaN,NaN, 5.4062500E-001, 0.0000000E+000, 5.4062500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4687500E-001, 0.0000000E+000,NaN,NaN, 5.4687500E-001, 0.0000000E+000, 5.4687500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5312500E-001, 0.0000000E+000,NaN,NaN, 5.5312500E-001, 0.0000000E+000, 5.5312500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5937500E-001, 0.0000000E+000,NaN,NaN, 5.5937500E-001, 0.0000000E+000, 5.5937500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6562500E-001, 0.0000000E+000,NaN,NaN, 5.6562500E-001, 0.0000000E+000, 5.6562500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7187500E-001, 0.0000000E+000,NaN,NaN, 5.7187500E-001, 0.0000000E+000, 5.7187500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7812500E-001, 0.0000000E+000,NaN,NaN, 5.7812500E-001, 0.0000000E+000, 5.7812500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8437500E-001, 0.0000000E+000,NaN,NaN, 5.8437500E-001, 0.0000000E+000, 5.8437500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9062500E-001, 0.0000000E+000,NaN,NaN, 5.9062500E-001, 0.0000000E+000, 5.9062500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9687500E-001, 0.0000000E+000,NaN,NaN, 5.9687500E-001, 0.0000000E+000, 5.9687500E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
