s,m/s
 6.8001826E+000, 9.5855415E-001
 6.9021559E+000, 9.6184101E-001
 7.0000502E+000, 9.6413659E-001
 7.1020235E+000, 9.6386602E-001
 7.2031810E+000, 9.6556697E-001
 7.3018911E+000, 9.6727454E-001
 7.4006013E+000, 9.6570611E-001
 7.5037982E+000, 9.6157466E-001
 7.6003746E+000, 9.6772024E-001
 7.7002997E+000, 9.7511710E-001
 7.8002248E+000, 9.7191653E-001
 7.9026297E+000, 9.6402088E-001
 8.0007527E+000, 9.5516962E-001
 8.1031419E+000, 9.4607796E-001
 8.2012648E+000, 9.4123610E-001
 8.3009795E+000, 9.4630747E-001
 8.4035594E+000, 9.5820695E-001
 8.5004472E+000, 9.6771977E-001
 8.6037901E+000, 9.6448572E-001
 8.7029992E+000, 9.5674439E-001
 8.8013610E+000, 9.5431442E-001
 8.9039950E+000, 9.5875925E-001
 9.0021667E+000, 9.6341733E-001
 9.1003384E+000, 9.6526774E-001
 9.2026006E+000, 9.6543247E-001
 9.3007723E+000, 9.6081951E-001
 9.4030344E+000, 9.5413157E-001
 9.5012061E+000, 9.4503221E-001
 9.6034683E+000, 9.4154296E-001
 9.7023788E+000, 9.5259258E-001
 9.8028726E+000, 9.6174858E-001
 9.9001363E+000, 9.6340614E-001
 1.0002784E+001, 9.6082193E-001
 1.0100299E+001, 9.5796323E-001
 1.0200182E+001, 9.5931455E-001
 1.0300066E+001, 9.6664045E-001
 1.0403257E+001, 9.7470542E-001
 1.0501345E+001, 9.7798433E-001
 1.0602105E+001, 9.7331861E-001
 1.0702864E+001, 9.6314518E-001
 1.0803624E+001, 9.5159832E-001
 1.0900185E+001, 9.4911576E-001
 1.1000944E+001, 9.5416949E-001
 1.1102437E+001, 9.6062743E-001
 1.1201655E+001, 9.5883628E-001
 1.1301251E+001, 9.5870805E-001
 1.1400847E+001, 9.5980310E-001
 1.1500443E+001, 9.5625056E-001
 1.1600039E+001, 9.5265984E-001
 1.1703784E+001, 9.5683215E-001
 1.1803380E+001, 9.6533005E-001
 1.1902976E+001, 9.6514283E-001
 1.2002572E+001, 9.5935319E-001
 1.2102924E+001, 9.5515026E-001
 1.2200845E+001, 9.5696670E-001
 1.2302847E+001, 9.6385358E-001
 1.2401992E+001, 9.6570603E-001
 1.2502000E+001, 9.6867155E-001
 1.2602711E+001, 9.6890614E-001
 1.2700199E+001, 9.6270437E-001
 1.2801425E+001, 9.5155046E-001
 1.2900638E+001, 9.4036357E-001
 1.3002085E+001, 9.4355752E-001
 1.3102994E+001, 9.5382284E-001
 1.3203551E+001, 9.5741658E-001
 1.3300241E+001, 9.5784635E-001
 1.3403119E+001, 9.5730712E-001
 1.3500969E+001, 9.5542538E-001
 1.3603073E+001, 9.5723068E-001
 1.3700923E+001, 9.6389651E-001
 1.3803028E+001, 9.7335097E-001
 1.3900878E+001, 9.7203417E-001
 1.4002982E+001, 9.6505107E-001
 1.4101963E+001, 9.6301361E-001
 1.4201789E+001, 9.6291743E-001
 1.4301614E+001, 9.6565559E-001
 1.4401440E+001, 9.6617302E-001
 1.4501265E+001, 9.6234299E-001
 1.4601091E+001, 9.5767869E-001
 1.4700916E+001, 9.5604421E-001
 1.4800742E+001, 9.5204063E-001
 1.4900568E+001, 9.5396674E-001
 1.5000393E+001, 9.6157623E-001
 1.5100219E+001, 9.6815535E-001
 1.5200044E+001, 9.6734589E-001
 1.5304029E+001, 9.5754028E-001
 1.5403855E+001, 9.4993105E-001
 1.5503680E+001, 9.5175734E-001
 1.5603506E+001, 9.5983492E-001
 1.5703075E+001, 9.5951378E-001
 1.5803458E+001, 9.6089475E-001
 1.5901237E+001, 9.6264028E-001
 1.6003479E+001, 9.5553394E-001
 1.6101630E+001, 9.4416431E-001
 1.6203871E+001, 9.4214869E-001
 1.6302023E+001, 9.4781178E-001
 1.6401797E+001, 9.6110759E-001
 1.6504251E+001, 9.6856992E-001
 1.6601482E+001, 9.6662113E-001
 1.6703132E+001, 9.5751713E-001
 1.6800973E+001, 9.4498042E-001
 1.6903376E+001, 9.4055377E-001
 1.7003186E+001, 9.4788532E-001
 1.7100144E+001, 9.5112885E-001
 1.7202093E+001, 9.5280537E-001
 1.7300121E+001, 9.5742512E-001
 1.7402854E+001, 9.6212574E-001
 1.7502058E+001, 9.6000976E-001
 1.7601262E+001, 9.5399539E-001
 1.7700466E+001, 9.4758677E-001
 1.7803984E+001, 9.4692761E-001
 1.7901109E+001, 9.5295490E-001
 1.8000467E+001, 9.5496971E-001
 1.8103266E+001, 9.5659287E-001
 1.8204153E+001, 9.5876925E-001
 1.8300837E+001, 9.5782314E-001
 1.8401724E+001, 9.5729296E-001
 1.8502841E+001, 9.6197293E-001
 1.8600568E+001, 9.6448714E-001
 1.8700181E+001, 9.6724084E-001
 1.8803945E+001, 9.6739809E-001
 1.8903558E+001, 9.6549109E-001
 1.9003171E+001, 9.6280564E-001
 1.9102785E+001, 9.6388332E-001
 1.9202398E+001, 9.6821304E-001
 1.9302842E+001, 9.7576788E-001
 1.9403285E+001, 9.7804127E-001
 1.9503728E+001, 9.7238760E-001
 1.9604172E+001, 9.6404197E-001
 1.9700050E+001, 9.5910511E-001
 1.9800493E+001, 9.5661819E-001
 1.9900444E+001, 9.5980244E-001
 2.0002282E+001, 9.6284628E-001
 2.0102897E+001, 9.6296432E-001
 2.0202234E+001, 9.6351685E-001
 2.0302620E+001, 9.6368553E-001
 2.0403007E+001, 9.5778259E-001
 2.0500136E+001, 9.5405107E-001
 2.0603329E+001, 9.6006128E-001
 2.0702599E+001, 9.6557495E-001
 2.0801868E+001, 9.6347399E-001
 2.0901138E+001, 9.5504940E-001
 2.1001596E+001, 9.4765784E-001
 2.1102197E+001, 9.4555114E-001
 2.1203958E+001, 9.5013084E-001
 2.1300657E+001, 9.5800770E-001
 2.1400229E+001, 9.6002588E-001
 2.1500945E+001, 9.6281321E-001
 2.1601661E+001, 9.6549000E-001
 2.1702377E+001, 9.6348533E-001
 2.1803093E+001, 9.5820823E-001
 2.1903809E+001, 9.5490848E-001
 2.2000329E+001, 9.6124256E-001
 2.2101045E+001, 9.6725780E-001
 2.2201761E+001, 9.6262147E-001
 2.2302477E+001, 9.5530510E-001
 2.2401959E+001, 9.5335632E-001
 2.2501954E+001, 9.5661965E-001
 2.2603425E+001, 9.5826139E-001
 2.2703678E+001, 9.5945860E-001
 2.2802995E+001, 9.6490834E-001
 2.2903688E+001, 9.7191973E-001
 2.3002430E+001, 9.7324810E-001
 2.3101171E+001, 9.7006605E-001
 2.3204206E+001, 9.6932076E-001
 2.3302948E+001, 9.6670294E-001
 2.3401689E+001, 9.6283544E-001
 2.3501701E+001, 9.6286088E-001
 2.3602115E+001, 9.6365211E-001
 2.3702150E+001, 9.6836626E-001
 2.3802185E+001, 9.7333410E-001
 2.3902220E+001, 9.7132983E-001
 2.4001005E+001, 9.6417491E-001
 2.4100873E+001, 9.5850634E-001
 2.4202976E+001, 9.5605541E-001
 2.4300996E+001, 9.5315429E-001
 2.4401167E+001, 9.4870938E-001
 2.4503073E+001, 9.4917945E-001
 2.4600224E+001, 9.5312678E-001
 2.4702135E+001, 9.5035045E-001
 2.4802940E+001, 9.4414662E-001
 2.4901134E+001, 9.4014483E-001
 2.5000310E+001, 9.4193561E-001
 2.5101392E+001, 9.5235874E-001
 2.5200923E+001, 9.5171617E-001
 2.5300543E+001, 9.4718755E-001
 2.5402891E+001, 9.4851963E-001
 2.5502495E+001, 9.5231711E-001
 2.5603009E+001, 9.5299540E-001
 2.5703910E+001, 9.5333489E-001
 2.5801717E+001, 9.5207299E-001
 2.5903778E+001, 9.5296964E-001
 2.6001586E+001, 9.5385721E-001
 2.6103646E+001, 9.6058950E-001
 2.6200306E+001, 9.6647134E-001
 2.6304139E+001, 9.6353145E-001
 2.6403818E+001, 9.5868084E-001
 2.6503498E+001, 9.5742082E-001
 2.6603178E+001, 9.6082300E-001
 2.6702858E+001, 9.6627361E-001
 2.6802576E+001, 9.6196973E-001
 2.6900951E+001, 9.5831918E-001
 2.7003425E+001, 9.5665344E-001
 2.7101800E+001, 9.5156249E-001
 2.7200287E+001, 9.4780118E-001
 2.7300874E+001, 9.5036314E-001
 2.7401814E+001, 9.6125237E-001
 2.7502366E+001, 9.6619126E-001
 2.7600589E+001, 9.6708806E-001
 2.7703082E+001, 9.6082623E-001
 2.7801304E+001, 9.5588410E-001
 2.7903841E+001, 9.5003843E-001
 2.8003080E+001, 9.4604522E-001
 2.8102320E+001, 9.4895357E-001
 2.8201560E+001, 9.5813761E-001
 2.8300800E+001, 9.6628866E-001
 2.8400039E+001, 9.6812560E-001
 2.8503414E+001, 9.6184872E-001
 2.8602654E+001, 9.5191150E-001
 2.8701894E+001, 9.4684917E-001
 2.8801134E+001, 9.5370717E-001
 2.8900373E+001, 9.6798817E-001
 2.9003748E+001, 9.7479658E-001
 2.9102988E+001, 9.7300057E-001
 2.9202228E+001, 9.6455784E-001
 2.9301467E+001, 9.5406076E-001
 2.9400707E+001, 9.4780384E-001
 2.9504082E+001, 9.4658179E-001
 2.9603322E+001, 9.5383205E-001
 2.9702562E+001, 9.5927755E-001
 2.9802827E+001, 9.5903803E-001
 2.9901466E+001, 9.5185639E-001
 3.0001652E+001, 9.4178851E-001
 3.0103185E+001, 9.3780517E-001
 3.0203223E+001, 9.4466220E-001
 3.0303159E+001, 9.5609812E-001
 3.0401971E+001, 9.6792589E-001
 3.0500784E+001, 9.6634881E-001
 3.0603714E+001, 9.5511910E-001
 3.0700304E+001, 9.4490754E-001
 3.0802401E+001, 9.4672216E-001
 3.0902409E+001, 9.5220111E-001
 3.1000644E+001, 9.5363422E-001
 3.1103393E+001, 9.5792932E-001
 3.1203289E+001, 9.6455224E-001
 3.1301249E+001, 9.6880453E-001
 3.1403469E+001, 9.6438907E-001
 3.1501429E+001, 9.6247293E-001
 3.1603649E+001, 9.6542776E-001
 3.1701609E+001, 9.6736790E-001
 3.1803829E+001, 9.6186041E-001
 3.1901789E+001, 9.5645082E-001
 3.2004009E+001, 9.5923393E-001
 3.2101969E+001, 9.5958729E-001
 3.2203666E+001, 9.5526524E-001
 3.2300803E+001, 9.5258056E-001
 3.2402423E+001, 9.5195148E-001
 3.2501055E+001, 9.4694847E-001
 3.2603366E+001, 9.4424983E-001
 3.2700594E+001, 9.5013630E-001
 3.2802259E+001, 9.5177576E-001
 3.2901320E+001, 9.5096705E-001
 3.3002020E+001, 9.5211428E-001
 3.3100576E+001, 9.5458884E-001
 3.3203283E+001, 9.5703777E-001
 3.3300879E+001, 9.5664689E-001
 3.3404098E+001, 9.5843710E-001
 3.3501032E+001, 9.6773015E-001
 3.3603299E+001, 9.6997701E-001
 3.3701474E+001, 9.6400943E-001
 3.3803740E+001, 9.5896927E-001
 3.3902734E+001, 9.5311655E-001
 3.4000197E+001, 9.4592016E-001
 3.4100723E+001, 9.4853567E-001
 3.4201249E+001, 9.5047372E-001
 3.4301775E+001, 9.4645978E-001
 3.4402301E+001, 9.4172453E-001
 3.4502828E+001, 9.3966439E-001
 3.4602045E+001, 9.4770469E-001
 3.4700059E+001, 9.5410745E-001
 3.4803655E+001, 9.5572734E-001
 3.4903413E+001, 9.5891161E-001
 3.5003172E+001, 9.5602712E-001
 3.5101012E+001, 9.5094201E-001
 3.5202305E+001, 9.5023147E-001
 3.5303598E+001, 9.5044858E-001
 3.5400671E+001, 9.5243180E-001
 3.5501964E+001, 9.5938306E-001
 3.5601493E+001, 9.6399006E-001
 3.5703580E+001, 9.6723955E-001
 3.5801583E+001, 9.6429041E-001
 3.5903670E+001, 9.5737676E-001
 3.6001674E+001, 9.5207318E-001
 3.6103761E+001, 9.5610821E-001
 3.6201765E+001, 9.6197215E-001
 3.6303852E+001, 9.6764578E-001
 3.6401856E+001, 9.6748970E-001
 3.6503943E+001, 9.6217336E-001
 3.6601946E+001, 9.5491058E-001
 3.6704033E+001, 9.5025610E-001
 3.6802037E+001, 9.4689940E-001
 3.6900041E+001, 9.4794279E-001
 3.7002128E+001, 9.5492248E-001
 3.7100131E+001, 9.6717387E-001
 3.7202219E+001, 9.6759574E-001
 3.7300222E+001, 9.6505389E-001
 3.7403534E+001, 9.6626058E-001
 3.7502355E+001, 9.6091018E-001
 3.7601941E+001, 9.4976102E-001
 3.7702152E+001, 9.4906147E-001
 3.7802363E+001, 9.5160640E-001
 3.7902574E+001, 9.5617492E-001
 3.8002785E+001, 9.6037772E-001
 3.8102996E+001, 9.5913834E-001
 3.8203207E+001, 9.5511161E-001
 3.8300526E+001, 9.5512307E-001
 3.8400329E+001, 9.6033704E-001
 3.8500274E+001, 9.5723849E-001
 3.8603677E+001, 9.5656223E-001
 3.8703776E+001, 9.5931503E-001
 3.8801181E+001, 9.5924252E-001
 3.8902820E+001, 9.5708282E-001
 3.9000600E+001, 9.5615529E-001
 3.9101464E+001, 9.5065172E-001
 3.9200919E+001, 9.4245039E-001
 3.9300473E+001, 9.3704789E-001
