,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:19:19.485+02:00,   0.469E-02,   0.00469,   9.10278
      2,2020-06-26T16:19:20.285+02:00,   0.469E-02,   0.00939,  12.30358
      3,2020-06-26T16:19:21.209+02:00,   0.400E-02,   0.01339,  16.00028
      4,2020-06-26T16:19:21.805+02:00,   0.400E-02,   0.01739,  18.38507
      5,2020-06-26T16:19:22.439+02:00,   0.400E-02,   0.02139,  20.91859
      6,2020-06-26T16:19:23.024+02:00,   0.400E-02,   0.02539,  23.25798
      7,2020-06-26T16:19:23.620+02:00,   0.400E-02,   0.02939,  25.64107
      8,2020-06-26T16:19:24.198+02:00,   0.400E-02,   0.03339,  27.95278
      9,2020-06-26T16:19:24.798+02:00,   0.400E-02,   0.03739,  30.35389
     10,2020-06-26T16:19:25.372+02:00,   0.400E-02,   0.04140,  32.64999
     20,2020-06-26T16:19:31.055+02:00,   0.400E-02,   0.08141,  55.37852
     30,2020-06-26T16:19:37.108+02:00,   0.400E-02,   0.12142,  79.37347
     40,2020-06-26T16:19:42.897+02:00,   0.400E-02,   0.16143, 102.52577
     50,2020-06-26T16:19:48.771+02:00,   0.400E-02,   0.20144, 125.97468
     60,2020-06-26T16:19:54.936+02:00,   0.400E-02,   0.24145, 150.62962
     70,2020-06-26T16:20:00.891+02:00,   0.354E-02,   0.27870, 174.44798
     80,2020-06-26T16:20:06.723+02:00,   0.354E-02,   0.31412, 197.75031
     90,2020-06-26T16:20:12.744+02:00,   0.317E-02,   0.34806, 221.83175
    100,2020-06-26T16:20:18.609+02:00,   0.317E-02,   0.37977, 245.28850
    200,2020-06-26T16:21:17.277+02:00,   0.220E-02,   0.63673, 478.96389
    300,2020-06-26T16:22:18.443+02:00,   0.242E-02,   0.86385, 714.48522
    400,2020-06-26T16:23:18.751+02:00,   0.217E-02,   1.09093, 954.96434
    500,2020-06-26T16:24:24.678+02:00,   0.205E-02,   1.31951,1213.14596
    600,2020-06-26T16:25:35.954+02:00,   0.201E-02,   1.53405,1497.84810
    700,2020-06-26T16:26:44.176+02:00,   0.221E-02,   1.75477,1770.53554
    800,2020-06-26T16:27:52.927+02:00,   0.211E-02,   1.96607,2044.91345
    900,2020-06-26T16:29:06.116+02:00,   0.229E-02,   2.17869,2337.49504
   1000,2020-06-26T16:30:23.183+02:00,   0.203E-02,   2.38942,2645.08002
   1100,2020-06-26T16:31:35.040+02:00,   0.191E-02,   2.60303,2932.21675
   1200,2020-06-26T16:32:51.220+02:00,   0.206E-02,   2.80347,3235.10264
   1300,2020-06-26T16:34:09.935+02:00,   0.186E-02,   3.00949,3541.00527
   1400,2020-06-26T16:35:19.511+02:00,   0.195E-02,   3.18613,3819.23484
   1500,2020-06-26T16:36:36.172+02:00,   0.185E-02,   3.38104,4125.51988
   1600,2020-06-26T16:37:51.318+02:00,   0.199E-02,   3.57307,4423.40264
   1700,2020-06-26T16:39:22.932+02:00,   0.194E-02,   3.76645,4764.98312
   1800,2020-06-26T16:40:37.194+02:00,   0.191E-02,   3.96963,5061.58135
   1900,2020-06-26T16:41:48.506+02:00,   0.187E-02,   4.17270,5346.79262
   2000,2020-06-26T16:42:58.689+02:00,   0.155E-02,   4.36544,5627.48940
   2100,2020-06-26T16:44:08.124+02:00,   0.181E-02,   4.55902,5905.18981
   2200,2020-06-26T16:45:16.419+02:00,   0.169E-02,   4.73443,6178.33337
   2300,2020-06-26T16:46:24.701+02:00,   0.186E-02,   4.91794,6451.42232
   2400,2020-06-26T16:47:32.663+02:00,   0.185E-02,   5.10169,6723.23337
   2500,2020-06-26T16:48:44.417+02:00,   0.203E-02,   5.29721,7010.22372
   2600,2020-06-26T16:49:54.455+02:00,   0.164E-02,   5.48524,7290.33412
   2700,2020-06-26T16:51:05.265+02:00,   0.175E-02,   5.67559,7573.53296
   2800,2020-06-26T16:52:15.657+02:00,   0.193E-02,   5.85701,7854.93449
   2900,2020-06-26T16:53:26.249+02:00,   0.207E-02,   6.05035,8137.26495
   3000,2020-06-26T16:54:35.357+02:00,   0.182E-02,   6.24775,8413.65174
   3100,2020-06-26T16:55:46.291+02:00,   0.160E-02,   6.45028,8697.34733
   3200,2020-06-26T16:56:53.004+02:00,   0.147E-02,   6.61222,8964.13952
   3300,2020-06-26T16:57:59.919+02:00,   0.178E-02,   6.78228,9231.77676
   3400,2020-06-26T16:59:11.267+02:00,   0.194E-02,   6.96409,9517.12817
   3500,2020-06-26T17:00:26.238+02:00,   0.192E-02,   7.15391,9816.96868
   3600,2020-06-26T17:01:36.034+02:00,   0.186E-02,   7.33383,**********
   3700,2020-06-26T17:02:46.708+02:00,   0.204E-02,   7.52764,**********
   3800,2020-06-26T17:03:57.201+02:00,   0.204E-02,   7.73205,**********
   3900,2020-06-26T17:05:08.669+02:00,   0.175E-02,   7.92271,**********
   4000,2020-06-26T17:06:18.952+02:00,   0.158E-02,   8.08817,**********
   4100,2020-06-26T17:07:27.059+02:00,   0.188E-02,   8.25970,**********
   4200,2020-06-26T17:08:35.730+02:00,   0.183E-02,   8.43744,**********
   4300,2020-06-26T17:09:48.752+02:00,   0.202E-02,   8.62732,**********
   4400,2020-06-26T17:11:05.857+02:00,   0.198E-02,   8.82672,**********
   4500,2020-06-26T17:12:14.333+02:00,   0.190E-02,   9.02206,**********
   4600,2020-06-26T17:13:22.500+02:00,   0.190E-02,   9.20809,**********
   4700,2020-06-26T17:14:32.521+02:00,   0.167E-02,   9.38444,**********
   4800,2020-06-26T17:15:43.478+02:00,   0.202E-02,   9.57310,**********
   4900,2020-06-26T17:16:56.513+02:00,   0.202E-02,   9.77551,**********
   5000,2020-06-26T17:18:08.960+02:00,   0.194E-02,   9.96664,**********
   5100,2020-06-26T17:19:18.218+02:00,   0.213E-02,  10.16305,**********
   5200,2020-06-26T17:20:32.883+02:00,   0.213E-02,  10.37655,**********
   5300,2020-06-26T17:21:44.961+02:00,   0.207E-02,  10.57448,**********
   5400,2020-06-26T17:22:54.996+02:00,   0.207E-02,  10.78132,**********
   5500,2020-06-26T17:24:06.194+02:00,   0.204E-02,  10.99331,**********
   5600,2020-06-26T17:25:18.709+02:00,   0.225E-02,  11.20729,**********
   5700,2020-06-26T17:26:27.738+02:00,   0.189E-02,  11.39551,**********
   5800,2020-06-26T17:27:37.410+02:00,   0.208E-02,  11.59465,**********
   5900,2020-06-26T17:28:49.367+02:00,   0.175E-02,  11.78639,**********
   6000,2020-06-26T17:30:00.718+02:00,   0.193E-02,  11.96793,**********
   6100,2020-06-26T17:31:13.806+02:00,   0.208E-02,  12.16752,**********
   6200,2020-06-26T17:32:26.481+02:00,   0.130E-02,  12.35635,**********
   6300,2020-06-26T17:33:33.661+02:00,   0.164E-02,  12.52959,**********
   6400,2020-06-26T17:34:44.053+02:00,   0.150E-02,  12.70208,**********
   6500,2020-06-26T17:35:50.479+02:00,   0.177E-02,  12.86811,**********
   6600,2020-06-26T17:36:57.988+02:00,   0.177E-02,  13.04482,**********
   6700,2020-06-26T17:38:06.439+02:00,   0.161E-02,  13.22030,**********
   6800,2020-06-26T17:39:16.055+02:00,   0.195E-02,  13.40557,**********
   6900,2020-06-26T17:40:27.271+02:00,   0.179E-02,  13.57799,**********
   7000,2020-06-26T17:41:35.097+02:00,   0.179E-02,  13.75708,**********
   7100,2020-06-26T17:42:45.470+02:00,   0.175E-02,  13.93380,**********
   7200,2020-06-26T17:43:57.070+02:00,   0.169E-02,  14.11382,**********
   7300,2020-06-26T17:45:09.225+02:00,   0.186E-02,  14.29903,**********
   7400,2020-06-26T17:46:18.023+02:00,   0.204E-02,  14.48792,**********
   7500,2020-06-26T17:47:29.033+02:00,   0.156E-02,  14.66886,**********
   7600,2020-06-26T17:48:37.040+02:00,   0.187E-02,  14.83153,**********
   7700,2020-06-26T17:49:47.060+02:00,   0.205E-02,  15.02058,**********
   7800,2020-06-26T17:50:59.673+02:00,   0.184E-02,  15.22567,**********
   7900,2020-06-26T17:52:06.616+02:00,   0.184E-02,  15.41015,**********
   8000,2020-06-26T17:53:18.543+02:00,   0.182E-02,  15.59628,**********
   8100,2020-06-26T17:54:30.542+02:00,   0.194E-02,  15.78288,**********
   8200,2020-06-26T17:55:41.922+02:00,   0.194E-02,  15.97719,**********
   8300,2020-06-26T17:56:53.711+02:00,   0.182E-02,  16.15680,**********
   8400,2020-06-26T17:58:06.094+02:00,   0.171E-02,  16.34789,**********
   8500,2020-06-26T17:59:19.580+02:00,   0.200E-02,  16.53804,**********
   8600,2020-06-26T18:00:28.722+02:00,   0.179E-02,  16.71938,**********
   8700,2020-06-26T18:01:39.084+02:00,   0.173E-02,  16.90200,**********
   8800,2020-06-26T18:02:47.238+02:00,   0.176E-02,  17.06956,**********
   8900,2020-06-26T18:03:54.652+02:00,   0.181E-02,  17.23145,**********
   9000,2020-06-26T18:05:02.570+02:00,   0.181E-02,  17.40306,**********
   9100,2020-06-26T18:06:09.097+02:00,   0.168E-02,  17.57080,**********
   9200,2020-06-26T18:07:16.784+02:00,   0.166E-02,  17.73963,**********
   9300,2020-06-26T18:08:24.828+02:00,   0.183E-02,  17.91767,**********
   9400,2020-06-26T18:09:37.678+02:00,   0.170E-02,  18.10813,**********
   9500,2020-06-26T18:10:49.773+02:00,   0.187E-02,  18.29396,**********
   9600,2020-06-26T18:11:58.164+02:00,   0.193E-02,  18.48848,**********
   9700,2020-06-26T18:13:10.427+02:00,   0.166E-02,  18.68007,**********
   9800,2020-06-26T18:14:22.387+02:00,   0.179E-02,  18.84829,**********
   9900,2020-06-26T18:15:32.609+02:00,   0.179E-02,  19.02722,**********
  10000,2020-06-26T18:16:42.420+02:00,   0.180E-02,  19.20947,**********
  10100,2020-06-26T18:17:53.753+02:00,   0.186E-02,  19.38698,**********
  10200,2020-06-26T18:19:04.635+02:00,   0.165E-02,  19.56197,**********
  10300,2020-06-26T18:20:16.715+02:00,   0.157E-02,  19.74626,**********
  10400,2020-06-26T18:21:27.847+02:00,   0.190E-02,  19.93530,**********
  10500,2020-06-26T18:22:37.690+02:00,   0.182E-02,  20.11891,**********
  10600,2020-06-26T18:23:45.783+02:00,   0.185E-02,  20.30271,**********
  10700,2020-06-26T18:24:53.911+02:00,   0.196E-02,  20.49074,**********
  10800,2020-06-26T18:26:01.171+02:00,   0.175E-02,  20.67204,**********
  10900,2020-06-26T18:27:09.445+02:00,   0.175E-02,  20.84694,**********
  11000,2020-06-26T18:28:19.831+02:00,   0.188E-02,  21.02978,**********
  11100,2020-06-26T18:29:38.630+02:00,   0.196E-02,  21.22739,**********
  11200,2020-06-26T18:30:52.050+02:00,   0.183E-02,  21.41359,**********
  11300,2020-06-26T18:32:04.048+02:00,   0.180E-02,  21.60203,**********
  11400,2020-06-26T18:33:14.542+02:00,   0.190E-02,  21.77934,**********
  11500,2020-06-26T18:34:22.174+02:00,   0.178E-02,  21.94634,**********
  11600,2020-06-26T18:35:31.403+02:00,   0.164E-02,  22.11191,**********
  11700,2020-06-26T18:36:41.042+02:00,   0.174E-02,  22.28785,**********
  11800,2020-06-26T18:37:52.334+02:00,   0.171E-02,  22.47628,**********
  11900,2020-06-26T18:39:00.046+02:00,   0.170E-02,  22.64084,**********
  12000,2020-06-26T18:40:07.387+02:00,   0.182E-02,  22.81294,**********
  12100,2020-06-26T18:41:16.906+02:00,   0.177E-02,  22.99840,**********
  12200,2020-06-26T18:42:23.738+02:00,   0.189E-02,  23.16726,**********
  12300,2020-06-26T18:43:34.237+02:00,   0.172E-02,  23.34913,**********
  12400,2020-06-26T18:44:44.179+02:00,   0.169E-02,  23.52532,**********
  12500,2020-06-26T18:45:53.397+02:00,   0.182E-02,  23.69664,**********
  12600,2020-06-26T18:47:04.106+02:00,   0.171E-02,  23.86674,**********
  12700,2020-06-26T18:48:26.048+02:00,   0.180E-02,  24.04807,**********
  12800,2020-06-26T18:49:40.163+02:00,   0.180E-02,  24.22814,**********
  12900,2020-06-26T18:50:50.587+02:00,   0.180E-02,  24.40894,**********
  13000,2020-06-26T18:52:05.148+02:00,   0.189E-02,  24.59118,**********
  13100,2020-06-26T18:53:18.210+02:00,   0.189E-02,  24.77976,**********
  13200,2020-06-26T18:54:42.510+02:00,   0.185E-02,  24.97334,**********
  13300,2020-06-26T18:55:52.938+02:00,   0.182E-02,  25.16648,**********
  13400,2020-06-26T18:57:11.605+02:00,   0.200E-02,  25.36097,**********
  13500,2020-06-26T18:58:23.198+02:00,   0.178E-02,  25.55376,**********
  13600,2020-06-26T18:59:33.084+02:00,   0.196E-02,  25.74829,**********
  13700,2020-06-26T19:00:45.079+02:00,   0.187E-02,  25.93516,**********
  13800,2020-06-26T19:02:00.428+02:00,   0.178E-02,  26.11923,**********
  13900,2020-06-26T19:03:10.795+02:00,   0.196E-02,  26.30333,**********
  14000,2020-06-26T19:04:29.099+02:00,   0.135E-02,  26.49403,**********
  14100,2020-06-26T19:05:37.730+02:00,   0.150E-02,  26.65445,**********
  14200,2020-06-26T19:06:45.877+02:00,   0.188E-02,  26.82169,**********
  14300,2020-06-26T19:07:55.450+02:00,   0.173E-02,  27.00057,**********
  14400,2020-06-26T19:09:04.444+02:00,   0.177E-02,  27.17031,**********
  14500,2020-06-26T19:10:14.160+02:00,   0.151E-02,  27.34562,**********
  14600,2020-06-26T19:11:19.388+02:00,   0.173E-02,  27.49776,**********
  14700,2020-06-26T19:12:25.663+02:00,   0.166E-02,  27.66432,**********
  14800,2020-06-26T19:13:35.101+02:00,   0.146E-02,  27.83500,**********
  14900,2020-06-26T19:14:42.728+02:00,   0.173E-02,  28.00014,**********
  15000,2020-06-26T19:15:52.183+02:00,   0.185E-02,  28.18198,**********
  15100,2020-06-26T19:17:01.538+02:00,   0.195E-02,  28.36311,**********
  15200,2020-06-26T19:18:13.833+02:00,   0.192E-02,  28.55471,**********
  15300,2020-06-26T19:19:24.020+02:00,   0.195E-02,  28.73985,**********
  15400,2020-06-26T19:20:36.771+02:00,   0.192E-02,  28.93111,**********
  15500,2020-06-26T19:21:47.334+02:00,   0.192E-02,  29.12357,**********
  15600,2020-06-26T19:22:57.794+02:00,   0.192E-02,  29.31604,**********
  15700,2020-06-26T19:24:07.389+02:00,   0.171E-02,  29.49379,**********
  15800,2020-06-26T19:25:17.200+02:00,   0.171E-02,  29.66468,**********
  15900,2020-06-26T19:26:24.337+02:00,   0.186E-02,  29.82582,**********
