m,m/s,m,m/s,m,kg/m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,kg/m/s
 1.3125000E-001, 0.0000000E+000,NaN,NaN, 1.3125000E-001, 0.0000000E+000, 1.3125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4375000E-001, 0.0000000E+000,NaN,NaN, 1.4375000E-001, 0.0000000E+000, 1.4375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5625000E-001, 0.0000000E+000,NaN,NaN, 1.5625000E-001, 0.0000000E+000, 1.5625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6875000E-001, 0.0000000E+000,NaN,NaN, 1.6875000E-001, 0.0000000E+000, 1.6875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8125000E-001, 0.0000000E+000,NaN,NaN, 1.8125000E-001, 0.0000000E+000, 1.8125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9375000E-001, 0.0000000E+000,NaN,NaN, 1.9375000E-001, 0.0000000E+000, 1.9375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0625000E-001, 0.0000000E+000,NaN,NaN, 2.0625000E-001, 0.0000000E+000, 2.0625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1875000E-001, 0.0000000E+000,NaN,NaN, 2.1875000E-001, 0.0000000E+000, 2.1875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.3125000E-001, 0.0000000E+000,NaN,NaN, 2.3125000E-001, 0.0000000E+000, 2.3125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.4375000E-001, 0.0000000E+000,NaN,NaN, 2.4375000E-001, 0.0000000E+000, 2.4375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5625000E-001, 0.0000000E+000,NaN,NaN, 2.5625000E-001, 0.0000000E+000, 2.5625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.6875000E-001, 0.0000000E+000,NaN,NaN, 2.6875000E-001, 0.0000000E+000, 2.6875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.8125000E-001, 0.0000000E+000,NaN,NaN, 2.8125000E-001, 0.0000000E+000, 2.8125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9375000E-001, 0.0000000E+000,NaN,NaN, 2.9375000E-001, 0.0000000E+000, 2.9375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.0625000E-001, 0.0000000E+000,NaN,NaN, 3.0625000E-001, 0.0000000E+000, 3.0625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1875000E-001, 0.0000000E+000,NaN,NaN, 3.1875000E-001, 0.0000000E+000, 3.1875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3125000E-001, 0.0000000E+000,NaN,NaN, 3.3125000E-001, 0.0000000E+000, 3.3125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4375000E-001, 0.0000000E+000,NaN,NaN, 3.4375000E-001, 0.0000000E+000, 3.4375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5625000E-001, 0.0000000E+000,NaN,NaN, 3.5625000E-001, 0.0000000E+000, 3.5625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.6875000E-001, 0.0000000E+000,NaN,NaN, 3.6875000E-001, 0.0000000E+000, 3.6875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.8125000E-001, 0.0000000E+000,NaN,NaN, 3.8125000E-001, 0.0000000E+000, 3.8125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9375000E-001, 0.0000000E+000,NaN,NaN, 3.9375000E-001, 0.0000000E+000, 3.9375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0625000E-001, 0.0000000E+000,NaN,NaN, 4.0625000E-001, 0.0000000E+000, 4.0625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1875000E-001, 0.0000000E+000,NaN,NaN, 4.1875000E-001, 0.0000000E+000, 4.1875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3125000E-001, 0.0000000E+000,NaN,NaN, 4.3125000E-001, 0.0000000E+000, 4.3125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4375000E-001, 0.0000000E+000,NaN,NaN, 4.4375000E-001, 0.0000000E+000, 4.4375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5625000E-001, 0.0000000E+000,NaN,NaN, 4.5625000E-001, 0.0000000E+000, 4.5625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6875000E-001, 0.0000000E+000,NaN,NaN, 4.6875000E-001, 0.0000000E+000, 4.6875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8125000E-001, 0.0000000E+000,NaN,NaN, 4.8125000E-001, 0.0000000E+000, 4.8125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9375000E-001, 0.0000000E+000,NaN,NaN, 4.9375000E-001, 0.0000000E+000, 4.9375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0625000E-001, 0.0000000E+000,NaN,NaN, 5.0625000E-001, 0.0000000E+000, 5.0625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1875000E-001, 0.0000000E+000,NaN,NaN, 5.1875000E-001, 0.0000000E+000, 5.1875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3125000E-001, 0.0000000E+000,NaN,NaN, 5.3125000E-001, 0.0000000E+000, 5.3125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4375000E-001, 0.0000000E+000,NaN,NaN, 5.4375000E-001, 0.0000000E+000, 5.4375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5625000E-001, 0.0000000E+000,NaN,NaN, 5.5625000E-001, 0.0000000E+000, 5.5625000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6875000E-001, 0.0000000E+000,NaN,NaN, 5.6875000E-001, 0.0000000E+000, 5.6875000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8125000E-001, 0.0000000E+000,NaN,NaN, 5.8125000E-001, 0.0000000E+000, 5.8125000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9375000E-001, 0.0000000E+000,NaN,NaN, 5.9375000E-001, 0.0000000E+000, 5.9375000E-001, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
