,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:19:14.942+02:00,   0.941E-02,   0.00941,   2.10002
      2,2020-06-26T16:19:15.073+02:00,   0.839E-02,   0.01780,   2.62505
      3,2020-06-26T16:19:15.179+02:00,   0.839E-02,   0.02619,   3.04831
      4,2020-06-26T16:19:15.265+02:00,   0.839E-02,   0.03458,   3.39471
      5,2020-06-26T16:19:15.353+02:00,   0.839E-02,   0.04297,   3.74631
      6,2020-06-26T16:19:15.442+02:00,   0.839E-02,   0.05136,   4.10123
      7,2020-06-26T16:19:15.525+02:00,   0.839E-02,   0.05975,   4.43153
      8,2020-06-26T16:19:15.607+02:00,   0.839E-02,   0.06814,   4.76140
      9,2020-06-26T16:19:15.687+02:00,   0.839E-02,   0.07653,   5.08001
     10,2020-06-26T16:19:15.770+02:00,   0.839E-02,   0.08492,   5.41144
     20,2020-06-26T16:19:16.595+02:00,   0.839E-02,   0.16883,   8.69675
     30,2020-06-26T16:19:17.415+02:00,   0.839E-02,   0.25273,  11.97115
     40,2020-06-26T16:19:18.227+02:00,   0.839E-02,   0.33664,  15.21759
     50,2020-06-26T16:19:19.297+02:00,   0.748E-02,   0.41418,  19.33418
     60,2020-06-26T16:19:20.131+02:00,   0.748E-02,   0.48899,  22.67109
     70,2020-06-26T16:19:20.986+02:00,   0.665E-02,   0.55549,  26.08760
     80,2020-06-26T16:19:21.870+02:00,   0.595E-02,   0.61988,  29.60020
     90,2020-06-26T16:19:22.721+02:00,   0.595E-02,   0.67936,  33.00568
    100,2020-06-26T16:19:23.603+02:00,   0.595E-02,   0.73884,  36.53221
    200,2020-06-26T16:19:32.187+02:00,   0.471E-02,   1.23399,  70.70794
    300,2020-06-26T16:19:40.967+02:00,   0.471E-02,   1.70536, 105.77413
    400,2020-06-26T16:19:50.071+02:00,   0.464E-02,   2.16368, 142.15085
    500,2020-06-26T16:19:59.607+02:00,   0.464E-02,   2.62735, 180.24737
    600,2020-06-26T16:20:08.892+02:00,   0.453E-02,   3.04691, 217.35229
    700,2020-06-26T16:20:18.590+02:00,   0.453E-02,   3.49990, 256.11010
    800,2020-06-26T16:20:27.968+02:00,   0.453E-02,   3.95290, 293.58710
    900,2020-06-26T16:20:37.447+02:00,   0.444E-02,   4.40222, 331.45910
   1000,2020-06-26T16:20:46.793+02:00,   0.444E-02,   4.84578, 368.81898
   1100,2020-06-26T16:20:56.462+02:00,   0.444E-02,   5.28933, 407.40006
   1200,2020-06-26T16:21:05.997+02:00,   0.444E-02,   5.73289, 445.47219
   1300,2020-06-26T16:21:15.254+02:00,   0.407E-02,   6.15026, 482.46960
   1400,2020-06-26T16:21:24.837+02:00,   0.397E-02,   6.56492, 520.77265
   1500,2020-06-26T16:21:34.188+02:00,   0.397E-02,   6.96165, 558.08846
   1600,2020-06-26T16:21:43.613+02:00,   0.392E-02,   7.38191, 595.68525
   1700,2020-06-26T16:21:52.757+02:00,   0.421E-02,   7.79708, 632.23270
   1800,2020-06-26T16:22:02.138+02:00,   0.421E-02,   8.21798, 669.70042
   1900,2020-06-26T16:22:11.688+02:00,   0.421E-02,   8.63887, 707.86684
   2000,2020-06-26T16:22:21.202+02:00,   0.411E-02,   9.04801, 745.89204
   2100,2020-06-26T16:22:30.707+02:00,   0.411E-02,   9.45891, 783.86812
   2200,2020-06-26T16:22:40.464+02:00,   0.440E-02,   9.85496, 822.85535
   2300,2020-06-26T16:22:50.581+02:00,   0.431E-02,  10.28573, 863.29121
   2400,2020-06-26T16:23:00.884+02:00,   0.421E-02,  10.71874, 904.46715
   2500,2020-06-26T16:23:11.011+02:00,   0.421E-02,  11.13972, 944.86242
   2600,2020-06-26T16:23:20.628+02:00,   0.421E-02,  11.56069, 983.29715
   2700,2020-06-26T16:23:30.020+02:00,   0.421E-02,  11.98166,1020.77524
   2800,2020-06-26T16:23:39.496+02:00,   0.376E-02,  12.39050,1058.65109
   2900,2020-06-26T16:23:48.819+02:00,   0.414E-02,  12.78381,1095.91295
   3000,2020-06-26T16:23:58.298+02:00,   0.406E-02,  13.17269,1133.53351
   3100,2020-06-26T16:24:07.463+02:00,   0.364E-02,  13.57115,1170.16320
   3200,2020-06-26T16:24:16.855+02:00,   0.401E-02,  13.95629,1207.65091
   3300,2020-06-26T16:24:26.426+02:00,   0.395E-02,  14.38271,1245.90672
   3400,2020-06-26T16:24:35.851+02:00,   0.395E-02,  14.77763,1283.54195
   3500,2020-06-26T16:24:45.229+02:00,   0.427E-02,  15.18609,1320.99272
   3600,2020-06-26T16:24:54.570+02:00,   0.427E-02,  15.61350,1358.31925
   3700,2020-06-26T16:25:03.917+02:00,   0.427E-02,  16.04091,1395.64396
   3800,2020-06-26T16:25:13.339+02:00,   0.427E-02,  16.46832,1433.27440
   3900,2020-06-26T16:25:22.886+02:00,   0.423E-02,  16.91536,1471.41584
   4000,2020-06-26T16:25:32.558+02:00,   0.423E-02,  17.33809,1509.93290
   4100,2020-06-26T16:25:42.029+02:00,   0.455E-02,  17.73406,1547.74804
   4200,2020-06-26T16:25:51.638+02:00,   0.450E-02,  18.17936,1586.12030
