s,kg,kg,kg
 7.7259827E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.7784002E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.8308171E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.8832346E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.9356521E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.9880691E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.0404866E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.0929035E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.1453210E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.1977385E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.2501554E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.3025730E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.3549905E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.4074074E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.4598249E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.5122424E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.5646594E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.6170769E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.6694944E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.7219113E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.7743288E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.8267463E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.8791633E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.9315808E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.9839983E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.0364152E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.0888327E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.1412497E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.1936672E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.2460847E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.2985016E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.3509191E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.4033366E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.4557536E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.5081711E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.5605886E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.6182472E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.6759063E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.7335654E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.7912246E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.8488837E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.9123085E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.9757332E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.0000000E+000, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
