s,,,
Time,"scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.2865242E-002, 6.0000000E+001, 6.6201180E-001, 8.3240095E-009
 2.5730485E-002, 6.1000000E+001, 6.5736522E-001, 5.4087258E-009
 3.8595727E-002, 6.1000000E+001, 6.5819926E-001, 7.6071134E-009
 4.9801341E-002, 6.1000000E+001, 6.5806840E-001, 8.2946474E-009
 6.1006955E-002, 6.1000000E+001, 6.5736105E-001, 9.7648197E-009
 7.2212568E-002, 6.1000000E+001, 6.5058184E-001, 6.5706263E-009
 8.3418182E-002, 6.2000000E+001, 6.5159408E-001, 5.9692994E-009
 9.3480747E-002, 6.2000000E+001, 6.4972671E-001, 5.7766646E-009
 1.0354331E-001, 6.2000000E+001, 6.5035547E-001, 7.6107902E-009
 1.1360588E-001, 6.3000000E+001, 6.4549689E-001, 3.7923709E-009
 1.2366844E-001, 6.3000000E+001, 6.4770481E-001, 5.7059231E-009
 1.3373100E-001, 6.3000000E+001, 6.4896030E-001, 7.6960209E-009
 1.4379357E-001, 6.3000000E+001, 6.4971919E-001, 9.7017411E-009
 1.5385613E-001, 6.4000000E+001, 6.4833668E-001, 6.3028174E-009
 1.6391870E-001, 6.4000000E+001, 6.4846993E-001, 7.1462257E-009
 1.7398126E-001, 6.4000000E+001, 6.4856860E-001, 7.8706579E-009
 1.8404383E-001, 6.4000000E+001, 6.4865146E-001, 8.4237324E-009
 1.9410639E-001, 6.4000000E+001, 6.4872856E-001, 8.7600241E-009
 2.0416895E-001, 6.4000000E+001, 6.4880516E-001, 8.8469386E-009
 2.1423152E-001, 6.4000000E+001, 6.4888422E-001, 8.6619627E-009
 2.2429408E-001, 6.4000000E+001, 6.4896936E-001, 8.1744469E-009
 2.3435665E-001, 6.4000000E+001, 6.4906225E-001, 7.3418174E-009
 2.4441921E-001, 6.4000000E+001, 6.4915699E-001, 6.1763566E-009
 2.5448178E-001, 6.4000000E+001, 6.4923839E-001, 4.9393916E-009
 2.6454434E-001, 6.3000000E+001, 6.5327429E-001, 8.8932606E-009
 2.7460690E-001, 6.3000000E+001, 6.5348410E-001, 6.0793950E-009
 2.8466947E-001, 6.3000000E+001, 6.5387889E-001, 3.2144370E-009
 2.9473203E-001, 5.9000000E+001, 6.6230850E-001, 5.1594921E-009
 3.0479460E-001, 6.1000000E+001, 6.5779604E-001, 9.2183622E-009
 3.1485716E-001, 6.3000000E+001, 6.5382387E-001, 5.2006465E-009
 3.2491973E-001, 6.3000000E+001, 6.5364934E-001, 7.0215009E-009
 3.3498229E-001, 6.3000000E+001, 6.5356258E-001, 7.9653409E-009
 3.4504485E-001, 6.3000000E+001, 6.5371592E-001, 7.6423662E-009
 3.5510742E-001, 6.3000000E+001, 6.5415551E-001, 6.3079834E-009
 3.6516998E-001, 6.3000000E+001, 6.5490419E-001, 3.9208814E-009
 3.7523255E-001, 5.9000000E+001, 6.6378755E-001, 6.0623429E-009
 3.8529511E-001, 6.3000000E+001, 6.5486628E-001, 3.6001580E-009
 3.9535768E-001, 6.3000000E+001, 6.5390414E-001, 6.5628475E-009
 4.0542024E-001, 6.3000000E+001, 6.5365462E-001, 6.9221791E-009
 4.1548280E-001, 6.3000000E+001, 6.5395291E-001, 5.6544000E-009
 4.2554537E-001, 6.1000000E+001, 6.4814473E-001, 3.8869919E-009
 4.3560793E-001, 6.0000000E+001, 6.6220831E-001, 6.6712517E-009
 4.4567050E-001, 6.3000000E+001, 6.5379372E-001, 4.8602033E-009
 4.5573306E-001, 6.3000000E+001, 6.5256187E-001, 7.9283953E-009
 4.6680188E-001, 6.3000000E+001, 6.5196088E-001, 8.7170748E-009
 4.7787070E-001, 6.3000000E+001, 6.5191387E-001, 7.2317243E-009
 4.9004641E-001, 6.3000000E+001, 6.5367272E-001, 4.3112989E-009
 5.0222211E-001, 6.1000000E+001, 6.5766521E-001, 8.7613527E-009
 5.1561538E-001, 6.3000000E+001, 6.4400613E-001, 4.6576890E-009
 5.2900865E-001, 6.4000000E+001, 6.4547065E-001, 6.2953794E-009
 5.4060890E-001, 6.4000000E+001, 6.4469754E-001, 7.5724228E-009
 5.5220914E-001, 6.4000000E+001, 6.4482904E-001, 9.0516985E-009
 5.6380939E-001, 6.4000000E+001, 6.4465557E-001, 9.7801602E-009
 5.7540964E-001, 6.4000000E+001, 6.4421919E-001, 9.7214082E-009
 5.8561175E-001, 6.4000000E+001, 6.4213861E-001, 7.7414316E-009
 5.9581386E-001, 6.4000000E+001, 6.4070888E-001, 6.4887691E-009
 6.0601597E-001, 6.3000000E+001, 6.4073880E-001, 9.6349786E-009
 6.1621808E-001, 6.3000000E+001, 6.3951757E-001, 7.9876886E-009
 6.2642019E-001, 6.3000000E+001, 6.3927046E-001, 7.2348187E-009
 6.3662230E-001, 6.3000000E+001, 6.4119684E-001, 8.1200163E-009
 6.4682441E-001, 6.4000000E+001, 6.4449502E-001, 6.7702902E-009
 6.5702652E-001, 6.4000000E+001, 6.4683793E-001, 8.1185636E-009
 6.6722863E-001, 6.4000000E+001, 6.4803929E-001, 8.8597084E-009
 6.7743074E-001, 6.4000000E+001, 6.4875044E-001, 9.3949414E-009
 6.8763285E-001, 6.4000000E+001, 6.4913129E-001, 9.8055450E-009
 6.9783496E-001, 6.5000000E+001, 6.4119480E-001, 2.9071837E-009
 7.0803707E-001, 6.5000000E+001, 6.4106094E-001, 2.9236121E-009
 7.1823918E-001, 6.5000000E+001, 6.4081597E-001, 2.8940582E-009
 7.2844129E-001, 6.5000000E+001, 6.4048293E-001, 2.8055419E-009
 7.3864340E-001, 6.5000000E+001, 6.4009005E-001, 2.6527096E-009
 7.4884551E-001, 6.4000000E+001, 6.4906466E-001, 9.6973538E-009
 7.5904762E-001, 6.4000000E+001, 6.4904954E-001, 9.0499455E-009
 7.6924973E-001, 6.4000000E+001, 6.4908312E-001, 8.2362284E-009
 7.7945184E-001, 6.4000000E+001, 6.4915955E-001, 7.1906599E-009
 7.8965395E-001, 6.4000000E+001, 6.4933711E-001, 6.0491679E-009
 7.9985606E-001, 6.4000000E+001, 6.4971047E-001, 4.8859127E-009
 8.1005817E-001, 6.3000000E+001, 6.5369172E-001, 7.9356013E-009
 8.2026028E-001, 6.3000000E+001, 6.5442085E-001, 5.4031317E-009
 8.3046239E-001, 6.2000000E+001, 6.6226623E-001, 8.6366666E-009
 8.4066450E-001, 5.9000000E+001, 6.6371865E-001, 8.3331709E-009
 8.5086661E-001, 6.0000000E+001, 6.6048564E-001, 8.2458319E-009
 8.6106872E-001, 6.2000000E+001, 6.6136394E-001, 6.9906340E-009
 8.7127083E-001, 6.2000000E+001, 6.6143710E-001, 8.6275389E-009
 8.8147294E-001, 6.2000000E+001, 6.6131349E-001, 8.7304200E-009
 8.9167505E-001, 6.2000000E+001, 6.6129876E-001, 7.8314736E-009
 9.0187716E-001, 6.1000000E+001, 6.6095869E-001, 9.0634478E-009
 9.1207927E-001, 6.1000000E+001, 6.6080752E-001, 5.9820958E-009
 9.2228139E-001, 6.0000000E+001, 6.6172164E-001, 5.1209654E-009
 9.3248350E-001, 5.7000000E+001, 6.6071541E-001, 9.8218519E-009
 9.4268561E-001, 5.9000000E+001, 6.6113836E-001, 7.9263812E-009
 9.5288772E-001, 6.0000000E+001, 6.6372329E-001, 9.4915270E-009
 9.6308983E-001, 6.1000000E+001, 6.6023721E-001, 5.3410881E-009
 9.7431215E-001, 6.1000000E+001, 6.5959295E-001, 5.3049737E-009
 9.8553447E-001, 6.0000000E+001, 6.6247078E-001, 9.8838582E-009
 9.9787902E-001, 6.0000000E+001, 6.5579616E-001, 5.3050861E-009
 1.0000000E+000, 5.9000000E+001, 6.6473315E-001, 9.4508312E-009
