1,8,1,1,1,8
 0.100000000000000E+01
 0.295950654652195E+01, 0.172367245681744E+00, 0.506577431089758E+00, 0.506577431089758E+00, 0.969781418974702E-02
 0.282200067332095E+01, 0.192947003472916E+00, 0.504264702499122E+00, 0.507822930780137E+00, 0.102550442596965E-01
 0.268879214221772E+01, 0.214891369761683E+00, 0.501600464326311E+00, 0.505678786672065E+00, 0.559868242231554E-02
 0.264102725301514E+01, 0.223299350201733E+00, 0.500198933732091E+00, 0.503713014206919E+00, 0.453221428265427E-02
 0.264407966866053E+01, 0.222752956557780E+00, 0.495883076401391E+00, 0.503904190700769E+00, 0.240244282382607E-02
 0.268957119730796E+01, 0.214756786610319E+00, 0.497099709977260E+00, 0.497116325138379E+00,-0.171131394618640E-02
 0.280544618165570E+01, 0.195560972019271E+00, 0.498801430987776E+00, 0.497547661437954E+00,-0.299970144209016E-03
 0.295282867368631E+01, 0.173322661646099E+00, 0.499740670240782E+00, 0.498355487835300E+00, 0.228159891754842E-03
 0.282200067332095E+01, 0.192947003472916E+00, 0.507822930780137E+00, 0.504264702499121E+00, 0.102550442596838E-01
 0.241586750212065E+01, 0.267411592018255E+00, 0.507955421448054E+00, 0.507955421448054E+00, 0.111487040262062E-01
 0.206410101509348E+01, 0.355590471244244E+00, 0.505736956854241E+00, 0.507858971399317E+00, 0.257168290655341E-02
 0.193041602537831E+01, 0.397529143705262E+00, 0.505989792724715E+00, 0.503756226553731E+00, 0.333719740297145E-02
 0.194057566504151E+01, 0.394139041134618E+00, 0.503752937261354E+00, 0.506512442551224E+00, 0.546700135781464E-02
 0.206116270750435E+01, 0.356453696587942E+00, 0.502697988915160E+00, 0.498161692233424E+00,-0.337333665731609E-02
 0.237494839070339E+01, 0.276326533326230E+00, 0.501674642920034E+00, 0.498663159726373E+00,-0.157473706770972E-02
 0.281353188502975E+01, 0.194280989239726E+00, 0.496910100000933E+00, 0.503277358412955E+00, 0.840372821311997E-03
 0.268879214221773E+01, 0.214891369761682E+00, 0.505678786672065E+00, 0.501600464326311E+00, 0.559868242231620E-02
 0.206410101509348E+01, 0.355590471244244E+00, 0.507858971399317E+00, 0.505736956854241E+00, 0.257168290655185E-02
 0.155151155555847E+01, 0.555667394536659E+00, 0.507131411069712E+00, 0.507131411069712E+00,-0.122210630955888E-01
 0.135166747751387E+01, 0.674785600448938E+00, 0.510642394427964E+00, 0.499342600026149E+00,-0.931140101052463E-02
 0.136850706279717E+01, 0.663405947125521E+00, 0.512273830649166E+00, 0.504379180234014E+00, 0.680594846838911E-03
 0.155091782180650E+01, 0.555975416609360E+00, 0.507865331225192E+00, 0.501095277625578E+00,-0.929801796179008E-02
 0.200662854593921E+01, 0.372935194762297E+00, 0.505264973843422E+00, 0.500695692025489E+00,-0.627192046402558E-02
 0.267606198465033E+01, 0.217103690432903E+00, 0.501274242047220E+00, 0.507421476925293E+00, 0.187506746888033E-02
