Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.336E+00, 1.296E-01, 3.469E-02, 6.921E-02, 1.514E-02, 3.290E-02, 5.409E-01, 0.000E+00, 2.348E-04, 0.000E+00, 1.103E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.269E+00
    1, 1.336E+00, 1.251E-01, 3.024E-02, 6.279E-02, 1.340E-02, 2.760E-02, 4.953E-01, 0.000E+00, 2.551E-04, 0.000E+00, 1.834E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.275E+00
    2, 1.335E+00, 1.298E-01, 3.514E-02, 7.002E-02, 1.628E-02, 3.332E-02, 5.128E-01, 0.000E+00, 2.463E-04, 0.000E+00, 1.404E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.273E+00
    3, 1.337E+00, 1.261E-01, 3.208E-02, 6.313E-02, 1.381E-02, 2.815E-02, 5.014E-01, 0.000E+00, 2.506E-04, 0.000E+00, 1.749E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.276E+00
    4, 1.334E+00, 1.308E-01, 3.826E-02, 7.079E-02, 1.517E-02, 3.335E-02, 5.074E-01, 0.000E+00, 2.341E-04, 0.000E+00, 1.467E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.276E+00
    5, 1.332E+00, 1.269E-01, 3.128E-02, 6.259E-02, 1.676E-02, 2.758E-02, 4.993E-01, 0.000E+00, 2.594E-04, 0.000E+00, 1.793E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.276E+00
    6, 1.335E+00, 1.299E-01, 3.768E-02, 7.012E-02, 1.626E-02, 3.284E-02, 5.129E-01, 0.000E+00, 2.327E-04, 0.000E+00, 1.411E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.276E+00
    7, 1.334E+00, 1.232E-01, 3.112E-02, 6.041E-02, 1.529E-02, 2.724E-02, 4.929E-01, 0.000E+00, 2.465E-04, 0.000E+00, 1.917E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.276E+00
    8, 1.338E+00, 1.288E-01, 3.506E-02, 7.013E-02, 1.536E-02, 3.283E-02, 5.047E-01, 0.000E+00, 2.627E-04, 0.000E+00, 1.521E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.277E+00
    9, 1.341E+00, 1.256E-01, 2.946E-02, 6.632E-02, 1.310E-02, 2.716E-02, 5.518E-01, 0.000E+00, 2.396E-04, 0.000E+00, 1.221E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.277E+00
   10, 1.337E+00, 1.298E-01, 3.768E-02, 7.089E-02, 1.478E-02, 3.248E-02, 5.037E-01, 0.000E+00, 2.437E-04, 0.000E+00, 1.497E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.276E+00
   11, 1.334E+00, 1.257E-01, 2.903E-02, 6.373E-02, 1.707E-02, 2.787E-02, 5.037E-01, 0.000E+00, 2.553E-04, 0.000E+00, 1.723E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.273E+00
   12, 1.335E+00, 1.301E-01, 3.755E-02, 7.026E-02, 1.667E-02, 3.314E-02, 5.148E-01, 0.000E+00, 2.329E-04, 0.000E+00, 1.379E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.276E+00
   13, 1.341E+00, 1.254E-01, 3.209E-02, 6.321E-02, 1.367E-02, 2.740E-02, 5.538E-01, 0.000E+00, 2.365E-04, 0.000E+00, 1.199E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.277E+00
   14, 1.331E+00, 1.292E-01, 3.611E-02, 7.357E-02, 1.623E-02, 3.274E-02, 5.086E-01, 0.000E+00, 2.458E-04, 0.000E+00, 1.467E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.274E+00
   15, 1.332E+00, 1.291E-01, 3.784E-02, 6.957E-02, 1.677E-02, 3.353E-02, 5.110E-01, 0.000E+00, 2.768E-04, 0.000E+00, 1.465E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.277E+00
