,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-19T19:29:45.183+01:00,   0.346E-02,   0.00346
      2,2020-02-19T19:29:45.633+01:00,   0.346E-02,   0.00691
      3,2020-02-19T19:29:46.078+01:00,   0.346E-02,   0.01037
      4,2020-02-19T19:29:46.556+01:00,   0.346E-02,   0.01382
      5,2020-02-19T19:29:47.009+01:00,   0.346E-02,   0.01728
      6,2020-02-19T19:29:47.449+01:00,   0.346E-02,   0.02073
      7,2020-02-19T19:29:47.894+01:00,   0.346E-02,   0.02419
      8,2020-02-19T19:29:48.343+01:00,   0.346E-02,   0.02765
      9,2020-02-19T19:29:48.803+01:00,   0.346E-02,   0.03110
     10,2020-02-19T19:29:49.440+01:00,   0.310E-02,   0.03421
     20,2020-02-19T19:29:54.197+01:00,   0.310E-02,   0.06524
     30,2020-02-19T19:29:59.241+01:00,   0.278E-02,   0.09401
     40,2020-02-19T19:30:04.126+01:00,   0.278E-02,   0.12180
     50,2020-02-19T19:30:09.384+01:00,   0.278E-02,   0.14959
     60,2020-02-19T19:30:14.393+01:00,   0.278E-02,   0.17738
     70,2020-02-19T19:30:19.713+01:00,   0.278E-02,   0.20517
     80,2020-02-19T19:30:25.286+01:00,   0.278E-02,   0.23297
     90,2020-02-19T19:30:30.404+01:00,   0.278E-02,   0.26076
    100,2020-02-19T19:30:35.654+01:00,   0.278E-02,   0.28855
    200,2020-02-19T19:31:27.476+01:00,   0.302E-02,   0.57965
    300,2020-02-19T19:32:17.275+01:00,   0.271E-02,   0.85167
    354,2020-02-19T19:32:43.126+01:00,   0.232E-03,   1.00000
