1,16,1,1,1,16
 0.100000000000000E+01
 0.297831342631640E+01, 0.169700591393042E+00, 0.500707088075611E+00, 0.500707088075612E+00, 0.104513484128576E-02
 0.293998514750235E+01, 0.175172191282367E+00, 0.500514101302803E+00, 0.500791867209923E+00, 0.159601834205295E-02
 0.290736622389431E+01, 0.179942366527088E+00, 0.500042503059720E+00, 0.501102029961603E+00, 0.237812160440475E-02
 0.288044814964613E+01, 0.183960146499642E+00, 0.499404881698252E+00, 0.501512405643993E+00, 0.323736634447742E-02
 0.285234492426217E+01, 0.188235659287465E+00, 0.498851679681204E+00, 0.501479396142444E+00, 0.327948837262238E-02
 0.282155673952006E+01, 0.193017414264227E+00, 0.498643957261438E+00, 0.500964925462487E+00, 0.236627035815164E-02
 0.280117719990095E+01, 0.196240409904105E+00, 0.498623526735982E+00, 0.500814305888980E+00, 0.192507201572610E-02
 0.279525636937347E+01, 0.197185592809813E+00, 0.498636605048486E+00, 0.500526446805737E+00, 0.192874176437793E-02
 0.279548967271771E+01, 0.197148277201653E+00, 0.498943853325801E+00, 0.499867045145885E+00, 0.163807182070175E-02
 0.280152668133833E+01, 0.196184761040077E+00, 0.499316259069937E+00, 0.499513757005533E+00, 0.129457046037512E-02
 0.282022642422343E+01, 0.193226414672041E+00, 0.499632054681755E+00, 0.499282651375841E+00, 0.137163323281580E-02
 0.284797777594164E+01, 0.188907664049604E+00, 0.500109848008865E+00, 0.499212295356288E+00, 0.168603568119253E-02
 0.287823301705409E+01, 0.184294103099046E+00, 0.500181060061678E+00, 0.499707671139155E+00, 0.168493333222265E-02
 0.290965041137755E+01, 0.179604815460492E+00, 0.500235915432457E+00, 0.499876301792328E+00, 0.114402270990599E-02
 0.294353349314767E+01, 0.174659653362166E+00, 0.500336543853464E+00, 0.500069730997650E+00, 0.527703565915002E-03
 0.298005823877160E+01, 0.169454868592603E+00, 0.500121519443515E+00, 0.500229883494214E+00,-0.228832636400127E-03
 0.293998514750235E+01, 0.175172191282367E+00, 0.500791867209923E+00, 0.500514101302803E+00, 0.159601834205191E-02
 0.282821607738490E+01, 0.191974698200672E+00, 0.500772933694133E+00, 0.500772933694133E+00, 0.221163652724237E-02
 0.272726257068385E+01, 0.208334940514036E+00, 0.500508623318461E+00, 0.501329491216334E+00, 0.315523907987112E-02
 0.263885056115572E+01, 0.223690796318852E+00, 0.500118323530854E+00, 0.501905625305738E+00, 0.414689227993381E-02
 0.255736793511065E+01, 0.238783252380568E+00, 0.499730825665943E+00, 0.501887829019724E+00, 0.402050949891175E-02
 0.248314640669308E+01, 0.253392854120136E+00, 0.499429309812833E+00, 0.501201504947701E+00, 0.246048411709613E-02
 0.243607498593344E+01, 0.263119658340763E+00, 0.499206044082790E+00, 0.500947361071523E+00, 0.180158414971716E-02
 0.242209232911835E+01, 0.266081864031561E+00, 0.498942404982742E+00, 0.500783995119472E+00, 0.228836836782661E-02
 0.242287654033387E+01, 0.265914825300944E+00, 0.498877010220234E+00, 0.499928681872040E+00, 0.167344652404137E-02
 0.243741433838911E+01, 0.262837708200010E+00, 0.499116323545128E+00, 0.499201006314623E+00, 0.409881544115849E-03
 0.248098996337118E+01, 0.253830411599216E+00, 0.499233376481826E+00, 0.499109788107152E+00, 0.180973937350026E-03
 0.255043624563806E+01, 0.240111687184492E+00, 0.499744493800831E+00, 0.498688567969223E+00, 0.476691227844482E-03
 0.263450649495725E+01, 0.224471830375362E+00, 0.500210490923945E+00, 0.499231547050154E+00, 0.829215993984455E-03
 0.272864233930545E+01, 0.208103110896211E+00, 0.500174041728145E+00, 0.499891917899864E+00, 0.519565341085310E-03
 0.283171625596606E+01, 0.191428339090690E+00, 0.500513125108864E+00, 0.499706422803147E+00,-0.204583761661601E-03
 0.294146308625923E+01, 0.174958559598626E+00, 0.500517457575432E+00, 0.500203840955144E+00,-0.744963701880563E-03
 0.290736622389431E+01, 0.179942366527088E+00, 0.501102029961603E+00, 0.500042503059720E+00, 0.237812160440510E-02
 0.272726257068385E+01, 0.208334940514036E+00, 0.501329491216334E+00, 0.500508623318461E+00, 0.315523907987150E-02
 0.256220019674082E+01, 0.237861693478609E+00, 0.501314966740905E+00, 0.501314966740905E+00, 0.429289693989921E-02
 0.241529781886732E+01, 0.267534069940608E+00, 0.501165948591589E+00, 0.502082365644760E+00, 0.537813672691731E-02
 0.228319192836766E+01, 0.297478580334588E+00, 0.500889502090320E+00, 0.502229556562587E+00, 0.510013088152579E-02
 0.216847220144477E+01, 0.326442096648065E+00, 0.500435035975619E+00, 0.501601990215726E+00, 0.298065054768655E-02
 0.209519942114342E+01, 0.346601321071189E+00, 0.499909713684626E+00, 0.501365774193773E+00, 0.204974967073718E-02
 0.207295019156887E+01, 0.353004729731611E+00, 0.499437448496464E+00, 0.501337761490348E+00, 0.322395839941496E-02
 0.207441153306677E+01, 0.352579930331419E+00, 0.498968018271708E+00, 0.500488948606572E+00, 0.247425329739838E-02
 0.209761659681130E+01, 0.345913800772674E+00, 0.498789467030764E+00, 0.499312318184747E+00, 0.842212411651874E-04
 0.216527518806683E+01, 0.327293157879902E+00, 0.498691149411380E+00, 0.499157213820511E+00,-0.509637326361431E-03
 0.227441513542464E+01, 0.299591209495868E+00, 0.498655116400631E+00, 0.498743201655259E+00,-0.255338842649863E-03
 0.240978467859585E+01, 0.268718060972763E+00, 0.499394679140139E+00, 0.498512545958215E+00, 0.314208368934745E-04
 0.256324318016786E+01, 0.237663154041441E+00, 0.499724737010572E+00, 0.499556487379682E+00, 0.948585783763353E-04
 0.273139999779152E+01, 0.207640636444770E+00, 0.499841443085635E+00, 0.499573700169044E+00,-0.752793857340733E-03
 0.290946201062888E+01, 0.179632646767319E+00, 0.500308425925845E+00, 0.499718860514078E+00,-0.141853955443043E-02
 0.288044814964613E+01, 0.183960146499641E+00, 0.501512405643994E+00, 0.499404881698252E+00, 0.323736634447847E-02
 0.263885056115572E+01, 0.223690796318852E+00, 0.501905625305738E+00, 0.500118323530854E+00, 0.414689227993388E-02
 0.241529781886732E+01, 0.267534069940608E+00, 0.502082365644760E+00, 0.501165948591589E+00, 0.537813672691661E-02
 0.221395558843503E+01, 0.314599845701971E+00, 0.502132130932705E+00, 0.502132130932704E+00, 0.637154403402528E-02
 0.203475152289813E+01, 0.364325318418366E+00, 0.501958371231790E+00, 0.502559836938009E+00, 0.582768114320951E-02
 0.188286045981816E+01, 0.413883417186794E+00, 0.501404290708507E+00, 0.502147097733790E+00, 0.312138813727240E-02
 0.178462019975007E+01, 0.450429211166954E+00, 0.500665486395856E+00, 0.501972104918302E+00, 0.182384537529863E-02
 0.175402792434899E+01, 0.462645544655350E+00, 0.500214069693768E+00, 0.502009629270138E+00, 0.390638059275104E-02
 0.175625764788902E+01, 0.461740765028891E+00, 0.499645548608747E+00, 0.501304880436210E+00, 0.338210289907260E-02
 0.178805280994976E+01, 0.449084493405267E+00, 0.498933734279538E+00, 0.499973867113966E+00,-0.368146565195050E-04
 0.187815728765816E+01, 0.415545742979253E+00, 0.498653819523324E+00, 0.499409271848863E+00,-0.104729827251444E-02
 0.202399886285887E+01, 0.367588849395978E+00, 0.497997364177373E+00, 0.499494036211019E+00,-0.450123088628622E-03
 0.220707147951614E+01, 0.316360873537808E+00, 0.498366200657938E+00, 0.498247700980357E+00,-0.517006004951452E-03
 0.241589142631414E+01, 0.267406980698317E+00, 0.499122151325799E+00, 0.498869564703811E+00,-0.329647369620853E-03
 0.264392209726840E+01, 0.222782252139047E+00, 0.498783178493015E+00, 0.499950011010076E+00,-0.949801222974500E-03
 0.288402767136623E+01, 0.183421561287527E+00, 0.499666915396510E+00, 0.498850751264571E+00,-0.222670743582894E-02
 0.285234492426217E+01, 0.188235659287465E+00, 0.501479396142444E+00, 0.498851679681204E+00, 0.327948837262209E-02
 0.255736793511066E+01, 0.238783252380567E+00, 0.501887829019725E+00, 0.499730825665943E+00, 0.402050949891089E-02
 0.228319192836766E+01, 0.297478580334588E+00, 0.502229556562587E+00, 0.500889502090320E+00, 0.510013088152578E-02
 0.203475152289813E+01, 0.364325318418366E+00, 0.502559836938009E+00, 0.501958371231790E+00, 0.582768114320857E-02
 0.181534643913885E+01, 0.438573960039445E+00, 0.502680052498057E+00, 0.502680052498056E+00, 0.500040711855118E-02
 0.163269225458068E+01, 0.515607226952918E+00, 0.502287720169558E+00, 0.502578855718026E+00, 0.186142078417842E-02
 0.151322156473807E+01, 0.576053068162097E+00, 0.501647091766458E+00, 0.502412917543874E+00, 0.246395334440603E-03
 0.147494176554296E+01, 0.597492020057754E+00, 0.501675119610295E+00, 0.502381298756066E+00, 0.352932128824131E-02
 0.147790855260811E+01, 0.595790726199626E+00, 0.501605374753301E+00, 0.501837523992286E+00, 0.369330305706761E-02
 0.151733143985051E+01, 0.573815498692290E+00, 0.500751219871284E+00, 0.500770618611552E+00,-0.366514133327463E-03
 0.162601876032008E+01, 0.518749219659370E+00, 0.500353789507713E+00, 0.499766077369133E+00,-0.177542847966042E-02
 0.180202287787171E+01, 0.443664840122646E+00, 0.499489273875259E+00, 0.500501404920532E+00,-0.536470433140768E-03
 0.202519845197520E+01, 0.367223110747090E+00, 0.499142846162374E+00, 0.498753041986922E+00,-0.819142205677648E-03
