Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 2.470E-01, 2.230E-02, 5.376E-03, 1.308E-02, 3.256E-03, 4.802E-03, 1.877E-01, 0.000E+00, 1.452E-04, 0.000E+00, 2.728E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.110E-01
    1, 2.470E-01, 2.235E-02, 5.547E-03, 1.326E-02, 3.386E-03, 4.878E-03, 1.767E-01, 0.000E+00, 1.407E-04, 0.000E+00, 4.215E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
    2, 2.469E-01, 2.230E-02, 5.467E-03, 1.328E-02, 3.375E-03, 4.842E-03, 1.779E-01, 0.000E+00, 1.316E-04, 0.000E+00, 4.108E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.153E-01
    3, 2.468E-01, 2.227E-02, 5.408E-03, 1.320E-02, 3.363E-03, 4.825E-03, 1.727E-01, 0.000E+00, 1.402E-04, 0.000E+00, 4.663E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
    4, 2.470E-01, 2.191E-02, 5.354E-03, 1.305E-02, 3.181E-03, 4.745E-03, 1.677E-01, 0.000E+00, 1.395E-04, 0.000E+00, 5.228E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
    5, 2.469E-01, 2.219E-02, 5.460E-03, 1.325E-02, 3.259E-03, 4.645E-03, 1.734E-01, 0.000E+00, 1.397E-04, 0.000E+00, 4.615E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.153E-01
    6, 2.470E-01, 2.187E-02, 5.414E-03, 1.312E-02, 3.197E-03, 4.709E-03, 1.753E-01, 0.000E+00, 1.366E-04, 0.000E+00, 4.463E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
    7, 2.468E-01, 2.199E-02, 5.406E-03, 1.308E-02, 3.252E-03, 4.722E-03, 1.691E-01, 0.000E+00, 1.364E-04, 0.000E+00, 5.096E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
    8, 2.470E-01, 2.219E-02, 5.369E-03, 1.303E-02, 3.251E-03, 4.780E-03, 1.792E-01, 0.000E+00, 1.433E-04, 0.000E+00, 4.041E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
    9, 2.468E-01, 2.189E-02, 5.378E-03, 1.323E-02, 3.241E-03, 4.675E-03, 1.676E-01, 0.000E+00, 1.299E-04, 0.000E+00, 5.250E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
   10, 2.469E-01, 2.223E-02, 5.368E-03, 1.315E-02, 3.273E-03, 4.814E-03, 1.731E-01, 0.000E+00, 1.292E-04, 0.000E+00, 4.633E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
   11, 2.467E-01, 2.251E-02, 5.421E-03, 1.329E-02, 3.293E-03, 4.823E-03, 1.698E-01, 0.000E+00, 1.378E-04, 0.000E+00, 4.944E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
   12, 2.467E-01, 2.212E-02, 5.407E-03, 1.321E-02, 3.335E-03, 4.879E-03, 1.803E-01, 0.000E+00, 1.328E-04, 0.000E+00, 3.922E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
   13, 2.466E-01, 2.252E-02, 5.382E-03, 1.308E-02, 3.310E-03, 4.750E-03, 1.725E-01, 0.000E+00, 1.366E-04, 0.000E+00, 4.710E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
   14, 2.469E-01, 2.213E-02, 5.436E-03, 1.305E-02, 3.211E-03, 4.791E-03, 1.789E-01, 0.000E+00, 1.307E-04, 0.000E+00, 4.083E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
   15, 2.470E-01, 2.266E-02, 5.383E-03, 1.312E-02, 3.322E-03, 4.829E-03, 1.740E-01, 0.000E+00, 1.404E-04, 0.000E+00, 4.497E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.154E-01
