Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.199E+01, 1.342E+00, 3.639E-01, 5.479E-01, 1.196E-01, 4.735E-01, 2.850E+00, 0.000E+00, 5.677E-04, 0.000E+00, 6.909E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    1, 1.200E+01, 1.385E+00, 4.010E-01, 5.309E-01, 1.027E-01, 5.041E-01, 3.475E+00, 0.000E+00, 6.933E-04, 0.000E+00, 6.202E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    2, 1.201E+01, 1.405E+00, 3.752E-01, 5.661E-01, 1.212E-01, 4.995E-01, 4.257E+00, 0.000E+00, 5.736E-04, 0.000E+00, 5.369E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    3, 1.200E+01, 1.395E+00, 4.019E-01, 5.316E-01, 1.016E-01, 5.227E-01, 3.168E+00, 0.000E+00, 5.686E-04, 0.000E+00, 6.482E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    4, 1.201E+01, 1.399E+00, 3.756E-01, 5.605E-01, 1.209E-01, 4.969E-01, 3.690E+00, 0.000E+00, 7.641E-04, 0.000E+00, 5.952E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    5, 1.199E+01, 1.383E+00, 4.080E-01, 5.295E-01, 1.020E-01, 4.985E-01, 3.210E+00, 0.000E+00, 6.244E-04, 0.000E+00, 6.477E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    6, 1.200E+01, 1.375E+00, 3.684E-01, 5.514E-01, 1.200E-01, 5.131E-01, 3.082E+00, 0.000E+00, 6.144E-04, 0.000E+00, 6.596E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    7, 1.199E+01, 1.359E+00, 3.994E-01, 5.245E-01, 1.018E-01, 4.910E-01, 3.272E+00, 0.000E+00, 6.602E-04, 0.000E+00, 6.463E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    8, 1.201E+01, 1.348E+00, 3.594E-01, 5.548E-01, 1.213E-01, 4.728E-01, 3.810E+00, 0.000E+00, 6.170E-04, 0.000E+00, 5.929E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
    9, 1.199E+01, 1.377E+00, 4.020E-01, 5.248E-01, 1.021E-01, 5.072E-01, 3.187E+00, 0.000E+00, 6.297E-04, 0.000E+00, 6.509E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
   10, 1.200E+01, 1.349E+00, 3.580E-01, 5.482E-01, 1.204E-01, 4.791E-01, 3.449E+00, 0.000E+00, 7.172E-04, 0.000E+00, 6.296E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
   11, 1.201E+01, 1.352E+00, 3.875E-01, 5.253E-01, 1.017E-01, 4.727E-01, 3.475E+00, 0.000E+00, 6.709E-04, 0.000E+00, 6.281E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
   12, 1.200E+01, 1.381E+00, 3.711E-01, 5.539E-01, 1.221E-01, 5.150E-01, 3.372E+00, 0.000E+00, 6.564E-04, 0.000E+00, 6.291E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
   13, 1.201E+01, 1.355E+00, 3.995E-01, 5.252E-01, 1.023E-01, 4.900E-01, 4.032E+00, 0.000E+00, 6.499E-04, 0.000E+00, 5.692E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
   14, 1.200E+01, 1.385E+00, 3.715E-01, 5.582E-01, 1.211E-01, 5.314E-01, 3.014E+00, 0.000E+00, 6.201E-04, 0.000E+00, 6.622E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
   15, 1.199E+01, 1.367E+00, 3.970E-01, 5.251E-01, 1.034E-01, 4.961E-01, 2.955E+00, 0.000E+00, 7.026E-04, 0.000E+00, 6.768E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.460E+01
