,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-19T19:29:49.079+01:00,   0.122E-02,   0.00122
      2,2020-02-19T19:29:51.730+01:00,   0.122E-02,   0.00244
      3,2020-02-19T19:29:54.363+01:00,   0.122E-02,   0.00366
      4,2020-02-19T19:29:57.124+01:00,   0.122E-02,   0.00488
      5,2020-02-19T19:29:59.783+01:00,   0.122E-02,   0.00610
      6,2020-02-19T19:30:02.431+01:00,   0.122E-02,   0.00731
      7,2020-02-19T19:30:05.086+01:00,   0.122E-02,   0.00853
      8,2020-02-19T19:30:07.787+01:00,   0.122E-02,   0.00975
      9,2020-02-19T19:30:10.532+01:00,   0.122E-02,   0.01097
     10,2020-02-19T19:30:13.290+01:00,   0.122E-02,   0.01219
     20,2020-02-19T19:30:40.967+01:00,   0.122E-02,   0.02438
     30,2020-02-19T19:31:08.243+01:00,   0.122E-02,   0.03657
     40,2020-02-19T19:31:35.855+01:00,   0.122E-02,   0.04877
     50,2020-02-19T19:32:03.257+01:00,   0.134E-02,   0.06132
     60,2020-02-19T19:32:30.533+01:00,   0.134E-02,   0.07473
     70,2020-02-19T19:32:58.270+01:00,   0.134E-02,   0.08815
     80,2020-02-19T19:33:26.359+01:00,   0.134E-02,   0.10156
     90,2020-02-19T19:33:54.468+01:00,   0.134E-02,   0.11497
    100,2020-02-19T19:34:23.092+01:00,   0.134E-02,   0.12838
    200,2020-02-19T19:39:12.105+01:00,   0.134E-02,   0.26249
    300,2020-02-19T19:43:59.174+01:00,   0.134E-02,   0.39659
    400,2020-02-19T19:48:43.818+01:00,   0.134E-02,   0.53070
    500,2020-02-19T19:53:26.053+01:00,   0.134E-02,   0.66481
    600,2020-02-19T19:58:15.164+01:00,   0.134E-02,   0.79892
    700,2020-02-19T20:03:00.706+01:00,   0.134E-02,   0.93303
    750,2020-02-19T20:05:15.720+01:00,   0.126E-02,   1.00000
