s,,,
Time,"scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.2316145E-002, 5.2000000E+001, 6.1853534E-001, 5.9171558E-009
 4.4632290E-002, 5.3000000E+001, 6.0990841E-001, 2.8838074E-009
 6.4469099E-002, 5.3000000E+001, 6.0927994E-001, 3.3996533E-009
 8.4305908E-002, 5.3000000E+001, 6.0896974E-001, 4.3430617E-009
 1.0202020E-001, 5.3000000E+001, 6.1008132E-001, 5.4761778E-009
 1.1973448E-001, 5.3000000E+001, 6.1024297E-001, 6.6864371E-009
 1.3744877E-001, 5.3000000E+001, 6.1030150E-001, 7.6962070E-009
 1.5516306E-001, 5.3000000E+001, 6.1033042E-001, 8.2313302E-009
 1.7287734E-001, 5.3000000E+001, 6.1035290E-001, 8.0080077E-009
 1.9059163E-001, 5.3000000E+001, 6.1037765E-001, 6.8733400E-009
 2.0830592E-001, 5.3000000E+001, 6.1040423E-001, 4.9544674E-009
 2.2602020E-001, 5.3000000E+001, 6.1045585E-001, 3.0935738E-009
 2.4373449E-001, 5.2000000E+001, 6.2010137E-001, 5.2297061E-009
 2.6144878E-001, 5.1000000E+001, 6.2322718E-001, 6.7171283E-009
 2.7916306E-001, 5.2000000E+001, 6.1863244E-001, 6.0029940E-009
 2.9687735E-001, 5.2000000E+001, 6.1877294E-001, 6.1115870E-009
 3.1459164E-001, 5.2000000E+001, 6.1917387E-001, 4.1814616E-009
 3.3230592E-001, 5.0000000E+001, 6.2836027E-001, 8.1691685E-009
 3.5002021E-001, 5.2000000E+001, 6.2112473E-001, 4.1973572E-009
 3.6773450E-001, 5.2000000E+001, 6.2018738E-001, 6.2375432E-009
 3.8544878E-001, 5.2000000E+001, 6.1940803E-001, 5.8332846E-009
 4.0316307E-001, 5.1000000E+001, 6.2680079E-001, 9.4402704E-009
 4.2087736E-001, 5.1000000E+001, 6.1476323E-001, 1.7159393E-009
 4.3859165E-001, 5.0000000E+001, 6.2485503E-001, 6.3516725E-009
 4.5807736E-001, 5.1000000E+001, 6.2349185E-001, 7.5712884E-009
 4.7756308E-001, 5.2000000E+001, 6.1979328E-001, 9.6580718E-009
 4.9899736E-001, 5.3000000E+001, 6.0932363E-001, 4.9342879E-009
 5.2257508E-001, 5.3000000E+001, 6.0509531E-001, 5.8436350E-009
 5.4615280E-001, 5.4000000E+001, 6.0694923E-001, 6.0020665E-009
 5.6583859E-001, 5.4000000E+001, 6.0731644E-001, 7.0536380E-009
 5.8552439E-001, 5.4000000E+001, 6.0740662E-001, 7.7925013E-009
 6.0319835E-001, 5.4000000E+001, 6.0746065E-001, 8.0551721E-009
 6.2087231E-001, 5.4000000E+001, 6.0749081E-001, 8.3356096E-009
 6.3854627E-001, 5.4000000E+001, 6.0751101E-001, 8.5676491E-009
 6.5622023E-001, 5.4000000E+001, 6.0752375E-001, 8.7698268E-009
 6.7389419E-001, 5.4000000E+001, 6.0753075E-001, 8.9310944E-009
 6.9156815E-001, 5.4000000E+001, 6.0753257E-001, 8.9701968E-009
 7.0924211E-001, 5.4000000E+001, 6.0753038E-001, 8.7668096E-009
 7.2691607E-001, 5.4000000E+001, 6.0752454E-001, 8.2315270E-009
 7.4459003E-001, 5.4000000E+001, 6.0751290E-001, 7.3531315E-009
 7.6226399E-001, 5.4000000E+001, 6.0748840E-001, 6.1673883E-009
 7.7993795E-001, 5.3000000E+001, 6.1008198E-001, 9.4615515E-009
 7.9761191E-001, 5.3000000E+001, 6.1011184E-001, 6.8951941E-009
 8.1528587E-001, 5.3000000E+001, 6.1032419E-001, 4.7178575E-009
 8.3295984E-001, 5.3000000E+001, 6.1080211E-001, 3.1361614E-009
 8.5063380E-001, 5.2000000E+001, 6.2107900E-001, 7.6932752E-009
 8.6830776E-001, 5.2000000E+001, 6.2124852E-001, 5.1137512E-009
 8.8598172E-001, 5.2000000E+001, 6.2054825E-001, 3.6062010E-009
 9.0365568E-001, 5.1000000E+001, 6.2620334E-001, 8.5596408E-009
 9.2132964E-001, 5.1000000E+001, 6.2492343E-001, 9.0356328E-009
 9.3900360E-001, 5.2000000E+001, 6.1895164E-001, 4.8598296E-009
 9.5844496E-001, 5.2000000E+001, 6.1853447E-001, 8.4360892E-009
 9.7788631E-001, 5.3000000E+001, 6.0979124E-001, 3.5195454E-009
 9.9927181E-001, 5.3000000E+001, 6.0938031E-001, 4.8359176E-009
 1.0000000E+000, 5.3000000E+001, 6.1007923E-001, 4.0532407E-009
