s,,,
Time,"scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.2865242E-002, 7.4000000E+001, 7.1241982E-001, 5.9000029E-009
 2.5730485E-002, 7.4000000E+001, 7.1264191E-001, 9.1067890E-009
 3.8595727E-002, 7.5000000E+001, 7.0522267E-001, 3.8537977E-009
 4.9801341E-002, 7.5000000E+001, 7.0511768E-001, 4.2061552E-009
 6.1006955E-002, 7.5000000E+001, 7.0487651E-001, 5.1534728E-009
 7.2212568E-002, 7.5000000E+001, 7.0455814E-001, 6.3088663E-009
 8.3418182E-002, 7.5000000E+001, 7.0421851E-001, 7.7161266E-009
 9.3480747E-002, 7.5000000E+001, 7.0363335E-001, 8.3821175E-009
 1.0354331E-001, 7.6000000E+001, 6.9991230E-001, 4.8909802E-009
 1.1360588E-001, 7.6000000E+001, 6.9957125E-001, 5.7917182E-009
 1.2366844E-001, 7.6000000E+001, 6.9930137E-001, 6.8243343E-009
 1.3373100E-001, 7.6000000E+001, 6.9915139E-001, 8.0156244E-009
 1.4379357E-001, 7.6000000E+001, 6.9910179E-001, 9.3368974E-009
 1.5385613E-001, 7.7000000E+001, 6.9617086E-001, 5.4127349E-009
 1.6391870E-001, 7.7000000E+001, 6.9621944E-001, 6.0894780E-009
 1.7398126E-001, 7.7000000E+001, 6.9628044E-001, 6.6867489E-009
 1.8404383E-001, 7.7000000E+001, 6.9634319E-001, 7.1477801E-009
 1.9410639E-001, 7.7000000E+001, 6.9640011E-001, 7.4233905E-009
 2.0416895E-001, 7.7000000E+001, 6.9644835E-001, 7.4803932E-009
 2.1423152E-001, 7.7000000E+001, 6.9649171E-001, 7.3020146E-009
 2.2429408E-001, 7.7000000E+001, 6.9654564E-001, 6.8742871E-009
 2.3435665E-001, 7.7000000E+001, 6.9667490E-001, 6.2058232E-009
 2.4441921E-001, 7.7000000E+001, 6.9708791E-001, 5.4136588E-009
 2.5448178E-001, 7.6000000E+001, 7.0119682E-001, 9.6303097E-009
 2.6454434E-001, 7.6000000E+001, 7.0209995E-001, 8.4015655E-009
 2.7460690E-001, 7.6000000E+001, 7.0319840E-001, 6.3382928E-009
 2.8466947E-001, 7.5000000E+001, 7.0688041E-001, 6.7876551E-009
 2.9473203E-001, 7.3000000E+001, 7.1484292E-001, 4.2405525E-009
 3.0479460E-001, 7.5000000E+001, 7.0618686E-001, 5.3710592E-009
 3.1485716E-001, 7.5000000E+001, 7.0488047E-001, 8.9266633E-009
 3.2491973E-001, 7.5000000E+001, 6.9966318E-001, 7.0207319E-009
 3.3498229E-001, 7.6000000E+001, 7.0208330E-001, 7.3054781E-009
 3.4504485E-001, 7.6000000E+001, 7.0214625E-001, 6.9536499E-009
 3.5510742E-001, 7.6000000E+001, 7.0227849E-001, 5.5808367E-009
 3.6516998E-001, 7.5000000E+001, 7.0479721E-001, 6.0117040E-009
 3.7523255E-001, 7.2000000E+001, 7.1791386E-001, 8.3201672E-009
 3.8529511E-001, 7.5000000E+001, 7.0604787E-001, 6.3280060E-009
 3.9535768E-001, 7.5000000E+001, 7.0362606E-001, 9.7802175E-009
 4.0542024E-001, 7.5000000E+001, 7.0163927E-001, 8.5475073E-009
 4.1548280E-001, 7.5000000E+001, 7.0527755E-001, 9.9991511E-009
