,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-19T19:29:45.731+01:00,   0.129E-01,   0.01287
      2,2020-02-19T19:29:45.750+01:00,   0.129E-01,   0.02573
      3,2020-02-19T19:29:45.851+01:00,   0.129E-01,   0.03860
      4,2020-02-19T19:29:45.891+01:00,   0.112E-01,   0.04980
      5,2020-02-19T19:29:45.915+01:00,   0.112E-01,   0.06101
      6,2020-02-19T19:29:45.937+01:00,   0.112E-01,   0.07221
      7,2020-02-19T19:29:45.957+01:00,   0.112E-01,   0.08342
      8,2020-02-19T19:29:45.984+01:00,   0.101E-01,   0.09348
      9,2020-02-19T19:29:46.004+01:00,   0.101E-01,   0.10354
     10,2020-02-19T19:29:46.023+01:00,   0.101E-01,   0.11361
     20,2020-02-19T19:29:46.247+01:00,   0.101E-01,   0.21423
     30,2020-02-19T19:29:46.469+01:00,   0.101E-01,   0.31486
     40,2020-02-19T19:29:46.656+01:00,   0.101E-01,   0.41548
     50,2020-02-19T19:29:46.877+01:00,   0.134E-01,   0.52901
     60,2020-02-19T19:29:47.137+01:00,   0.102E-01,   0.63662
     70,2020-02-19T19:29:47.364+01:00,   0.102E-01,   0.73864
     80,2020-02-19T19:29:47.551+01:00,   0.102E-01,   0.84066
     90,2020-02-19T19:29:47.777+01:00,   0.102E-01,   0.94269
     96,2020-02-19T19:29:47.940+01:00,   0.212E-02,   1.00000
