s,,,
Time,"scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4558188E-003, 1.2100000E+002, 8.1181947E-001, 5.8365305E-009
 6.9116377E-003, 1.1800000E+002, 8.0751111E-001, 8.3648718E-009
 1.0367457E-002, 1.1800000E+002, 8.0542738E-001, 7.5605474E-009
 1.3823275E-002, 1.2100000E+002, 8.1033773E-001, 9.8697546E-009
 1.7279094E-002, 1.2200000E+002, 8.1064274E-001, 9.8439670E-009
 2.0734913E-002, 1.2300000E+002, 8.0833868E-001, 6.4848210E-009
 2.4190732E-002, 1.2300000E+002, 8.0838574E-001, 7.4277906E-009
 2.7646551E-002, 1.2300000E+002, 8.0843096E-001, 8.4425280E-009
 3.1102370E-002, 1.2300000E+002, 8.0846167E-001, 9.5310128E-009
 3.4206190E-002, 1.2300000E+002, 8.0848825E-001, 9.6158169E-009
 3.7310011E-002, 1.2400000E+002, 8.0751490E-001, 7.3756864E-009
 4.0413832E-002, 1.2400000E+002, 8.0754680E-001, 8.1904045E-009
 4.3517652E-002, 1.2400000E+002, 8.0757745E-001, 9.0887051E-009
 4.6621473E-002, 1.2500000E+002, 8.0388151E-001, 4.5694119E-009
 4.9725294E-002, 1.2500000E+002, 8.0390672E-001, 5.0682668E-009
 5.2829115E-002, 1.2500000E+002, 8.0393346E-001, 5.6239708E-009
 5.5932935E-002, 1.2500000E+002, 8.0396070E-001, 6.2430129E-009
 5.9036756E-002, 1.2500000E+002, 8.0398593E-001, 6.9317996E-009
 6.2140577E-002, 1.2500000E+002, 8.0400307E-001, 7.6910678E-009
 6.5244397E-002, 1.2500000E+002, 8.0398960E-001, 8.4967585E-009
 6.8348218E-002, 1.2500000E+002, 8.0382169E-001, 9.1667562E-009
 7.1452039E-002, 1.2400000E+002, 8.0097699E-001, 8.1378077E-009
 7.4555859E-002, 1.2600000E+002, 8.0216007E-001, 6.9649472E-009
 7.7334975E-002, 1.2600000E+002, 8.0255452E-001, 7.6598766E-009
 8.0114090E-002, 1.2600000E+002, 8.0257069E-001, 8.4402707E-009
 8.2893205E-002, 1.2600000E+002, 8.0255190E-001, 9.2431695E-009
 8.5672320E-002, 1.2700000E+002, 7.9956599E-001, 5.0725045E-009
 8.8451435E-002, 1.2700000E+002, 7.9940817E-001, 5.4272552E-009
 9.1230551E-002, 1.2700000E+002, 7.9949770E-001, 6.0350667E-009
 9.4009666E-002, 1.2700000E+002, 7.9952133E-001, 6.6354451E-009
 9.6788781E-002, 1.2700000E+002, 7.9945464E-001, 7.1848242E-009
 9.9567896E-002, 1.2700000E+002, 7.9951594E-001, 7.9311927E-009
 1.0234701E-001, 1.2700000E+002, 7.9948876E-001, 8.6231366E-009
 1.0512613E-001, 1.2700000E+002, 7.9945236E-001, 9.3503921E-009
 1.0790524E-001, 1.2800000E+002, 7.9891565E-001, 7.4714818E-009
 1.1068436E-001, 1.2800000E+002, 7.9885850E-001, 8.0529830E-009
 1.1346347E-001, 1.2800000E+002, 7.9879821E-001, 8.6629906E-009
 1.1624259E-001, 1.2800000E+002, 7.9873537E-001, 9.3015409E-009
 1.1902170E-001, 1.2800000E+002, 7.9867051E-001, 9.9684936E-009
 1.2180082E-001, 1.2900000E+002, 7.9595977E-001, 5.5516177E-009
 1.2457993E-001, 1.2900000E+002, 7.9588797E-001, 5.9230271E-009
 1.2735905E-001, 1.2900000E+002, 7.9581510E-001, 6.3074750E-009
 1.3013816E-001, 1.2900000E+002, 7.9574150E-001, 6.7043967E-009
 1.3291728E-001, 1.2900000E+002, 7.9566766E-001, 7.1133374E-009
 1.3569639E-001, 1.2900000E+002, 7.9559402E-001, 7.5337246E-009
 1.3847551E-001, 1.2900000E+002, 7.9552102E-001, 7.9649805E-009
 1.4125462E-001, 1.2900000E+002, 7.9544908E-001, 8.4064527E-009
 1.4403374E-001, 1.2900000E+002, 7.9537860E-001, 8.8574251E-009
 1.4681285E-001, 1.2900000E+002, 7.9530993E-001, 9.3170978E-009
 1.4959197E-001, 1.2900000E+002, 7.9524340E-001, 9.7845965E-009
 1.5237109E-001, 1.3000000E+002, 7.9400055E-001, 6.7268868E-009
 1.5515020E-001, 1.3000000E+002, 7.9391716E-001, 7.0157725E-009
 1.5792932E-001, 1.3000000E+002, 7.9383660E-001, 7.3053634E-009
 1.6070843E-001, 1.3000000E+002, 7.9375919E-001, 7.5949611E-009
 1.6348755E-001, 1.3000000E+002, 7.9368527E-001, 7.8839262E-009
 1.6626666E-001, 1.3000000E+002, 7.9361508E-001, 8.1714673E-009
 1.6904578E-001, 1.3000000E+002, 7.9354885E-001, 8.4567969E-009
 1.7182489E-001, 1.3000000E+002, 7.9348677E-001, 8.7390778E-009
 1.7460401E-001, 1.3000000E+002, 7.9342889E-001, 9.0172743E-009
 1.7738312E-001, 1.3000000E+002, 7.9337524E-001, 9.2903236E-009
 1.8016224E-001, 1.3000000E+002, 7.9332582E-001, 9.5570887E-009
 1.8294135E-001, 1.3000000E+002, 7.9328062E-001, 9.8164141E-009
 1.8572047E-001, 1.3100000E+002, 7.9036690E-001, 4.9647737E-009
 1.8849958E-001, 1.3100000E+002, 7.9026884E-001, 5.0319252E-009
 1.9127870E-001, 1.3100000E+002, 7.9020349E-001, 5.1161141E-009
 1.9405781E-001, 1.3100000E+002, 7.9016893E-001, 5.2164809E-009
 1.9683693E-001, 1.3100000E+002, 7.9015559E-001, 5.3254157E-009
 1.9961604E-001, 1.3100000E+002, 7.9015542E-001, 5.4360882E-009
 2.0239516E-001, 1.3100000E+002, 7.9016275E-001, 5.5432559E-009
 2.0517427E-001, 1.3100000E+002, 7.9017445E-001, 5.6436828E-009
 2.0795339E-001, 1.3100000E+002, 7.9018917E-001, 5.7356273E-009
 2.1073250E-001, 1.3100000E+002, 7.9020703E-001, 5.8187297E-009
 2.1351162E-001, 1.3100000E+002, 7.9022809E-001, 5.8926248E-009
 2.1629073E-001, 1.3100000E+002, 7.9025293E-001, 5.9574988E-009
 2.1906985E-001, 1.3100000E+002, 7.9028164E-001, 6.0131509E-009
 2.2184897E-001, 1.3100000E+002, 7.9031474E-001, 6.0598283E-009
 2.2462808E-001, 1.3100000E+002, 7.9035267E-001, 6.0978094E-009
 2.2740720E-001, 1.3100000E+002, 7.9039560E-001, 6.1271077E-009
 2.3018631E-001, 1.3100000E+002, 7.9044381E-001, 6.1479303E-009
 2.3296543E-001, 1.3100000E+002, 7.9049749E-001, 6.1604078E-009
 2.3574454E-001, 1.3100000E+002, 7.9055689E-001, 6.1648102E-009
 2.3852366E-001, 1.3100000E+002, 7.9062246E-001, 6.1616110E-009
 2.4130277E-001, 1.3100000E+002, 7.9069460E-001, 6.1512782E-009
 2.4408189E-001, 1.3100000E+002, 7.9077428E-001, 6.1349004E-009
 2.4686100E-001, 1.3100000E+002, 7.9086328E-001, 6.1143850E-009
 2.4964012E-001, 1.3100000E+002, 7.9096447E-001, 6.0927073E-009
 2.5241923E-001, 1.3100000E+002, 7.9108163E-001, 6.0737528E-009
 2.5519835E-001, 1.3100000E+002, 7.9121953E-001, 6.0623340E-009
 2.5797746E-001, 1.3100000E+002, 7.9138180E-001, 6.0621012E-009
 2.6075658E-001, 1.3100000E+002, 7.9156861E-001, 6.0732552E-009
 2.6353569E-001, 1.3100000E+002, 7.9177584E-001, 6.0917710E-009
 2.6631481E-001, 1.3100000E+002, 7.9199522E-001, 6.1093708E-009
 2.6909392E-001, 1.3100000E+002, 7.9221748E-001, 6.1167252E-009
 2.7187304E-001, 1.3100000E+002, 7.9243573E-001, 6.1068745E-009
 2.7465215E-001, 1.3100000E+002, 7.9264578E-001, 6.0757435E-009
 2.7743127E-001, 1.3100000E+002, 7.9284581E-001, 6.0218842E-009
 2.8021038E-001, 1.3100000E+002, 7.9303531E-001, 5.9454551E-009
 2.8298950E-001, 1.3100000E+002, 7.9321440E-001, 5.8474598E-009
 2.8576862E-001, 1.3100000E+002, 7.9338340E-001, 5.7293110E-009
 2.8854773E-001, 1.3100000E+002, 7.9354213E-001, 5.5921232E-009
 2.9132685E-001, 1.3000000E+002, 7.9592061E-001, 9.8660912E-009
 2.9410596E-001, 1.3000000E+002, 7.9607958E-001, 9.5865129E-009
 2.9688508E-001, 1.3000000E+002, 7.9623258E-001, 9.2856945E-009
 2.9966419E-001, 1.3000000E+002, 7.9637840E-001, 8.9642042E-009
 3.0244331E-001, 1.3000000E+002, 7.9651603E-001, 8.6232072E-009
 3.0522242E-001, 1.3000000E+002, 7.9664470E-001, 8.2644764E-009
 3.0800154E-001, 1.3000000E+002, 7.9676353E-001, 7.8898999E-009
 3.1078065E-001, 1.3000000E+002, 7.9687199E-001, 7.5020520E-009
 3.1355977E-001, 1.3000000E+002, 7.9696945E-001, 7.1035303E-009
 3.1633888E-001, 1.2900000E+002, 7.9808757E-001, 9.9291543E-009
 3.1911800E-001, 1.2900000E+002, 7.9816870E-001, 9.3297175E-009
 3.2189711E-001, 1.2900000E+002, 7.9823469E-001, 8.7232174E-009
 3.2467623E-001, 1.2900000E+002, 7.9828510E-001, 8.1153688E-009
 3.2745534E-001, 1.2900000E+002, 7.9832089E-001, 7.5137265E-009
 3.3023446E-001, 1.2900000E+002, 7.9834550E-001, 6.9281215E-009
 3.3301357E-001, 1.2900000E+002, 7.9836585E-001, 6.3705942E-009
 3.3579269E-001, 1.2900000E+002, 7.9839147E-001, 5.8531447E-009
 3.3857180E-001, 1.2900000E+002, 7.9842901E-001, 5.3823667E-009
 3.4135092E-001, 1.2800000E+002, 8.0130230E-001, 9.7565105E-009
 3.4413003E-001, 1.2800000E+002, 8.0168476E-001, 9.4869349E-009
 3.4690915E-001, 1.2800000E+002, 8.0173352E-001, 8.7685646E-009
 3.4968826E-001, 1.2800000E+002, 8.0175937E-001, 8.1113191E-009
 3.5246738E-001, 1.2700000E+002, 8.0214007E-001, 9.9657507E-009
 3.5524650E-001, 1.2700000E+002, 8.0214262E-001, 9.3298690E-009
 3.5802561E-001, 1.2700000E+002, 8.0213471E-001, 8.8174670E-009
 3.6080473E-001, 1.2700000E+002, 8.0212004E-001, 8.4298118E-009
 3.6358384E-001, 1.2700000E+002, 8.0210030E-001, 8.1586152E-009
 3.6636296E-001, 1.2700000E+002, 8.0207656E-001, 7.9876594E-009
 3.6914207E-001, 1.2700000E+002, 8.0204967E-001, 7.8928931E-009
 3.7192119E-001, 1.2700000E+002, 8.0202102E-001, 7.8432831E-009
 3.7470030E-001, 1.2700000E+002, 8.0199344E-001, 7.8021070E-009
 3.7747942E-001, 1.2700000E+002, 8.0197106E-001, 7.7269071E-009
 3.8025853E-001, 1.2700000E+002, 8.0196134E-001, 7.5721969E-009
