1,16,1,1,1,16
 0.100000000000000E+01
 0.295950653333761E+01, 0.172367245320910E+00, 0.506577430906779E+00, 0.506577430906779E+00, 0.969781489037658E-02
 0.282200067488718E+01, 0.192947003588396E+00, 0.504264706734718E+00, 0.507822929039612E+00, 0.102550485884880E-01
 0.268879214753339E+01, 0.214891370313334E+00, 0.501600463375882E+00, 0.505678787708994E+00, 0.559868681453013E-02
 0.264102725757355E+01, 0.223299350921224E+00, 0.500198931393378E+00, 0.503713012411394E+00, 0.453221724128849E-02
 0.264407967371517E+01, 0.222752957185582E+00, 0.495883073687145E+00, 0.503904189065292E+00, 0.240244644056076E-02
 0.268957120363727E+01, 0.214756787292375E+00, 0.497099707727938E+00, 0.497116320667691E+00,-0.171131081337905E-02
 0.280544617378525E+01, 0.195560972795217E+00, 0.498801433535822E+00, 0.497547653443849E+00,-0.299967412002777E-03
 0.295282867642348E+01, 0.173322661381108E+00, 0.499740673885203E+00, 0.498355482473268E+00, 0.228166071854830E-03
 0.310929094744984E+01, 0.152021078844576E+00, 0.499750714129219E+00, 0.499750728658320E+00,-0.203156838982643E-04
 0.324680844920779E+01, 0.134993513055225E+00, 0.493061357395093E+00, 0.503659663416411E+00,-0.315981299350820E-02
 0.332958453849290E+01, 0.125422015063899E+00, 0.489173415707084E+00, 0.505193158966022E+00,-0.746824687524317E-02
 0.336351542485106E+01, 0.121634685679789E+00, 0.491178644545296E+00, 0.501801523244033E+00,-0.108045198404929E-01
 0.336142406117619E+01, 0.121865863938843E+00, 0.494109683458902E+00, 0.499471845307684E+00,-0.104394248130870E-01
 0.332873052252202E+01, 0.125518185029803E+00, 0.497994715229470E+00, 0.497138685642380E+00,-0.647539933958186E-02
 0.323507812916273E+01, 0.136389447898031E+00, 0.503087284044881E+00, 0.497856711979482E+00,-0.756510909261321E-03
 0.309535497677422E+01, 0.153831096778169E+00, 0.506558202442068E+00, 0.502214997860602E+00, 0.488381882889755E-02
