s,,,
Time,"scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.2316143E-002, 4.2000000E+001, 5.5795099E-001, 9.5102556E-009
 4.4632285E-002, 4.3000000E+001, 5.5217259E-001, 5.6254740E-009
 6.4469095E-002, 4.3000000E+001, 5.4711135E-001, 4.7140724E-009
 8.4305904E-002, 4.3000000E+001, 5.5224725E-001, 9.2462655E-009
 1.0202019E-001, 4.4000000E+001, 5.5016181E-001, 4.9488872E-009
 1.1973448E-001, 4.4000000E+001, 5.5026952E-001, 6.0098998E-009
 1.3744876E-001, 4.4000000E+001, 5.5034409E-001, 6.9235811E-009
 1.5516305E-001, 4.4000000E+001, 5.5040197E-001, 7.4206699E-009
 1.7287734E-001, 4.4000000E+001, 5.5045364E-001, 7.2350837E-009
 1.9059163E-001, 4.4000000E+001, 5.5051005E-001, 6.2246110E-009
 2.0830591E-001, 4.4000000E+001, 5.5057137E-001, 4.4984990E-009
 2.2602020E-001, 4.3000000E+001, 5.5502021E-001, 7.1789885E-009
 2.4373449E-001, 4.2000000E+001, 5.6181669E-001, 9.8490015E-009
 2.6144877E-001, 4.2000000E+001, 5.6360796E-001, 6.9383579E-009
 2.7916306E-001, 4.3000000E+001, 5.5421876E-001, 4.0009248E-009
 2.9687735E-001, 4.3000000E+001, 5.5507324E-001, 4.3011872E-009
 3.1459163E-001, 4.3000000E+001, 5.5595420E-001, 3.0461384E-009
 3.3230592E-001, 4.1000000E+001, 5.6205889E-001, 5.5309091E-009
 3.5002021E-001, 4.2000000E+001, 5.6228542E-001, 7.5138727E-009
 3.6773450E-001, 4.3000000E+001, 5.5583759E-001, 4.1360136E-009
 3.8544878E-001, 4.3000000E+001, 5.5576168E-001, 4.1051356E-009
 4.0316307E-001, 4.1000000E+001, 5.5826195E-001, 8.7445503E-009
 4.2087736E-001, 4.1000000E+001, 5.6566459E-001, 7.3336236E-009
 4.3859164E-001, 4.1000000E+001, 5.6050780E-001, 5.0789334E-009
 4.5807736E-001, 4.2000000E+001, 5.6125458E-001, 6.4197163E-009
 4.7756307E-001, 4.3000000E+001, 5.5438749E-001, 5.9160359E-009
 4.9899736E-001, 4.3000000E+001, 5.3999687E-001, 3.8824235E-009
 5.2257508E-001, 4.4000000E+001, 5.4962809E-001, 7.8172703E-009
 5.4615279E-001, 4.5000000E+001, 5.3977758E-001, 2.7399413E-009
 5.6583859E-001, 4.5000000E+001, 5.3971583E-001, 3.1005115E-009
 5.8552438E-001, 4.5000000E+001, 5.3970380E-001, 3.3945285E-009
 6.0319834E-001, 4.5000000E+001, 5.3970188E-001, 3.4915751E-009
 6.2087231E-001, 4.5000000E+001, 5.3971340E-001, 3.6069215E-009
 6.3854627E-001, 4.5000000E+001, 5.3973169E-001, 3.7063281E-009
 6.5622023E-001, 4.5000000E+001, 5.3975116E-001, 3.7956532E-009
 6.7389419E-001, 4.5000000E+001, 5.3976532E-001, 3.8676076E-009
 6.9156815E-001, 4.5000000E+001, 5.3977375E-001, 3.8866448E-009
 7.0924211E-001, 4.5000000E+001, 5.3977285E-001, 3.7989756E-009
 7.2691607E-001, 4.5000000E+001, 5.3975561E-001, 3.5637397E-009
 7.4459003E-001, 4.5000000E+001, 5.3960205E-001, 3.1462026E-009
 7.6226399E-001, 4.4000000E+001, 5.4681489E-001, 8.7907226E-009
 7.7993795E-001, 4.4000000E+001, 5.5033769E-001, 8.6711181E-009
 7.9761191E-001, 4.4000000E+001, 5.5057306E-001, 6.4224922E-009
 8.1528587E-001, 4.4000000E+001, 5.5067416E-001, 4.3491148E-009
 8.3295984E-001, 4.3000000E+001, 5.5484211E-001, 6.9655458E-009
 8.5063380E-001, 4.3000000E+001, 5.5510944E-001, 4.4746163E-009
 8.6830776E-001, 4.2000000E+001, 5.6044296E-001, 7.8933250E-009
 8.8598172E-001, 4.2000000E+001, 5.5875442E-001, 5.1999841E-009
 9.0365568E-001, 4.1000000E+001, 5.5717021E-001, 7.6820011E-009
 9.2132964E-001, 4.2000000E+001, 5.5907361E-001, 5.7874650E-009
 9.3900360E-001, 4.2000000E+001, 5.5925288E-001, 8.3179643E-009
 9.5844496E-001, 4.3000000E+001, 5.5303307E-001, 5.1702880E-009
 9.7788631E-001, 4.3000000E+001, 5.5031993E-001, 6.0025941E-009
 9.9927181E-001, 4.3000000E+001, 5.4305930E-001, 4.8286336E-009
 1.0000000E+000, 4.3000000E+001, 5.5269117E-001, 8.1111079E-009
