Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.814E+03, 1.206E+02, 2.872E+01, 4.768E+01, 9.080E+00, 4.549E+01, 3.436E+01, 0.000E+00, 5.369E-03, 0.000E+00, 3.091E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    1, 1.813E+03, 1.214E+02, 2.878E+01, 4.785E+01, 9.365E+00, 4.569E+01, 3.315E+01, 0.000E+00, 5.006E-03, 0.000E+00, 3.130E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    2, 1.813E+03, 1.226E+02, 2.877E+01, 4.798E+01, 9.466E+00, 4.577E+01, 3.351E+01, 0.000E+00, 5.367E-03, 0.000E+00, 2.937E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    3, 1.813E+03, 1.201E+02, 2.879E+01, 4.801E+01, 9.053E+00, 4.557E+01, 3.371E+01, 0.000E+00, 6.156E-03, 0.000E+00, 3.190E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    4, 1.813E+03, 1.213E+02, 2.844E+01, 4.941E+01, 9.330E+00, 4.531E+01, 3.151E+01, 0.000E+00, 5.288E-03, 0.000E+00, 3.198E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    5, 1.813E+03, 1.211E+02, 2.893E+01, 4.797E+01, 9.208E+00, 4.601E+01, 3.384E+01, 0.000E+00, 6.523E-03, 0.000E+00, 3.015E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    6, 1.813E+03, 1.199E+02, 2.854E+01, 4.743E+01, 9.076E+00, 4.511E+01, 3.351E+01, 0.000E+00, 6.350E-03, 0.000E+00, 3.352E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    7, 1.813E+03, 1.214E+02, 2.879E+01, 4.830E+01, 9.431E+00, 4.567E+01, 3.319E+01, 0.000E+00, 6.139E-03, 0.000E+00, 3.097E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    8, 1.813E+03, 1.217E+02, 2.852E+01, 4.754E+01, 9.337E+00, 4.559E+01, 3.307E+01, 0.000E+00, 5.240E-03, 0.000E+00, 3.160E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
    9, 1.814E+03, 1.191E+02, 2.891E+01, 4.781E+01, 8.979E+00, 4.509E+01, 3.395E+01, 0.000E+00, 5.193E-03, 0.000E+00, 3.307E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
   10, 1.813E+03, 1.221E+02, 2.904E+01, 4.814E+01, 9.562E+00, 4.665E+01, 3.438E+01, 0.000E+00, 6.774E-03, 0.000E+00, 2.746E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
   11, 1.814E+03, 1.180E+02, 2.845E+01, 4.725E+01, 8.954E+00, 4.502E+01, 3.336E+01, 0.000E+00, 6.140E-03, 0.000E+00, 3.594E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
   12, 1.813E+03, 1.217E+02, 2.904E+01, 4.824E+01, 9.267E+00, 4.611E+01, 3.423E+01, 0.000E+00, 6.252E-03, 0.000E+00, 2.850E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
   13, 1.813E+03, 1.225E+02, 2.874E+01, 4.741E+01, 9.475E+00, 4.583E+01, 3.318E+01, 0.000E+00, 5.507E-03, 0.000E+00, 3.031E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
   14, 1.813E+03, 1.220E+02, 2.884E+01, 4.793E+01, 9.330E+00, 4.603E+01, 3.425E+01, 0.000E+00, 5.632E-03, 0.000E+00, 2.892E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
   15, 1.813E+03, 1.207E+02, 2.863E+01, 4.730E+01, 9.030E+00, 4.555E+01, 3.352E+01, 0.000E+00, 5.500E-03, 0.000E+00, 3.246E+01, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
