s,,,
Time,"scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.2191629E-003, 2.0200000E+002, 8.8346249E-001, 6.9661138E-009
 2.4383257E-003, 2.0200000E+002, 8.8431490E-001, 9.2356880E-009
 3.6574886E-003, 2.0300000E+002, 8.8472676E-001, 9.6123376E-009
 4.8766514E-003, 2.0400000E+002, 8.8461319E-001, 9.1173770E-009
 6.0958143E-003, 2.0500000E+002, 8.8489371E-001, 9.6584883E-009
 7.3149771E-003, 2.0600000E+002, 8.8486549E-001, 9.6463895E-009
 8.5341400E-003, 2.0800000E+002, 8.8496178E-001, 8.8539765E-009
 9.7533028E-003, 2.0800000E+002, 8.8509500E-001, 9.8666662E-009
 1.0972466E-002, 2.0900000E+002, 8.8477317E-001, 8.6343629E-009
 1.2191629E-002, 2.0900000E+002, 8.8487225E-001, 9.4384274E-009
 1.3410791E-002, 2.1000000E+002, 8.8346590E-001, 6.4073926E-009
 1.4629954E-002, 2.1000000E+002, 8.8348602E-001, 6.9240987E-009
 1.5849117E-002, 2.1000000E+002, 8.8346649E-001, 7.4431311E-009
 1.7068280E-002, 2.1000000E+002, 8.8346251E-001, 7.9636330E-009
 1.8287443E-002, 2.1000000E+002, 8.8348786E-001, 8.4851709E-009
 1.9506606E-002, 2.1000000E+002, 8.8350669E-001, 9.0058071E-009
 2.0725769E-002, 2.1000000E+002, 8.8350690E-001, 9.5235626E-009
 2.1944931E-002, 2.1100000E+002, 8.8238597E-001, 6.8154829E-009
 2.3164094E-002, 2.1100000E+002, 8.8234519E-001, 7.1586695E-009
 2.4383257E-002, 2.1100000E+002, 8.8228754E-001, 7.4949979E-009
 2.5602420E-002, 2.1100000E+002, 8.8224443E-001, 7.8202889E-009
 2.6821583E-002, 2.1100000E+002, 8.8219484E-001, 8.1323124E-009
 2.8040746E-002, 2.1100000E+002, 8.8213440E-001, 8.4379462E-009
 2.9259909E-002, 2.1100000E+002, 8.8206832E-001, 8.7492580E-009
 3.0479071E-002, 2.1100000E+002, 8.8198624E-001, 9.0456581E-009
 3.1698234E-002, 2.1100000E+002, 8.8187720E-001, 9.3030322E-009
 3.2917397E-002, 2.1100000E+002, 8.8175705E-001, 9.5221294E-009
 3.4136560E-002, 2.1100000E+002, 8.8164480E-001, 9.7520016E-009
 3.5355723E-002, 2.1200000E+002, 8.8018573E-001, 6.3668870E-009
 3.6574886E-002, 2.1200000E+002, 8.8017472E-001, 6.6836173E-009
 3.7794049E-002, 2.1200000E+002, 8.8018782E-001, 7.0610201E-009
 3.9013211E-002, 2.1200000E+002, 8.8016998E-001, 7.4093219E-009
