s,kg,kg,kg
Time,Total,BACKGROUND,SCALAR
 0.0000000E+000, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.2865243E-002, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5730485E-002, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8595729E-002, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.9801342E-002, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.1006956E-002, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.2212569E-002, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.3418183E-002, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.3480743E-002, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.0354331E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.1360587E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.2366844E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.3373101E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.4379357E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.5385613E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.6391870E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.7398126E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.8404382E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9410639E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.0416896E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1423152E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.2429408E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3435664E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.4441922E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5448176E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.6454434E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7460691E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.8466946E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.9473203E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0479461E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.1485716E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2491973E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.3498228E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4504485E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.5510743E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6516997E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.7523255E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8529512E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9535767E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0542024E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1548279E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2554536E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3560794E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4567049E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5573306E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.6680188E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.7787070E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.9004641E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.0222212E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.1561540E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.2900863E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.4060888E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.5220914E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.6380939E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.7540965E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.8561176E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.9581387E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.0601598E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.1621809E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.2642020E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.3662231E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.4682442E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.5702653E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.6722864E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.7743075E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.8763286E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.9783497E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.0803708E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.1823919E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.2844130E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.3864341E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.4884552E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.5904763E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.6924974E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.7945185E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.8965396E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.9985607E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.1005818E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.2026029E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.3046240E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.4066451E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.5086662E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.6106873E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.7127084E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.8147295E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.9167506E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.0187716E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.1207927E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.2228138E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.3248349E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.4268560E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.5288771E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.6308982E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.7431213E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.8553449E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.9787903E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.0000000E+000, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
