s,,,
Time,"scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4558188E-003, 1.4500000E+002, 8.4293055E-001, 9.1489290E-009
 6.9116377E-003, 1.4700000E+002, 8.4074360E-001, 6.3750079E-009
 1.0367457E-002, 1.4700000E+002, 8.4102344E-001, 8.2078660E-009
 1.3823275E-002, 1.4800000E+002, 8.4062063E-001, 7.7005090E-009
 1.7279094E-002, 1.4800000E+002, 8.4070803E-001, 9.1930602E-009
 2.0734913E-002, 1.4900000E+002, 8.4070319E-001, 8.9058712E-009
 2.4190732E-002, 1.5000000E+002, 8.4030928E-001, 7.9367137E-009
 2.7646551E-002, 1.5000000E+002, 8.4028353E-001, 8.9180322E-009
 3.1102370E-002, 1.5000000E+002, 8.4021088E-001, 9.8917659E-009
 3.4206190E-002, 1.5000000E+002, 8.4004987E-001, 9.6578422E-009
 3.7310011E-002, 1.5100000E+002, 8.3781282E-001, 5.9749131E-009
 4.0413832E-002, 1.5100000E+002, 8.3778560E-001, 6.5701707E-009
 4.3517652E-002, 1.5100000E+002, 8.3774515E-001, 7.2038355E-009
 4.6621473E-002, 1.5100000E+002, 8.3769221E-001, 7.8815455E-009
 4.9725294E-002, 1.5100000E+002, 8.3762245E-001, 8.5989804E-009
 5.2829115E-002, 1.5100000E+002, 8.3753329E-001, 9.3507001E-009
 5.5932935E-002, 1.5200000E+002, 8.3537699E-001, 5.8503660E-009
 5.9036756E-002, 1.5200000E+002, 8.3523356E-001, 6.3037077E-009
 6.2140577E-002, 1.5200000E+002, 8.3505462E-001, 6.7520416E-009
 6.5244397E-002, 1.5200000E+002, 8.3482940E-001, 7.1747143E-009
 6.8348218E-002, 1.5200000E+002, 8.3454531E-001, 7.5446335E-009
 7.1452039E-002, 1.5200000E+002, 8.3419538E-001, 7.8401538E-009
 7.4555859E-002, 1.5200000E+002, 8.3378736E-001, 8.0618265E-009
 7.7334975E-002, 1.5200000E+002, 8.3299140E-001, 7.2075523E-009
 8.0114090E-002, 1.5200000E+002, 8.3267325E-001, 7.4748476E-009
 8.2893205E-002, 1.5200000E+002, 8.3247533E-001, 7.9187167E-009
 8.5672320E-002, 1.5200000E+002, 8.3240965E-001, 8.5894420E-009
 8.8451435E-002, 1.5200000E+002, 8.3244736E-001, 9.4885729E-009
 9.1230551E-002, 1.5300000E+002, 8.2986776E-001, 5.3858661E-009
 9.4009666E-002, 1.5300000E+002, 8.3002366E-001, 6.0714920E-009
 9.6788781E-002, 1.5300000E+002, 8.3017457E-001, 6.8315894E-009
 9.9567896E-002, 1.5300000E+002, 8.3030275E-001, 7.6466933E-009
 1.0234701E-001, 1.5300000E+002, 8.3040123E-001, 8.5027019E-009
 1.0512613E-001, 1.5300000E+002, 8.3046470E-001, 9.3823382E-009
 1.0790524E-001, 1.5300000E+002, 8.3010759E-001, 9.5686082E-009
 1.1068436E-001, 1.5400000E+002, 8.2941075E-001, 7.5917549E-009
 1.1346347E-001, 1.5400000E+002, 8.2944708E-001, 8.3019196E-009
 1.1624259E-001, 1.5400000E+002, 8.2943535E-001, 8.9844721E-009
 1.1902170E-001, 1.5400000E+002, 8.2939135E-001, 9.6501474E-009
 1.2180082E-001, 1.5500000E+002, 8.2909999E-001, 8.1947516E-009
 1.2457993E-001, 1.5500000E+002, 8.2898443E-001, 8.6562815E-009
 1.2735905E-001, 1.5500000E+002, 8.2884294E-001, 9.0841192E-009
 1.3013816E-001, 1.5500000E+002, 8.2867664E-001, 9.4724173E-009
 1.3291728E-001, 1.5500000E+002, 8.2848572E-001, 9.8143703E-009
 1.3569639E-001, 1.5600000E+002, 8.2746841E-001, 7.1949361E-009
 1.3847551E-001, 1.5600000E+002, 8.2718948E-001, 7.3029949E-009
 1.4125462E-001, 1.5600000E+002, 8.2688100E-001, 7.3574094E-009
 1.4403374E-001, 1.5600000E+002, 8.2654176E-001, 7.3550035E-009
 1.4681285E-001, 1.5600000E+002, 8.2617069E-001, 7.2940823E-009
 1.4959197E-001, 1.5600000E+002, 8.2576926E-001, 7.1778280E-009
 1.5237109E-001, 1.5600000E+002, 8.2535092E-001, 7.0264777E-009
 1.5515020E-001, 1.5600000E+002, 8.2495413E-001, 6.8920677E-009
 1.5792932E-001, 1.5600000E+002, 8.2464066E-001, 6.8532454E-009
 1.6070843E-001, 1.5600000E+002, 8.2446324E-001, 6.9776331E-009
 1.6348755E-001, 1.5600000E+002, 8.2443174E-001, 7.2877711E-009
 1.6626666E-001, 1.5600000E+002, 8.2451815E-001, 7.7668667E-009
 1.6904578E-001, 1.5600000E+002, 8.2468323E-001, 8.3835208E-009
 1.7182489E-001, 1.5600000E+002, 8.2489431E-001, 9.1083953E-009
 1.7460401E-001, 1.5600000E+002, 8.2512670E-001, 9.9141172E-009
 1.7738312E-001, 1.5700000E+002, 8.2413733E-001, 7.0427613E-009
 1.8016224E-001, 1.5700000E+002, 8.2438158E-001, 7.6517211E-009
 1.8294135E-001, 1.5700000E+002, 8.2459160E-001, 8.2408422E-009
 1.8572047E-001, 1.5700000E+002, 8.2476195E-001, 8.7887556E-009
 1.8849958E-001, 1.5700000E+002, 8.2489173E-001, 9.2800104E-009
 1.9127870E-001, 1.5700000E+002, 8.2495809E-001, 9.6592846E-009
 1.9405781E-001, 1.5800000E+002, 8.2383396E-001, 6.5877235E-009
 1.9683693E-001, 1.5800000E+002, 8.2388344E-001, 6.8044497E-009
 1.9961604E-001, 1.5800000E+002, 8.2390734E-001, 6.9779601E-009
 2.0239516E-001, 1.5800000E+002, 8.2390549E-001, 7.1043672E-009
 2.0517427E-001, 1.5800000E+002, 8.2387444E-001, 7.1761970E-009
 2.0795339E-001, 1.5800000E+002, 8.2380765E-001, 7.1827486E-009
 2.1073250E-001, 1.5800000E+002, 8.2369550E-001, 7.1106507E-009
 2.1351162E-001, 1.5800000E+002, 8.2352550E-001, 6.9456068E-009
 2.1629073E-001, 1.5700000E+002, 8.2431195E-001, 9.8647037E-009
 2.1906985E-001, 1.5700000E+002, 8.2404142E-001, 9.4118188E-009
 2.2184897E-001, 1.5700000E+002, 8.2372676E-001, 8.8839972E-009
 2.2462808E-001, 1.5700000E+002, 8.2338527E-001, 8.3237398E-009
 2.2740720E-001, 1.5700000E+002, 8.2305817E-001, 7.8022138E-009
 2.3018631E-001, 1.5700000E+002, 8.2281921E-001, 7.4202998E-009
 2.3296543E-001, 1.5700000E+002, 8.2276477E-001, 7.2933576E-009
 2.3574454E-001, 1.5700000E+002, 8.2297122E-001, 7.5174352E-009
 2.3852366E-001, 1.5700000E+002, 8.2343947E-001, 8.1266143E-009
 2.4130277E-001, 1.5700000E+002, 8.2408642E-001, 9.0685844E-009
 2.4408189E-001, 1.5800000E+002, 8.2407117E-001, 7.3341802E-009
 2.4686100E-001, 1.5800000E+002, 8.2489085E-001, 8.4277706E-009
 2.4964012E-001, 1.5800000E+002, 8.2554514E-001, 9.3604485E-009
 2.5241923E-001, 1.5900000E+002, 8.2497528E-001, 6.7697943E-009
 2.5519835E-001, 1.5900000E+002, 8.2527891E-001, 7.0024829E-009
 2.5797746E-001, 1.5900000E+002, 8.2549852E-001, 7.1111668E-009
 2.6075658E-001, 1.5900000E+002, 8.2565172E-001, 7.1141931E-009
 2.6353569E-001, 1.5900000E+002, 8.2574580E-001, 7.0213845E-009
 2.6631481E-001, 1.5900000E+002, 8.2578556E-001, 6.8428827E-009
 2.6909392E-001, 1.5900000E+002, 8.2578685E-001, 6.6054978E-009
 2.7187304E-001, 1.5800000E+002, 8.2707421E-001, 9.8527141E-009
 2.7465215E-001, 1.5800000E+002, 8.2715043E-001, 9.6068458E-009
 2.7743127E-001, 1.5800000E+002, 8.2732289E-001, 9.5205957E-009
 2.8021038E-001, 1.5800000E+002, 8.2756238E-001, 9.5363177E-009
 2.8298950E-001, 1.5800000E+002, 8.2780872E-001, 9.5441887E-009
 2.8576862E-001, 1.5800000E+002, 8.2801707E-001, 9.4628694E-009
 2.8854773E-001, 1.5800000E+002, 8.2820305E-001, 9.3223791E-009
 2.9132685E-001, 1.5800000E+002, 8.2835258E-001, 9.1008901E-009
 2.9410596E-001, 1.5800000E+002, 8.2847915E-001, 8.8268916E-009
 2.9688508E-001, 1.5800000E+002, 8.2859138E-001, 8.5193627E-009
 2.9966419E-001, 1.5800000E+002, 8.2869531E-001, 8.1916497E-009
 3.0244331E-001, 1.5800000E+002, 8.2879505E-001, 7.8529052E-009
 3.0522242E-001, 1.5800000E+002, 8.2889352E-001, 7.5094723E-009
 3.0800154E-001, 1.5700000E+002, 8.2970460E-001, 9.8908262E-009
 3.1078065E-001, 1.5700000E+002, 8.2975779E-001, 9.3331233E-009
 3.1355977E-001, 1.5700000E+002, 8.2980756E-001, 8.7802375E-009
 3.1633888E-001, 1.5700000E+002, 8.2985229E-001, 8.2322239E-009
 3.1911800E-001, 1.5700000E+002, 8.2988548E-001, 7.6825465E-009
 3.2189711E-001, 1.5700000E+002, 8.2982747E-001, 7.0293562E-009
 3.2467623E-001, 1.5600000E+002, 8.3070546E-001, 9.2186099E-009
 3.2745534E-001, 1.5600000E+002, 8.3107980E-001, 9.1038318E-009
 3.3023446E-001, 1.5600000E+002, 8.3102651E-001, 8.2777616E-009
 3.3301357E-001, 1.5600000E+002, 8.3093159E-001, 7.4526367E-009
 3.3579269E-001, 1.5500000E+002, 8.3174117E-001, 9.5435619E-009
 3.3857180E-001, 1.5500000E+002, 8.3158495E-001, 8.4725833E-009
 3.4135092E-001, 1.5500000E+002, 8.3137587E-001, 7.4465729E-009
 3.4413003E-001, 1.5500000E+002, 8.3109899E-001, 6.4690283E-009
 3.4690915E-001, 1.5400000E+002, 8.3261057E-001, 9.4436163E-009
 3.4968826E-001, 1.5400000E+002, 8.3225249E-001, 8.1421721E-009
 3.5246738E-001, 1.5300000E+002, 8.3246754E-001, 9.4391207E-009
 3.5524650E-001, 1.5300000E+002, 8.3223389E-001, 8.4619343E-009
 3.5802561E-001, 1.5300000E+002, 8.3208308E-001, 7.7882411E-009
 3.6080473E-001, 1.5300000E+002, 8.3202554E-001, 7.3845984E-009
 3.6358384E-001, 1.5300000E+002, 8.3203747E-001, 7.1851366E-009
 3.6636296E-001, 1.5300000E+002, 8.3212514E-001, 7.1758254E-009
 3.6914207E-001, 1.5300000E+002, 8.3229362E-001, 7.3449671E-009
 3.7192119E-001, 1.5300000E+002, 8.3253597E-001, 7.6659710E-009
 3.7470030E-001, 1.5300000E+002, 8.3283691E-001, 8.0945516E-009
 3.7747942E-001, 1.5300000E+002, 8.3311986E-001, 8.4741530E-009
 3.8025853E-001, 1.5300000E+002, 8.3329365E-001, 8.5869986E-009
 3.8303765E-001, 1.5300000E+002, 8.3333536E-001, 8.3123922E-009
 3.8581676E-001, 1.5300000E+002, 8.3321944E-001, 7.5627112E-009
 3.8859588E-001, 1.5300000E+002, 8.3278840E-001, 6.1717747E-009
 3.9137499E-001, 1.5200000E+002, 8.3354418E-001, 6.9116142E-009
 3.9415411E-001, 1.5200000E+002, 8.3629240E-001, 7.8868212E-009
 3.9693322E-001, 1.5200000E+002, 8.3998502E-001, 6.7438008E-009
 3.9971234E-001, 1.4800000E+002, 8.3857912E-001, 6.5185837E-009
 4.0249145E-001, 1.5300000E+002, 8.3554236E-001, 6.1034207E-009
 4.0527057E-001, 1.5300000E+002, 8.3439002E-001, 9.1212109E-009
 4.0804968E-001, 1.5400000E+002, 8.3345201E-001, 9.5588000E-009
 4.1082880E-001, 1.5500000E+002, 8.3236714E-001, 8.7119607E-009
 4.1360791E-001, 1.5600000E+002, 8.3118559E-001, 7.2259931E-009
 4.1638703E-001, 1.5600000E+002, 8.3087419E-001, 8.0183439E-009
 4.1916614E-001, 1.5600000E+002, 8.3049643E-001, 8.3590157E-009
 4.2194526E-001, 1.5600000E+002, 8.3013958E-001, 8.3108937E-009
 4.2472438E-001, 1.5600000E+002, 8.2990500E-001, 7.9836174E-009
 4.2750349E-001, 1.5600000E+002, 8.2987538E-001, 7.4394439E-009
 4.3028261E-001, 1.5500000E+002, 8.3107097E-001, 9.5804785E-009
 4.3306172E-001, 1.5500000E+002, 8.3169804E-001, 7.7438031E-009
 4.3584084E-001, 1.5300000E+002, 8.3401121E-001, 7.6690798E-009
 4.3861995E-001, 1.5200000E+002, 8.3570446E-001, 6.9087961E-009
 4.4139907E-001, 1.5400000E+002, 8.3056183E-001, 7.8159718E-009
 4.4417818E-001, 1.5600000E+002, 8.2986254E-001, 8.6616100E-009
 4.4695730E-001, 1.5700000E+002, 8.2824008E-001, 7.7857807E-009
 4.4973641E-001, 1.5800000E+002, 8.2727621E-001, 6.9633625E-009
 4.5251553E-001, 1.5800000E+002, 8.2733470E-001, 8.3179085E-009
 4.5529464E-001, 1.5800000E+002, 8.2736070E-001, 9.1401003E-009
 4.5807376E-001, 1.5800000E+002, 8.2737766E-001, 9.4668814E-009
 4.6085287E-001, 1.5800000E+002, 8.2739368E-001, 9.2433269E-009
 4.6363199E-001, 1.5800000E+002, 8.2741790E-001, 8.1604959E-009
 4.6641110E-001, 1.5700000E+002, 8.2835283E-001, 9.0837841E-009
 4.6919022E-001, 1.5600000E+002, 8.3000145E-001, 9.3486406E-009
 4.7224725E-001, 1.5100000E+002, 8.3198568E-001, 8.2269898E-009
 4.7530427E-001, 1.5500000E+002, 8.2953789E-001, 7.0136576E-009
 4.7836130E-001, 1.5700000E+002, 8.2729706E-001, 7.9506589E-009
 4.8141833E-001, 1.5800000E+002, 8.2690578E-001, 9.4001212E-009
 4.8447535E-001, 1.5900000E+002, 8.2570649E-001, 8.0187486E-009
 4.8753238E-001, 1.5900000E+002, 8.2573371E-001, 9.5333270E-009
 4.9058941E-001, 1.6000000E+002, 8.2550799E-001, 8.1219973E-009
 4.9364643E-001, 1.5900000E+002, 8.2572766E-001, 9.8729522E-009
 4.9670346E-001, 1.5900000E+002, 8.2568895E-001, 8.7469236E-009
 5.0006619E-001, 1.5900000E+002, 8.2556485E-001, 6.8037182E-009
 5.0342892E-001, 1.5700000E+002, 8.2710318E-001, 8.6523063E-009
 5.0679165E-001, 1.5500000E+002, 8.2952567E-001, 7.9867918E-009
 5.1015438E-001, 1.5300000E+002, 8.3306164E-001, 8.9178546E-009
 5.1351711E-001, 1.5700000E+002, 8.2854392E-001, 7.8885611E-009
 5.1687984E-001, 1.5800000E+002, 8.2765602E-001, 9.2903735E-009
 5.2024256E-001, 1.5900000E+002, 8.2640959E-001, 8.0703679E-009
 5.2360529E-001, 1.5900000E+002, 8.2636896E-001, 9.5753126E-009
 5.2696802E-001, 1.6000000E+002, 8.2578364E-001, 7.8631963E-009
 5.3033075E-001, 1.6000000E+002, 8.2575961E-001, 8.2427479E-009
 5.3369348E-001, 1.6000000E+002, 8.2573297E-001, 8.2464169E-009
 5.3705621E-001, 1.6000000E+002, 8.2569840E-001, 7.9039506E-009
 5.4041894E-001, 1.5900000E+002, 8.2625944E-001, 9.8900915E-009
 5.4343709E-001, 1.5900000E+002, 8.2617380E-001, 8.7324294E-009
 5.4645525E-001, 1.5900000E+002, 8.2603153E-001, 7.3966353E-009
 5.4947340E-001, 1.5800000E+002, 8.2658328E-001, 8.3189810E-009
 5.5249155E-001, 1.5700000E+002, 8.2738311E-001, 9.3030262E-009
 5.5550970E-001, 1.5700000E+002, 8.2710216E-001, 6.5216564E-009
 5.5852786E-001, 1.5600000E+002, 8.2895702E-001, 7.3650997E-009
 5.6154601E-001, 1.5500000E+002, 8.3192398E-001, 7.9510473E-009
 5.6456416E-001, 1.5100000E+002, 8.3970855E-001, 9.7998527E-009
 5.6758231E-001, 1.5300000E+002, 8.3376322E-001, 9.8061049E-009
 5.7060047E-001, 1.5600000E+002, 8.3150509E-001, 7.6145557E-009
 5.7361862E-001, 1.5700000E+002, 8.2952985E-001, 6.1668931E-009
 5.7663677E-001, 1.5700000E+002, 8.2951101E-001, 7.5294602E-009
 5.7965492E-001, 1.5700000E+002, 8.2950893E-001, 8.5078721E-009
 5.8267308E-001, 1.5700000E+002, 8.2951981E-001, 9.1307015E-009
 5.8569123E-001, 1.5700000E+002, 8.2953765E-001, 9.4227539E-009
 5.8870938E-001, 1.5700000E+002, 8.2955884E-001, 9.4137765E-009
 5.9142031E-001, 1.5700000E+002, 8.2942238E-001, 8.9662974E-009
 5.9413124E-001, 1.5700000E+002, 8.2948393E-001, 8.6386246E-009
 5.9684218E-001, 1.5700000E+002, 8.2963197E-001, 8.2723126E-009
 5.9955311E-001, 1.5700000E+002, 8.2967155E-001, 7.5899699E-009
 6.0226404E-001, 1.5700000E+002, 8.2970818E-001, 6.7921936E-009
 6.0497497E-001, 1.5700000E+002, 8.2978207E-001, 5.9495751E-009
 6.0768590E-001, 1.5600000E+002, 8.3197216E-001, 9.0172703E-009
 6.1039683E-001, 1.5600000E+002, 8.3209323E-001, 7.3272022E-009
 6.1310777E-001, 1.5500000E+002, 8.3325155E-001, 8.0641409E-009
 6.1581870E-001, 1.5400000E+002, 8.3479803E-001, 8.3286229E-009
 6.1852963E-001, 1.5300000E+002, 8.3678916E-001, 6.6658571E-009
 6.2124056E-001, 1.5100000E+002, 8.4314079E-001, 5.2730844E-009
 6.2395149E-001, 1.5300000E+002, 8.3529126E-001, 6.2209769E-009
 6.2666242E-001, 1.5200000E+002, 8.3312901E-001, 9.2766676E-009
 6.2937336E-001, 1.5400000E+002, 8.3300556E-001, 9.0476529E-009
 6.3208429E-001, 1.5500000E+002, 8.3155065E-001, 7.4088479E-009
 6.3479522E-001, 1.5500000E+002, 8.3166432E-001, 9.1737024E-009
 6.3750615E-001, 1.5600000E+002, 8.3066619E-001, 7.3736910E-009
 6.4021708E-001, 1.5600000E+002, 8.3077688E-001, 8.5408880E-009
 6.4292802E-001, 1.5600000E+002, 8.3084757E-001, 9.6279952E-009
 6.4563895E-001, 1.5700000E+002, 8.2950451E-001, 6.8020288E-009
 6.4834988E-001, 1.5700000E+002, 8.2950850E-001, 7.3787064E-009
 6.5106081E-001, 1.5700000E+002, 8.2950237E-001, 7.9196828E-009
 6.5377174E-001, 1.5700000E+002, 8.2948898E-001, 8.4309956E-009
 6.5648267E-001, 1.5700000E+002, 8.2946905E-001, 8.9162841E-009
 6.5919361E-001, 1.5700000E+002, 8.2944369E-001, 9.3800071E-009
