1,128,1,1,1,128
 0.100000000000000E+01
 0.299969666402290E+01, 0.166708800921708E+00, 0.500003624189912E+00, 0.500003624189912E+00, 0.614693910473843E-04
 0.299909313168141E+01, 0.166792658683365E+00, 0.500003626692160E+00, 0.500003758566905E+00, 0.978159676284700E-04
 0.299849014783294E+01, 0.166876473945937E+00, 0.500003630983513E+00, 0.500003894683859E+00, 0.134125360521210E-03
 0.299788809365150E+01, 0.166960193622320E+00, 0.500003636486857E+00, 0.500004032549888E+00, 0.170379550798421E-03
 0.299728734964978E+01, 0.167043764632325E+00, 0.500003642346022E+00, 0.500004172382255E+00, 0.206560434910321E-03
 0.299668829500900E+01, 0.167127133996408E+00, 0.500003647448857E+00, 0.500004314583489E+00, 0.242649783989289E-03
 0.299609130693868E+01, 0.167210248925598E+00, 0.500003650457275E+00, 0.500004459709642E+00, 0.278629205426150E-03
 0.299549676008261E+01, 0.167293056905334E+00, 0.500003649843021E+00, 0.500004608431381E+00, 0.314480108236327E-03
 0.299490502598376E+01, 0.167375505771409E+00, 0.500003643927684E+00, 0.500004761489857E+00, 0.350183673506511E-03
 0.299431647261756E+01, 0.167457543776685E+00, 0.500003630925465E+00, 0.500004919649420E+00, 0.385720830922775E-03
 0.299373146399843E+01, 0.167539119647869E+00, 0.500003608987183E+00, 0.500005083649245E+00, 0.421072242004118E-03
 0.299315035985983E+01, 0.167620182632267E+00, 0.500003576244069E+00, 0.500005254155848E+00, 0.456218290322108E-03
 0.299257351540519E+01, 0.167700682534853E+00, 0.500003530850041E+00, 0.500005431718278E+00, 0.491139078702471E-03
 0.299200128112479E+01, 0.167780569746327E+00, 0.500003471021354E+00, 0.500005616727528E+00, 0.525814433204320E-03
 0.299143400267152E+01, 0.167859795263081E+00, 0.500003395072719E+00, 0.500005809381465E+00, 0.560223913540393E-03
 0.299087202078749E+01, 0.167938310700207E+00, 0.500003301449245E+00, 0.500006009656318E+00, 0.594346829457392E-03
 0.299031567127157E+01, 0.168016068298879E+00, 0.500003188753817E+00, 0.500006217285417E+00, 0.628162262453416E-03
 0.298976528497768E+01, 0.168093020929527E+00, 0.500003055769805E+00, 0.500006431745402E+00, 0.661649092079866E-03
 0.298922118783331E+01, 0.168169122092250E+00, 0.500002901479217E+00, 0.500006652249678E+00, 0.694786025943325E-03
 0.298868370086865E+01, 0.168244325915812E+00, 0.500002725076520E+00, 0.500006877748587E+00, 0.727551632539456E-03
 0.298815314024809E+01, 0.168318587156354E+00, 0.500002525978287E+00, 0.500007106935944E+00, 0.759924376242475E-03
 0.298762981729796E+01, 0.168391861196688E+00, 0.500002303828741E+00, 0.500007338261929E+00, 0.791882654088271E-03
 0.298711403852641E+01, 0.168464104046728E+00, 0.500002058501421E+00, 0.500007569952419E+00, 0.823404834217339E-03
 0.298660610563265E+01, 0.168535272345458E+00, 0.500001790097587E+00, 0.500007800034037E+00, 0.854469295671692E-03
 0.298610631550305E+01, 0.168605323364791E+00, 0.500001498942593E+00, 0.500008026362809E+00, 0.885054468826116E-03
