,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-19T19:29:57.575+01:00,   0.122E-02,   0.00122
      2,2020-02-19T19:30:05.549+01:00,   0.122E-02,   0.00244
      3,2020-02-19T19:30:13.411+01:00,   0.122E-02,   0.00366
      4,2020-02-19T19:30:21.308+01:00,   0.122E-02,   0.00488
      5,2020-02-19T19:30:30.143+01:00,   0.122E-02,   0.00610
      6,2020-02-19T19:30:39.330+01:00,   0.122E-02,   0.00731
      7,2020-02-19T19:30:48.372+01:00,   0.122E-02,   0.00853
      8,2020-02-19T19:30:57.500+01:00,   0.122E-02,   0.00975
      9,2020-02-19T19:31:05.537+01:00,   0.122E-02,   0.01097
     10,2020-02-19T19:31:13.650+01:00,   0.122E-02,   0.01219
     20,2020-02-19T19:32:36.305+01:00,   0.122E-02,   0.02438
     30,2020-02-19T19:34:05.003+01:00,   0.122E-02,   0.03657
     40,2020-02-19T19:35:31.648+01:00,   0.122E-02,   0.04877
     50,2020-02-19T19:36:58.018+01:00,   0.134E-02,   0.06132
     60,2020-02-19T19:38:20.500+01:00,   0.134E-02,   0.07473
     70,2020-02-19T19:39:47.920+01:00,   0.134E-02,   0.08815
     80,2020-02-19T19:41:12.892+01:00,   0.134E-02,   0.10156
     90,2020-02-19T19:42:38.469+01:00,   0.134E-02,   0.11497
    100,2020-02-19T19:44:04.887+01:00,   0.134E-02,   0.12838
    200,2020-02-19T19:58:52.349+01:00,   0.134E-02,   0.26249
    300,2020-02-19T20:13:23.448+01:00,   0.134E-02,   0.39659
    400,2020-02-19T20:27:46.176+01:00,   0.134E-02,   0.53070
