s,kg,kg,kg
 1.8067993E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.8202101E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.8336210E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.8470317E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.8604425E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.8738534E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.8872641E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9006748E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9140857E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9274965E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9409072E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9543180E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9677289E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9811396E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 1.9945504E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.0079613E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.0213720E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.0347828E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.0481937E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.0616044E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.0750152E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.0884259E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1018368E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1152475E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1286583E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1420692E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1554799E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1688907E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1823016E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.1957123E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.2091231E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.2225338E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.2359447E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.2493555E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.2627662E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.2761771E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.2895879E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3029986E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3164095E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3298202E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3432310E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3566417E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3700526E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3834634E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.3968741E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.4102850E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.4236958E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.4371065E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.4505173E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.4639282E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.4773389E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.4907497E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5041604E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5175712E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5309822E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5443929E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5578037E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5712144E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5846252E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.5980359E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.6114470E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.6248577E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.6382685E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.6516792E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.6650900E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.6785007E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.6919115E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7053225E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7187333E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7321440E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7455547E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7589655E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7723762E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7857870E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.7991980E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.8126088E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.8260195E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.8394303E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.8528410E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.8662518E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.8796628E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.8930736E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.9064843E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.9198951E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.9333058E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.9467165E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.9601273E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.9735383E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 2.9869491E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0003598E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0137706E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0271813E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0405921E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0540028E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0674139E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0808246E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.0942354E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.1076461E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.1210569E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.1344676E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.1478783E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.1612894E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.1747001E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.1881109E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2015216E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2149324E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2283431E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2417542E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2551649E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2685757E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2819864E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.2953972E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.3088079E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.3222187E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.3356297E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.3490404E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.3624512E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.3758619E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.3892727E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4026834E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4160942E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4295052E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4429160E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4563267E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4697375E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4831482E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.4965590E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.5099697E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.5233808E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.5367915E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.5502023E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.5636130E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.5770237E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.5904345E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6038455E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6172563E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6306670E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6440778E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6574885E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6708993E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6843100E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.6977211E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.7111318E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.7245426E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.7379533E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.7513641E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.7647748E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.7781855E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.7915966E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8050073E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8184181E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8318288E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8452396E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8586503E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8720614E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8854721E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.8988829E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9122936E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9257044E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9391151E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9525259E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9659369E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9793476E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9927584E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0061691E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0195799E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0329906E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0464014E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0598124E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0732232E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0866339E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1000447E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1134554E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1268662E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1402769E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1536880E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1670987E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1805094E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1939202E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2073309E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2207417E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2341527E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2475635E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2609742E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2743850E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2877957E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3012065E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3146172E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3280283E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3414390E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3548498E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3682605E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3816712E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3950820E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4084927E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4219038E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4353145E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4487253E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4621360E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4755468E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4889575E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5023686E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5157793E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5291901E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5426008E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5560116E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5694223E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5828331E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5962441E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
