s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
 9.3000476E+002, 1.4739150E+002,-6.3130751E+001,-3.4588505E+001,-3.9931961E+001,-5.3282813E-003,-1.0261063E-001, 0.0000000E+000, 3.8813682E-001, 9.6323397E+000, 3.4783413E-003, 3.4783413E-003, 9.9619199E+002
 9.6001648E+002, 1.6925352E+002,-6.9498293E+001,-4.1677639E+001,-4.1639211E+001,-9.6426515E-003, 3.5933734E-002, 0.0000000E+000, 2.5623061E+000, 1.6464666E+001, 3.4783413E-003, 3.4783413E-003, 1.0024144E+003
 9.9004913E+002, 1.6606797E+002,-6.9741321E+001,-4.5671846E+001,-4.2449861E+001,-2.6583770E-003,-7.1372495E-002, 0.0000000E+000,-2.5735064E+000, 8.1309067E+000, 3.4783413E-003, 3.4783413E-003, 9.7419259E+002
 1.0200135E+003, 1.4617074E+002,-6.4584025E+001,-3.2606003E+001,-4.0954148E+001,-6.3486989E-003, 1.1540154E-002, 0.0000000E+000,-1.8643106E+000, 8.0317562E+000, 3.4783413E-003, 3.4783413E-003, 9.9621949E+002
 1.0500416E+003, 1.5884238E+002,-6.4282805E+001,-4.8722238E+001,-3.9393750E+001,-5.9554997E-003, 4.0678199E-003, 0.0000000E+000,-2.0770905E+000, 6.4416977E+000, 3.4783413E-003, 3.4783413E-003, 1.0007871E+003
 1.0800078E+003, 1.6608820E+002,-6.7695588E+001,-4.8190771E+001,-4.0358636E+001,-6.1950690E-003,-4.2348485E-002, 0.0000000E+000, 7.9641738E-001, 9.7946605E+000, 3.4783413E-003, 3.4783413E-003, 9.9218993E+002
 1.1100275E+003, 1.6618991E+002,-6.8069651E+001,-4.4538177E+001,-4.0791164E+001,-2.3861424E-003, 8.4612736E-002, 0.0000000E+000, 1.6122981E+000, 1.2873140E+001, 3.4783413E-003, 3.4783413E-003, 9.8654554E+002
 1.1400675E+003, 1.4797618E+002,-6.3292218E+001,-3.5819998E+001,-4.0256675E+001,-6.2666894E-003,-2.8795276E-002, 0.0000000E+000,-9.1651482E-001, 8.5722227E+000, 3.4783413E-003, 3.4783413E-003, 9.9827839E+002
 1.1700251E+003, 1.5883257E+002,-6.4819635E+001,-4.3516958E+001,-3.9835435E+001,-6.3209753E-003,-2.7784708E-002, 0.0000000E+000, 1.5076965E+000, 1.0626431E+001, 3.4783413E-003, 3.4783413E-003, 1.0007575E+003
 1.2000320E+003, 1.5997642E+002,-6.4909013E+001,-4.7842703E+001,-3.9790325E+001,-5.2754253E-003,-3.9413410E-002, 0.0000000E+000,-1.5257362E+000, 7.3896950E+000, 3.4783413E-003, 3.4783413E-003, 1.0099723E+003
 1.2300142E+003, 1.5962970E+002,-6.4965045E+001,-4.4995652E+001,-4.0013844E+001,-6.9975520E-003, 7.0910907E-003, 0.0000000E+000, 9.1147046E-001, 9.6552542E+000, 3.4783413E-003, 3.4783413E-003, 9.8888931E+002
 1.2600254E+003, 1.6896027E+002,-6.5056062E+001,-5.1012836E+001,-3.8757091E+001,-2.9428337E-003, 4.1838602E-002, 0.0000000E+000, 4.0408930E+000, 1.4173175E+001, 3.4783413E-003, 3.4783413E-003, 9.9280913E+002
 1.2900314E+003, 1.6406411E+002,-7.0262314E+001,-4.4809788E+001,-4.2772764E+001,-4.6362187E-003, 4.4325858E-002, 0.0000000E+000,-3.9078518E+000, 6.2589312E+000, 3.4783413E-003, 3.4783413E-003, 9.9336430E+002
 1.3200031E+003, 1.5571871E+002,-6.4687295E+001,-4.3629737E+001,-4.0088925E+001,-6.1176168E-003,-9.1514768E-002, 0.0000000E+000,-1.4998599E+000, 7.2151256E+000, 3.4783413E-003, 3.4783413E-003, 1.0025685E+003
 1.3500337E+003, 1.6562209E+002,-6.6490367E+001,-4.8506278E+001,-3.9929270E+001,-2.5989312E-003,-5.4644405E-002, 0.0000000E+000, 2.0605345E-001, 1.0638927E+001, 3.4783413E-003, 3.4783413E-003, 9.7886632E+002
 1.3800204E+003, 1.6318404E+002,-6.8171681E+001,-4.3003854E+001,-4.1199632E+001,-3.8947667E-003,-5.0814043E-002, 0.0000000E+000, 1.6025587E+000, 1.0754161E+001, 3.4783413E-003, 3.4783413E-003, 1.0037438E+003
 1.4100496E+003, 1.5766407E+002,-6.9657925E+001,-3.0647043E+001,-4.3678565E+001,-4.8012742E-003,-1.0434227E-002, 0.0000000E+000,-1.0774041E-001, 1.3665301E+001, 3.4783413E-003, 3.4783413E-003, 9.8603950E+002
 1.4400552E+003, 1.5550900E+002,-6.5436581E+001,-3.9872952E+001,-4.0886325E+001,-4.4453959E-003, 3.3296788E-002, 0.0000000E+000,-3.6810523E-001, 9.3419906E+000, 3.4783413E-003, 3.4783413E-003, 9.8390353E+002
 1.4700372E+003, 1.5599239E+002,-6.6994386E+001,-3.8060299E+001,-4.1369117E+001,-3.2467883E-003, 5.6677358E-003, 0.0000000E+000,-1.8107022E-001, 9.5710081E+000, 3.4783413E-003, 3.4783413E-003, 9.8676318E+002
 1.5000183E+003, 1.6707176E+002,-6.7418924E+001,-4.8011830E+001,-4.0955464E+001,-5.9475468E-004,-2.2440544E-002, 0.0000000E+000, 9.7420613E-001, 1.0662505E+001, 3.4783413E-003, 3.4783413E-003, 1.0078272E+003
 1.5300159E+003, 1.6459693E+002,-6.8341078E+001,-4.4699973E+001,-4.1308387E+001,-4.0307087E-003,-5.7767435E-002, 0.0000000E+000, 5.7864792E-001, 1.0185690E+001, 3.4783413E-003, 3.4783413E-003, 1.0128511E+003
 1.5600426E+003, 1.4552491E+002,-6.3314937E+001,-3.4282773E+001,-4.0381448E+001,-7.0878477E-003, 3.2174785E-002, 0.0000000E+000,-1.8003699E+000, 7.5708343E+000, 3.4783413E-003, 3.4783413E-003, 9.9870905E+002
 1.5900519E+003, 1.6253832E+002,-6.7405491E+001,-4.5113399E+001,-4.0759885E+001,-3.4310614E-003, 3.4387932E-002, 0.0000000E+000, 8.5566698E-002, 9.2905051E+000, 3.4783413E-003, 3.4783413E-003, 9.9746337E+002
 1.6200511E+003, 1.5185745E+002,-6.4210120E+001,-3.8820491E+001,-4.0272765E+001,-7.0269627E-003, 4.5760671E-002, 0.0000000E+000,-7.0730354E-001, 8.5928078E+000, 3.4783413E-003, 3.4783413E-003, 9.9770057E+002
 1.6500045E+003, 1.7421953E+002,-6.6751017E+001,-5.6384793E+001,-3.9339392E+001,-4.1132124E-003,-1.9309456E-002, 0.0000000E+000, 2.4620848E+000, 1.1720905E+001, 3.4783413E-003, 3.4783413E-003, 1.0114727E+003
 1.6800236E+003, 1.5597970E+002,-6.6619390E+001,-3.8536539E+001,-4.1488019E+001,-4.5773513E-003, 7.3899097E-004, 0.0000000E+000,-9.2018791E-001, 9.3319158E+000, 3.4783413E-003, 3.4783413E-003, 1.0053288E+003
 1.7100226E+003, 1.6475113E+002,-6.7193017E+001,-4.4704366E+001,-4.0723791E+001,-6.1528440E-003, 7.7376783E-002, 0.0000000E+000, 8.0942169E-001, 1.2201185E+001, 3.4783413E-003, 3.4783413E-003, 9.9516763E+002
 1.7400223E+003, 1.6207869E+002,-6.6379323E+001,-4.7536396E+001,-4.0777479E+001,-2.1208946E-003, 5.2906985E-002, 0.0000000E+000,-2.5021731E+000, 7.4362830E+000, 3.4783413E-003, 3.4783413E-003, 9.7120393E+002
 1.7700375E+003, 1.6517223E+002,-6.9998848E+001,-4.0787284E+001,-4.2345769E+001,-6.2838861E-004, 4.8071503E-002, 0.0000000E+000, 1.5592411E+000, 1.2087777E+001, 3.4783413E-003, 3.4783413E-003, 1.0001203E+003
 1.8000000E+003, 1.5075499E+002,-6.4735788E+001,-3.6823058E+001,-4.0634628E+001,-5.1841710E-003, 1.0650073E-002, 0.0000000E+000,-8.0880109E-001, 8.5669815E+000, 3.4783413E-003, 3.4783413E-003, 9.9605511E+002
