,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:17:43.595+02:00,   0.203E-01,   0.02030,   0.95037
      2,2020-06-26T16:17:43.604+02:00,   0.223E-01,   0.04264,   0.98588
      3,2020-06-26T16:17:43.615+02:00,   0.203E-01,   0.06296,   1.02961
      4,2020-06-26T16:17:43.623+02:00,   0.223E-01,   0.08530,   1.06216
      5,2020-06-26T16:17:43.634+02:00,   0.203E-01,   0.10564,   1.10341
      6,2020-06-26T16:17:43.642+02:00,   0.224E-01,   0.12800,   1.13468
      7,2020-06-26T16:17:43.652+02:00,   0.203E-01,   0.14831,   1.17769
      8,2020-06-26T16:17:43.661+02:00,   0.223E-01,   0.17065,   1.20987
      9,2020-06-26T16:17:43.671+02:00,   0.203E-01,   0.19095,   1.25259
     10,2020-06-26T16:17:43.679+02:00,   0.223E-01,   0.21328,   1.28369
     20,2020-06-26T16:17:43.787+02:00,   0.223E-01,   0.42656,   1.69860
     30,2020-06-26T16:17:43.874+02:00,   0.223E-01,   0.63985,   2.04495
     40,2020-06-26T16:17:43.969+02:00,   0.223E-01,   0.85314,   2.42005
     50,2020-06-26T16:17:44.073+02:00,   0.223E-01,   1.06643,   2.82265
     60,2020-06-26T16:17:44.159+02:00,   0.223E-01,   1.27972,   3.16672
     70,2020-06-26T16:17:44.639+02:00,   0.223E-01,   1.49302,   4.72022
     80,2020-06-26T16:17:44.737+02:00,   0.224E-01,   1.70632,   5.11289
     90,2020-06-26T16:17:44.826+02:00,   0.224E-01,   1.91962,   5.46412
    100,2020-06-26T16:17:44.948+02:00,   0.224E-01,   2.13293,   5.91734
    200,2020-06-26T16:17:45.869+02:00,   0.223E-01,   4.26579,   9.54567
    295,2020-06-26T16:17:46.744+02:00,   0.125E-01,   6.28318,  12.98824
