,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:17:43.279+02:00,   0.203E-01,   0.02030,   0.97017
      2,2020-06-26T16:17:43.288+02:00,   0.223E-01,   0.04264,   1.00410
      3,2020-06-26T16:17:43.298+02:00,   0.203E-01,   0.06296,   1.04318
      4,2020-06-26T16:17:43.305+02:00,   0.223E-01,   0.08530,   1.07344
      5,2020-06-26T16:17:43.315+02:00,   0.203E-01,   0.10564,   1.11380
      6,2020-06-26T16:17:43.323+02:00,   0.224E-01,   0.12800,   1.14405
      7,2020-06-26T16:17:43.333+02:00,   0.203E-01,   0.14831,   1.18465
      8,2020-06-26T16:17:43.341+02:00,   0.223E-01,   0.17065,   1.21505
      9,2020-06-26T16:17:43.351+02:00,   0.203E-01,   0.19095,   1.25594
     10,2020-06-26T16:17:43.359+02:00,   0.223E-01,   0.21328,   1.28645
     20,2020-06-26T16:17:43.486+02:00,   0.223E-01,   0.42656,   1.75176
     30,2020-06-26T16:17:43.621+02:00,   0.223E-01,   0.63985,   2.27695
     40,2020-06-26T16:17:43.711+02:00,   0.223E-01,   0.85314,   2.63286
     50,2020-06-26T16:17:43.850+02:00,   0.223E-01,   1.06643,   3.14804
     60,2020-06-26T16:17:43.946+02:00,   0.223E-01,   1.27972,   3.52920
     70,2020-06-26T16:17:44.027+02:00,   0.223E-01,   1.49302,   3.85228
     80,2020-06-26T16:17:44.112+02:00,   0.224E-01,   1.70632,   4.18802
     90,2020-06-26T16:17:44.200+02:00,   0.224E-01,   1.91962,   4.53962
    100,2020-06-26T16:17:44.338+02:00,   0.224E-01,   2.13293,   5.06576
    200,2020-06-26T16:17:45.639+02:00,   0.223E-01,   4.26579,   9.59061
    295,2020-06-26T16:17:46.512+02:00,   0.125E-01,   6.28318,  13.02256
