s,m/s,Pa,kg/m/s,,,
 4.2656389E-001, 2.0513435E+000,-2.7465868E+000, 1.0000000E-010, 4.2000000E+001, 4.1554803E-001, 9.6966274E-015
 4.4687369E-001, 2.0711205E+000,-2.6612550E+000, 1.0000000E-010, 4.2000000E+001, 4.1522676E-001, 9.2190936E-015
 4.6921448E-001, 2.0912891E+000,-2.5869682E+000, 1.0000000E-010, 4.2000000E+001, 4.1462742E-001, 8.5329079E-015
 4.8954481E-001, 2.1081655E+000,-2.4992455E+000, 1.0000000E-010, 4.2000000E+001, 4.1369175E-001, 7.6628781E-015
 5.1190816E-001, 2.1250731E+000,-2.4219942E+000, 1.0000000E-010, 4.2000000E+001, 4.1205953E-001, 6.4209526E-015
 5.3222582E-001, 2.1389016E+000,-2.3324701E+000, 1.0000000E-010, 3.9000000E+001, 3.8449161E-001, 6.1181609E-015
 5.5457523E-001, 2.1524030E+000,-2.2529275E+000, 1.0000000E-010, 3.8000000E+001, 3.7850789E-001, 8.7199749E-015
 5.7487917E-001, 2.1630933E+000,-2.1624837E+000, 1.0000000E-010, 3.9000000E+001, 3.7605930E-001, 2.5545305E-015
 5.9721349E-001, 2.1731012E+000,-2.0812406E+000, 1.0000000E-010, 3.9000000E+001, 3.7708745E-001, 2.8380172E-015
 6.1751629E-001, 2.1805900E+000,-1.9905866E+000, 1.0000000E-010, 3.8000000E+001, 3.7917241E-001, 9.2811464E-015
 6.3984937E-001, 2.1870448E+000,-1.9082065E+000, 1.0000000E-010, 3.9000000E+001, 3.8256571E-001, 4.9892377E-015
 6.6016361E-001, 2.1912830E+000,-1.8179730E+000, 1.0000000E-010, 3.9000000E+001, 3.8625119E-001, 7.2660784E-015
 6.8250928E-001, 2.1941409E+000,-1.7350425E+000, 1.0000000E-010, 4.2000000E+001, 4.1158587E-001, 6.0543889E-015
 7.0284467E-001, 2.1950939E+000,-1.6458528E+000, 1.0000000E-010, 4.2000000E+001, 4.1145038E-001, 5.9883916E-015
 7.2521361E-001, 2.1943272E+000,-1.5629920E+000, 1.0000000E-010, 4.2000000E+001, 4.1137894E-001, 5.9660403E-015
 7.4552617E-001, 2.1919848E+000,-1.4755162E+000, 1.0000000E-010, 4.2000000E+001, 4.1084642E-001, 5.6662552E-015
 7.6786998E-001, 2.1876030E+000,-1.3935864E+000, 1.0000000E-010, 4.2000000E+001, 4.1041510E-001, 5.4390490E-015
 7.8817233E-001, 2.1819885E+000,-1.3086275E+000, 1.0000000E-010, 4.2000000E+001, 4.0925262E-001, 4.8391398E-015
 8.1050491E-001, 2.1740272E+000,-1.2282536E+000, 1.0000000E-010, 4.2000000E+001, 4.0833800E-001, 4.4154856E-015
 8.3080962E-001, 2.1651784E+000,-1.1463614E+000, 1.0000000E-010, 4.2000000E+001, 4.0790803E-001, 4.2301653E-015
 8.5314481E-001, 2.1536893E+000,-1.0681687E+000, 1.0000000E-010, 4.2000000E+001, 4.0787755E-001, 4.2223501E-015
 8.7346447E-001, 2.1416582E+000,-9.8986703E-001, 1.0000000E-010, 4.2000000E+001, 4.0753235E-001, 4.0764027E-015
 8.9581609E-001, 2.1267087E+000,-9.1447709E-001, 1.0000000E-010, 4.2000000E+001, 4.0719767E-001, 3.9389976E-015
 9.1614386E-001, 2.1115769E+000,-8.4029535E-001, 1.0000000E-010, 4.1000000E+001, 4.0663191E-001, 9.1324893E-015
 9.3850441E-001, 2.0932697E+000,-7.6839098E-001, 1.0000000E-010, 4.2000000E+001, 4.0767672E-001, 4.1332027E-015
 9.5881287E-001, 2.0751637E+000,-6.9890323E-001, 1.0000000E-010, 4.2000000E+001, 4.0858573E-001, 4.5326820E-015
 9.8115216E-001, 2.0536540E+000,-6.3120578E-001, 1.0000000E-010, 4.2000000E+001, 4.0908317E-001, 4.7636024E-015
 1.0014539E+000, 2.0326938E+000,-5.6688902E-001, 1.0000000E-010, 4.2000000E+001, 4.0958911E-001, 5.0084822E-015
 1.0237858E+000, 2.0081224E+000,-5.0393681E-001, 1.0000000E-010, 4.2000000E+001, 4.1029034E-001, 5.3717319E-015
 1.0440934E+000, 1.9844405E+000,-4.4514786E-001, 1.0000000E-010, 4.2000000E+001, 4.1044171E-001, 5.4445560E-015
 1.0664318E+000, 1.9569617E+000,-3.8744927E-001, 1.0000000E-010, 4.2000000E+001, 4.1066121E-001, 5.5572598E-015
 1.0867578E+000, 1.9307028E+000,-3.3451097E-001, 1.0000000E-010, 4.2000000E+001, 4.1068580E-001, 5.5599376E-015
 1.1091164E+000, 1.9004841E+000,-2.8254089E-001, 1.0000000E-010, 4.2000000E+001, 4.1051137E-001, 5.4514093E-015
 1.1294376E+000, 1.8718566E+000,-2.3580140E-001, 1.0000000E-010, 4.2000000E+001, 4.1020963E-001, 5.2758366E-015
 1.1517908E+000, 1.8391398E+000,-1.9007286E-001, 1.0000000E-010, 4.2000000E+001, 4.0980054E-001, 5.0512175E-015
 1.1720961E+000, 1.8083603E+000,-1.4982003E-001, 1.0000000E-010, 3.8000000E+001, 3.7981309E-001, 9.9616716E-015
 1.1944320E+000, 1.7733930E+000,-1.1073391E-001, 1.0000000E-010, 3.8000000E+001, 3.7961234E-001, 9.7514147E-015
 1.2147341E+000, 1.7406583E+000,-7.7145957E-002, 1.0000000E-010, 4.2000000E+001, 4.0762059E-001, 4.0213183E-015
 1.2370664E+000, 1.7036631E+000,-4.4989937E-002, 1.0000000E-010, 3.8000000E+001, 3.7945905E-001, 9.5830241E-015
 1.2573778E+000, 1.6691786E+000,-1.8195746E-002, 1.0000000E-010, 3.8000000E+001, 3.7832559E-001, 8.5458217E-015
 1.2797204E+000, 1.6303872E+000, 6.7930494E-003, 1.0000000E-010, 3.8000000E+001, 3.7833490E-001, 8.5493100E-015
 1.3000538E+000, 1.5943664E+000, 2.6695718E-002, 1.0000000E-010, 3.8000000E+001, 3.7641092E-001, 7.0393768E-015
 1.3224206E+000, 1.5540189E+000, 4.4332055E-002, 1.0000000E-010, 3.8000000E+001, 3.7774065E-001, 8.0467369E-015
 1.3427360E+000, 1.5167803E+000, 5.7249741E-002, 1.0000000E-010, 3.7000000E+001, 3.6846764E-001, 8.4892110E-015
 1.3650830E+000, 1.4752351E+000, 6.7388593E-002, 1.0000000E-010, 3.7000000E+001, 3.6675125E-001, 7.1419121E-015
 1.3853862E+000, 1.4370287E+000, 7.3327814E-002, 1.0000000E-010, 3.7000000E+001, 3.6694193E-001, 7.2789218E-015
 1.4077196E+000, 1.3945638E+000, 7.5950732E-002, 1.0000000E-010, 3.7000000E+001, 3.6698648E-001, 7.3123275E-015
 1.4280231E+000, 1.3556306E+000, 7.4960346E-002, 1.0000000E-010, 3.7000000E+001, 3.6721209E-001, 7.4797188E-015
 1.4503568E+000, 1.3125137E+000, 7.0108903E-002, 1.0000000E-010, 3.7000000E+001, 3.6861123E-001, 8.6117198E-015
 1.4706731E+000, 1.2730983E+000, 6.2262583E-002, 1.0000000E-010, 3.7000000E+001, 3.6928536E-001, 9.2142751E-015
 1.4930210E+000, 1.2296000E+000, 5.0030059E-002, 1.0000000E-010, 3.7000000E+001, 3.6911273E-001, 9.0597113E-015
 1.5133532E+000, 1.1899683E+000, 3.5431353E-002, 1.0000000E-010, 3.7000000E+001, 3.6947991E-001, 9.4010543E-015
 1.5357186E+000, 1.1463826E+000, 1.5972584E-002, 1.0000000E-010, 3.8000000E+001, 3.7617160E-001, 6.8746027E-015
 1.5560294E+000, 1.1068812E+000,-5.2000294E-003, 1.0000000E-010, 3.8000000E+001, 3.7612183E-001, 6.8430674E-015
 1.5783712E+000, 1.0635893E+000,-3.1607626E-002, 1.0000000E-010, 3.8000000E+001, 3.7772220E-001, 8.0484921E-015
 1.5986732E+000, 1.0244664E+000,-5.9159240E-002, 1.0000000E-010, 3.8000000E+001, 3.7907494E-001, 9.2263381E-015
 1.6210053E+000, 9.8173982E-001,-9.2222172E-002, 1.0000000E-010, 4.2000000E+001, 4.0950796E-001, 4.8870200E-015
 1.6413111E+000, 9.4324124E-001,-1.2594365E-001, 1.0000000E-010, 4.1000000E+001, 4.0592581E-001, 8.3330643E-015
 1.6636474E+000, 9.0134855E-001,-1.6533107E-001, 1.0000000E-010, 4.2000000E+001, 4.1036998E-001, 5.3527922E-015
 1.6839695E+000, 8.6371746E-001,-2.0499763E-001, 1.0000000E-010, 4.2000000E+001, 4.1121953E-001, 5.8467460E-015
 1.7063238E+000, 8.2292388E-001,-2.5034486E-001, 1.0000000E-010, 4.2000000E+001, 4.1131182E-001, 5.9138451E-015
 1.7266487E+000, 7.8644702E-001,-2.9566884E-001, 1.0000000E-010, 4.2000000E+001, 4.1216114E-001, 6.4598041E-015
 1.7490062E+000, 7.4706335E-001,-3.4651238E-001, 1.0000000E-010, 4.2000000E+001, 4.1230683E-001, 6.5708878E-015
 1.7693132E+000, 7.1202913E-001,-3.9714846E-001, 1.0000000E-010, 4.2000000E+001, 4.1257312E-001, 6.7635082E-015
 1.7916510E+000, 6.7436577E-001,-4.5295423E-001, 1.0000000E-010, 4.2000000E+001, 4.1265687E-001, 6.8366330E-015
 1.8119527E+000, 6.4099182E-001,-5.0857939E-001, 1.0000000E-010, 4.2000000E+001, 4.1151165E-001, 6.0936915E-015
 1.8342846E+000, 6.0528280E-001,-5.6886895E-001, 1.0000000E-010, 4.2000000E+001, 4.1287947E-001, 7.0190227E-015
 1.8545936E+000, 5.7377898E-001,-6.2916275E-001, 1.0000000E-010, 4.2000000E+001, 4.1292706E-001, 7.0625179E-015
 1.8769336E+000, 5.4024949E-001,-6.9344675E-001, 1.0000000E-010, 4.2000000E+001, 4.1297753E-001, 7.1094109E-015
 1.8972624E+000, 5.1081768E-001,-7.5807724E-001, 1.0000000E-010, 4.2000000E+001, 4.1308105E-001, 7.1899492E-015
 1.9196242E+000, 4.7968380E-001,-8.2585891E-001, 1.0000000E-010, 4.2000000E+001, 4.1311179E-001, 7.2175116E-015
 1.9399429E+000, 4.5257330E-001,-8.9440676E-001, 1.0000000E-010, 4.2000000E+001, 4.1284187E-001, 7.0214478E-015
 1.9622934E+000, 4.2409718E-001,-9.6503876E-001, 1.0000000E-010, 4.2000000E+001, 4.1202306E-001, 6.4578242E-015
 1.9825977E+000, 3.9949696E-001,-1.0370487E+000, 1.0000000E-010, 4.2000000E+001, 4.1149946E-001, 6.1155134E-015
 2.0049325E+000, 3.7387628E-001,-1.1099579E+000, 1.0000000E-010, 4.2000000E+001, 4.1231034E-001, 6.6334887E-015
 2.0252350E+000, 3.5193763E-001,-1.1850111E+000, 1.0000000E-010, 4.2000000E+001, 4.1295775E-001, 7.0709646E-015
 2.0475677E+000, 3.2933044E-001,-1.2596882E+000, 1.0000000E-010, 4.2000000E+001, 4.1344458E-001, 7.4119434E-015
 2.0678810E+000, 3.1019269E-001,-1.3373813E+000, 1.0000000E-010, 4.2000000E+001, 4.1349096E-001, 7.4258621E-015
 2.0902256E+000, 2.9074371E-001,-1.4133292E+000, 1.0000000E-010, 4.2000000E+001, 4.1350542E-001, 7.4138168E-015
 2.1105622E+000, 2.7453410E-001,-1.4932482E+000, 1.0000000E-010, 3.8000000E+001, 3.7949852E-001, 9.6918908E-015
 2.1329324E+000, 2.5837449E-001,-1.5699835E+000, 1.0000000E-010, 3.8000000E+001, 3.7764583E-001, 8.0213988E-015
 2.1532459E+000, 2.4524401E-001,-1.6516664E+000, 1.0000000E-010, 3.8000000E+001, 3.7758535E-001, 7.9491881E-015
 2.1755906E+000, 2.3252068E-001,-1.7285059E+000, 1.0000000E-010, 3.8000000E+001, 3.7667529E-001, 7.2351564E-015
 2.1958931E+000, 2.2254393E-001,-1.8113328E+000, 1.0000000E-010, 3.8000000E+001, 3.7567756E-001, 6.5302797E-015
 2.2182259E+000, 2.1332894E-001,-1.8878267E+000, 1.0000000E-010, 3.8000000E+001, 3.7505769E-001, 6.1303183E-015
 2.2385301E+000, 2.0656601E-001,-1.9713387E+000, 1.0000000E-010, 3.8000000E+001, 3.7517875E-001, 6.2103269E-015
 2.2608648E+000, 2.0091543E-001,-2.0470611E+000, 1.0000000E-010, 3.8000000E+001, 3.7721951E-001, 7.6539874E-015
 2.2811833E+000, 1.9741215E-001,-2.1307921E+000, 1.0000000E-010, 3.8000000E+001, 3.7815633E-001, 8.4473492E-015
 2.3035336E+000, 1.9536629E-001,-2.2053387E+000, 1.0000000E-010, 4.2000000E+001, 4.1139723E-001, 5.9903185E-015
 2.3238627E+000, 1.9515368E-001,-2.2888234E+000, 1.0000000E-010, 4.2000000E+001, 4.1044628E-001, 5.4852428E-015
 2.3462248E+000, 1.9673356E-001,-2.3617553E+000, 1.0000000E-010, 4.2000000E+001, 4.0974710E-001, 5.1736640E-015
 2.3665339E+000, 1.9981245E-001,-2.4444789E+000, 1.0000000E-010, 4.2000000E+001, 4.1173490E-001, 6.4320008E-015
 2.3888739E+000, 2.0500097E-001,-2.5152922E+000, 1.0000000E-010, 4.2000000E+001, 4.1208354E-001, 6.7928398E-015
 2.4091757E+000, 2.1134481E-001,-2.5965695E+000, 1.0000000E-010, 4.2000000E+001, 4.1161627E-001, 6.6057408E-015
 2.4315076E+000, 2.2010261E-001,-2.6649376E+000, 1.0000000E-010, 4.2000000E+001, 4.1077870E-001, 6.2146238E-015
 2.4518145E+000, 2.2967046E-001,-2.7442796E+000, 1.0000000E-010, 4.2000000E+001, 4.1012988E-001, 5.9584258E-015
 2.4741521E+000, 2.4194241E-001,-2.8098960E+000, 1.0000000E-010, 4.2000000E+001, 4.0992203E-001, 6.0041296E-015
 2.4944768E+000, 2.5467897E-001,-2.8868114E+000, 1.0000000E-010, 4.2000000E+001, 4.0984151E-001, 6.1219452E-015
 2.5168339E+000, 2.7039422E-001,-2.9493868E+000, 1.0000000E-010, 4.2000000E+001, 4.0941133E-001, 6.0476878E-015
 2.5371562E+000, 2.8620319E-001,-3.0234380E+000, 1.0000000E-010, 4.2000000E+001, 4.0902381E-001, 5.9866903E-015
 2.5595108E+000, 3.0524053E-001,-3.0826045E+000, 1.0000000E-010, 4.2000000E+001, 4.0974874E-001, 6.6671863E-015
 2.5798166E+000, 3.2399794E-001,-3.1531853E+000, 1.0000000E-010, 4.2000000E+001, 4.1033970E-001, 7.3002992E-015
 2.6021529E+000, 3.4620751E-001,-3.2086241E+000, 1.0000000E-010, 4.2000000E+001, 4.1081622E-001, 7.9239096E-015
 2.6224548E+000, 3.6779050E-001,-3.2751298E+000, 1.0000000E-010, 4.2000000E+001, 4.1099359E-001, 8.3110109E-015
 2.6447869E+000, 3.9302839E-001,-3.3266182E+000, 1.0000000E-010, 4.2000000E+001, 4.1114054E-001, 8.7111221E-015
 2.6650975E+000, 4.1730178E-001,-3.3885959E+000, 1.0000000E-010, 4.2000000E+001, 4.1117911E-001, 8.9940445E-015
 2.6874392E+000, 4.4541074E-001,-3.4359210E+000, 1.0000000E-010, 4.2000000E+001, 4.1117382E-001, 9.2620402E-015
 2.7077710E+000, 4.7222710E-001,-3.4929292E+000, 1.0000000E-010, 4.2000000E+001, 4.1127996E-001, 9.6075321E-015
 2.7301360E+000, 5.0303662E-001,-3.5358843E+000, 1.0000000E-010, 4.2000000E+001, 4.1106784E-001, 9.6603525E-015
 2.7504525E+000, 5.3216441E-001,-3.5875735E+000, 1.0000000E-010, 4.2000000E+001, 4.1089932E-001, 9.7161873E-015
 2.7728005E+000, 5.6540594E-001,-3.6258617E+000, 1.0000000E-010, 4.2000000E+001, 4.1079256E-001, 9.8430082E-015
 2.7931040E+000, 5.9664241E-001,-3.6716425E+000, 1.0000000E-010, 4.2000000E+001, 4.1059572E-001, 9.8402432E-015
 2.8154378E+000, 6.3208529E-001,-3.7050794E+000, 1.0000000E-010, 4.2000000E+001, 4.1025431E-001, 9.6973263E-015
 2.8357408E+000, 6.6523161E-001,-3.7445645E+000, 1.0000000E-010, 4.2000000E+001, 4.1003416E-001, 9.6388631E-015
 2.8580742E+000, 7.0265120E-001,-3.7729934E+000, 1.0000000E-010, 4.2000000E+001, 4.0989434E-001, 9.6602113E-015
 2.8783894E+000, 7.3750019E-001,-3.8058656E+000, 1.0000000E-010, 4.2000000E+001, 4.0964912E-001, 9.5437054E-015
 2.9007362E+000, 7.7666296E-001,-3.8291325E+000, 1.0000000E-010, 4.2000000E+001, 4.0937080E-001, 9.3930890E-015
 2.9210698E+000, 8.1298782E-001,-3.8551078E+000, 1.0000000E-010, 4.2000000E+001, 4.0927854E-001, 9.3924833E-015
 2.9434368E+000, 8.5363857E-001,-3.8730541E+000, 1.0000000E-010, 4.2000000E+001, 4.0927236E-001, 9.4680455E-015
 2.9637484E+000, 8.9111613E-001,-3.8918851E+000, 1.0000000E-010, 4.2000000E+001, 4.0925302E-001, 9.5035234E-015
 2.9860911E+000, 9.3289187E-001,-3.9043272E+000, 1.0000000E-010, 4.2000000E+001, 4.0939176E-001, 9.6841616E-015
 3.0063931E+000, 9.7128350E-001,-3.9157337E+000, 1.0000000E-010, 4.2000000E+001, 4.0954332E-001, 9.8558989E-015
 3.0287254E+000, 1.0139192E+000,-3.9225719E+000, 1.0000000E-010, 4.3000000E+001, 4.1077364E-001, 4.5945500E-015
 3.0490306E+000, 1.0529829E+000,-3.9264311E+000, 1.0000000E-010, 4.3000000E+001, 4.1132600E-001, 4.8597535E-015
 3.0713663E+000, 1.0962102E+000,-3.9275715E+000, 1.0000000E-010, 4.3000000E+001, 4.1190204E-001, 5.1429513E-015
 3.0916871E+000, 1.1357010E+000,-3.9238007E+000, 1.0000000E-010, 4.3000000E+001, 4.1195748E-001, 5.1451510E-015
 3.1140400E+000, 1.1792485E+000,-3.9191565E+000, 1.0000000E-010, 4.3000000E+001, 4.1213986E-001, 5.2043383E-015
 3.1343663E+000, 1.2188737E+000,-3.9076964E+000, 1.0000000E-010, 4.3000000E+001, 4.1221672E-001, 5.1990612E-015
 3.1567251E+000, 1.2624184E+000,-3.8971992E+000, 1.0000000E-010, 4.3000000E+001, 4.1234976E-001, 5.2108457E-015
 3.1770328E+000, 1.3018575E+000,-3.8780493E+000, 1.0000000E-010, 4.3000000E+001, 4.1213439E-001, 5.0310984E-015
 3.1993712E+000, 1.3450473E+000,-3.8616796E+000, 1.0000000E-010, 4.3000000E+001, 4.1138535E-001, 4.5808337E-015
 3.2196728E+000, 1.3840525E+000,-3.8349971E+000, 1.0000000E-010, 4.3000000E+001, 4.0810348E-001, 3.1941317E-015
 3.2420047E+000, 1.4266165E+000,-3.8127567E+000, 1.0000000E-010, 4.3000000E+001, 4.0907598E-001, 3.4705813E-015
 3.2623129E+000, 1.4649426E+000,-3.7787017E+000, 1.0000000E-010, 4.3000000E+001, 4.1166504E-001, 4.4641515E-015
 3.2846520E+000, 1.5066129E+000,-3.7506100E+000, 1.0000000E-010, 4.3000000E+001, 4.1213907E-001, 4.5841407E-015
 3.3049794E+000, 1.5440174E+000,-3.7093865E+000, 1.0000000E-010, 4.2000000E+001, 4.1128934E-001, 9.9701772E-015
 3.3273396E+000, 1.5845295E+000,-3.6754842E+000, 1.0000000E-010, 4.2000000E+001, 4.1128841E-001, 9.7103206E-015
 3.3476594E+000, 1.6207032E+000,-3.6272671E+000, 1.0000000E-010, 4.2000000E+001, 4.1131665E-001, 9.4927419E-015
 3.3700112E+000, 1.6597229E+000,-3.5876968E+000, 1.0000000E-010, 4.2000000E+001, 4.1138363E-001, 9.2828291E-015
 3.3903159E+000, 1.6944044E+000,-3.5329223E+000, 1.0000000E-010, 4.2000000E+001, 4.1153323E-001, 9.1664673E-015
 3.4126511E+000, 1.7316506E+000,-3.4878569E+000, 1.0000000E-010, 4.2000000E+001, 4.1184624E-001, 9.1709140E-015
 3.4329533E+000, 1.7646240E+000,-3.4270001E+000, 1.0000000E-010, 4.2000000E+001, 4.1218186E-001, 9.2135948E-015
 3.4552857E+000, 1.7998645E+000,-3.3766143E+000, 1.0000000E-010, 4.2000000E+001, 4.1272749E-001, 9.4251677E-015
 3.4755981E+000, 1.8309218E+000,-3.3101039E+000, 1.0000000E-010, 4.2000000E+001, 4.1324605E-001, 9.6383012E-015
 3.4979416E+000, 1.8639335E+000,-3.2546045E+000, 1.0000000E-010, 4.3000000E+001, 4.1426643E-001, 4.2841164E-015
 3.5182766E+000, 1.8928746E+000,-3.1829027E+000, 1.0000000E-010, 4.3000000E+001, 4.1450713E-001, 4.2624286E-015
 3.5406451E+000, 1.9234434E+000,-3.1225316E+000, 1.0000000E-010, 4.3000000E+001, 4.1438864E-001, 4.0773394E-015
 3.5609594E+000, 1.9500050E+000,-3.0460362E+000, 1.0000000E-010, 4.3000000E+001, 4.1367022E-001, 3.6785274E-015
 3.5833051E+000, 1.9778554E+000,-2.9812586E+000, 1.0000000E-010, 4.3000000E+001, 4.1156445E-001, 2.8680869E-015
 3.6036079E+000, 2.0018717E+000,-2.9008298E+000, 1.0000000E-010, 4.2000000E+001, 4.1536058E-001, 9.9928574E-015
 3.6259409E+000, 2.0268300E+000,-2.8320136E+000, 1.0000000E-010, 4.2000000E+001, 4.1544737E-001, 9.8296254E-015
 3.6462447E+000, 2.0481523E+000,-2.7482562E+000, 1.0000000E-010, 4.2000000E+001, 4.1556983E-001, 9.7470830E-015
 3.6685788E+000, 2.0700633E+000,-2.6757942E+000, 1.0000000E-010, 4.2000000E+001, 4.1575980E-001, 9.7401390E-015
 3.6888962E+000, 2.0885551E+000,-2.5893090E+000, 1.0000000E-010, 4.2000000E+001, 4.1569842E-001, 9.5297953E-015
 3.7112453E+000, 2.1072772E+000,-2.5136303E+000, 1.0000000E-010, 4.2000000E+001, 4.1579751E-001, 9.4917968E-015
 3.7315758E+000, 2.1228044E+000,-2.4250201E+000, 1.0000000E-010, 4.2000000E+001, 4.1511877E-001, 8.7718209E-015
 3.7539393E+000, 2.1382013E+000,-2.3466426E+000, 1.0000000E-010, 3.9000000E+001, 3.8490493E-001, 6.3832339E-015
 3.7742492E+000, 2.1506311E+000,-2.2565823E+000, 1.0000000E-010, 3.8000000E+001, 3.7771431E-001, 8.0560996E-015
 3.7965900E+000, 2.1625739E+000,-2.1762043E+000, 1.0000000E-010, 3.9000000E+001, 3.7615996E-001, 2.5820765E-015
 3.8168918E+000, 2.1718352E+000,-2.0855827E+000, 1.0000000E-010, 3.9000000E+001, 3.7693514E-001, 2.7936624E-015
 3.8392237E+000, 2.1802556E+000,-2.0037539E+000, 1.0000000E-010, 3.9000000E+001, 3.7937012E-001, 3.5919116E-015
 3.8595300E+000, 2.1862915E+000,-1.9132062E+000, 1.0000000E-010, 3.8000000E+001, 3.7798025E-001, 8.2445409E-015
 3.8818669E+000, 2.1911370E+000,-1.8305008E+000, 1.0000000E-010, 3.9000000E+001, 3.8616292E-001, 7.2019336E-015
 3.9021902E+000, 2.1939048E+000,-1.7406538E+000, 1.0000000E-010, 4.2000000E+001, 4.1353253E-001, 7.3773499E-015
 3.9245459E+000, 2.1951387E+000,-1.6576682E+000, 1.0000000E-010, 4.2000000E+001, 4.1303930E-001, 7.0408106E-015
 3.9448694E+000, 2.1946122E+000,-1.5691593E+000, 1.0000000E-010, 4.2000000E+001, 4.1263258E-001, 6.7753613E-015
 3.9672253E+000, 2.1922209E+000,-1.4866342E+000, 1.0000000E-010, 4.2000000E+001, 4.1167153E-001, 6.1646376E-015
 3.9875316E+000, 2.1884075E+000,-1.4002127E+000, 1.0000000E-010, 4.2000000E+001, 4.1074850E-001, 5.6248470E-015
 4.0098685E+000, 2.1824150E+000,-1.3188986E+000, 1.0000000E-010, 4.2000000E+001, 4.0964828E-001, 5.0399699E-015
 4.0301703E+000, 2.1753444E+000,-1.2352438E+000, 1.0000000E-010, 4.2000000E+001, 4.0922831E-001, 4.8365768E-015
 4.0525022E+000, 2.1657936E+000,-1.1557663E+000, 1.0000000E-010, 4.2000000E+001, 4.0954566E-001, 5.0060807E-015
 4.0728120E+000, 2.1555101E+000,-1.0754166E+000, 1.0000000E-010, 4.2000000E+001, 4.1000559E-001, 5.2526019E-015
 4.0951527E+000, 2.1424595E+000,-9.9839972E-001, 1.0000000E-010, 4.2000000E+001, 4.1090117E-001, 5.7613050E-015
 4.1154830E+000, 2.1290215E+000,-9.2186701E-001, 1.0000000E-010, 4.2000000E+001, 4.1165626E-001, 6.2228549E-015
 4.1378464E+000, 2.1125456E+000,-8.4792954E-001, 1.0000000E-010, 4.2000000E+001, 4.1214011E-001, 6.5360888E-015
 4.1581638E+000, 2.0960651E+000,-7.7577766E-001, 1.0000000E-010, 4.2000000E+001, 4.1267707E-001, 6.8972434E-015
 4.1805130E+000, 2.0763043E+000,-7.0568748E-001, 1.0000000E-010, 4.2000000E+001, 4.1313969E-001, 7.2218923E-015
 4.2008168E+000, 2.0569018E+000,-6.3846878E-001, 1.0000000E-010, 4.2000000E+001, 4.1324259E-001, 7.2865938E-015
