,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-10-12T13:40:29.203+02:00,   0.112E+00,   0.11180,  65.56120
      2,2020-10-12T13:40:31.319+02:00,   0.112E+00,   0.22361,  69.79224
      3,2020-10-12T13:40:33.980+02:00,   0.112E+00,   0.33541,  75.11367
      4,2020-10-12T13:40:36.099+02:00,   0.112E+00,   0.44721,  79.34710
      5,2020-10-12T13:40:38.063+02:00,   0.112E+00,   0.55902,  83.27611
      6,2020-10-12T13:40:40.824+02:00,   0.112E+00,   0.67082,  88.78973
      7,2020-10-12T13:40:42.806+02:00,   0.112E+00,   0.78262,  92.75192
      8,2020-10-12T13:40:44.910+02:00,   0.112E+00,   0.89443,  96.95749
      9,2020-10-12T13:40:47.639+02:00,   0.112E+00,   1.00623, 102.35106
     10,2020-10-12T13:40:49.771+02:00,   0.112E+00,   1.11803, 106.61155
     20,2020-10-12T13:41:12.116+02:00,   0.112E+00,   2.23607, 151.07016
     30,2020-10-12T13:41:35.382+02:00,   0.112E+00,   3.35410, 197.42441
     40,2020-10-12T13:41:58.347+02:00,   0.112E+00,   4.47214, 243.10100
     50,2020-10-12T13:42:20.781+02:00,   0.112E+00,   5.59017, 287.84424
     60,2020-10-12T13:42:43.885+02:00,   0.112E+00,   6.70820, 333.93231
     70,2020-10-12T13:43:06.332+02:00,   0.112E+00,   7.82624, 378.65561
     80,2020-10-12T13:43:28.736+02:00,   0.112E+00,   8.94427, 423.34861
     90,2020-10-12T13:43:52.819+02:00,   0.112E+00,  10.06231, 471.16883
    100,2020-10-12T13:44:16.040+02:00,   0.112E+00,  11.18034, 517.50590
    200,2020-10-12T13:48:06.370+02:00,   0.112E+00,  22.36068, 976.79269
    300,2020-10-12T13:52:03.845+02:00,   0.101E+00,  33.02201,1449.46598
    400,2020-10-12T13:56:02.480+02:00,   0.893E-01,  42.35861,1925.30149
    500,2020-10-12T14:00:01.264+02:00,   0.847E-01,  50.57697,2401.66725
    600,2020-10-12T14:04:05.134+02:00,   0.721E-01,  58.10786,2886.60398
    700,2020-10-12T14:08:06.359+02:00,   0.706E-01,  65.14938,3367.50557
    800,2020-10-12T14:12:09.977+02:00,   0.621E-01,  71.68335,3853.60804
    900,2020-10-12T14:16:13.336+02:00,   0.659E-01,  78.24285,4339.11687
   1000,2020-10-12T14:20:19.661+02:00,   0.597E-01,  84.57043,4830.53123
   1100,2020-10-12T14:24:25.983+02:00,   0.604E-01,  90.66859,5321.94850
   1200,2020-10-12T14:28:32.321+02:00,   0.595E-01,  96.60840,5813.50763
   1300,2020-10-12T14:32:37.497+02:00,   0.498E-01, 101.94451,6302.97064
   1400,2020-10-12T14:36:41.139+02:00,   0.603E-01, 107.24336,6789.18995
   1500,2020-10-12T14:40:47.813+02:00,   0.557E-01, 112.49103,7281.60783
   1600,2020-10-12T14:44:53.754+02:00,   0.582E-01, 117.68758,7772.55023
   1700,2020-10-12T14:49:02.616+02:00,   0.545E-01, 122.76583,8269.01130
   1800,2020-10-12T14:53:11.510+02:00,   0.527E-01, 127.68379,8765.88328
   1900,2020-10-12T14:57:17.495+02:00,   0.451E-01, 132.41117,9256.82482
   2000,2020-10-12T15:01:26.121+02:00,   0.463E-01, 137.31017,9752.95989
   2100,2020-10-12T15:05:37.966+02:00,   0.473E-01, 142.14538,**********
   2200,2020-10-12T15:09:53.450+02:00,   0.478E-01, 146.88595,**********
   2300,2020-10-12T15:14:01.467+02:00,   0.523E-01, 151.49556,**********
   2400,2020-10-12T15:18:17.089+02:00,   0.480E-01, 156.21363,**********
   2500,2020-10-12T15:22:27.335+02:00,   0.450E-01, 160.46857,**********
   2600,2020-10-12T15:26:38.577+02:00,   0.391E-01, 164.96255,**********
   2700,2020-10-12T15:30:47.976+02:00,   0.424E-01, 169.17080,**********
   2800,2020-10-12T15:35:01.220+02:00,   0.465E-01, 173.28527,**********
   2900,2020-10-12T15:39:13.880+02:00,   0.386E-01, 177.57580,**********
   3000,2020-10-12T15:43:32.685+02:00,   0.422E-01, 181.82220,**********
   3100,2020-10-12T15:47:48.364+02:00,   0.403E-01, 186.14249,**********
   3200,2020-10-12T15:52:05.016+02:00,   0.417E-01, 190.28583,**********
   3300,2020-10-12T15:56:23.438+02:00,   0.435E-01, 194.35670,**********
   3400,2020-10-12T16:00:39.448+02:00,   0.430E-01, 198.55829,**********
   3500,2020-10-12T16:04:59.743+02:00,   0.395E-01, 202.39409,**********
   3600,2020-10-12T16:09:22.579+02:00,   0.392E-01, 206.40793,**********
   3700,2020-10-12T16:13:41.312+02:00,   0.415E-01, 210.29355,**********
   3800,2020-10-12T16:18:08.009+02:00,   0.365E-01, 214.41804,**********
   3900,2020-10-12T16:22:30.279+02:00,   0.400E-01, 217.98894,**********
   4000,2020-10-12T16:26:44.172+02:00,   0.395E-01, 221.93041,**********
   4100,2020-10-12T16:31:01.522+02:00,   0.386E-01, 225.59340,**********
   4200,2020-10-12T16:35:17.553+02:00,   0.412E-01, 229.21311,**********
   4300,2020-10-12T16:39:43.231+02:00,   0.360E-01, 233.17107,**********
   4400,2020-10-12T16:44:04.797+02:00,   0.369E-01, 236.88238,**********
   4500,2020-10-12T16:48:20.374+02:00,   0.354E-01, 240.69436,**********
   4600,2020-10-12T16:52:38.701+02:00,   0.336E-01, 244.14996,**********
   4700,2020-10-12T16:57:01.423+02:00,   0.348E-01, 247.70603,**********
   4800,2020-10-12T17:01:15.551+02:00,   0.342E-01, 251.23313,**********
   4900,2020-10-12T17:05:42.049+02:00,   0.374E-01, 254.68119,**********
   5000,2020-10-12T17:10:03.376+02:00,   0.358E-01, 258.60419,**********
