,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-10-28T16:38:07.031+01:00,   0.125E+00,   0.12500,   1.97320
      2,2020-10-28T16:38:19.184+01:00,   0.125E+00,   0.25000,  26.11844
      3,2020-10-28T16:38:31.305+01:00,   0.125E+00,   0.37500,  50.20141
      4,2020-10-28T16:38:43.463+01:00,   0.125E+00,   0.50000,  74.32494
      5,2020-10-28T16:38:55.550+01:00,   0.125E+00,   0.62500,  98.37903
      6,2020-10-28T16:38:56.955+01:00,   0.125E+00,   0.75000, 101.08074
      7,2020-10-28T16:39:09.060+01:00,   0.125E+00,   0.87500, 125.12673
      8,2020-10-28T16:39:21.112+01:00,   0.125E+00,   1.00000, 149.11479
      9,2020-10-28T16:39:33.166+01:00,   0.125E+00,   1.12500, 173.09956
     10,2020-10-28T16:39:45.243+01:00,   0.125E+00,   1.25000, 197.10739
     20,2020-10-28T16:40:14.949+01:00,   0.110E+00,   2.48517, 255.34959
     30,2020-10-28T16:40:37.976+01:00,   0.987E-01,   3.55242, 300.28673
     40,2020-10-28T16:40:43.764+01:00,   0.987E-01,   4.53922, 310.67937
     50,2020-10-28T16:40:49.999+01:00,   0.987E-01,   5.52601, 321.84798
     60,2020-10-28T16:40:57.132+01:00,   0.987E-01,   6.51281, 334.99990
     70,2020-10-28T16:41:02.839+01:00,   0.879E-01,   7.42420, 345.30633
     80,2020-10-28T16:41:10.138+01:00,   0.879E-01,   8.30328, 358.66302
     90,2020-10-28T16:41:16.801+01:00,   0.879E-01,   9.18235, 370.84984
    100,2020-10-28T16:41:22.603+01:00,   0.879E-01,  10.06143, 381.29356
    200,2020-10-28T16:42:37.752+01:00,   0.879E-01,  18.85218, 519.93442
