,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-10-28T16:38:08.293+01:00,   0.125E+00,   0.12500,   2.80045
      2,2020-10-28T16:38:12.540+01:00,   0.125E+00,   0.25000,  11.15005
      3,2020-10-28T16:38:16.782+01:00,   0.125E+00,   0.37500,  19.46418
      4,2020-10-28T16:38:20.994+01:00,   0.125E+00,   0.50000,  27.77265
      5,2020-10-28T16:38:25.203+01:00,   0.125E+00,   0.62500,  36.07478
      6,2020-10-28T16:38:29.411+01:00,   0.125E+00,   0.75000,  44.37845
      7,2020-10-28T16:38:33.624+01:00,   0.125E+00,   0.87500,  52.69276
      8,2020-10-28T16:38:37.839+01:00,   0.125E+00,   1.00000,  61.01150
      9,2020-10-28T16:38:42.074+01:00,   0.125E+00,   1.12500,  69.33758
     10,2020-10-28T16:38:46.279+01:00,   0.125E+00,   1.25000,  77.63596
     20,2020-10-28T16:38:56.494+01:00,   0.112E+00,   2.47411,  96.92551
     30,2020-10-28T16:39:05.060+01:00,   0.993E-01,   3.58186, 112.90401
     40,2020-10-28T16:39:13.317+01:00,   0.993E-01,   4.57462, 128.24483
     50,2020-10-28T16:39:21.566+01:00,   0.993E-01,   5.56738, 143.59292
     60,2020-10-28T16:39:29.819+01:00,   0.993E-01,   6.56015, 158.95403
     70,2020-10-28T16:39:38.300+01:00,   0.889E-01,   7.46968, 174.75854
     80,2020-10-28T16:39:46.656+01:00,   0.889E-01,   8.35841, 190.25291
     90,2020-10-28T16:39:54.959+01:00,   0.889E-01,   9.24713, 205.64203
    100,2020-10-28T16:40:03.284+01:00,   0.889E-01,  10.13586, 221.09363
    200,2020-10-28T16:41:26.575+01:00,   0.889E-01,  19.02313, 375.96931
    300,2020-10-28T16:42:50.394+01:00,   0.889E-01,  27.91040, 531.17892
    400,2020-10-28T16:44:15.123+01:00,   0.889E-01,  36.79766, 686.83890
    500,2020-10-28T16:45:39.956+01:00,   0.799E-01,  44.96892, 842.96513
    600,2020-10-28T16:47:04.233+01:00,   0.799E-01,  52.96118, 997.90140
    689,2020-10-28T16:48:19.443+01:00,   0.564E-02,  60.00000,1136.95338
