,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-10-28T16:38:07.993+01:00,   0.125E+00,   0.12500,   3.24625
      2,2020-10-28T16:38:08.466+01:00,   0.125E+00,   0.25000,   4.08473
      3,2020-10-28T16:38:08.973+01:00,   0.125E+00,   0.37500,   4.94354
      4,2020-10-28T16:38:09.445+01:00,   0.125E+00,   0.50000,   5.78161
      5,2020-10-28T16:38:09.921+01:00,   0.125E+00,   0.62500,   6.62259
      6,2020-10-28T16:38:10.394+01:00,   0.125E+00,   0.75000,   7.46014
      7,2020-10-28T16:38:10.931+01:00,   0.125E+00,   0.87500,   8.36593
      8,2020-10-28T16:38:11.421+01:00,   0.125E+00,   1.00000,   9.23880
      9,2020-10-28T16:38:11.894+01:00,   0.125E+00,   1.12500,  10.07689
     10,2020-10-28T16:38:12.382+01:00,   0.125E+00,   1.25000,  10.92425
     20,2020-10-28T16:38:17.239+01:00,   0.112E+00,   2.47411,  19.48766
     30,2020-10-28T16:38:22.043+01:00,   0.993E-01,   3.58186,  27.99786
     40,2020-10-28T16:38:26.779+01:00,   0.993E-01,   4.57462,  36.38917
     50,2020-10-28T16:38:31.585+01:00,   0.993E-01,   5.56738,  44.81691
     60,2020-10-28T16:38:36.324+01:00,   0.993E-01,   6.56015,  53.18413
     70,2020-10-28T16:38:41.122+01:00,   0.889E-01,   7.46968,  61.68540
     80,2020-10-28T16:38:45.938+01:00,   0.889E-01,   8.35841,  70.14584
     90,2020-10-28T16:38:50.767+01:00,   0.889E-01,   9.24713,  78.63032
    100,2020-10-28T16:38:55.536+01:00,   0.889E-01,  10.13586,  87.02600
    200,2020-10-28T16:39:43.153+01:00,   0.889E-01,  19.02313, 171.07689
    300,2020-10-28T16:40:31.717+01:00,   0.889E-01,  27.91040, 255.98426
    400,2020-10-28T16:41:20.804+01:00,   0.889E-01,  36.79766, 341.47363
    500,2020-10-28T16:42:09.915+01:00,   0.799E-01,  44.96892, 426.97549
    600,2020-10-28T16:42:59.189+01:00,   0.799E-01,  52.96118, 512.30651
    689,2020-10-28T16:43:43.916+01:00,   0.564E-02,  60.00000, 589.20046
