s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 0.0000000E+000, 2.0896396E-003, 2.1388555E-003, 0.0000000E+000, 0.0000000E+000, 1.9430260E+000
 1.2500000E-001, 0.0000000E+000, 1.9784634E-003, 4.3368087E-019, 1.0000000E+000, 2.7936311E+000
 2.5000000E-001, 1.2435300E-001, 1.2435300E-001, 2.7755576E-017, 1.0000000E+000, 3.6306841E+000
 3.7500000E-001, 2.4491866E-001, 2.4491866E-001, 5.5511151E-017, 1.0000000E+000, 4.4680340E+000
 5.0000000E-001, 3.5835740E-001, 3.5835740E-001, 5.5511151E-017, 1.0000000E+000, 5.3280189E+000
 6.2500000E-001, 4.6211716E-001, 4.6211716E-001, 5.5511151E-017, 1.0000000E+000, 6.1670830E+000
 7.5000000E-001, 5.5459972E-001, 5.5459972E-001, 1.1102230E-016, 1.0000000E+000, 7.0063450E+000
 8.7500000E-001, 6.3514895E-001, 6.3514895E-001, 1.1102230E-016, 1.0000000E+000, 7.8520581E+000
 1.0000000E+000, 7.0390560E-001, 7.0390560E-001, 1.1102230E-016, 1.0000000E+000, 8.7851350E+000
 1.1250000E+000, 7.6159416E-001, 7.6159416E-001, 1.1102230E-016, 1.0000000E+000, 9.6234624E+000
 1.2500000E+000, 8.0930107E-001, 8.0930107E-001, 1.1102230E-016, 1.0000000E+000, 1.0470953E+001
 1.3750000E+000, 8.4828364E-001, 8.4828364E-001, 1.1102230E-016, 1.0000000E+000, 1.1336410E+001
 1.5000000E+000, 8.7982670E-001, 8.7982670E-001, 2.2204460E-016, 1.0000000E+000, 1.2172373E+001
 1.6250000E+000, 9.0514825E-001, 9.0514825E-001, 1.1102230E-016, 1.0000000E+000, 1.3007463E+001
 1.7500000E+000, 9.2534623E-001, 9.2534623E-001, 2.2204460E-016, 1.0000000E+000, 1.3891407E+001
 1.8750000E+000, 9.4137554E-001, 9.4137554E-001, 2.2204460E-016, 1.0000000E+000, 1.4726947E+001
 2.0000000E+000, 9.5404526E-001, 9.5404526E-001, 2.2204460E-016, 1.0000000E+000, 1.5564974E+001
 2.1250000E+000, 9.6402758E-001, 9.6402758E-001, 5.5511151E-017, 1.0000000E+000, 1.6400168E+001
 2.2500000E+000, 9.7187275E-001, 9.7187275E-001, 2.2204460E-016, 1.0000000E+000, 1.7236132E+001
 2.3620530E+000, 9.7187275E-001, 9.7187275E-001, 1.1102230E-016, 1.0000000E+000, 1.8196351E+001
 2.4741060E+000, 9.8239898E-001, 9.8239898E-001, 1.1102230E-016, 1.0000000E+000, 1.9034098E+001
 2.5861590E+000, 9.8590783E-001, 9.8590783E-001, 1.1102230E-016, 1.0000000E+000, 1.9877469E+001
 2.6982121E+000, 9.8872115E-001, 9.8872115E-001, 2.2204460E-016, 1.0000000E+000, 2.0718474E+001
 2.8102651E+000, 9.9097539E-001, 9.9097539E-001, 2.2204460E-016, 1.0000000E+000, 2.1557748E+001
 2.9223181E+000, 9.9278071E-001, 9.9278071E-001, 2.2204460E-016, 1.0000000E+000, 2.2391335E+001
 3.0343711E+000, 9.9422594E-001, 9.9422594E-001, 2.2204460E-016, 1.0000000E+000, 2.3227736E+001
 3.1464241E+000, 9.9538252E-001, 9.9538252E-001, 2.2204460E-016, 1.0000000E+000, 2.4062831E+001
 3.2584771E+000, 9.9630786E-001, 9.9630786E-001, 2.2204460E-016, 1.0000000E+000, 2.4898640E+001
 3.3705302E+000, 9.9704803E-001, 9.9704803E-001, 2.2204460E-016, 1.0000000E+000, 2.5742751E+001
