Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 2.731E+00, 1.060E+02, 3.974E+01, 1.064E+02, 1.129E+02, 2.864E+00, 9.166E+01, 0.000E+00, 4.832E+01, 0.000E+00, 1.160E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    1, 2.766E+00, 1.031E+02, 3.711E+01, 1.057E+02, 1.085E+02, 3.195E+00, 9.436E+01, 0.000E+00, 5.203E+01, 0.000E+00, 1.164E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    2, 1.911E+00, 9.841E+01, 3.764E+01, 1.036E+02, 1.109E+02, 3.312E+00, 1.014E+02, 0.000E+00, 5.169E+01, 0.000E+00, 1.162E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    3, 2.711E+00, 1.065E+02, 4.229E+01, 1.108E+02, 1.200E+02, 3.684E+00, 8.485E+01, 0.000E+00, 5.867E+01, 0.000E+00, 1.142E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    4, 2.402E+00, 1.075E+02, 4.064E+01, 1.114E+02, 1.162E+02, 3.456E+00, 8.726E+01, 0.000E+00, 4.992E+01, 0.000E+00, 1.152E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    5, 3.454E+00, 9.160E+01, 2.982E+01, 9.449E+01, 1.009E+02, 3.138E+00, 8.657E+01, 0.000E+00, 4.784E+01, 0.000E+00, 1.213E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    6, 3.043E+00, 1.030E+02, 3.357E+01, 1.032E+02, 1.060E+02, 3.344E+00, 9.470E+01, 0.000E+00, 5.585E+01, 0.000E+00, 1.168E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    7, 3.253E+00, 1.081E+02, 4.203E+01, 1.144E+02, 1.220E+02, 3.112E+00, 8.265E+01, 0.000E+00, 5.228E+01, 0.000E+00, 1.143E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    8, 2.790E+00, 1.052E+02, 3.767E+01, 1.037E+02, 1.116E+02, 2.963E+00, 9.232E+01, 0.000E+00, 4.654E+01, 0.000E+00, 1.168E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
    9, 2.366E+00, 1.028E+02, 3.560E+01, 1.053E+02, 1.098E+02, 3.392E+00, 9.296E+01, 0.000E+00, 5.351E+01, 0.000E+00, 1.166E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
   10, 3.081E+00, 1.051E+02, 3.932E+01, 1.139E+02, 1.169E+02, 3.110E+00, 8.616E+01, 0.000E+00, 5.482E+01, 0.000E+00, 1.149E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
   11, 2.794E+00, 1.102E+02, 4.235E+01, 1.102E+02, 1.160E+02, 3.213E+00, 9.488E+01, 0.000E+00, 5.311E+01, 0.000E+00, 1.138E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
   12, 2.690E+00, 1.110E+02, 3.861E+01, 1.090E+02, 1.159E+02, 3.676E+00, 8.700E+01, 0.000E+00, 5.001E+01, 0.000E+00, 1.153E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
   13, 3.727E+00, 1.060E+02, 3.778E+01, 1.070E+02, 1.145E+02, 3.252E+00, 8.398E+01, 0.000E+00, 5.121E+01, 0.000E+00, 1.164E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
   14, 2.950E+00, 1.082E+02, 4.165E+01, 1.121E+02, 1.133E+02, 3.256E+00, 9.472E+01, 0.000E+00, 5.219E+01, 0.000E+00, 1.143E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
   15, 3.555E+00, 1.127E+02, 3.817E+01, 1.092E+02, 1.124E+02, 3.262E+00, 7.758E+01, 0.000E+00, 5.353E+01, 0.000E+00, 1.161E+03, 0.000E+00, 0.000E+00, 0.000E+00, 1.671E+03
