Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 2.305E+01, 9.467E+00, 6.808E+00, 1.654E+01, 2.083E+02, 3.378E-01, 3.307E+00, 0.000E+00, 5.244E+00, 0.000E+00, 5.042E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.235E+02
    1, 2.357E+01, 9.278E+00, 6.805E+00, 1.677E+01, 2.068E+02, 3.348E-01, 3.453E+00, 0.000E+00, 4.116E+00, 0.000E+00, 5.235E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.235E+02
    2, 2.297E+01, 1.088E+01, 7.406E+00, 1.757E+01, 2.075E+02, 2.804E-01, 2.928E+00, 0.000E+00, 5.442E+00, 0.000E+00, 4.848E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.235E+02
    3, 2.302E+01, 9.620E+00, 6.673E+00, 1.688E+01, 2.083E+02, 3.221E-01, 2.929E+00, 0.000E+00, 4.607E+00, 0.000E+00, 5.112E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.235E+02
