Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 7.876E+00, 2.674E-01, 1.024E-01, 4.728E-01, 6.720E+00, 1.646E-01, 3.404E+00, 0.000E+00, 1.801E-01, 0.000E+00, 5.308E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.972E+01
    1, 8.190E+00, 2.612E-01, 1.072E-01, 4.649E-01, 6.714E+00, 1.526E-01, 3.009E+00, 0.000E+00, 1.738E-01, 0.000E+00, 6.454E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.972E+01
    2, 7.140E+00, 2.597E-01, 1.077E-01, 4.631E-01, 6.713E+00, 1.549E-01, 4.068E+00, 0.000E+00, 1.714E-01, 0.000E+00, 6.399E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.972E+01
    3, 8.382E+00, 2.619E-01, 1.066E-01, 4.446E-01, 6.718E+00, 1.575E-01, 2.826E+00, 0.000E+00, 1.740E-01, 0.000E+00, 6.484E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.972E+01
    4, 8.090E+00, 2.575E-01, 9.875E-02, 4.537E-01, 6.721E+00, 1.585E-01, 3.125E+00, 0.000E+00, 1.681E-01, 0.000E+00, 6.464E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.972E+01
    5, 8.152E+00, 2.514E-01, 1.065E-01, 4.501E-01, 6.712E+00, 1.454E-01, 3.048E+00, 0.000E+00, 1.711E-01, 0.000E+00, 6.825E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.972E+01
    6, 7.966E+00, 2.684E-01, 1.093E-01, 4.588E-01, 6.713E+00, 1.519E-01, 3.245E+00, 0.000E+00, 1.705E-01, 0.000E+00, 6.351E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.972E+01
    7, 8.009E+00, 3.237E-01, 1.174E-01, 4.837E-01, 6.730E+00, 1.885E-01, 3.205E+00, 0.000E+00, 2.227E-01, 0.000E+00, 4.383E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.972E+01
