s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
Time,"Pres 1","Pres 2","Pres 3","Temp 1","Temp 2","Temp 3","Dens 1","Dens 2","Dens 3"
 1.6625675E+002, 4.9841004E+004, 4.9841005E+004, 4.9841005E+004, 5.4539415E+001, 5.4478869E+001, 5.4422465E+001, 1.5952369E+000, 1.5955317E+000, 1.5958065E+000
 1.6681015E+002, 4.9841003E+004, 4.9841004E+004, 4.9841004E+004, 5.4552234E+001, 5.4476690E+001, 5.4434547E+001, 1.5951745E+000, 1.5955424E+000, 1.5957476E+000
 1.6744260E+002, 4.9841003E+004, 4.9841003E+004, 4.9841003E+004, 5.4563902E+001, 5.4474309E+001, 5.4446258E+001, 1.5951177E+000, 1.5955539E+000, 1.5956906E+000
 1.6807506E+002, 4.9841002E+004, 4.9841003E+004, 4.9841003E+004, 5.4575608E+001, 5.4472110E+001, 5.4457874E+001, 1.5950608E+000, 1.5955646E+000, 1.5956340E+000
 1.6862846E+002, 4.9841001E+004, 4.9841002E+004, 4.9841002E+004, 5.4585847E+001, 5.4469654E+001, 5.4467830E+001, 1.5950109E+000, 1.5955766E+000, 1.5955855E+000
 1.6926091E+002, 4.9841001E+004, 4.9841002E+004, 4.9841001E+004, 5.4595300E+001, 5.4466480E+001, 5.4474411E+001, 1.5949649E+000, 1.5955921E+000, 1.5955534E+000
 1.6981431E+002, 4.9841000E+004, 4.9841001E+004, 4.9841001E+004, 5.4604096E+001, 5.4462703E+001, 5.4477975E+001, 1.5949221E+000, 1.5956104E+000, 1.5955361E+000
 1.7044677E+002, 4.9841000E+004, 4.9841001E+004, 4.9841000E+004, 5.4612235E+001, 5.4458567E+001, 5.4480024E+001, 1.5948825E+000, 1.5956306E+000, 1.5955261E+000
 1.7100016E+002, 4.9840999E+004, 4.9841000E+004, 4.9840999E+004, 5.4619328E+001, 5.4454375E+001, 5.4480716E+001, 1.5948480E+000, 1.5956510E+000, 1.5955227E+000
 1.7163262E+002, 4.9840999E+004, 4.9841000E+004, 4.9840999E+004, 5.4625429E+001, 5.4450298E+001, 5.4480287E+001, 1.5948183E+000, 1.5956708E+000, 1.5955248E+000
 1.7226508E+002, 4.9840999E+004, 4.9840999E+004, 4.9840999E+004, 5.4631053E+001, 5.4446586E+001, 5.4479668E+001, 1.5947909E+000, 1.5956889E+000, 1.5955278E+000
 1.7281847E+002, 4.9840998E+004, 4.9840999E+004, 4.9840998E+004, 5.4635473E+001, 5.4444001E+001, 5.4478948E+001, 1.5947694E+000, 1.5957015E+000, 1.5955313E+000
 1.7345093E+002, 4.9840998E+004, 4.9840999E+004, 4.9840998E+004, 5.4639100E+001, 5.4442307E+001, 5.4478164E+001, 1.5947518E+000, 1.5957098E+000, 1.5955351E+000
 1.7400433E+002, 4.9840998E+004, 4.9840999E+004, 4.9840998E+004, 5.4642230E+001, 5.4441402E+001, 5.4476469E+001, 1.5947365E+000, 1.5957142E+000, 1.5955434E+000
 1.7463678E+002, 4.9840998E+004, 4.9840999E+004, 4.9840998E+004, 5.4644811E+001, 5.4441064E+001, 5.4473891E+001, 1.5947240E+000, 1.5957158E+000, 1.5955559E+000
 1.7526924E+002, 4.9840998E+004, 4.9840999E+004, 4.9840998E+004, 5.4646862E+001, 5.4441162E+001, 5.4470506E+001, 1.5947140E+000, 1.5957153E+000, 1.5955724E+000
 1.7582264E+002, 4.9840998E+004, 4.9840999E+004, 4.9840998E+004, 5.4647975E+001, 5.4441883E+001, 5.4467141E+001, 1.5947086E+000, 1.5957118E+000, 1.5955888E+000
 1.7645509E+002, 4.9840998E+004, 4.9840999E+004, 4.9840998E+004, 5.4648367E+001, 5.4446453E+001, 5.4463793E+001, 1.5947067E+000, 1.5956896E+000, 1.5956051E+000
 1.7700849E+002, 4.9840999E+004, 4.9840999E+004, 4.9840998E+004, 5.4648432E+001, 5.4457032E+001, 5.4460410E+001, 1.5947064E+000, 1.5956380E+000, 1.5956216E+000
 1.7764095E+002, 4.9840999E+004, 4.9841000E+004, 4.9840998E+004, 5.4648590E+001, 5.4470763E+001, 5.4456813E+001, 1.5947056E+000, 1.5955712E+000, 1.5956391E+000
 1.7827340E+002, 4.9840999E+004, 4.9841000E+004, 4.9840999E+004, 5.4648574E+001, 5.4484721E+001, 5.4451778E+001, 1.5947057E+000, 1.5955032E+000, 1.5956636E+000
 1.7882680E+002, 4.9840999E+004, 4.9841000E+004, 4.9840999E+004, 5.4648143E+001, 5.4495355E+001, 5.4444816E+001, 1.5947078E+000, 1.5954514E+000, 1.5956975E+000
 1.7945926E+002, 4.9841000E+004, 4.9841000E+004, 4.9840999E+004, 5.4647194E+001, 5.4503530E+001, 5.4435559E+001, 1.5947124E+000, 1.5954116E+000, 1.5957426E+000
 1.8001266E+002, 4.9841000E+004, 4.9841000E+004, 4.9840999E+004, 5.4646022E+001, 5.4510227E+001, 5.4426227E+001, 1.5947181E+000, 1.5953790E+000, 1.5957881E+000
 1.8064511E+002, 4.9841000E+004, 4.9841001E+004, 4.9840999E+004, 5.4644857E+001, 5.4515599E+001, 5.4417830E+001, 1.5947238E+000, 1.5953528E+000, 1.5958290E+000
 1.8127757E+002, 4.9841000E+004, 4.9841001E+004, 4.9840999E+004, 5.4643642E+001, 5.4517605E+001, 5.4410082E+001, 1.5947297E+000, 1.5953431E+000, 1.5958668E+000
 1.8183097E+002, 4.9841000E+004, 4.9841001E+004, 4.9840999E+004, 5.4642560E+001, 5.4515208E+001, 5.4404918E+001, 1.5947349E+000, 1.5953547E+000, 1.5958919E+000
 1.8246342E+002, 4.9841000E+004, 4.9841000E+004, 4.9840999E+004, 5.4641593E+001, 5.4507438E+001, 5.4402175E+001, 1.5947396E+000, 1.5953926E+000, 1.5959053E+000
 1.8301682E+002, 4.9841000E+004, 4.9841000E+004, 4.9840999E+004, 5.4640774E+001, 5.4496449E+001, 5.4401455E+001, 1.5947436E+000, 1.5954461E+000, 1.5959088E+000
 1.8364928E+002, 4.9841000E+004, 4.9841000E+004, 4.9840999E+004, 5.4640130E+001, 5.4485072E+001, 5.4401670E+001, 1.5947467E+000, 1.5955015E+000, 1.5959077E+000
 1.8420267E+002, 4.9840999E+004, 4.9841000E+004, 4.9840999E+004, 5.4639656E+001, 5.4474981E+001, 5.4402090E+001, 1.5947491E+000, 1.5955506E+000, 1.5959057E+000
 1.8483513E+002, 4.9840999E+004, 4.9840999E+004, 4.9840998E+004, 5.4639350E+001, 5.4468100E+001, 5.4402777E+001, 1.5947505E+000, 1.5955841E+000, 1.5959023E+000
 1.8546758E+002, 4.9840999E+004, 4.9840999E+004, 4.9840998E+004, 5.4639180E+001, 5.4463364E+001, 5.4403898E+001, 1.5947514E+000, 1.5956072E+000, 1.5958969E+000
 1.8602098E+002, 4.9840999E+004, 4.9840999E+004, 4.9840998E+004, 5.4639146E+001, 5.4460569E+001, 5.4404579E+001, 1.5947515E+000, 1.5956208E+000, 1.5958936E+000
 1.8665344E+002, 4.9840998E+004, 4.9840998E+004, 4.9840997E+004, 5.4639204E+001, 5.4458872E+001, 5.4404482E+001, 1.5947512E+000, 1.5956291E+000, 1.5958940E+000
 1.8720684E+002, 4.9840998E+004, 4.9840998E+004, 4.9840997E+004, 5.4639324E+001, 5.4457957E+001, 5.4403638E+001, 1.5947506E+000, 1.5956335E+000, 1.5958981E+000
 1.8783929E+002, 4.9840998E+004, 4.9840998E+004, 4.9840997E+004, 5.4639513E+001, 5.4457579E+001, 5.4401653E+001, 1.5947497E+000, 1.5956354E+000, 1.5959078E+000
 1.8847175E+002, 4.9840998E+004, 4.9840998E+004, 4.9840996E+004, 5.4639787E+001, 5.4457646E+001, 5.4398626E+001, 1.5947484E+000, 1.5956350E+000, 1.5959225E+000
 1.8902515E+002, 4.9840998E+004, 4.9840998E+004, 4.9840996E+004, 5.4640096E+001, 5.4457818E+001, 5.4395032E+001, 1.5947469E+000, 1.5956342E+000, 1.5959401E+000
 1.8965760E+002, 4.9840998E+004, 4.9840998E+004, 4.9840996E+004, 5.4640453E+001, 5.4458292E+001, 5.4391190E+001, 1.5947452E+000, 1.5956319E+000, 1.5959588E+000
 1.9021100E+002, 4.9840998E+004, 4.9840998E+004, 4.9840997E+004, 5.4640869E+001, 5.4459089E+001, 5.4388009E+001, 1.5947431E+000, 1.5956280E+000, 1.5959743E+000
 1.9084346E+002, 4.9840998E+004, 4.9840998E+004, 4.9840997E+004, 5.4641360E+001, 5.4460005E+001, 5.4385563E+001, 1.5947407E+000, 1.5956235E+000, 1.5959862E+000
 1.9147591E+002, 4.9840999E+004, 4.9840998E+004, 4.9840997E+004, 5.4641977E+001, 5.4460893E+001, 5.4383706E+001, 1.5947377E+000, 1.5956192E+000, 1.5959952E+000
 1.9202931E+002, 4.9840999E+004, 4.9840999E+004, 4.9840998E+004, 5.4642652E+001, 5.4461385E+001, 5.4382894E+001, 1.5947345E+000, 1.5956168E+000, 1.5959992E+000
 1.9266177E+002, 4.9841000E+004, 4.9840999E+004, 4.9840998E+004, 5.4643432E+001, 5.4461496E+001, 5.4382818E+001, 1.5947307E+000, 1.5956163E+000, 1.5959996E+000
 1.9321517E+002, 4.9841000E+004, 4.9841000E+004, 4.9840999E+004, 5.4644318E+001, 5.4461178E+001, 5.4382756E+001, 1.5947264E+000, 1.5956179E+000, 1.5959999E+000
 1.9384762E+002, 4.9841001E+004, 4.9841001E+004, 4.9841000E+004, 5.4645319E+001, 5.4460612E+001, 5.4382690E+001, 1.5947215E+000, 1.5956206E+000, 1.5960002E+000
 1.9440102E+002, 4.9841002E+004, 4.9841002E+004, 4.9841001E+004, 5.4646410E+001, 5.4460015E+001, 5.4382704E+001, 1.5947162E+000, 1.5956235E+000, 1.5960002E+000
 1.9503347E+002, 4.9841003E+004, 4.9841003E+004, 4.9841002E+004, 5.4647562E+001, 5.4459492E+001, 5.4382862E+001, 1.5947106E+000, 1.5956261E+000, 1.5959994E+000
 1.9566593E+002, 4.9841004E+004, 4.9841004E+004, 4.9841003E+004, 5.4648825E+001, 5.4459150E+001, 5.4383192E+001, 1.5947045E+000, 1.5956278E+000, 1.5959978E+000
 1.9621933E+002, 4.9841005E+004, 4.9841004E+004, 4.9841004E+004, 5.4650022E+001, 5.4459034E+001, 5.4383638E+001, 1.5946987E+000, 1.5956283E+000, 1.5959956E+000
 1.9685178E+002, 4.9841006E+004, 4.9841005E+004, 4.9841005E+004, 5.4651232E+001, 5.4459111E+001, 5.4384799E+001, 1.5946928E+000, 1.5956280E+000, 1.5959900E+000
 1.9740518E+002, 4.9841007E+004, 4.9841006E+004, 4.9841006E+004, 5.4652417E+001, 5.4459481E+001, 5.4386848E+001, 1.5946870E+000, 1.5956262E+000, 1.5959800E+000
 1.9803764E+002, 4.9841008E+004, 4.9841007E+004, 4.9841007E+004, 5.4653457E+001, 5.4459916E+001, 5.4389620E+001, 1.5946820E+000, 1.5956241E+000, 1.5959665E+000
 1.9867009E+002, 4.9841009E+004, 4.9841008E+004, 4.9841008E+004, 5.4654299E+001, 5.4460289E+001, 5.4394823E+001, 1.5946779E+000, 1.5956223E+000, 1.5959412E+000
 1.9922349E+002, 4.9841010E+004, 4.9841009E+004, 4.9841009E+004, 5.4654822E+001, 5.4460605E+001, 5.4402298E+001, 1.5946754E+000, 1.5956207E+000, 1.5959048E+000
 1.9985595E+002, 4.9841011E+004, 4.9841010E+004, 4.9841010E+004, 5.4655194E+001, 5.4460890E+001, 5.4410097E+001, 1.5946736E+000, 1.5956194E+000, 1.5958668E+000
 2.0040935E+002, 4.9841012E+004, 4.9841011E+004, 4.9841011E+004, 5.4655548E+001, 5.4461129E+001, 5.4417326E+001, 1.5946719E+000, 1.5956182E+000, 1.5958316E+000
 2.0104180E+002, 4.9841012E+004, 4.9841012E+004, 4.9841012E+004, 5.4655888E+001, 5.4461392E+001, 5.4423958E+001, 1.5946702E+000, 1.5956169E+000, 1.5957993E+000
 2.0167426E+002, 4.9841013E+004, 4.9841013E+004, 4.9841013E+004, 5.4656219E+001, 5.4461631E+001, 5.4429926E+001, 1.5946686E+000, 1.5956158E+000, 1.5957702E+000
 2.0222766E+002, 4.9841014E+004, 4.9841014E+004, 4.9841014E+004, 5.4656448E+001, 5.4461719E+001, 5.4434214E+001, 1.5946675E+000, 1.5956154E+000, 1.5957493E+000
 2.0286011E+002, 4.9841015E+004, 4.9841014E+004, 4.9841014E+004, 5.4656490E+001, 5.4461613E+001, 5.4436550E+001, 1.5946673E+000, 1.5956159E+000, 1.5957380E+000
 2.0341351E+002, 4.9841016E+004, 4.9841015E+004, 4.9841015E+004, 5.4656109E+001, 5.4461382E+001, 5.4438004E+001, 1.5946692E+000, 1.5956170E+000, 1.5957309E+000
 2.0404597E+002, 4.9841017E+004, 4.9841016E+004, 4.9841016E+004, 5.4655187E+001, 5.4461133E+001, 5.4439895E+001, 1.5946737E+000, 1.5956182E+000, 1.5957217E+000
 2.0467842E+002, 4.9841017E+004, 4.9841017E+004, 4.9841017E+004, 5.4653672E+001, 5.4460895E+001, 5.4441872E+001, 1.5946811E+000, 1.5956194E+000, 1.5957121E+000
 2.0523182E+002, 4.9841018E+004, 4.9841018E+004, 4.9841017E+004, 5.4651736E+001, 5.4460684E+001, 5.4442699E+001, 1.5946905E+000, 1.5956205E+000, 1.5957081E+000
 2.0586428E+002, 4.9841019E+004, 4.9841019E+004, 4.9841018E+004, 5.4649123E+001, 5.4460446E+001, 5.4442325E+001, 1.5947032E+000, 1.5956216E+000, 1.5957099E+000
 2.0641767E+002, 4.9841020E+004, 4.9841020E+004, 4.9841019E+004, 5.4645844E+001, 5.4460240E+001, 5.4441650E+001, 1.5947192E+000, 1.5956226E+000, 1.5957132E+000
 2.0705013E+002, 4.9841021E+004, 4.9841021E+004, 4.9841020E+004, 5.4641904E+001, 5.4460107E+001, 5.4439920E+001, 1.5947383E+000, 1.5956233E+000, 1.5957216E+000
 2.0760353E+002, 4.9841022E+004, 4.9841022E+004, 4.9841021E+004, 5.4637420E+001, 5.4460044E+001, 5.4438036E+001, 1.5947602E+000, 1.5956236E+000, 1.5957308E+000
 2.0823598E+002, 4.9841023E+004, 4.9841023E+004, 4.9841021E+004, 5.4633002E+001, 5.4460061E+001, 5.4437139E+001, 1.5947817E+000, 1.5956235E+000, 1.5957352E+000
 2.0886844E+002, 4.9841024E+004, 4.9841024E+004, 4.9841022E+004, 5.4628776E+001, 5.4460180E+001, 5.4437412E+001, 1.5948022E+000, 1.5956230E+000, 1.5957339E+000
 2.0942184E+002, 4.9841025E+004, 4.9841025E+004, 4.9841024E+004, 5.4625349E+001, 5.4460376E+001, 5.4437546E+001, 1.5948189E+000, 1.5956220E+000, 1.5957332E+000
 2.1005429E+002, 4.9841026E+004, 4.9841026E+004, 4.9841025E+004, 5.4622223E+001, 5.4460641E+001, 5.4437394E+001, 1.5948342E+000, 1.5956207E+000, 1.5957340E+000
 2.1060769E+002, 4.9841027E+004, 4.9841027E+004, 4.9841026E+004, 5.4619296E+001, 5.4460960E+001, 5.4437160E+001, 1.5948484E+000, 1.5956192E+000, 1.5957351E+000
 2.1124015E+002, 4.9841028E+004, 4.9841028E+004, 4.9841027E+004, 5.4616575E+001, 5.4461325E+001, 5.4437020E+001, 1.5948617E+000, 1.5956174E+000, 1.5957358E+000
 2.1187260E+002, 4.9841030E+004, 4.9841030E+004, 4.9841029E+004, 5.4614203E+001, 5.4461749E+001, 5.4437303E+001, 1.5948732E+000, 1.5956154E+000, 1.5957345E+000
 2.1242600E+002, 4.9841031E+004, 4.9841031E+004, 4.9841030E+004, 5.4612950E+001, 5.4462163E+001, 5.4437722E+001, 1.5948793E+000, 1.5956134E+000, 1.5957324E+000
 2.1305846E+002, 4.9841033E+004, 4.9841033E+004, 4.9841032E+004, 5.4612569E+001, 5.4462576E+001, 5.4438075E+001, 1.5948812E+000, 1.5956114E+000, 1.5957307E+000
 2.1361186E+002, 4.9841034E+004, 4.9841034E+004, 4.9841033E+004, 5.4612745E+001, 5.4462988E+001, 5.4438284E+001, 1.5948804E+000, 1.5956094E+000, 1.5957297E+000
 2.1424431E+002, 4.9841036E+004, 4.9841036E+004, 4.9841035E+004, 5.4613457E+001, 5.4463404E+001, 5.4438305E+001, 1.5948769E+000, 1.5956074E+000, 1.5957296E+000
 2.1487677E+002, 4.9841038E+004, 4.9841037E+004, 4.9841037E+004, 5.4614960E+001, 5.4463850E+001, 5.4438132E+001, 1.5948696E+000, 1.5956052E+000, 1.5957305E+000
 2.1543017E+002, 4.9841039E+004, 4.9841039E+004, 4.9841039E+004, 5.4617673E+001, 5.4464270E+001, 5.4437824E+001, 1.5948564E+000, 1.5956032E+000, 1.5957320E+000
 2.1606262E+002, 4.9841041E+004, 4.9841041E+004, 4.9841041E+004, 5.4621611E+001, 5.4464689E+001, 5.4437505E+001, 1.5948373E+000, 1.5956012E+000, 1.5957336E+000
 2.1661602E+002, 4.9841043E+004, 4.9841043E+004, 4.9841043E+004, 5.4626457E+001, 5.4465101E+001, 5.4437201E+001, 1.5948137E+000, 1.5955992E+000, 1.5957351E+000
 2.1724848E+002, 4.9841045E+004, 4.9841044E+004, 4.9841045E+004, 5.4631332E+001, 5.4465533E+001, 5.4436950E+001, 1.5947900E+000, 1.5955971E+000, 1.5957363E+000
 2.1780187E+002, 4.9841046E+004, 4.9841046E+004, 4.9841047E+004, 5.4635446E+001, 5.4466022E+001, 5.4436729E+001, 1.5947700E+000, 1.5955948E+000, 1.5957374E+000
 2.1843433E+002, 4.9841048E+004, 4.9841048E+004, 4.9841049E+004, 5.4638758E+001, 5.4466567E+001, 5.4436508E+001, 1.5947539E+000, 1.5955921E+000, 1.5957385E+000
 2.1906678E+002, 4.9841050E+004, 4.9841050E+004, 4.9841051E+004, 5.4641182E+001, 5.4467195E+001, 5.4436379E+001, 1.5947422E+000, 1.5955891E+000, 1.5957392E+000
 2.1962018E+002, 4.9841052E+004, 4.9841052E+004, 4.9841053E+004, 5.4641855E+001, 5.4467812E+001, 5.4436324E+001, 1.5947389E+000, 1.5955861E+000, 1.5957395E+000
 2.2025264E+002, 4.9841054E+004, 4.9841054E+004, 4.9841055E+004, 5.4640308E+001, 5.4468448E+001, 5.4436216E+001, 1.5947465E+000, 1.5955830E+000, 1.5957400E+000
 2.2080604E+002, 4.9841056E+004, 4.9841056E+004, 4.9841057E+004, 5.4636660E+001, 5.4469087E+001, 5.4436135E+001, 1.5947642E+000, 1.5955799E+000, 1.5957404E+000
 2.2143849E+002, 4.9841058E+004, 4.9841058E+004, 4.9841059E+004, 5.4631739E+001, 5.4469669E+001, 5.4436146E+001, 1.5947882E+000, 1.5955771E+000, 1.5957404E+000
 2.2207095E+002, 4.9841060E+004, 4.9841060E+004, 4.9841061E+004, 5.4625693E+001, 5.4470174E+001, 5.4436215E+001, 1.5948176E+000, 1.5955747E+000, 1.5957401E+000
 2.2262435E+002, 4.9841062E+004, 4.9841062E+004, 4.9841063E+004, 5.4619166E+001, 5.4470573E+001, 5.4436402E+001, 1.5948494E+000, 1.5955728E+000, 1.5957392E+000
 2.2325680E+002, 4.9841063E+004, 4.9841063E+004, 4.9841065E+004, 5.4612246E+001, 5.4471017E+001, 5.4436652E+001, 1.5948831E+000, 1.5955706E+000, 1.5957380E+000
 2.2381020E+002, 4.9841065E+004, 4.9841065E+004, 4.9841066E+004, 5.4606485E+001, 5.4471312E+001, 5.4436897E+001, 1.5949111E+000, 1.5955692E+000, 1.5957368E+000
 2.2444266E+002, 4.9841067E+004, 4.9841067E+004, 4.9841068E+004, 5.4601946E+001, 5.4471319E+001, 5.4437146E+001, 1.5949333E+000, 1.5955692E+000, 1.5957356E+000
 2.2507511E+002, 4.9841069E+004, 4.9841068E+004, 4.9841070E+004, 5.4598278E+001, 5.4471113E+001, 5.4437436E+001, 1.5949511E+000, 1.5955702E+000, 1.5957342E+000
 2.2562851E+002, 4.9841070E+004, 4.9841070E+004, 4.9841071E+004, 5.4595983E+001, 5.4470760E+001, 5.4437756E+001, 1.5949623E+000, 1.5955719E+000, 1.5957327E+000
 2.2626097E+002, 4.9841071E+004, 4.9841071E+004, 4.9841072E+004, 5.4594593E+001, 5.4470193E+001, 5.4438136E+001, 1.5949691E+000, 1.5955747E+000, 1.5957308E+000
 2.2681437E+002, 4.9841073E+004, 4.9841073E+004, 4.9841074E+004, 5.4593667E+001, 5.4469295E+001, 5.4438574E+001, 1.5949736E+000, 1.5955791E+000, 1.5957287E+000
 2.2744682E+002, 4.9841074E+004, 4.9841074E+004, 4.9841075E+004, 5.4593075E+001, 5.4468150E+001, 5.4439111E+001, 1.5949765E+000, 1.5955847E+000, 1.5957261E+000
 2.2800022E+002, 4.9841075E+004, 4.9841075E+004, 4.9841076E+004, 5.4592706E+001, 5.4466898E+001, 5.4439959E+001, 1.5949783E+000, 1.5955908E+000, 1.5957220E+000
 2.2863267E+002, 4.9841076E+004, 4.9841076E+004, 4.9841077E+004, 5.4592394E+001, 5.4465650E+001, 5.4441169E+001, 1.5949798E+000, 1.5955969E+000, 1.5957161E+000
 2.2926513E+002, 4.9841077E+004, 4.9841077E+004, 4.9841078E+004, 5.4591958E+001, 5.4464365E+001, 5.4442781E+001, 1.5949820E+000, 1.5956031E+000, 1.5957083E+000
 2.2981853E+002, 4.9841078E+004, 4.9841078E+004, 4.9841079E+004, 5.4591541E+001, 5.4463199E+001, 5.4444514E+001, 1.5949840E+000, 1.5956088E+000, 1.5956998E+000
 2.3045098E+002, 4.9841079E+004, 4.9841078E+004, 4.9841079E+004, 5.4591307E+001, 5.4462059E+001, 5.4446322E+001, 1.5949851E+000, 1.5956144E+000, 1.5956910E+000
 2.3100438E+002, 4.9841079E+004, 4.9841079E+004, 4.9841080E+004, 5.4590894E+001, 5.4460986E+001, 5.4448148E+001, 1.5949872E+000, 1.5956196E+000, 1.5956822E+000
 2.3163684E+002, 4.9841080E+004, 4.9841080E+004, 4.9841080E+004, 5.4589951E+001, 5.4460145E+001, 5.4449968E+001, 1.5949918E+000, 1.5956237E+000, 1.5956733E+000
 2.3226929E+002, 4.9841080E+004, 4.9841080E+004, 4.9841081E+004, 5.4588638E+001, 5.4459816E+001, 5.4451875E+001, 1.5949982E+000, 1.5956253E+000, 1.5956640E+000
 2.3282269E+002, 4.9841081E+004, 4.9841080E+004, 4.9841081E+004, 5.4587316E+001, 5.4460011E+001, 5.4453608E+001, 1.5950046E+000, 1.5956244E+000, 1.5956556E+000
 2.3345515E+002, 4.9841081E+004, 4.9841081E+004, 4.9841082E+004, 5.4585943E+001, 5.4460341E+001, 5.4455312E+001, 1.5950113E+000, 1.5956228E+000, 1.5956473E+000
 2.3400855E+002, 4.9841081E+004, 4.9841081E+004, 4.9841082E+004, 5.4584315E+001, 5.4460747E+001, 5.4456997E+001, 1.5950192E+000, 1.5956208E+000, 1.5956391E+000
 2.3464100E+002, 4.9841081E+004, 4.9841081E+004, 4.9841082E+004, 5.4582117E+001, 5.4461252E+001, 5.4458610E+001, 1.5950299E+000, 1.5956184E+000, 1.5956312E+000
 2.3527346E+002, 4.9841081E+004, 4.9841081E+004, 4.9841082E+004, 5.4578848E+001, 5.4461926E+001, 5.4460219E+001, 1.5950458E+000, 1.5956151E+000, 1.5956234E+000
 2.3582686E+002, 4.9841081E+004, 4.9841081E+004, 4.9841082E+004, 5.4574665E+001, 5.4462805E+001, 5.4461604E+001, 1.5950662E+000, 1.5956108E+000, 1.5956166E+000
 2.3645931E+002, 4.9841081E+004, 4.9841080E+004, 4.9841082E+004, 5.4569158E+001, 5.4464075E+001, 5.4462863E+001, 1.5950930E+000, 1.5956046E+000, 1.5956105E+000
 2.3701271E+002, 4.9841081E+004, 4.9841080E+004, 4.9841081E+004, 5.4562617E+001, 5.4466019E+001, 5.4464004E+001, 1.5951248E+000, 1.5955951E+000, 1.5956049E+000
 2.3764517E+002, 4.9841080E+004, 4.9841080E+004, 4.9841081E+004, 5.4555566E+001, 5.4469282E+001, 5.4465036E+001, 1.5951591E+000, 1.5955792E+000, 1.5955999E+000
 2.3827762E+002, 4.9841080E+004, 4.9841079E+004, 4.9841081E+004, 5.4547609E+001, 5.4474183E+001, 5.4466046E+001, 1.5951979E+000, 1.5955554E+000, 1.5955950E+000
 2.3883102E+002, 4.9841079E+004, 4.9841079E+004, 4.9841080E+004, 5.4539855E+001, 5.4479896E+001, 5.4466965E+001, 1.5952356E+000, 1.5955275E+000, 1.5955905E+000
 2.3946348E+002, 4.9841079E+004, 4.9841078E+004, 4.9841080E+004, 5.4532016E+001, 5.4486349E+001, 5.4468068E+001, 1.5952738E+000, 1.5954961E+000, 1.5955851E+000
 2.4001687E+002, 4.9841079E+004, 4.9841078E+004, 4.9841079E+004, 5.4524064E+001, 5.4493325E+001, 5.4469404E+001, 1.5953125E+000, 1.5954621E+000, 1.5955786E+000
 2.4064933E+002, 4.9841078E+004, 4.9841078E+004, 4.9841079E+004, 5.4516115E+001, 5.4500742E+001, 5.4470981E+001, 1.5953512E+000, 1.5954260E+000, 1.5955709E+000
 2.4120273E+002, 4.9841078E+004, 4.9841077E+004, 4.9841078E+004, 5.4508423E+001, 5.4508662E+001, 5.4472816E+001, 1.5953886E+000, 1.5953874E+000, 1.5955620E+000
 2.4183518E+002, 4.9841077E+004, 4.9841077E+004, 4.9841078E+004, 5.4501312E+001, 5.4516938E+001, 5.4474918E+001, 1.5954232E+000, 1.5953471E+000, 1.5955518E+000
 2.4246764E+002, 4.9841077E+004, 4.9841076E+004, 4.9841077E+004, 5.4494525E+001, 5.4526107E+001, 5.4477394E+001, 1.5954563E+000, 1.5953025E+000, 1.5955397E+000
 2.4302104E+002, 4.9841076E+004, 4.9841076E+004, 4.9841077E+004, 5.4488946E+001, 5.4535057E+001, 5.4480001E+001, 1.5954834E+000, 1.5952589E+000, 1.5955270E+000
 2.4365349E+002, 4.9841076E+004, 4.9841075E+004, 4.9841076E+004, 5.4484199E+001, 5.4544107E+001, 5.4482987E+001, 1.5955065E+000, 1.5952149E+000, 1.5955124E+000
 2.4420689E+002, 4.9841076E+004, 4.9841075E+004, 4.9841076E+004, 5.4480219E+001, 5.4552761E+001, 5.4486312E+001, 1.5955259E+000, 1.5951727E+000, 1.5954962E+000
 2.4483935E+002, 4.9841075E+004, 4.9841074E+004, 4.9841076E+004, 5.4476835E+001, 5.4560818E+001, 5.4490108E+001, 1.5955424E+000, 1.5951335E+000, 1.5954778E+000
 2.4547180E+002, 4.9841075E+004, 4.9841074E+004, 4.9841075E+004, 5.4473622E+001, 5.4568760E+001, 5.4494781E+001, 1.5955580E+000, 1.5950948E+000, 1.5954550E+000
 2.4602520E+002, 4.9841074E+004, 4.9841074E+004, 4.9841075E+004, 5.4470965E+001, 5.4575568E+001, 5.4499695E+001, 1.5955710E+000, 1.5950617E+000, 1.5954311E+000
 2.4665766E+002, 4.9841074E+004, 4.9841073E+004, 4.9841074E+004, 5.4468684E+001, 5.4581737E+001, 5.4504668E+001, 1.5955821E+000, 1.5950317E+000, 1.5954068E+000
 2.4721106E+002, 4.9841073E+004, 4.9841073E+004, 4.9841074E+004, 5.4466890E+001, 5.4587336E+001, 5.4509563E+001, 1.5955908E+000, 1.5950044E+000, 1.5953830E+000
 2.4784351E+002, 4.9841073E+004, 4.9841072E+004, 4.9841073E+004, 5.4465569E+001, 5.4592494E+001, 5.4514410E+001, 1.5955972E+000, 1.5949793E+000, 1.5953594E+000
 2.4847597E+002, 4.9841073E+004, 4.9841072E+004, 4.9841073E+004, 5.4464647E+001, 5.4597623E+001, 5.4519514E+001, 1.5956017E+000, 1.5949543E+000, 1.5953346E+000
 2.4902937E+002, 4.9841072E+004, 4.9841072E+004, 4.9841073E+004, 5.4464307E+001, 5.4602084E+001, 5.4524278E+001, 1.5956034E+000, 1.5949326E+000, 1.5953113E+000
