s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
Time,"Pres 1","Pres 2","Pres 3","Temp 1","Temp 2","Temp 3","Dens 1","Dens 2","Dens 3"
 8.2851675E+001, 4.9841317E+004, 4.9841316E+004, 4.9841320E+004, 5.4492087E+001, 5.4648237E+001, 5.3849664E+001, 1.5954707E+000, 1.5947107E+000, 1.5986052E+000
 8.3405073E+001, 4.9841289E+004, 4.9841288E+004, 4.9841292E+004, 5.4443558E+001, 5.4651640E+001, 5.3853442E+001, 1.5957068E+000, 1.5946938E+000, 1.5985864E+000
 8.4037529E+001, 4.9841262E+004, 4.9841262E+004, 4.9841265E+004, 5.4388640E+001, 5.4656003E+001, 5.3858250E+001, 1.5959740E+000, 1.5946723E+000, 1.5985626E+000
 8.4669984E+001, 4.9841235E+004, 4.9841235E+004, 4.9841238E+004, 5.4330111E+001, 5.4668874E+001, 5.3864485E+001, 1.5962590E+000, 1.5946094E+000, 1.5985319E+000
 8.5223383E+001, 4.9841211E+004, 4.9841211E+004, 4.9841214E+004, 5.4287136E+001, 5.4691123E+001, 5.3871350E+001, 1.5964683E+000, 1.5945010E+000, 1.5984981E+000
 8.5855838E+001, 4.9841189E+004, 4.9841189E+004, 4.9841192E+004, 5.4280075E+001, 5.4722855E+001, 5.3881097E+001, 1.5965024E+000, 1.5943464E+000, 1.5984502E+000
 8.6409237E+001, 4.9841169E+004, 4.9841169E+004, 4.9841171E+004, 5.4296104E+001, 5.4762046E+001, 5.3898801E+001, 1.5964241E+000, 1.5941557E+000, 1.5983634E+000
 8.7041693E+001, 4.9841151E+004, 4.9841151E+004, 4.9841153E+004, 5.4324893E+001, 5.4806667E+001, 5.3931224E+001, 1.5962835E+000, 1.5939386E+000, 1.5982048E+000
 8.7674148E+001, 4.9841133E+004, 4.9841133E+004, 4.9841135E+004, 5.4368351E+001, 5.4861113E+001, 5.3986576E+001, 1.5960715E+000, 1.5936738E+000, 1.5979342E+000
 8.8227547E+001, 4.9841118E+004, 4.9841118E+004, 4.9841119E+004, 5.4421930E+001, 5.4911956E+001, 5.4061192E+001, 1.5958103E+000, 1.5934267E+000, 1.5975697E+000
 8.8860002E+001, 4.9841104E+004, 4.9841104E+004, 4.9841105E+004, 5.4474125E+001, 5.4948101E+001, 5.4139689E+001, 1.5955559E+000, 1.5932510E+000, 1.5971863E+000
 8.9413401E+001, 4.9841091E+004, 4.9841092E+004, 4.9841092E+004, 5.4518820E+001, 5.4969268E+001, 5.4205807E+001, 1.5953382E+000, 1.5931481E+000, 1.5968636E+000
 9.0045856E+001, 4.9841080E+004, 4.9841080E+004, 4.9841081E+004, 5.4550463E+001, 5.4977378E+001, 5.4245207E+001, 1.5951840E+000, 1.5931086E+000, 1.5966713E+000
 9.0678312E+001, 4.9841069E+004, 4.9841069E+004, 4.9841070E+004, 5.4572613E+001, 5.4977856E+001, 5.4264889E+001, 1.5950761E+000, 1.5931061E+000, 1.5965752E+000
 9.1231710E+001, 4.9841060E+004, 4.9841061E+004, 4.9841061E+004, 5.4584106E+001, 5.4976921E+001, 5.4286349E+001, 1.5950200E+000, 1.5931106E+000, 1.5964705E+000
 9.1864166E+001, 4.9841053E+004, 4.9841054E+004, 4.9841055E+004, 5.4588320E+001, 5.4975769E+001, 5.4314277E+001, 1.5949995E+000, 1.5931161E+000, 1.5963343E+000
 9.2417565E+001, 4.9841048E+004, 4.9841049E+004, 4.9841050E+004, 5.4587614E+001, 5.4972607E+001, 5.4345454E+001, 1.5950028E+000, 1.5931314E+000, 1.5961822E+000
 9.3050020E+001, 4.9841044E+004, 4.9841046E+004, 4.9841046E+004, 5.4581323E+001, 5.4967944E+001, 5.4379075E+001, 1.5950334E+000, 1.5931540E+000, 1.5960184E+000
 9.3603419E+001, 4.9841043E+004, 4.9841044E+004, 4.9841044E+004, 5.4568614E+001, 5.4962337E+001, 5.4414645E+001, 1.5950953E+000, 1.5931812E+000, 1.5958450E+000
 9.4235874E+001, 4.9841042E+004, 4.9841044E+004, 4.9841043E+004, 5.4551016E+001, 5.4955545E+001, 5.4452290E+001, 1.5951809E+000, 1.5932142E+000, 1.5956616E+000
 9.4868330E+001, 4.9841042E+004, 4.9841044E+004, 4.9841043E+004, 5.4531553E+001, 5.4947421E+001, 5.4494086E+001, 1.5952757E+000, 1.5932536E+000, 1.5954581E+000
 9.5421728E+001, 4.9841042E+004, 4.9841043E+004, 4.9841043E+004, 5.4514469E+001, 5.4939608E+001, 5.4533392E+001, 1.5953588E+000, 1.5932916E+000, 1.5952667E+000
 9.6054184E+001, 4.9841042E+004, 4.9841043E+004, 4.9841043E+004, 5.4499147E+001, 5.4932450E+001, 5.4572891E+001, 1.5954334E+000, 1.5933263E+000, 1.5950744E+000
 9.6607583E+001, 4.9841042E+004, 4.9841043E+004, 4.9841043E+004, 5.4487867E+001, 5.4925615E+001, 5.4615341E+001, 1.5954884E+000, 1.5933595E+000, 1.5948679E+000
 9.7240038E+001, 4.9841042E+004, 4.9841043E+004, 4.9841043E+004, 5.4479797E+001, 5.4918687E+001, 5.4657887E+001, 1.5955277E+000, 1.5933932E+000, 1.5946608E+000
 9.7872494E+001, 4.9841042E+004, 4.9841042E+004, 4.9841043E+004, 5.4471628E+001, 5.4911527E+001, 5.4697606E+001, 1.5955674E+000, 1.5934279E+000, 1.5944677E+000
 9.8425892E+001, 4.9841043E+004, 4.9841042E+004, 4.9841043E+004, 5.4462448E+001, 5.4906328E+001, 5.4727970E+001, 1.5956122E+000, 1.5934532E+000, 1.5943200E+000
 9.9058348E+001, 4.9841044E+004, 4.9841043E+004, 4.9841044E+004, 5.4451622E+001, 5.4903384E+001, 5.4748345E+001, 1.5956649E+000, 1.5934675E+000, 1.5942209E+000
 9.9611746E+001, 4.9841045E+004, 4.9841044E+004, 4.9841045E+004, 5.4440116E+001, 5.4901266E+001, 5.4763545E+001, 1.5957209E+000, 1.5934778E+000, 1.5941470E+000
 1.0024420E+002, 4.9841047E+004, 4.9841045E+004, 4.9841047E+004, 5.4430159E+001, 5.4894583E+001, 5.4777355E+001, 1.5957695E+000, 1.5935103E+000, 1.5940799E+000
 1.0087666E+002, 4.9841049E+004, 4.9841047E+004, 4.9841049E+004, 5.4419827E+001, 5.4877361E+001, 5.4788462E+001, 1.5958198E+000, 1.5935940E+000, 1.5940260E+000
 1.0143006E+002, 4.9841052E+004, 4.9841049E+004, 4.9841052E+004, 5.4411615E+001, 5.4825209E+001, 5.4796925E+001, 1.5958598E+000, 1.5938474E+000, 1.5939848E+000
 1.0206251E+002, 4.9841054E+004, 4.9841051E+004, 4.9841055E+004, 5.4406072E+001, 5.4717541E+001, 5.4803206E+001, 1.5958869E+000, 1.5943708E+000, 1.5939543E+000
 1.0261591E+002, 4.9841058E+004, 4.9841054E+004, 4.9841058E+004, 5.4403776E+001, 5.4558146E+001, 5.4807706E+001, 1.5958981E+000, 1.5951464E+000, 1.5939325E+000
 1.0324837E+002, 4.9841061E+004, 4.9841057E+004, 4.9841061E+004, 5.4404233E+001, 5.4380711E+001, 5.4811344E+001, 1.5958959E+000, 1.5960106E+000, 1.5939149E+000
 1.0380176E+002, 4.9841064E+004, 4.9841060E+004, 4.9841065E+004, 5.4405704E+001, 5.4201542E+001, 5.4814729E+001, 1.5958888E+000, 1.5968841E+000, 1.5938984E+000
 1.0443422E+002, 4.9841068E+004, 4.9841063E+004, 4.9841068E+004, 5.4407532E+001, 5.4071704E+001, 5.4817405E+001, 1.5958799E+000, 1.5975178E+000, 1.5938855E+000
 1.0506668E+002, 4.9841071E+004, 4.9841067E+004, 4.9841071E+004, 5.4412642E+001, 5.4007053E+001, 5.4819069E+001, 1.5958550E+000, 1.5978335E+000, 1.5938774E+000
 1.0562007E+002, 4.9841075E+004, 4.9841070E+004, 4.9841075E+004, 5.4420051E+001, 5.3989699E+001, 5.4820067E+001, 1.5958190E+000, 1.5979183E+000, 1.5938726E+000
 1.0625253E+002, 4.9841078E+004, 4.9841074E+004, 4.9841078E+004, 5.4427854E+001, 5.3982287E+001, 5.4820781E+001, 1.5957810E+000, 1.5979545E+000, 1.5938692E+000
 1.0680593E+002, 4.9841082E+004, 4.9841077E+004, 4.9841082E+004, 5.4435074E+001, 5.3975562E+001, 5.4821282E+001, 1.5957459E+000, 1.5979874E+000, 1.5938668E+000
 1.0743838E+002, 4.9841085E+004, 4.9841080E+004, 4.9841085E+004, 5.4440973E+001, 5.3968873E+001, 5.4821628E+001, 1.5957172E+000, 1.5980201E+000, 1.5938651E+000
 1.0807084E+002, 4.9841089E+004, 4.9841084E+004, 4.9841089E+004, 5.4446077E+001, 5.3962446E+001, 5.4821948E+001, 1.5956924E+000, 1.5980516E+000, 1.5938636E+000
 1.0862424E+002, 4.9841093E+004, 4.9841087E+004, 4.9841093E+004, 5.4450060E+001, 5.3956968E+001, 5.4822189E+001, 1.5956730E+000, 1.5980784E+000, 1.5938625E+000
 1.0925669E+002, 4.9841097E+004, 4.9841091E+004, 4.9841097E+004, 5.4453480E+001, 5.3953069E+001, 5.4822278E+001, 1.5956564E+000, 1.5980975E+000, 1.5938621E+000
 1.0981009E+002, 4.9841101E+004, 4.9841096E+004, 4.9841101E+004, 5.4456472E+001, 5.3951179E+001, 5.4822277E+001, 1.5956418E+000, 1.5981067E+000, 1.5938621E+000
 1.1044255E+002, 4.9841105E+004, 4.9841100E+004, 4.9841105E+004, 5.4459816E+001, 5.3951663E+001, 5.4822219E+001, 1.5956256E+000, 1.5981044E+000, 1.5938625E+000
 1.1107500E+002, 4.9841109E+004, 4.9841104E+004, 4.9841109E+004, 5.4464655E+001, 5.3954278E+001, 5.4822124E+001, 1.5956021E+000, 1.5980917E+000, 1.5938630E+000
 1.1162840E+002, 4.9841113E+004, 4.9841108E+004, 4.9841112E+004, 5.4470427E+001, 5.3959020E+001, 5.4822029E+001, 1.5955740E+000, 1.5980686E+000, 1.5938635E+000
 1.1226086E+002, 4.9841116E+004, 4.9841112E+004, 4.9841116E+004, 5.4476885E+001, 5.3985583E+001, 5.4821932E+001, 1.5955426E+000, 1.5979388E+000, 1.5938640E+000
 1.1281426E+002, 4.9841119E+004, 4.9841116E+004, 4.9841119E+004, 5.4483421E+001, 5.4049318E+001, 5.4821815E+001, 1.5955108E+000, 1.5976276E+000, 1.5938646E+000
 1.1344671E+002, 4.9841122E+004, 4.9841120E+004, 4.9841121E+004, 5.4489774E+001, 5.4140010E+001, 5.4821649E+001, 1.5954799E+000, 1.5971849E+000, 1.5938654E+000
 1.1400011E+002, 4.9841123E+004, 4.9841122E+004, 4.9841123E+004, 5.4495545E+001, 5.4235845E+001, 5.4821386E+001, 1.5954518E+000, 1.5967174E+000, 1.5938667E+000
 1.1463257E+002, 4.9841125E+004, 4.9841124E+004, 4.9841124E+004, 5.4501117E+001, 5.4334275E+001, 5.4820987E+001, 1.5954247E+000, 1.5962375E+000, 1.5938687E+000
 1.1526502E+002, 4.9841125E+004, 4.9841125E+004, 4.9841124E+004, 5.4508749E+001, 5.4435574E+001, 5.4820438E+001, 1.5953875E+000, 1.5957439E+000, 1.5938713E+000
 1.1581842E+002, 4.9841124E+004, 4.9841125E+004, 4.9841124E+004, 5.4518492E+001, 5.4519724E+001, 5.4819836E+001, 1.5953401E+000, 1.5953341E+000, 1.5938742E+000
 1.1645087E+002, 4.9841123E+004, 4.9841123E+004, 4.9841122E+004, 5.4528922E+001, 5.4582634E+001, 5.4819225E+001, 1.5952893E+000, 1.5950278E+000, 1.5938772E+000
 1.1700427E+002, 4.9841121E+004, 4.9841121E+004, 4.9841120E+004, 5.4535057E+001, 5.4619103E+001, 5.4818619E+001, 1.5952594E+000, 1.5948503E+000, 1.5938801E+000
 1.1763673E+002, 4.9841118E+004, 4.9841119E+004, 4.9841118E+004, 5.4537996E+001, 5.4637108E+001, 5.4818034E+001, 1.5952451E+000, 1.5947627E+000, 1.5938829E+000
 1.1826918E+002, 4.9841115E+004, 4.9841115E+004, 4.9841115E+004, 5.4537240E+001, 5.4645717E+001, 5.4817491E+001, 1.5952487E+000, 1.5947208E+000, 1.5938855E+000
 1.1882258E+002, 4.9841111E+004, 4.9841111E+004, 4.9841111E+004, 5.4534179E+001, 5.4649404E+001, 5.4817107E+001, 1.5952636E+000, 1.5947028E+000, 1.5938874E+000
 1.1945504E+002, 4.9841107E+004, 4.9841107E+004, 4.9841107E+004, 5.4531138E+001, 5.4651205E+001, 5.4816871E+001, 1.5952783E+000, 1.5946940E+000, 1.5938885E+000
 1.2000844E+002, 4.9841102E+004, 4.9841103E+004, 4.9841102E+004, 5.4524307E+001, 5.4653323E+001, 5.4816861E+001, 1.5953115E+000, 1.5946836E+000, 1.5938885E+000
 1.2064089E+002, 4.9841098E+004, 4.9841098E+004, 4.9841098E+004, 5.4507250E+001, 5.4655934E+001, 5.4817280E+001, 1.5953945E+000, 1.5946709E+000, 1.5938864E+000
 1.2127335E+002, 4.9841092E+004, 4.9841092E+004, 4.9841092E+004, 5.4483664E+001, 5.4658432E+001, 5.4818313E+001, 1.5955093E+000, 1.5946587E+000, 1.5938813E+000
 1.2182675E+002, 4.9841088E+004, 4.9841087E+004, 4.9841088E+004, 5.4462721E+001, 5.4659578E+001, 5.4819981E+001, 1.5956113E+000, 1.5946531E+000, 1.5938732E+000
 1.2245920E+002, 4.9841083E+004, 4.9841082E+004, 4.9841083E+004, 5.4441463E+001, 5.4658274E+001, 5.4822619E+001, 1.5957148E+000, 1.5946594E+000, 1.5938603E+000
 1.2301260E+002, 4.9841078E+004, 4.9841077E+004, 4.9841078E+004, 5.4420140E+001, 5.4654985E+001, 5.4826634E+001, 1.5958186E+000, 1.5946753E+000, 1.5938407E+000
 1.2364506E+002, 4.9841074E+004, 4.9841073E+004, 4.9841073E+004, 5.4401690E+001, 5.4649523E+001, 5.4832335E+001, 1.5959084E+000, 1.5947018E+000, 1.5938130E+000
 1.2427751E+002, 4.9841069E+004, 4.9841068E+004, 4.9841069E+004, 5.4389369E+001, 5.4642115E+001, 5.4839689E+001, 1.5959684E+000, 1.5947378E+000, 1.5937772E+000
 1.2483091E+002, 4.9841064E+004, 4.9841063E+004, 4.9841064E+004, 5.4382784E+001, 5.4634274E+001, 5.4847032E+001, 1.5960004E+000, 1.5947759E+000, 1.5937415E+000
 1.2546337E+002, 4.9841060E+004, 4.9841058E+004, 4.9841059E+004, 5.4379190E+001, 5.4626548E+001, 5.4854568E+001, 1.5960179E+000, 1.5948135E+000, 1.5937048E+000
 1.2601676E+002, 4.9841055E+004, 4.9841054E+004, 4.9841055E+004, 5.4377286E+001, 5.4619061E+001, 5.4862070E+001, 1.5960271E+000, 1.5948498E+000, 1.5936683E+000
 1.2664922E+002, 4.9841050E+004, 4.9841049E+004, 4.9841050E+004, 5.4376258E+001, 5.4611730E+001, 5.4868872E+001, 1.5960321E+000, 1.5948855E+000, 1.5936352E+000
 1.2720262E+002, 4.9841046E+004, 4.9841044E+004, 4.9841045E+004, 5.4375658E+001, 5.4602990E+001, 5.4874275E+001, 1.5960350E+000, 1.5949279E+000, 1.5936089E+000
 1.2783507E+002, 4.9841042E+004, 4.9841040E+004, 4.9841041E+004, 5.4375545E+001, 5.4590878E+001, 5.4878319E+001, 1.5960355E+000, 1.5949868E+000, 1.5935892E+000
 1.2846753E+002, 4.9841037E+004, 4.9841035E+004, 4.9841037E+004, 5.4376452E+001, 5.4576238E+001, 5.4881428E+001, 1.5960310E+000, 1.5950580E+000, 1.5935741E+000
 1.2902093E+002, 4.9841033E+004, 4.9841032E+004, 4.9841033E+004, 5.4378171E+001, 5.4561496E+001, 5.4883229E+001, 1.5960226E+000, 1.5951298E+000, 1.5935653E+000
 1.2965338E+002, 4.9841030E+004, 4.9841028E+004, 4.9841029E+004, 5.4380397E+001, 5.4544538E+001, 5.4884013E+001, 1.5960117E+000, 1.5952123E+000, 1.5935614E+000
 1.3020678E+002, 4.9841026E+004, 4.9841024E+004, 4.9841026E+004, 5.4382910E+001, 5.4525012E+001, 5.4884433E+001, 1.5959994E+000, 1.5953073E+000, 1.5935593E+000
 1.3083924E+002, 4.9841023E+004, 4.9841021E+004, 4.9841023E+004, 5.4385582E+001, 5.4504625E+001, 5.4884849E+001, 1.5959864E+000, 1.5954065E+000, 1.5935573E+000
 1.3147169E+002, 4.9841020E+004, 4.9841018E+004, 4.9841019E+004, 5.4388463E+001, 5.4482693E+001, 5.4885250E+001, 1.5959723E+000, 1.5955133E+000, 1.5935553E+000
 1.3202509E+002, 4.9841018E+004, 4.9841016E+004, 4.9841017E+004, 5.4391188E+001, 5.4464415E+001, 5.4885496E+001, 1.5959590E+000, 1.5956023E+000, 1.5935541E+000
 1.3265755E+002, 4.9841016E+004, 4.9841014E+004, 4.9841015E+004, 5.4394394E+001, 5.4452156E+001, 5.4885597E+001, 1.5959434E+000, 1.5956620E+000, 1.5935536E+000
 1.3321095E+002, 4.9841014E+004, 4.9841012E+004, 4.9841013E+004, 5.4398033E+001, 5.4445721E+001, 5.4885527E+001, 1.5959256E+000, 1.5956933E+000, 1.5935539E+000
 1.3384340E+002, 4.9841013E+004, 4.9841011E+004, 4.9841012E+004, 5.4401906E+001, 5.4444030E+001, 5.4885239E+001, 1.5959067E+000, 1.5957015E+000, 1.5935553E+000
 1.3447586E+002, 4.9841012E+004, 4.9841010E+004, 4.9841011E+004, 5.4406410E+001, 5.4446315E+001, 5.4884553E+001, 1.5958848E+000, 1.5956904E+000, 1.5935586E+000
 1.3502926E+002, 4.9841011E+004, 4.9841009E+004, 4.9841010E+004, 5.4410168E+001, 5.4451306E+001, 5.4883250E+001, 1.5958665E+000, 1.5956661E+000, 1.5935649E+000
 1.3566171E+002, 4.9841010E+004, 4.9841009E+004, 4.9841010E+004, 5.4412669E+001, 5.4458575E+001, 5.4881063E+001, 1.5958543E+000, 1.5956306E+000, 1.5935756E+000
 1.3621511E+002, 4.9841010E+004, 4.9841008E+004, 4.9841009E+004, 5.4414085E+001, 5.4467903E+001, 5.4877309E+001, 1.5958474E+000, 1.5955852E+000, 1.5935938E+000
 1.3684757E+002, 4.9841009E+004, 4.9841008E+004, 4.9841009E+004, 5.4414585E+001, 5.4476420E+001, 5.4871206E+001, 1.5958449E+000, 1.5955437E+000, 1.5936234E+000
 1.3740096E+002, 4.9841009E+004, 4.9841008E+004, 4.9841009E+004, 5.4414749E+001, 5.4482938E+001, 5.4862358E+001, 1.5958441E+000, 1.5955120E+000, 1.5936664E+000
 1.3803342E+002, 4.9841008E+004, 4.9841007E+004, 4.9841008E+004, 5.4414866E+001, 5.4487417E+001, 5.4851028E+001, 1.5958435E+000, 1.5954902E+000, 1.5937215E+000
 1.3866588E+002, 4.9841008E+004, 4.9841007E+004, 4.9841008E+004, 5.4415541E+001, 5.4490763E+001, 5.4836943E+001, 1.5958403E+000, 1.5954739E+000, 1.5937899E+000
 1.3921927E+002, 4.9841008E+004, 4.9841007E+004, 4.9841008E+004, 5.4419057E+001, 5.4493623E+001, 5.4821912E+001, 1.5958231E+000, 1.5954599E+000, 1.5938629E+000
 1.3985173E+002, 4.9841007E+004, 4.9841007E+004, 4.9841007E+004, 5.4427945E+001, 5.4497086E+001, 5.4805743E+001, 1.5957798E+000, 1.5954431E+000, 1.5939415E+000
 1.4040513E+002, 4.9841007E+004, 4.9841007E+004, 4.9841007E+004, 5.4439916E+001, 5.4501279E+001, 5.4790439E+001, 1.5957215E+000, 1.5954227E+000, 1.5940159E+000
 1.4103758E+002, 4.9841007E+004, 4.9841007E+004, 4.9841007E+004, 5.4452386E+001, 5.4505759E+001, 5.4777386E+001, 1.5956608E+000, 1.5954008E+000, 1.5940793E+000
 1.4167004E+002, 4.9841007E+004, 4.9841007E+004, 4.9841007E+004, 5.4463270E+001, 5.4509665E+001, 5.4765318E+001, 1.5956077E+000, 1.5953818E+000, 1.5941380E+000
 1.4222344E+002, 4.9841006E+004, 4.9841006E+004, 4.9841006E+004, 5.4470675E+001, 5.4511102E+001, 5.4755235E+001, 1.5955717E+000, 1.5953748E+000, 1.5941870E+000
 1.4285589E+002, 4.9841006E+004, 4.9841006E+004, 4.9841006E+004, 5.4475755E+001, 5.4509071E+001, 5.4746185E+001, 1.5955469E+000, 1.5953847E+000, 1.5942310E+000
 1.4340929E+002, 4.9841006E+004, 4.9841006E+004, 4.9841006E+004, 5.4479359E+001, 5.4503177E+001, 5.4738502E+001, 1.5955294E+000, 1.5954134E+000, 1.5942684E+000
 1.4404175E+002, 4.9841005E+004, 4.9841006E+004, 4.9841005E+004, 5.4479385E+001, 5.4492566E+001, 5.4732179E+001, 1.5955293E+000, 1.5954651E+000, 1.5942991E+000
 1.4467420E+002, 4.9841005E+004, 4.9841005E+004, 4.9841005E+004, 5.4476572E+001, 5.4475346E+001, 5.4725776E+001, 1.5955429E+000, 1.5955489E+000, 1.5943302E+000
 1.4522760E+002, 4.9841005E+004, 4.9841005E+004, 4.9841005E+004, 5.4469313E+001, 5.4455422E+001, 5.4718910E+001, 1.5955783E+000, 1.5956460E+000, 1.5943636E+000
 1.4586006E+002, 4.9841004E+004, 4.9841005E+004, 4.9841004E+004, 5.4461537E+001, 5.4434531E+001, 5.4711078E+001, 1.5956162E+000, 1.5957477E+000, 1.5944017E+000
 1.4641346E+002, 4.9841004E+004, 4.9841004E+004, 4.9841004E+004, 5.4454593E+001, 5.4417201E+001, 5.4701059E+001, 1.5956500E+000, 1.5958321E+000, 1.5944504E+000
 1.4704591E+002, 4.9841003E+004, 4.9841004E+004, 4.9841003E+004, 5.4450657E+001, 5.4404650E+001, 5.4686076E+001, 1.5956691E+000, 1.5958933E+000, 1.5945233E+000
 1.4767837E+002, 4.9841003E+004, 4.9841003E+004, 4.9841003E+004, 5.4448526E+001, 5.4395023E+001, 5.4665429E+001, 1.5956795E+000, 1.5959402E+000, 1.5946237E+000
 1.4823177E+002, 4.9841002E+004, 4.9841002E+004, 4.9841002E+004, 5.4447746E+001, 5.4388688E+001, 5.4642213E+001, 1.5956833E+000, 1.5959710E+000, 1.5947367E+000
 1.4886422E+002, 4.9841002E+004, 4.9841002E+004, 4.9841002E+004, 5.4447248E+001, 5.4384373E+001, 5.4615920E+001, 1.5956857E+000, 1.5959920E+000, 1.5948646E+000
 1.4941762E+002, 4.9841001E+004, 4.9841001E+004, 4.9841001E+004, 5.4446645E+001, 5.4381468E+001, 5.4587685E+001, 1.5956887E+000, 1.5960062E+000, 1.5950020E+000
 1.5005007E+002, 4.9841001E+004, 4.9841001E+004, 4.9841001E+004, 5.4445602E+001, 5.4379702E+001, 5.4558505E+001, 1.5956937E+000, 1.5960148E+000, 1.5951440E+000
 1.5060347E+002, 4.9841000E+004, 4.9841001E+004, 4.9841001E+004, 5.4445349E+001, 5.4378824E+001, 5.4529040E+001, 1.5956950E+000, 1.5960191E+000, 1.5952874E+000
 1.5123593E+002, 4.9841000E+004, 4.9841000E+004, 4.9841001E+004, 5.4445357E+001, 5.4378775E+001, 5.4501034E+001, 1.5956949E+000, 1.5960193E+000, 1.5954238E+000
 1.5186838E+002, 4.9841000E+004, 4.9841000E+004, 4.9841001E+004, 5.4444245E+001, 5.4379488E+001, 5.4473968E+001, 1.5957003E+000, 1.5960158E+000, 1.5955556E+000
 1.5242178E+002, 4.9841000E+004, 4.9841000E+004, 4.9841001E+004, 5.4442724E+001, 5.4380835E+001, 5.4451683E+001, 1.5957078E+000, 1.5960093E+000, 1.5956641E+000
 1.5305424E+002, 4.9841001E+004, 4.9841000E+004, 4.9841001E+004, 5.4441291E+001, 5.4382913E+001, 5.4432879E+001, 1.5957147E+000, 1.5959992E+000, 1.5957557E+000
 1.5360764E+002, 4.9841001E+004, 4.9841001E+004, 4.9841002E+004, 5.4440155E+001, 5.4385797E+001, 5.4417461E+001, 1.5957203E+000, 1.5959851E+000, 1.5958308E+000
 1.5424009E+002, 4.9841002E+004, 4.9841001E+004, 4.9841002E+004, 5.4439874E+001, 5.4389917E+001, 5.4405390E+001, 1.5957216E+000, 1.5959650E+000, 1.5958896E+000
 1.5487255E+002, 4.9841003E+004, 4.9841002E+004, 4.9841003E+004, 5.4440695E+001, 5.4396325E+001, 5.4395666E+001, 1.5957177E+000, 1.5959338E+000, 1.5959370E+000
 1.5542595E+002, 4.9841003E+004, 4.9841002E+004, 4.9841004E+004, 5.4443809E+001, 5.4404182E+001, 5.4389104E+001, 1.5957025E+000, 1.5958955E+000, 1.5959690E+000
 1.5605840E+002, 4.9841004E+004, 4.9841003E+004, 4.9841005E+004, 5.4448875E+001, 5.4413143E+001, 5.4384913E+001, 1.5956778E+000, 1.5958519E+000, 1.5959894E+000
 1.5661180E+002, 4.9841005E+004, 4.9841004E+004, 4.9841006E+004, 5.4454534E+001, 5.4422716E+001, 5.4382667E+001, 1.5956503E+000, 1.5958053E+000, 1.5960004E+000
 1.5724426E+002, 4.9841006E+004, 4.9841005E+004, 4.9841006E+004, 5.4462945E+001, 5.4432196E+001, 5.4381890E+001, 1.5956093E+000, 1.5957591E+000, 1.5960042E+000
 1.5787671E+002, 4.9841006E+004, 4.9841006E+004, 4.9841007E+004, 5.4472347E+001, 5.4441307E+001, 5.4382018E+001, 1.5955635E+000, 1.5957147E+000, 1.5960036E+000
 1.5843011E+002, 4.9841007E+004, 4.9841007E+004, 4.9841008E+004, 5.4476274E+001, 5.4448081E+001, 5.4382714E+001, 1.5955444E+000, 1.5956817E+000, 1.5960002E+000
 1.5906257E+002, 4.9841008E+004, 4.9841007E+004, 4.9841009E+004, 5.4474259E+001, 5.4452986E+001, 5.4383878E+001, 1.5955542E+000, 1.5956578E+000, 1.5959945E+000
 1.5961596E+002, 4.9841008E+004, 4.9841008E+004, 4.9841009E+004, 5.4469638E+001, 5.4456223E+001, 5.4385425E+001, 1.5955767E+000, 1.5956421E+000, 1.5959870E+000
 1.6024842E+002, 4.9841008E+004, 4.9841008E+004, 4.9841009E+004, 5.4464499E+001, 5.4458517E+001, 5.4387205E+001, 1.5956018E+000, 1.5956309E+000, 1.5959783E+000
 1.6080182E+002, 4.9841008E+004, 4.9841008E+004, 4.9841010E+004, 5.4460678E+001, 5.4460745E+001, 5.4388939E+001, 1.5956204E+000, 1.5956201E+000, 1.5959699E+000
 1.6143427E+002, 4.9841008E+004, 4.9841008E+004, 4.9841010E+004, 5.4459015E+001, 5.4463290E+001, 5.4390347E+001, 1.5956285E+000, 1.5956077E+000, 1.5959630E+000
 1.6206673E+002, 4.9841008E+004, 4.9841008E+004, 4.9841009E+004, 5.4459801E+001, 5.4466650E+001, 5.4391451E+001, 1.5956247E+000, 1.5955913E+000, 1.5959576E+000
 1.6262013E+002, 4.9841008E+004, 4.9841008E+004, 4.9841009E+004, 5.4462828E+001, 5.4470491E+001, 5.4392286E+001, 1.5956099E+000, 1.5955726E+000, 1.5959536E+000
 1.6325258E+002, 4.9841007E+004, 4.9841007E+004, 4.9841008E+004, 5.4469271E+001, 5.4474970E+001, 5.4393176E+001, 1.5955785E+000, 1.5955508E+000, 1.5959492E+000
 1.6380598E+002, 4.9841007E+004, 4.9841007E+004, 4.9841008E+004, 5.4480154E+001, 5.4479254E+001, 5.4394630E+001, 1.5955255E+000, 1.5955299E+000, 1.5959421E+000
 1.6443844E+002, 4.9841006E+004, 4.9841006E+004, 4.9841007E+004, 5.4494855E+001, 5.4481387E+001, 5.4396892E+001, 1.5954539E+000, 1.5955195E+000, 1.5959311E+000
 1.6507089E+002, 4.9841005E+004, 4.9841006E+004, 4.9841006E+004, 5.4511320E+001, 5.4481435E+001, 5.4401450E+001, 1.5953737E+000, 1.5955193E+000, 1.5959089E+000
 1.6562429E+002, 4.9841005E+004, 4.9841005E+004, 4.9841005E+004, 5.4525708E+001, 5.4480570E+001, 5.4410315E+001, 1.5953037E+000, 1.5955235E+000, 1.5958657E+000
