,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:17:50.232+02:00,   0.791E-01,   0.07906,  14.07976
      2,2020-06-26T16:17:50.547+02:00,   0.791E-01,   0.15811,  15.32883
      3,2020-06-26T16:17:50.870+02:00,   0.791E-01,   0.23717,  16.60135
      4,2020-06-26T16:17:51.298+02:00,   0.791E-01,   0.31623,  18.30294
      5,2020-06-26T16:17:51.635+02:00,   0.791E-01,   0.39528,  19.64390
      6,2020-06-26T16:17:52.103+02:00,   0.303E-01,   0.42558,  21.50689
      7,2020-06-26T16:17:52.561+02:00,   0.333E-01,   0.45890,  23.33219
      8,2020-06-26T16:17:52.921+02:00,   0.367E-01,   0.49555,  24.75854
      9,2020-06-26T16:17:53.328+02:00,   0.328E-01,   0.52832,  26.37306
     10,2020-06-26T16:17:53.834+02:00,   0.270E-01,   0.55536,  28.38882
     20,2020-06-26T16:17:57.585+02:00,   0.192E-01,   0.77509,  43.28353
     30,2020-06-26T16:18:01.278+02:00,   0.132E-01,   0.93537,  57.99790
     40,2020-06-26T16:18:04.885+02:00,   0.106E-01,   1.06560,  72.36736
     50,2020-06-26T16:18:08.644+02:00,   0.940E-02,   1.16791,  86.68727
     60,2020-06-26T16:18:12.075+02:00,   0.844E-02,   1.25226, 100.37517
     70,2020-06-26T16:18:15.703+02:00,   0.757E-02,   1.33574, 114.85279
     80,2020-06-26T16:18:19.111+02:00,   0.757E-02,   1.41142, 128.44616
     90,2020-06-26T16:18:22.937+02:00,   0.662E-02,   1.48425, 143.46416
    100,2020-06-26T16:18:26.562+02:00,   0.636E-02,   1.54638, 157.93858
    200,2020-06-26T16:19:03.026+02:00,   0.613E-02,   2.17033, 303.29842
    300,2020-06-26T16:19:39.464+02:00,   0.660E-02,   2.81984, 448.72416
    400,2020-06-26T16:20:16.290+02:00,   0.650E-02,   3.47169, 594.08285
    500,2020-06-26T16:20:51.214+02:00,   0.628E-02,   4.13580, 733.38411
    600,2020-06-26T16:21:28.135+02:00,   0.746E-02,   4.85760, 880.74474
    700,2020-06-26T16:22:08.057+02:00,   0.607E-02,   5.56059,1039.57794
    800,2020-06-26T16:22:46.086+02:00,   0.716E-02,   6.28353,1191.13910
    900,2020-06-26T16:23:30.447+02:00,   0.665E-02,   6.98339,1359.23053
   1000,2020-06-26T16:24:10.488+02:00,   0.718E-02,   7.69428,1518.74714
   1100,2020-06-26T16:24:48.938+02:00,   0.699E-02,   8.37325,1672.36190
   1200,2020-06-26T16:25:28.120+02:00,   0.854E-02,   9.10459,1828.90976
   1300,2020-06-26T16:26:04.795+02:00,   0.724E-02,   9.89114,1975.42609
   1400,2020-06-26T16:26:41.943+02:00,   0.655E-02,  10.64125,2123.72140
   1500,2020-06-26T16:27:21.278+02:00,   0.720E-02,  11.37743,2280.91353
   1600,2020-06-26T16:28:00.738+02:00,   0.745E-02,  12.09665,2438.25138
   1700,2020-06-26T16:28:40.155+02:00,   0.694E-02,  12.81193,2595.56506
   1800,2020-06-26T16:29:18.802+02:00,   0.738E-02,  13.55167,2749.84127
   1900,2020-06-26T16:29:57.284+02:00,   0.651E-02,  14.30788,2903.54544
   2000,2020-06-26T16:30:35.855+02:00,   0.843E-02,  15.06034,3057.57002
   2100,2020-06-26T16:31:14.618+02:00,   0.793E-02,  15.80982,3211.27611
   2200,2020-06-26T16:31:52.614+02:00,   0.863E-02,  16.58896,3362.75170
   2300,2020-06-26T16:32:30.657+02:00,   0.664E-02,  17.38767,3514.32635
   2400,2020-06-26T16:33:07.759+02:00,   0.744E-02,  18.08292,3662.39957
   2500,2020-06-26T16:33:44.864+02:00,   0.629E-02,  18.73870,3810.39898
   2600,2020-06-26T16:34:21.526+02:00,   0.613E-02,  19.37139,3956.48553
   2700,2020-06-26T16:34:58.065+02:00,   0.605E-02,  19.98271,4102.23974
   2800,2020-06-26T16:35:35.521+02:00,   0.617E-02,  20.58525,4251.04358
   2900,2020-06-26T16:36:11.627+02:00,   0.685E-02,  21.19831,4395.09021
   3000,2020-06-26T16:36:49.232+02:00,   0.673E-02,  21.85311,4544.15343
   3100,2020-06-26T16:37:25.590+02:00,   0.633E-02,  22.50199,4689.30550
   3200,2020-06-26T16:38:02.505+02:00,   0.627E-02,  23.17817,4836.79037
   3300,2020-06-26T16:38:39.673+02:00,   0.605E-02,  23.85911,4984.79712
   3400,2020-06-26T16:39:16.823+02:00,   0.696E-02,  24.56172,5133.15153
   3500,2020-06-26T16:39:54.333+02:00,   0.751E-02,  25.29367,5282.85308
   3600,2020-06-26T16:40:31.747+02:00,   0.789E-02,  26.04408,5432.11261
   3700,2020-06-26T16:41:08.512+02:00,   0.694E-02,  26.78073,5578.99866
   3800,2020-06-26T16:41:46.073+02:00,   0.710E-02,  27.53310,5729.03921
   3900,2020-06-26T16:42:23.487+02:00,   0.633E-02,  28.27798,5878.52160
   4000,2020-06-26T16:43:01.011+02:00,   0.751E-02,  29.01031,6028.22868
   4100,2020-06-26T16:43:38.549+02:00,   0.787E-02,  29.77942,6178.27554
   4132,2020-06-26T16:43:51.137+02:00,   0.182E-02,  30.00000,6227.94865
