s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
Time,"Pres 1","Pres 2","Pres 3","Temp 1","Temp 2","Temp 3","Dens 1","Dens 2","Dens 3"
 8.1665821E+001, 4.9841374E+004, 4.9841372E+004, 4.9841376E+004, 5.4573081E+001, 5.4637243E+001, 5.3847011E+001, 1.5950770E+000, 1.5947648E+000, 1.5986187E+000
 8.2219219E+001, 4.9841344E+004, 4.9841343E+004, 4.9841347E+004, 5.4530572E+001, 5.4643705E+001, 5.3846885E+001, 1.5952836E+000, 1.5947330E+000, 1.5986190E+000
 8.2851675E+001, 4.9841315E+004, 4.9841314E+004, 4.9841318E+004, 5.4492006E+001, 5.4648385E+001, 5.3849125E+001, 1.5954711E+000, 1.5947100E+000, 1.5986078E+000
 8.3405073E+001, 4.9841287E+004, 4.9841287E+004, 4.9841290E+004, 5.4443265E+001, 5.4651754E+001, 5.3852836E+001, 1.5957082E+000, 1.5946933E+000, 1.5985894E+000
 8.4037529E+001, 4.9841260E+004, 4.9841260E+004, 4.9841263E+004, 5.4388164E+001, 5.4656200E+001, 5.3857557E+001, 1.5959763E+000, 1.5946714E+000, 1.5985660E+000
 8.4669984E+001, 4.9841233E+004, 4.9841233E+004, 4.9841236E+004, 5.4329527E+001, 5.4669216E+001, 5.3863670E+001, 1.5962618E+000, 1.5946078E+000, 1.5985358E+000
 8.5223383E+001, 4.9841209E+004, 4.9841209E+004, 4.9841212E+004, 5.4286671E+001, 5.4691476E+001, 5.3870395E+001, 1.5964705E+000, 1.5944992E+000, 1.5985027E+000
 8.5855838E+001, 4.9841187E+004, 4.9841187E+004, 4.9841190E+004, 5.4279809E+001, 5.4723191E+001, 5.3879886E+001, 1.5965037E+000, 1.5943448E+000, 1.5984561E+000
 8.6409237E+001, 4.9841167E+004, 4.9841167E+004, 4.9841169E+004, 5.4295791E+001, 5.4762178E+001, 5.3897143E+001, 1.5964256E+000, 1.5941550E+000, 1.5983715E+000
 8.7041693E+001, 4.9841149E+004, 4.9841149E+004, 4.9841150E+004, 5.4324510E+001, 5.4806571E+001, 5.3929026E+001, 1.5962854E+000, 1.5939390E+000, 1.5982155E+000
 8.7674148E+001, 4.9841131E+004, 4.9841131E+004, 4.9841132E+004, 5.4367724E+001, 5.4860754E+001, 5.3983996E+001, 1.5960746E+000, 1.5936755E+000, 1.5979468E+000
 8.8227547E+001, 4.9841116E+004, 4.9841116E+004, 4.9841117E+004, 5.4421001E+001, 5.4911490E+001, 5.4058164E+001, 1.5958148E+000, 1.5934289E+000, 1.5975844E+000
 8.8860002E+001, 4.9841102E+004, 4.9841102E+004, 4.9841103E+004, 5.4472953E+001, 5.4947713E+001, 5.4135906E+001, 1.5955616E+000, 1.5932528E+000, 1.5972048E+000
 8.9413401E+001, 4.9841089E+004, 4.9841090E+004, 4.9841090E+004, 5.4517472E+001, 5.4969043E+001, 5.4201730E+001, 1.5953447E+000, 1.5931491E+000, 1.5968835E+000
 9.0045856E+001, 4.9841078E+004, 4.9841078E+004, 4.9841079E+004, 5.4549194E+001, 5.4977331E+001, 5.4241259E+001, 1.5951902E+000, 1.5931088E+000, 1.5966905E+000
 9.0678312E+001, 4.9841067E+004, 4.9841067E+004, 4.9841068E+004, 5.4571461E+001, 5.4977911E+001, 5.4261316E+001, 1.5950817E+000, 1.5931058E+000, 1.5965926E+000
 9.1231710E+001, 4.9841058E+004, 4.9841059E+004, 4.9841059E+004, 5.4582966E+001, 5.4976979E+001, 5.4282596E+001, 1.5950256E+000, 1.5931103E+000, 1.5964888E+000
 9.1864166E+001, 4.9841051E+004, 4.9841053E+004, 4.9841053E+004, 5.4587167E+001, 5.4975898E+001, 5.4309842E+001, 1.5950051E+000, 1.5931155E+000, 1.5963559E+000
 9.2417565E+001, 4.9841046E+004, 4.9841048E+004, 4.9841048E+004, 5.4586439E+001, 5.4972876E+001, 5.4340448E+001, 1.5950085E+000, 1.5931301E+000, 1.5962066E+000
 9.3050020E+001, 4.9841043E+004, 4.9841045E+004, 4.9841045E+004, 5.4579915E+001, 5.4968331E+001, 5.4373788E+001, 1.5950403E+000, 1.5931521E+000, 1.5960441E+000
 9.3603419E+001, 4.9841041E+004, 4.9841043E+004, 4.9841043E+004, 5.4566919E+001, 5.4962919E+001, 5.4409309E+001, 1.5951035E+000, 1.5931784E+000, 1.5958710E+000
 9.4235874E+001, 4.9841041E+004, 4.9841043E+004, 4.9841042E+004, 5.4549140E+001, 5.4956390E+001, 5.4445970E+001, 1.5951900E+000, 1.5932101E+000, 1.5956924E+000
 9.4868330E+001, 4.9841041E+004, 4.9841043E+004, 4.9841042E+004, 5.4529566E+001, 5.4948526E+001, 5.4486397E+001, 1.5952853E+000, 1.5932482E+000, 1.5954955E+000
 9.5421728E+001, 4.9841041E+004, 4.9841043E+004, 4.9841043E+004, 5.4512168E+001, 5.4940866E+001, 5.4525220E+001, 1.5953700E+000, 1.5932854E+000, 1.5953065E+000
 9.6054184E+001, 4.9841042E+004, 4.9841043E+004, 4.9841043E+004, 5.4496767E+001, 5.4933692E+001, 5.4567569E+001, 1.5954450E+000, 1.5933203E+000, 1.5951003E+000
 9.6607583E+001, 4.9841042E+004, 4.9841043E+004, 4.9841043E+004, 5.4485775E+001, 5.4926844E+001, 5.4616781E+001, 1.5954985E+000, 1.5933535E+000, 1.5948608E+000
 9.7240038E+001, 4.9841042E+004, 4.9841042E+004, 4.9841043E+004, 5.4478038E+001, 5.4919981E+001, 5.4663313E+001, 1.5955362E+000, 1.5933869E+000, 1.5946345E+000
 9.7872494E+001, 4.9841042E+004, 4.9841042E+004, 4.9841043E+004, 5.4469941E+001, 5.4912957E+001, 5.4705189E+001, 1.5955757E+000, 1.5934210E+000, 1.5944308E+000
 9.8425892E+001, 4.9841043E+004, 4.9841042E+004, 4.9841043E+004, 5.4460908E+001, 5.4907919E+001, 5.4734334E+001, 1.5956196E+000, 1.5934455E+000, 1.5942890E+000
 9.9058348E+001, 4.9841044E+004, 4.9841043E+004, 4.9841044E+004, 5.4450203E+001, 5.4905004E+001, 5.4753514E+001, 1.5956718E+000, 1.5934596E+000, 1.5941958E+000
 9.9611746E+001, 4.9841045E+004, 4.9841044E+004, 4.9841045E+004, 5.4438937E+001, 5.4902781E+001, 5.4769321E+001, 1.5957267E+000, 1.5934704E+000, 1.5941190E+000
 1.0024420E+002, 4.9841047E+004, 4.9841045E+004, 4.9841047E+004, 5.4429271E+001, 5.4895807E+001, 5.4782580E+001, 1.5957738E+000, 1.5935043E+000, 1.5940545E+000
 1.0087666E+002, 4.9841049E+004, 4.9841047E+004, 4.9841049E+004, 5.4419154E+001, 5.4877339E+001, 5.4793081E+001, 1.5958231E+000, 1.5935941E+000, 1.5940035E+000
 1.0143006E+002, 4.9841052E+004, 4.9841049E+004, 4.9841052E+004, 5.4411046E+001, 5.4822648E+001, 5.4800872E+001, 1.5958626E+000, 1.5938598E+000, 1.5939657E+000
 1.0206251E+002, 4.9841055E+004, 4.9841051E+004, 4.9841055E+004, 5.4405649E+001, 5.4712932E+001, 5.4806547E+001, 1.5958889E+000, 1.5943933E+000, 1.5939381E+000
 1.0261591E+002, 4.9841058E+004, 4.9841054E+004, 4.9841058E+004, 5.4403522E+001, 5.4554172E+001, 5.4810480E+001, 1.5958993E+000, 1.5951657E+000, 1.5939190E+000
 1.0324837E+002, 4.9841061E+004, 4.9841057E+004, 4.9841061E+004, 5.4404111E+001, 5.4378528E+001, 5.4813358E+001, 1.5958965E+000, 1.5960212E+000, 1.5939051E+000
 1.0380176E+002, 4.9841064E+004, 4.9841060E+004, 4.9841065E+004, 5.4405599E+001, 5.4201472E+001, 5.4815851E+001, 1.5958893E+000, 1.5968845E+000, 1.5938930E+000
 1.0443422E+002, 4.9841068E+004, 4.9841063E+004, 4.9841068E+004, 5.4407513E+001, 5.4073057E+001, 5.4817876E+001, 1.5958800E+000, 1.5975112E+000, 1.5938832E+000
 1.0506668E+002, 4.9841071E+004, 4.9841067E+004, 4.9841071E+004, 5.4413030E+001, 5.4008967E+001, 5.4819184E+001, 1.5958532E+000, 1.5978241E+000, 1.5938769E+000
 1.0562007E+002, 4.9841075E+004, 4.9841070E+004, 4.9841075E+004, 5.4420665E+001, 5.3991932E+001, 5.4819764E+001, 1.5958160E+000, 1.5979074E+000, 1.5938741E+000
 1.0625253E+002, 4.9841078E+004, 4.9841074E+004, 4.9841078E+004, 5.4428536E+001, 5.3984614E+001, 5.4819963E+001, 1.5957777E+000, 1.5979432E+000, 1.5938731E+000
 1.0680593E+002, 4.9841081E+004, 4.9841077E+004, 4.9841081E+004, 5.4435502E+001, 5.3977929E+001, 5.4820066E+001, 1.5957438E+000, 1.5979758E+000, 1.5938727E+000
 1.0743838E+002, 4.9841085E+004, 4.9841080E+004, 4.9841085E+004, 5.4441239E+001, 5.3971250E+001, 5.4820181E+001, 1.5957159E+000, 1.5980085E+000, 1.5938722E+000
 1.0807084E+002, 4.9841089E+004, 4.9841083E+004, 4.9841089E+004, 5.4446263E+001, 5.3964807E+001, 5.4820500E+001, 1.5956914E+000, 1.5980400E+000, 1.5938707E+000
 1.0862424E+002, 4.9841093E+004, 4.9841087E+004, 4.9841092E+004, 5.4450240E+001, 5.3959165E+001, 5.4820861E+001, 1.5956721E+000, 1.5980676E+000, 1.5938689E+000
 1.0925669E+002, 4.9841097E+004, 4.9841091E+004, 4.9841096E+004, 5.4453616E+001, 5.3955024E+001, 5.4821124E+001, 1.5956557E+000, 1.5980879E+000, 1.5938677E+000
 1.0981009E+002, 4.9841101E+004, 4.9841095E+004, 4.9841100E+004, 5.4456694E+001, 5.3952887E+001, 5.4821274E+001, 1.5956408E+000, 1.5980984E+000, 1.5938670E+000
 1.1044255E+002, 4.9841105E+004, 4.9841099E+004, 4.9841104E+004, 5.4460307E+001, 5.3953168E+001, 5.4821320E+001, 1.5956232E+000, 1.5980970E+000, 1.5938668E+000
 1.1107500E+002, 4.9841109E+004, 4.9841104E+004, 4.9841108E+004, 5.4465418E+001, 5.3955580E+001, 5.4821298E+001, 1.5955984E+000, 1.5980853E+000, 1.5938670E+000
 1.1162840E+002, 4.9841112E+004, 4.9841108E+004, 4.9841112E+004, 5.4471359E+001, 5.3960098E+001, 5.4821269E+001, 1.5955695E+000, 1.5980633E+000, 1.5938672E+000
 1.1226086E+002, 4.9841116E+004, 4.9841112E+004, 4.9841115E+004, 5.4477792E+001, 5.3987662E+001, 5.4821243E+001, 1.5955382E+000, 1.5979287E+000, 1.5938673E+000
 1.1281426E+002, 4.9841119E+004, 4.9841116E+004, 4.9841118E+004, 5.4484281E+001, 5.4053820E+001, 5.4821191E+001, 1.5955066E+000, 1.5976056E+000, 1.5938676E+000
 1.1344671E+002, 4.9841121E+004, 4.9841119E+004, 4.9841121E+004, 5.4490520E+001, 5.4144331E+001, 5.4821060E+001, 1.5954762E+000, 1.5971638E+000, 1.5938683E+000
 1.1400011E+002, 4.9841123E+004, 4.9841122E+004, 4.9841122E+004, 5.4496164E+001, 5.4241435E+001, 5.4820792E+001, 1.5954488E+000, 1.5966901E+000, 1.5938696E+000
 1.1463257E+002, 4.9841124E+004, 4.9841123E+004, 4.9841123E+004, 5.4501626E+001, 5.4339924E+001, 5.4820365E+001, 1.5954222E+000, 1.5962100E+000, 1.5938717E+000
 1.1526502E+002, 4.9841124E+004, 4.9841124E+004, 4.9841124E+004, 5.4509069E+001, 5.4438289E+001, 5.4819790E+001, 1.5953859E+000, 1.5957307E+000, 1.5938745E+000
 1.1581842E+002, 4.9841124E+004, 4.9841124E+004, 4.9841123E+004, 5.4518439E+001, 5.4520039E+001, 5.4819172E+001, 1.5953403E+000, 1.5953325E+000, 1.5938775E+000
 1.1645087E+002, 4.9841122E+004, 4.9841123E+004, 4.9841122E+004, 5.4528437E+001, 5.4581980E+001, 5.4818548E+001, 1.5952916E+000, 1.5950310E+000, 1.5938805E+000
 1.1700427E+002, 4.9841121E+004, 4.9841121E+004, 4.9841120E+004, 5.4534294E+001, 5.4619747E+001, 5.4817924E+001, 1.5952631E+000, 1.5948472E+000, 1.5938835E+000
 1.1763673E+002, 4.9841118E+004, 4.9841118E+004, 4.9841118E+004, 5.4536955E+001, 5.4637581E+001, 5.4817332E+001, 1.5952501E+000, 1.5947604E+000, 1.5938863E+000
 1.1826918E+002, 4.9841115E+004, 4.9841115E+004, 4.9841114E+004, 5.4536136E+001, 5.4645921E+001, 5.4816781E+001, 1.5952541E+000, 1.5947198E+000, 1.5938890E+000
 1.1882258E+002, 4.9841111E+004, 4.9841111E+004, 4.9841111E+004, 5.4533070E+001, 5.4650586E+001, 5.4816369E+001, 1.5952690E+000, 1.5946971E+000, 1.5938910E+000
 1.1945504E+002, 4.9841107E+004, 4.9841107E+004, 4.9841107E+004, 5.4530051E+001, 5.4654256E+001, 5.4816119E+001, 1.5952836E+000, 1.5946792E+000, 1.5938921E+000
 1.2000844E+002, 4.9841103E+004, 4.9841103E+004, 4.9841103E+004, 5.4523612E+001, 5.4657655E+001, 5.4816075E+001, 1.5953149E+000, 1.5946626E+000, 1.5938923E+000
 1.2064089E+002, 4.9841098E+004, 4.9841098E+004, 4.9841098E+004, 5.4507050E+001, 5.4660302E+001, 5.4816383E+001, 1.5953955E+000, 1.5946497E+000, 1.5938908E+000
 1.2127335E+002, 4.9841093E+004, 4.9841093E+004, 4.9841093E+004, 5.4483795E+001, 5.4662385E+001, 5.4817220E+001, 1.5955087E+000, 1.5946395E+000, 1.5938866E+000
 1.2182675E+002, 4.9841088E+004, 4.9841088E+004, 4.9841088E+004, 5.4463252E+001, 5.4661994E+001, 5.4818604E+001, 1.5956087E+000, 1.5946413E+000, 1.5938798E+000
 1.2245920E+002, 4.9841083E+004, 4.9841083E+004, 4.9841083E+004, 5.4442396E+001, 5.4659544E+001, 5.4820852E+001, 1.5957102E+000, 1.5946532E+000, 1.5938689E+000
 1.2301260E+002, 4.9841079E+004, 4.9841078E+004, 4.9841079E+004, 5.4421265E+001, 5.4655206E+001, 5.4824341E+001, 1.5958131E+000, 1.5946742E+000, 1.5938519E+000
 1.2364506E+002, 4.9841074E+004, 4.9841073E+004, 4.9841074E+004, 5.4402691E+001, 5.4648892E+001, 5.4829389E+001, 1.5959036E+000, 1.5947049E+000, 1.5938273E+000
 1.2427751E+002, 4.9841069E+004, 4.9841068E+004, 4.9841069E+004, 5.4390164E+001, 5.4640369E+001, 5.4836265E+001, 1.5959645E+000, 1.5947463E+000, 1.5937938E+000
 1.2483091E+002, 4.9841065E+004, 4.9841064E+004, 4.9841064E+004, 5.4383601E+001, 5.4632136E+001, 5.4843428E+001, 1.5959965E+000, 1.5947863E+000, 1.5937590E+000
 1.2546337E+002, 4.9841060E+004, 4.9841059E+004, 4.9841060E+004, 5.4380105E+001, 5.4623750E+001, 5.4850857E+001, 1.5960135E+000, 1.5948271E+000, 1.5937228E+000
 1.2601676E+002, 4.9841056E+004, 4.9841054E+004, 4.9841055E+004, 5.4378285E+001, 5.4615841E+001, 5.4858246E+001, 1.5960223E+000, 1.5948655E+000, 1.5936869E+000
 1.2664922E+002, 4.9841051E+004, 4.9841049E+004, 4.9841050E+004, 5.4377292E+001, 5.4607744E+001, 5.4865052E+001, 1.5960271E+000, 1.5949049E+000, 1.5936538E+000
 1.2720262E+002, 4.9841047E+004, 4.9841045E+004, 4.9841046E+004, 5.4376700E+001, 5.4597800E+001, 5.4870714E+001, 1.5960299E+000, 1.5949532E+000, 1.5936262E+000
 1.2783507E+002, 4.9841042E+004, 4.9841041E+004, 4.9841042E+004, 5.4376553E+001, 5.4584744E+001, 5.4875123E+001, 1.5960306E+000, 1.5950167E+000, 1.5936047E+000
 1.2846753E+002, 4.9841038E+004, 4.9841036E+004, 4.9841037E+004, 5.4377408E+001, 5.4569296E+001, 5.4878714E+001, 1.5960264E+000, 1.5950918E+000, 1.5935873E+000
 1.2902093E+002, 4.9841034E+004, 4.9841033E+004, 4.9841034E+004, 5.4379073E+001, 5.4553417E+001, 5.4881092E+001, 1.5960182E+000, 1.5951691E+000, 1.5935757E+000
 1.2965338E+002, 4.9841031E+004, 4.9841029E+004, 4.9841030E+004, 5.4381329E+001, 5.4534656E+001, 5.4882447E+001, 1.5960072E+000, 1.5952604E+000, 1.5935690E+000
 1.3020678E+002, 4.9841028E+004, 4.9841026E+004, 4.9841027E+004, 5.4383973E+001, 5.4513686E+001, 5.4883074E+001, 1.5959943E+000, 1.5953624E+000, 1.5935660E+000
 1.3083924E+002, 4.9841025E+004, 4.9841023E+004, 4.9841024E+004, 5.4386786E+001, 5.4491465E+001, 5.4883554E+001, 1.5959805E+000, 1.5954706E+000, 1.5935636E+000
 1.3147169E+002, 4.9841022E+004, 4.9841020E+004, 4.9841021E+004, 5.4389793E+001, 5.4468417E+001, 5.4884080E+001, 1.5959658E+000, 1.5955828E+000, 1.5935610E+000
 1.3202509E+002, 4.9841020E+004, 4.9841018E+004, 4.9841019E+004, 5.4392806E+001, 5.4452099E+001, 5.4884531E+001, 1.5959511E+000, 1.5956623E+000, 1.5935588E+000
 1.3265755E+002, 4.9841018E+004, 4.9841016E+004, 4.9841017E+004, 5.4396418E+001, 5.4442726E+001, 5.4884845E+001, 1.5959335E+000, 1.5957079E+000, 1.5935573E+000
 1.3321095E+002, 4.9841016E+004, 4.9841015E+004, 4.9841016E+004, 5.4400347E+001, 5.4438375E+001, 5.4884971E+001, 1.5959144E+000, 1.5957291E+000, 1.5935566E+000
 1.3384340E+002, 4.9841015E+004, 4.9841014E+004, 4.9841015E+004, 5.4404636E+001, 5.4438225E+001, 5.4884865E+001, 1.5958935E+000, 1.5957298E+000, 1.5935571E+000
 1.3447586E+002, 4.9841015E+004, 4.9841013E+004, 4.9841014E+004, 5.4409440E+001, 5.4441634E+001, 5.4884443E+001, 1.5958700E+000, 1.5957132E+000, 1.5935592E+000
 1.3502926E+002, 4.9841014E+004, 4.9841013E+004, 4.9841014E+004, 5.4413168E+001, 5.4447303E+001, 5.4883566E+001, 1.5958519E+000, 1.5956856E+000, 1.5935634E+000
 1.3566171E+002, 4.9841014E+004, 4.9841013E+004, 4.9841014E+004, 5.4415546E+001, 5.4454831E+001, 5.4881805E+001, 1.5958403E+000, 1.5956489E+000, 1.5935720E+000
 1.3621511E+002, 4.9841014E+004, 4.9841012E+004, 4.9841014E+004, 5.4416701E+001, 5.4463937E+001, 5.4878824E+001, 1.5958347E+000, 1.5956046E+000, 1.5935865E+000
 1.3684757E+002, 4.9841014E+004, 4.9841012E+004, 4.9841013E+004, 5.4416975E+001, 5.4472543E+001, 5.4873814E+001, 1.5958333E+000, 1.5955627E+000, 1.5936108E+000
 1.3740096E+002, 4.9841013E+004, 4.9841012E+004, 4.9841013E+004, 5.4417047E+001, 5.4479287E+001, 5.4865953E+001, 1.5958330E+000, 1.5955298E+000, 1.5936490E+000
 1.3803342E+002, 4.9841013E+004, 4.9841012E+004, 4.9841013E+004, 5.4417147E+001, 5.4483886E+001, 5.4854854E+001, 1.5958325E+000, 1.5955074E+000, 1.5937029E+000
 1.3866588E+002, 4.9841013E+004, 4.9841012E+004, 4.9841013E+004, 5.4418740E+001, 5.4487103E+001, 5.4840680E+001, 1.5958247E+000, 1.5954918E+000, 1.5937718E+000
 1.3921927E+002, 4.9841013E+004, 4.9841012E+004, 4.9841013E+004, 5.4424387E+001, 5.4489546E+001, 5.4825481E+001, 1.5957972E+000, 1.5954799E+000, 1.5938457E+000
 1.3985173E+002, 4.9841013E+004, 4.9841012E+004, 4.9841013E+004, 5.4434557E+001, 5.4492393E+001, 5.4808714E+001, 1.5957477E+000, 1.5954660E+000, 1.5939271E+000
 1.4040513E+002, 4.9841012E+004, 4.9841012E+004, 4.9841013E+004, 5.4447373E+001, 5.4495909E+001, 5.4792226E+001, 1.5956852E+000, 1.5954489E+000, 1.5940073E+000
 1.4103758E+002, 4.9841012E+004, 4.9841012E+004, 4.9841013E+004, 5.4460535E+001, 5.4499696E+001, 5.4778333E+001, 1.5956211E+000, 1.5954304E+000, 1.5940748E+000
 1.4167004E+002, 4.9841012E+004, 4.9841012E+004, 4.9841012E+004, 5.4471827E+001, 5.4502852E+001, 5.4766391E+001, 1.5955661E+000, 1.5954151E+000, 1.5941329E+000
 1.4222344E+002, 4.9841012E+004, 4.9841012E+004, 4.9841012E+004, 5.4478360E+001, 5.4503604E+001, 5.4757309E+001, 1.5955343E+000, 1.5954114E+000, 1.5941770E+000
 1.4285589E+002, 4.9841011E+004, 4.9841012E+004, 4.9841012E+004, 5.4482103E+001, 5.4500998E+001, 5.4750054E+001, 1.5955161E+000, 1.5954241E+000, 1.5942123E+000
 1.4340929E+002, 4.9841011E+004, 4.9841011E+004, 4.9841011E+004, 5.4484648E+001, 5.4494898E+001, 5.4744916E+001, 1.5955037E+000, 1.5954538E+000, 1.5942372E+000
 1.4404175E+002, 4.9841010E+004, 4.9841011E+004, 4.9841010E+004, 5.4483775E+001, 5.4485334E+001, 5.4741499E+001, 1.5955079E+000, 1.5955003E+000, 1.5942539E+000
 1.4467420E+002, 4.9841009E+004, 4.9841010E+004, 4.9841010E+004, 5.4479598E+001, 5.4471291E+001, 5.4738161E+001, 1.5955283E+000, 1.5955687E+000, 1.5942701E+000
 1.4522760E+002, 4.9841009E+004, 4.9841009E+004, 4.9841009E+004, 5.4470937E+001, 5.4455106E+001, 5.4733773E+001, 1.5955704E+000, 1.5956475E+000, 1.5942914E+000
 1.4586006E+002, 4.9841008E+004, 4.9841009E+004, 4.9841008E+004, 5.4461610E+001, 5.4437486E+001, 5.4728499E+001, 1.5956159E+000, 1.5957334E+000, 1.5943170E+000
 1.4641346E+002, 4.9841007E+004, 4.9841008E+004, 4.9841007E+004, 5.4454499E+001, 5.4419938E+001, 5.4720811E+001, 1.5956505E+000, 1.5958188E+000, 1.5943544E+000
 1.4704591E+002, 4.9841006E+004, 4.9841007E+004, 4.9841007E+004, 5.4450854E+001, 5.4405565E+001, 5.4707881E+001, 1.5956682E+000, 1.5958888E+000, 1.5944173E+000
 1.4767837E+002, 4.9841005E+004, 4.9841006E+004, 4.9841006E+004, 5.4449120E+001, 5.4394456E+001, 5.4688531E+001, 1.5956767E+000, 1.5959430E+000, 1.5945114E+000
 1.4823177E+002, 4.9841004E+004, 4.9841005E+004, 4.9841005E+004, 5.4448553E+001, 5.4387575E+001, 5.4666378E+001, 1.5956794E+000, 1.5959765E+000, 1.5946191E+000
 1.4886422E+002, 4.9841004E+004, 4.9841004E+004, 4.9841004E+004, 5.4448286E+001, 5.4383100E+001, 5.4640733E+001, 1.5956807E+000, 1.5959983E+000, 1.5947439E+000
 1.4941762E+002, 4.9841003E+004, 4.9841003E+004, 4.9841003E+004, 5.4447563E+001, 5.4380163E+001, 5.4612562E+001, 1.5956842E+000, 1.5960126E+000, 1.5948809E+000
 1.5005007E+002, 4.9841002E+004, 4.9841002E+004, 4.9841002E+004, 5.4446961E+001, 5.4378555E+001, 5.4582865E+001, 1.5956871E+000, 1.5960204E+000, 1.5950254E+000
 1.5060347E+002, 4.9841001E+004, 4.9841002E+004, 4.9841002E+004, 5.4446590E+001, 5.4378020E+001, 5.4552980E+001, 1.5956889E+000, 1.5960230E+000, 1.5951709E+000
 1.5123593E+002, 4.9841001E+004, 4.9841001E+004, 4.9841001E+004, 5.4446333E+001, 5.4378204E+001, 5.4523515E+001, 1.5956902E+000, 1.5960221E+000, 1.5953143E+000
 1.5186838E+002, 4.9841000E+004, 4.9841000E+004, 4.9841001E+004, 5.4445600E+001, 5.4378900E+001, 5.4493917E+001, 1.5956937E+000, 1.5960187E+000, 1.5954584E+000
 1.5242178E+002, 4.9841000E+004, 4.9841000E+004, 4.9841001E+004, 5.4444715E+001, 5.4379867E+001, 5.4468840E+001, 1.5956981E+000, 1.5960140E+000, 1.5955806E+000
 1.5305424E+002, 4.9841000E+004, 4.9841000E+004, 4.9841001E+004, 5.4444249E+001, 5.4381377E+001, 5.4446900E+001, 1.5957003E+000, 1.5960066E+000, 1.5956874E+000
 1.5360764E+002, 4.9841001E+004, 4.9841000E+004, 4.9841001E+004, 5.4444450E+001, 5.4383874E+001, 5.4428151E+001, 1.5956993E+000, 1.5959945E+000, 1.5957787E+000
 1.5424009E+002, 4.9841001E+004, 4.9841000E+004, 4.9841001E+004, 5.4445769E+001, 5.4387687E+001, 5.4412735E+001, 1.5956929E+000, 1.5959759E+000, 1.5958538E+000
 1.5487255E+002, 4.9841001E+004, 4.9841001E+004, 4.9841002E+004, 5.4449313E+001, 5.4393961E+001, 5.4399604E+001, 1.5956757E+000, 1.5959453E+000, 1.5959178E+000
 1.5542595E+002, 4.9841002E+004, 4.9841001E+004, 4.9841002E+004, 5.4454324E+001, 5.4402203E+001, 5.4390088E+001, 1.5956513E+000, 1.5959052E+000, 1.5959642E+000
 1.5605840E+002, 4.9841002E+004, 4.9841002E+004, 4.9841003E+004, 5.4458678E+001, 5.4412311E+001, 5.4383044E+001, 1.5956301E+000, 1.5958559E+000, 1.5959985E+000
 1.5661180E+002, 4.9841003E+004, 4.9841002E+004, 4.9841004E+004, 5.4463888E+001, 5.4423483E+001, 5.4378107E+001, 1.5956047E+000, 1.5958015E+000, 1.5960226E+000
 1.5724426E+002, 4.9841004E+004, 4.9841003E+004, 4.9841005E+004, 5.4469730E+001, 5.4435281E+001, 5.4374927E+001, 1.5955763E+000, 1.5957440E+000, 1.5960381E+000
 1.5787671E+002, 4.9841004E+004, 4.9841004E+004, 4.9841005E+004, 5.4470453E+001, 5.4447931E+001, 5.4372984E+001, 1.5955727E+000, 1.5956824E+000, 1.5960476E+000
 1.5843011E+002, 4.9841005E+004, 4.9841004E+004, 4.9841006E+004, 5.4467270E+001, 5.4458980E+001, 5.4372292E+001, 1.5955882E+000, 1.5956286E+000, 1.5960510E+000
 1.5906257E+002, 4.9841005E+004, 4.9841005E+004, 4.9841006E+004, 5.4463779E+001, 5.4468522E+001, 5.4372582E+001, 1.5956053E+000, 1.5955822E+000, 1.5960495E+000
 1.5961596E+002, 4.9841005E+004, 4.9841005E+004, 4.9841007E+004, 5.4461004E+001, 5.4476370E+001, 5.4373664E+001, 1.5956188E+000, 1.5955439E+000, 1.5960443E+000
 1.6024842E+002, 4.9841005E+004, 4.9841005E+004, 4.9841007E+004, 5.4459169E+001, 5.4482632E+001, 5.4375253E+001, 1.5956277E+000, 1.5955134E+000, 1.5960365E+000
 1.6080182E+002, 4.9841005E+004, 4.9841005E+004, 4.9841007E+004, 5.4458334E+001, 5.4487190E+001, 5.4376928E+001, 1.5956318E+000, 1.5954912E+000, 1.5960284E+000
 1.6143427E+002, 4.9841005E+004, 4.9841005E+004, 4.9841007E+004, 5.4457769E+001, 5.4489731E+001, 5.4378406E+001, 1.5956345E+000, 1.5954789E+000, 1.5960212E+000
 1.6206673E+002, 4.9841005E+004, 4.9841005E+004, 4.9841006E+004, 5.4458139E+001, 5.4490646E+001, 5.4379591E+001, 1.5956327E+000, 1.5954744E+000, 1.5960154E+000
 1.6262013E+002, 4.9841004E+004, 4.9841005E+004, 4.9841006E+004, 5.4462007E+001, 5.4490988E+001, 5.4380342E+001, 1.5956139E+000, 1.5954727E+000, 1.5960117E+000
 1.6325258E+002, 4.9841004E+004, 4.9841004E+004, 4.9841005E+004, 5.4468960E+001, 5.4491121E+001, 5.4381250E+001, 1.5955800E+000, 1.5954721E+000, 1.5960073E+000
 1.6380598E+002, 4.9841003E+004, 4.9841004E+004, 4.9841005E+004, 5.4477270E+001, 5.4491118E+001, 5.4382869E+001, 1.5955395E+000, 1.5954721E+000, 1.5959994E+000
 1.6443844E+002, 4.9841003E+004, 4.9841003E+004, 4.9841004E+004, 5.4486516E+001, 5.4490649E+001, 5.4386098E+001, 1.5954945E+000, 1.5954744E+000, 1.5959837E+000
