Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 8.021E-02, 2.582E+00, 1.120E+00, 4.402E+00, 7.864E-01, 1.402E+00, 3.270E+00, 0.000E+00, 1.956E+00, 0.000E+00, 2.988E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.560E+01
