s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1,ZONE_2
 2.3100000E+001, 0.0000000E+000, 7.9827374E-003,-4.8176614E-001, 5.4386147E-003, 0.0000000E+000,-1.8809935E-001, 0.0000000E+000,-6.7522862E-001,-6.5644414E-001, 0.0000000E+000, 0.0000000E+000, 7.9892171E-001, 7.9887075E-001
 2.3150000E+001, 0.0000000E+000, 7.0325003E-003,-4.5791964E-001, 5.4433165E-003, 0.0000000E+000,-1.7892951E-001, 0.0000000E+000,-6.4231121E-001,-6.2437333E-001, 0.0000000E+000, 0.0000000E+000, 7.5997428E-001, 7.5992580E-001
 2.3200001E+001, 0.0000000E+000, 7.0529171E-003,-4.3584954E-001, 5.1237501E-003, 0.0000000E+000,-1.7020669E-001, 0.0000000E+000,-6.1099814E-001,-5.9387956E-001, 0.0000000E+000, 0.0000000E+000, 7.2292553E-001, 7.2287942E-001
 2.3250000E+001, 0.0000000E+000, 7.0726546E-003,-4.1517402E-001, 5.1255789E-003, 0.0000000E+000,-1.6190912E-001, 0.0000000E+000,-5.8121253E-001,-5.6488490E-001, 0.0000000E+000, 0.0000000E+000, 6.8768291E-001, 6.8763904E-001
 2.3299999E+001, 0.0000000E+000, 6.2601048E-003,-3.9468626E-001, 5.1269674E-003, 0.0000000E+000,-1.5401605E-001, 0.0000000E+000,-5.5287807E-001,-5.3731524E-001, 0.0000000E+000, 0.0000000E+000, 6.5415837E-001, 6.5411664E-001
 2.3350000E+001, 0.0000000E+000, 6.2785046E-003,-3.7572567E-001, 4.8548291E-003, 0.0000000E+000,-1.4650777E-001, 0.0000000E+000,-5.2592546E-001,-5.1110011E-001, 0.0000000E+000, 0.0000000E+000, 6.2226815E-001, 6.2222845E-001
 2.3400000E+001, 0.0000000E+000, 6.2962880E-003,-3.5796563E-001, 4.8623135E-003, 0.0000000E+000,-1.3936551E-001, 0.0000000E+000,-5.0028637E-001,-4.8617254E-001, 0.0000000E+000, 0.0000000E+000, 5.9193258E-001, 5.9189482E-001
 2.3450001E+001, 0.0000000E+000, 5.5304399E-003,-3.4029881E-001, 4.8709470E-003, 0.0000000E+000,-1.3257144E-001, 0.0000000E+000,-4.7589771E-001,-4.6246887E-001, 0.0000000E+000, 0.0000000E+000, 5.6307586E-001, 5.6303995E-001
 2.3500000E+001, 0.0000000E+000, 5.5470041E-003,-3.2398523E-001, 4.6182364E-003, 0.0000000E+000,-1.2610859E-001, 0.0000000E+000,-4.5269720E-001,-4.3992857E-001, 0.0000000E+000, 0.0000000E+000, 5.3562592E-001, 5.3559175E-001
 2.3549999E+001, 0.0000000E+000, 5.5629981E-003,-3.0872993E-001, 4.6336063E-003, 0.0000000E+000,-1.1996079E-001, 0.0000000E+000,-4.3062855E-001,-4.1849411E-001, 0.0000000E+000, 0.0000000E+000, 5.0951415E-001, 5.0948165E-001
 2.3600000E+001, 0.0000000E+000, 4.8796906E-003,-2.9352715E-001, 4.6493854E-003, 0.0000000E+000,-1.1411270E-001, 0.0000000E+000,-4.0963548E-001,-3.9811078E-001, 0.0000000E+000, 0.0000000E+000, 4.8467534E-001, 4.8464442E-001
 2.3650000E+001, 0.0000000E+000, 4.8945432E-003,-2.7951452E-001, 4.4431153E-003, 0.0000000E+000,-1.0854971E-001, 0.0000000E+000,-3.8966534E-001,-3.7872658E-001, 0.0000000E+000, 0.0000000E+000, 4.6104742E-001, 4.6101800E-001
 2.3700001E+001, 0.0000000E+000, 4.9088509E-003,-2.6640729E-001, 4.4642174E-003, 0.0000000E+000,-1.0325791E-001, 0.0000000E+000,-3.7066986E-001,-3.6029213E-001, 0.0000000E+000, 0.0000000E+000, 4.3857135E-001, 4.3854338E-001
 2.3750000E+001, 0.0000000E+000, 4.2859754E-003,-2.5330633E-001, 4.4839395E-003, 0.0000000E+000,-9.8224088E-002, 0.0000000E+000,-3.5259831E-001,-3.4276050E-001, 0.0000000E+000, 0.0000000E+000, 4.1719100E-001, 4.1716439E-001
 2.3799999E+001, 0.0000000E+000, 4.2991734E-003,-2.4125875E-001, 4.3082168E-003, 0.0000000E+000,-9.3435664E-002, 0.0000000E+000,-3.3541060E-001,-3.2608702E-001, 0.0000000E+000, 0.0000000E+000, 3.9685294E-001, 3.9682762E-001
 2.3850000E+001, 0.0000000E+000, 4.3118286E-003,-2.2999032E-001, 4.3299210E-003, 0.0000000E+000,-8.8880675E-002, 0.0000000E+000,-3.1905897E-001,-3.1022924E-001, 0.0000000E+000, 0.0000000E+000, 3.7750636E-001, 3.7748228E-001
 2.3900000E+001, 0.0000000E+000, 3.7451214E-003,-2.1869084E-001, 4.3465856E-003, 0.0000000E+000,-8.4547742E-002, 0.0000000E+000,-3.0350501E-001,-2.9514687E-001, 0.0000000E+000, 0.0000000E+000, 3.5910292E-001, 3.5908002E-001
 2.3950001E+001, 0.0000000E+000, 3.7566459E-003,-2.0831242E-001, 4.1801932E-003, 0.0000000E+000,-8.0426040E-002, 0.0000000E+000,-2.8870836E-001,-2.8080162E-001, 0.0000000E+000, 0.0000000E+000, 3.4159666E-001, 3.4157486E-001
 2.4000000E+001, 0.0000000E+000, 3.7676003E-003,-1.9860688E-001, 4.1874588E-003, 0.0000000E+000,-7.6505270E-002, 0.0000000E+000,-2.7463442E-001,-2.6715709E-001, 0.0000000E+000, 0.0000000E+000, 3.2494382E-001, 3.2492309E-001
 2.4049999E+001, 0.0000000E+000, 3.2819776E-003,-1.8886986E-001, 4.1848191E-003, 0.0000000E+000,-7.2775638E-002, 0.0000000E+000,-2.6124558E-001,-2.5417870E-001, 0.0000000E+000, 0.0000000E+000, 3.0910281E-001, 3.0908309E-001
 2.4100000E+001, 0.0000000E+000, 3.2917470E-003,-1.7992396E-001, 4.0264402E-003, 0.0000000E+000,-6.9227826E-002, 0.0000000E+000,-2.4851056E-001,-2.4183360E-001, 0.0000000E+000, 0.0000000E+000, 2.9403405E-001, 2.9401529E-001
 2.4150000E+001, 0.0000000E+000, 3.3009192E-003,-1.7155301E-001, 4.0144370E-003, 0.0000000E+000,-6.5852970E-002, 0.0000000E+000,-2.3639485E-001,-2.3009063E-001, 0.0000000E+000, 0.0000000E+000, 2.7969989E-001, 2.7968204E-001
 2.4200001E+001, 0.0000000E+000, 2.8462378E-003,-1.6311777E-001, 3.9940154E-003, 0.0000000E+000,-6.2642637E-002, 0.0000000E+000,-2.2487110E-001,-2.1892015E-001, 0.0000000E+000, 0.0000000E+000, 2.6606452E-001, 2.6604754E-001
 2.4250000E+001, 0.0000000E+000, 2.8541968E-003,-1.5536729E-001, 3.7872282E-003, 0.0000000E+000,-5.9588809E-002, 0.0000000E+000,-2.1390859E-001,-2.0831467E-001, 0.0000000E+000, 0.0000000E+000, 2.5309387E-001, 2.5307773E-001
 2.4299999E+001, 0.0000000E+000, 2.8615619E-003,-1.4810677E-001, 3.6954607E-003, 0.0000000E+000,-5.6683854E-002, 0.0000000E+000,-2.0348062E-001,-1.9823360E-001, 0.0000000E+000, 0.0000000E+000, 2.4075555E-001, 2.4074019E-001
 2.4350000E+001, 0.0000000E+000, 2.4587365E-003,-1.4076440E-001, 3.5665196E-003, 0.0000000E+000,-5.3920516E-002, 0.0000000E+000,-1.9356115E-001,-1.8865966E-001, 0.0000000E+000, 0.0000000E+000, 2.2901871E-001, 2.2900410E-001
 2.4400000E+001, 0.0000000E+000, 2.4649470E-003,-1.3403697E-001, 3.2978231E-003, 0.0000000E+000,-5.1291891E-002, 0.0000000E+000,-1.8412447E-001,-1.7956609E-001, 0.0000000E+000, 0.0000000E+000, 2.1785405E-001, 2.1784015E-001
 2.4450001E+001, 0.0000000E+000, 2.4705979E-003,-1.2774017E-001, 3.1505623E-003, 0.0000000E+000,-4.8791412E-002, 0.0000000E+000,-1.7514844E-001,-1.7091042E-001, 0.0000000E+000, 0.0000000E+000, 2.0723367E-001, 2.0722045E-001
 2.4500000E+001, 0.0000000E+000, 2.1113073E-003,-1.2139894E-001, 3.0464579E-003, 0.0000000E+000,-4.6412830E-002, 0.0000000E+000,-1.6661059E-001,-1.6265401E-001, 0.0000000E+000, 0.0000000E+000, 1.9713102E-001, 1.9711845E-001
 2.4549999E+001, 0.0000000E+000, 2.1158980E-003,-1.1560880E-001, 2.8514153E-003, 0.0000000E+000,-4.4150205E-002, 0.0000000E+000,-1.5848781E-001,-1.5479169E-001, 0.0000000E+000, 0.0000000E+000, 1.8752089E-001, 1.8750892E-001
 2.4600000E+001, 0.0000000E+000, 2.1199717E-003,-1.1020092E-001, 2.7768082E-003, 0.0000000E+000,-4.1997882E-002, 0.0000000E+000,-1.5076184E-001,-1.4730202E-001, 0.0000000E+000, 0.0000000E+000, 1.7837924E-001, 1.7836786E-001
 2.4650000E+001, 0.0000000E+000, 1.8056203E-003,-1.0470851E-001, 2.6543047E-003, 0.0000000E+000,-3.9950486E-002, 0.0000000E+000,-1.4341140E-001,-1.4019907E-001, 0.0000000E+000, 0.0000000E+000, 1.6968326E-001, 1.6967243E-001
 2.4700001E+001, 0.0000000E+000, 1.8087187E-003,-9.9708666E-002, 2.4822476E-003, 0.0000000E+000,-3.8002899E-002, 0.0000000E+000,-1.3642072E-001,-1.3342060E-001, 0.0000000E+000, 0.0000000E+000, 1.6141120E-001, 1.6140090E-001
 2.4750000E+001, 0.0000000E+000, 1.8113489E-003,-9.5034911E-002, 2.4053439E-003, 0.0000000E+000,-3.6150258E-002, 0.0000000E+000,-1.2977022E-001,-1.2696848E-001, 0.0000000E+000, 0.0000000E+000, 1.5354240E-001, 1.5353261E-001
 2.4799999E+001, 0.0000000E+000, 1.5531953E-003,-9.0333731E-002, 2.3562305E-003, 0.0000000E+000,-3.4387933E-002, 0.0000000E+000,-1.2344371E-001,-1.2081224E-001, 0.0000000E+000, 0.0000000E+000, 1.4605721E-001, 1.4604789E-001
 2.4850000E+001, 0.0000000E+000, 1.5549366E-003,-8.6018650E-002, 2.2173506E-003, 0.0000000E+000,-3.2711521E-002, 0.0000000E+000,-1.1742634E-001,-1.1495788E-001, 0.0000000E+000, 0.0000000E+000, 1.3893692E-001, 1.3892806E-001
 2.4900000E+001, 0.0000000E+000, 1.5562496E-003,-8.1985510E-002, 2.1689822E-003, 0.0000000E+000,-3.1116835E-002, 0.0000000E+000,-1.1170120E-001,-1.0937711E-001, 0.0000000E+000, 0.0000000E+000, 1.3216374E-001, 1.3215531E-001
 2.4950001E+001, 0.0000000E+000, 1.3297481E-003,-7.7920561E-002, 2.1287931E-003, 0.0000000E+000,-2.9599889E-002, 0.0000000E+000,-1.0625601E-001,-1.0406191E-001, 0.0000000E+000, 0.0000000E+000, 1.2572076E-001, 1.2571274E-001
 2.5000000E+001, 0.0000000E+000, 1.3302683E-003,-7.4203460E-002, 2.0272940E-003, 0.0000000E+000,-2.8156894E-002, 0.0000000E+000,-1.0107604E-001,-9.9002792E-002, 0.0000000E+000, 0.0000000E+000, 1.1959188E-001, 1.1958425E-001
