s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
 8.2851675E+001, 4.9839216E+004, 4.9839209E+004, 4.9839212E+004, 5.4934772E+001, 5.4739449E+001, 5.3962434E+001, 1.5932957E+000, 1.5942449E+000, 1.5980318E+000
 8.3405073E+001, 4.9839191E+004, 4.9839184E+004, 4.9839188E+004, 5.4919732E+001, 5.4750999E+001, 5.3964739E+001, 1.5933685E+000, 1.5941884E+000, 1.5980203E+000
 8.4037529E+001, 4.9839167E+004, 4.9839161E+004, 4.9839165E+004, 5.4870239E+001, 5.4761413E+001, 5.3972627E+001, 1.5936087E+000, 1.5941376E+000, 1.5979815E+000
 8.4669984E+001, 4.9839144E+004, 4.9839139E+004, 4.9839142E+004, 5.4776396E+001, 5.4773124E+001, 5.4007667E+001, 1.5940645E+000, 1.5940804E+000, 1.5978101E+000
 8.5223383E+001, 4.9839124E+004, 4.9839119E+004, 4.9839123E+004, 5.4673834E+001, 5.4782595E+001, 5.4064295E+001, 1.5945630E+000, 1.5940342E+000, 1.5975334E+000
 8.5855838E+001, 4.9839106E+004, 4.9839101E+004, 4.9839105E+004, 5.4585885E+001, 5.4789986E+001, 5.4119057E+001, 1.5949907E+000, 1.5939980E+000, 1.5972659E+000
 8.6409237E+001, 4.9839089E+004, 4.9839084E+004, 4.9839088E+004, 5.4519832E+001, 5.4795684E+001, 5.4166845E+001, 1.5953121E+000, 1.5939702E+000, 1.5970325E+000
 8.7041693E+001, 4.9839073E+004, 4.9839068E+004, 4.9839072E+004, 5.4487511E+001, 5.4800124E+001, 5.4217943E+001, 1.5954693E+000, 1.5939484E+000, 1.5967831E+000
 8.7674148E+001, 4.9839057E+004, 4.9839052E+004, 4.9839056E+004, 5.4477023E+001, 5.4804435E+001, 5.4278222E+001, 1.5955202E+000, 1.5939273E+000, 1.5964889E+000
 8.8227547E+001, 4.9839043E+004, 4.9839037E+004, 4.9839042E+004, 5.4480458E+001, 5.4806123E+001, 5.4335804E+001, 1.5955033E+000, 1.5939189E+000, 1.5962081E+000
 8.8860002E+001, 4.9839028E+004, 4.9839023E+004, 4.9839027E+004, 5.4481625E+001, 5.4804654E+001, 5.4388039E+001, 1.5954975E+000, 1.5939259E+000, 1.5959533E+000
 8.9413401E+001, 4.9839014E+004, 4.9839008E+004, 4.9839013E+004, 5.4475401E+001, 5.4800731E+001, 5.4433558E+001, 1.5955276E+000, 1.5939448E+000, 1.5957314E+000
 9.0045856E+001, 4.9838999E+004, 4.9838994E+004, 4.9838999E+004, 5.4445727E+001, 5.4796412E+001, 5.4472859E+001, 1.5956720E+000, 1.5939657E+000, 1.5955399E+000
 9.0678312E+001, 4.9838984E+004, 4.9838979E+004, 4.9838984E+004, 5.4371229E+001, 5.4791860E+001, 5.4515130E+001, 1.5960348E+000, 1.5939877E+000, 1.5953339E+000
 9.1231710E+001, 4.9838971E+004, 4.9838965E+004, 4.9838970E+004, 5.4292019E+001, 5.4788109E+001, 5.4557217E+001, 1.5964207E+000, 1.5940057E+000, 1.5951288E+000
 9.1864166E+001, 4.9838957E+004, 4.9838952E+004, 4.9838957E+004, 5.4239043E+001, 5.4785014E+001, 5.4597028E+001, 1.5966789E+000, 1.5940206E+000, 1.5949349E+000
 9.2417565E+001, 4.9838945E+004, 4.9838939E+004, 4.9838944E+004, 5.4213440E+001, 5.4782560E+001, 5.4636769E+001, 1.5968037E+000, 1.5940324E+000, 1.5947414E+000
 9.3050020E+001, 4.9838933E+004, 4.9838927E+004, 4.9838932E+004, 5.4202555E+001, 5.4780556E+001, 5.4660820E+001, 1.5968566E+000, 1.5940421E+000, 1.5946243E+000
 9.3603419E+001, 4.9838921E+004, 4.9838916E+004, 4.9838920E+004, 5.4198791E+001, 5.4778731E+001, 5.4670941E+001, 1.5968749E+000, 1.5940508E+000, 1.5945749E+000
 9.4235874E+001, 4.9838910E+004, 4.9838905E+004, 4.9838910E+004, 5.4198397E+001, 5.4776967E+001, 5.4671774E+001, 1.5968767E+000, 1.5940593E+000, 1.5945708E+000
 9.4868330E+001, 4.9838899E+004, 4.9838895E+004, 4.9838899E+004, 5.4201387E+001, 5.4775144E+001, 5.4661325E+001, 1.5968620E+000, 1.5940680E+000, 1.5946215E+000
 9.5421728E+001, 4.9838890E+004, 4.9838885E+004, 4.9838889E+004, 5.4211404E+001, 5.4773506E+001, 5.4647655E+001, 1.5968130E+000, 1.5940759E+000, 1.5946879E+000
 9.6054184E+001, 4.9838881E+004, 4.9838877E+004, 4.9838880E+004, 5.4235390E+001, 5.4771953E+001, 5.4635933E+001, 1.5966959E+000, 1.5940833E+000, 1.5947448E+000
 9.6607583E+001, 4.9838873E+004, 4.9838869E+004, 4.9838872E+004, 5.4264725E+001, 5.4770500E+001, 5.4629340E+001, 1.5965528E+000, 1.5940903E+000, 1.5947768E+000
 9.7240038E+001, 4.9838865E+004, 4.9838862E+004, 4.9838865E+004, 5.4291253E+001, 5.4769131E+001, 5.4629926E+001, 1.5964234E+000, 1.5940969E+000, 1.5947739E+000
 9.7872494E+001, 4.9838858E+004, 4.9838855E+004, 4.9838858E+004, 5.4314482E+001, 5.4767878E+001, 5.4636295E+001, 1.5963101E+000, 1.5941029E+000, 1.5947428E+000
 9.8425892E+001, 4.9838852E+004, 4.9838849E+004, 4.9838853E+004, 5.4326290E+001, 5.4766770E+001, 5.4645713E+001, 1.5962524E+000, 1.5941082E+000, 1.5946970E+000
 9.9058348E+001, 4.9838847E+004, 4.9838845E+004, 4.9838848E+004, 5.4331813E+001, 5.4765551E+001, 5.4654796E+001, 1.5962255E+000, 1.5941141E+000, 1.5946527E+000
 9.9611746E+001, 4.9838843E+004, 4.9838841E+004, 4.9838844E+004, 5.4335262E+001, 5.4763968E+001, 5.4659781E+001, 1.5962086E+000, 1.5941218E+000, 1.5946284E+000
 1.0024420E+002, 4.9838840E+004, 4.9838838E+004, 4.9838840E+004, 5.4340365E+001, 5.4761945E+001, 5.4660932E+001, 1.5961837E+000, 1.5941316E+000, 1.5946228E+000
 1.0087666E+002, 4.9838837E+004, 4.9838835E+004, 4.9838838E+004, 5.4360472E+001, 5.4759343E+001, 5.4661795E+001, 1.5960857E+000, 1.5941442E+000, 1.5946186E+000
 1.0143006E+002, 4.9838835E+004, 4.9838834E+004, 4.9838836E+004, 5.4394445E+001, 5.4756352E+001, 5.4663644E+001, 1.5959201E+000, 1.5941587E+000, 1.5946095E+000
 1.0206251E+002, 4.9838834E+004, 4.9838833E+004, 4.9838835E+004, 5.4433779E+001, 5.4752579E+001, 5.4665240E+001, 1.5957285E+000, 1.5941770E+000, 1.5946018E+000
 1.0261591E+002, 4.9838834E+004, 4.9838833E+004, 4.9838835E+004, 5.4473761E+001, 5.4747946E+001, 5.4667458E+001, 1.5955337E+000, 1.5941996E+000, 1.5945910E+000
 1.0324837E+002, 4.9838835E+004, 4.9838835E+004, 4.9838836E+004, 5.4514661E+001, 5.4742857E+001, 5.4676865E+001, 1.5953346E+000, 1.5942243E+000, 1.5945452E+000
 1.0380176E+002, 4.9838837E+004, 4.9838837E+004, 4.9838838E+004, 5.4550148E+001, 5.4737657E+001, 5.4692458E+001, 1.5951618E+000, 1.5942496E+000, 1.5944694E+000
 1.0443422E+002, 4.9838840E+004, 4.9838840E+004, 4.9838841E+004, 5.4574538E+001, 5.4732586E+001, 5.4708113E+001, 1.5950432E+000, 1.5942743E+000, 1.5943933E+000
 1.0506668E+002, 4.9838843E+004, 4.9838843E+004, 4.9838844E+004, 5.4589888E+001, 5.4727445E+001, 5.4721643E+001, 1.5949685E+000, 1.5942993E+000, 1.5943276E+000
 1.0562007E+002, 4.9838846E+004, 4.9838846E+004, 4.9838847E+004, 5.4598724E+001, 5.4722895E+001, 5.4731089E+001, 1.5949255E+000, 1.5943215E+000, 1.5942817E+000
 1.0625253E+002, 4.9838850E+004, 4.9838850E+004, 4.9838851E+004, 5.4604846E+001, 5.4718809E+001, 5.4736911E+001, 1.5948958E+000, 1.5943414E+000, 1.5942534E+000
 1.0680593E+002, 4.9838854E+004, 4.9838854E+004, 4.9838855E+004, 5.4609013E+001, 5.4715251E+001, 5.4740775E+001, 1.5948755E+000, 1.5943587E+000, 1.5942346E+000
 1.0743838E+002, 4.9838858E+004, 4.9838858E+004, 4.9838859E+004, 5.4610671E+001, 5.4712219E+001, 5.4743304E+001, 1.5948675E+000, 1.5943735E+000, 1.5942224E+000
 1.0807084E+002, 4.9838862E+004, 4.9838862E+004, 4.9838863E+004, 5.4611136E+001, 5.4709489E+001, 5.4745339E+001, 1.5948653E+000, 1.5943868E+000, 1.5942125E+000
 1.0862424E+002, 4.9838867E+004, 4.9838866E+004, 4.9838867E+004, 5.4606739E+001, 5.4707340E+001, 5.4747181E+001, 1.5948867E+000, 1.5943973E+000, 1.5942036E+000
 1.0925669E+002, 4.9838872E+004, 4.9838871E+004, 4.9838872E+004, 5.4600168E+001, 5.4705235E+001, 5.4749100E+001, 1.5949188E+000, 1.5944076E+000, 1.5941943E+000
 1.0981009E+002, 4.9838877E+004, 4.9838876E+004, 4.9838877E+004, 5.4592267E+001, 5.4702287E+001, 5.4750879E+001, 1.5949573E+000, 1.5944220E+000, 1.5941857E+000
 1.1044255E+002, 4.9838882E+004, 4.9838881E+004, 4.9838883E+004, 5.4577676E+001, 5.4697762E+001, 5.4752643E+001, 1.5950283E+000, 1.5944441E+000, 1.5941772E+000
 1.1107500E+002, 4.9838889E+004, 4.9838887E+004, 4.9838889E+004, 5.4537828E+001, 5.4691165E+001, 5.4754758E+001, 1.5952224E+000, 1.5944762E+000, 1.5941670E+000
 1.1162840E+002, 4.9838895E+004, 4.9838893E+004, 4.9838895E+004, 5.4478537E+001, 5.4683452E+001, 5.4757098E+001, 1.5955111E+000, 1.5945138E+000, 1.5941557E+000
 1.1226086E+002, 4.9838901E+004, 4.9838899E+004, 4.9838901E+004, 5.4413098E+001, 5.4674370E+001, 5.4760304E+001, 1.5958299E+000, 1.5945581E+000, 1.5941402E+000
 1.1281426E+002, 4.9838907E+004, 4.9838905E+004, 4.9838908E+004, 5.4358183E+001, 5.4663947E+001, 5.4764667E+001, 1.5960976E+000, 1.5946088E+000, 1.5941190E+000
 1.1344671E+002, 4.9838914E+004, 4.9838912E+004, 4.9838915E+004, 5.4334283E+001, 5.4652411E+001, 5.4769961E+001, 1.5962141E+000, 1.5946650E+000, 1.5940934E+000
 1.1400011E+002, 4.9838921E+004, 4.9838919E+004, 4.9838922E+004, 5.4341751E+001, 5.4640955E+001, 5.4775956E+001, 1.5961778E+000, 1.5947208E+000, 1.5940643E+000
 1.1463257E+002, 4.9838927E+004, 4.9838925E+004, 4.9838929E+004, 5.4368171E+001, 5.4630552E+001, 5.4782487E+001, 1.5960491E+000, 1.5947715E+000, 1.5940326E+000
 1.1526502E+002, 4.9838935E+004, 4.9838933E+004, 4.9838936E+004, 5.4398415E+001, 5.4621516E+001, 5.4789936E+001, 1.5959018E+000, 1.5948155E+000, 1.5939965E+000
 1.1581842E+002, 4.9838942E+004, 4.9838940E+004, 4.9838943E+004, 5.4426327E+001, 5.4615532E+001, 5.4797259E+001, 1.5957659E+000, 1.5948447E+000, 1.5939610E+000
 1.1645087E+002, 4.9838949E+004, 4.9838947E+004, 4.9838950E+004, 5.4454011E+001, 5.4611304E+001, 5.4804098E+001, 1.5956311E+000, 1.5948654E+000, 1.5939278E+000
 1.1700427E+002, 4.9838956E+004, 4.9838954E+004, 4.9838957E+004, 5.4480674E+001, 5.4608139E+001, 5.4810345E+001, 1.5955013E+000, 1.5948808E+000, 1.5938975E+000
 1.1763673E+002, 4.9838962E+004, 4.9838960E+004, 4.9838963E+004, 5.4506950E+001, 5.4605695E+001, 5.4816237E+001, 1.5953734E+000, 1.5948928E+000, 1.5938689E+000
 1.1826918E+002, 4.9838968E+004, 4.9838967E+004, 4.9838969E+004, 5.4533338E+001, 5.4604686E+001, 5.4822026E+001, 1.5952450E+000, 1.5948978E+000, 1.5938409E+000
 1.1882258E+002, 4.9838974E+004, 4.9838972E+004, 4.9838975E+004, 5.4555686E+001, 5.4605204E+001, 5.4826311E+001, 1.5951363E+000, 1.5948953E+000, 1.5938201E+000
 1.1945504E+002, 4.9838979E+004, 4.9838977E+004, 4.9838979E+004, 5.4576167E+001, 5.4606437E+001, 5.4829315E+001, 1.5950367E+000, 1.5948894E+000, 1.5938056E+000
 1.2000844E+002, 4.9838983E+004, 4.9838981E+004, 4.9838984E+004, 5.4594318E+001, 5.4607831E+001, 5.4831429E+001, 1.5949484E+000, 1.5948826E+000, 1.5937953E+000
 1.2064089E+002, 4.9838987E+004, 4.9838985E+004, 4.9838988E+004, 5.4609351E+001, 5.4609526E+001, 5.4832830E+001, 1.5948753E+000, 1.5948744E+000, 1.5937886E+000
 1.2127335E+002, 4.9838991E+004, 4.9838989E+004, 4.9838991E+004, 5.4622515E+001, 5.4612359E+001, 5.4833757E+001, 1.5948113E+000, 1.5948607E+000, 1.5937841E+000
 1.2182675E+002, 4.9838994E+004, 4.9838992E+004, 4.9838994E+004, 5.4632381E+001, 5.4617130E+001, 5.4834214E+001, 1.5947633E+000, 1.5948375E+000, 1.5937819E+000
 1.2245920E+002, 4.9838997E+004, 4.9838995E+004, 4.9838997E+004, 5.4639947E+001, 5.4624242E+001, 5.4834332E+001, 1.5947265E+000, 1.5948029E+000, 1.5937814E+000
 1.2301260E+002, 4.9838999E+004, 4.9838997E+004, 4.9838999E+004, 5.4645552E+001, 5.4632756E+001, 5.4834237E+001, 1.5946993E+000, 1.5947615E+000, 1.5937819E+000
 1.2364506E+002, 4.9839001E+004, 4.9838999E+004, 4.9839001E+004, 5.4649017E+001, 5.4642206E+001, 5.4833997E+001, 1.5946824E+000, 1.5947156E+000, 1.5937830E+000
 1.2427751E+002, 4.9839003E+004, 4.9839001E+004, 4.9839002E+004, 5.4650803E+001, 5.4651711E+001, 5.4833631E+001, 1.5946738E+000, 1.5946693E+000, 1.5937848E+000
 1.2483091E+002, 4.9839004E+004, 4.9839002E+004, 4.9839004E+004, 5.4651032E+001, 5.4659916E+001, 5.4833276E+001, 1.5946727E+000, 1.5946294E+000, 1.5937866E+000
 1.2546337E+002, 4.9839005E+004, 4.9839003E+004, 4.9839005E+004, 5.4649933E+001, 5.4667802E+001, 5.4832979E+001, 1.5946780E+000, 1.5945911E+000, 1.5937880E+000
 1.2601676E+002, 4.9839006E+004, 4.9839004E+004, 4.9839005E+004, 5.4648068E+001, 5.4674932E+001, 5.4832730E+001, 1.5946871E+000, 1.5945564E+000, 1.5937892E+000
 1.2664922E+002, 4.9839006E+004, 4.9839004E+004, 4.9839006E+004, 5.4645702E+001, 5.4680987E+001, 5.4832514E+001, 1.5946986E+000, 1.5945270E+000, 1.5937903E+000
 1.2720262E+002, 4.9839007E+004, 4.9839004E+004, 4.9839006E+004, 5.4642683E+001, 5.4685892E+001, 5.4832345E+001, 1.5947133E+000, 1.5945031E+000, 1.5937911E+000
 1.2783507E+002, 4.9839007E+004, 4.9839004E+004, 4.9839006E+004, 5.4637414E+001, 5.4689273E+001, 5.4832726E+001, 1.5947389E+000, 1.5944867E+000, 1.5937893E+000
 1.2846753E+002, 4.9839007E+004, 4.9839004E+004, 4.9839006E+004, 5.4628079E+001, 5.4691151E+001, 5.4834244E+001, 1.5947843E+000, 1.5944775E+000, 1.5937819E+000
 1.2902093E+002, 4.9839006E+004, 4.9839003E+004, 4.9839006E+004, 5.4616036E+001, 5.4691817E+001, 5.4836468E+001, 1.5948429E+000, 1.5944743E+000, 1.5937711E+000
 1.2965338E+002, 4.9839006E+004, 4.9839003E+004, 4.9839005E+004, 5.4600965E+001, 5.4692291E+001, 5.4839418E+001, 1.5949163E+000, 1.5944720E+000, 1.5937567E+000
 1.3020678E+002, 4.9839006E+004, 4.9839002E+004, 4.9839004E+004, 5.4584060E+001, 5.4693092E+001, 5.4842639E+001, 1.5949985E+000, 1.5944681E+000, 1.5937411E+000
 1.3083924E+002, 4.9839005E+004, 4.9839001E+004, 4.9839003E+004, 5.4564003E+001, 5.4694870E+001, 5.4845732E+001, 1.5950961E+000, 1.5944594E+000, 1.5937260E+000
 1.3147169E+002, 4.9839004E+004, 4.9839000E+004, 4.9839002E+004, 5.4540811E+001, 5.4698072E+001, 5.4848692E+001, 1.5952090E+000, 1.5944438E+000, 1.5937117E+000
 1.3202509E+002, 4.9839003E+004, 4.9838998E+004, 4.9839001E+004, 5.4522913E+001, 5.4703177E+001, 5.4850916E+001, 1.5952961E+000, 1.5944190E+000, 1.5937008E+000
 1.3265755E+002, 4.9839001E+004, 4.9838997E+004, 4.9839000E+004, 5.4509646E+001, 5.4709956E+001, 5.4852136E+001, 1.5953607E+000, 1.5943860E+000, 1.5936949E+000
 1.3321095E+002, 4.9839000E+004, 4.9838996E+004, 4.9838999E+004, 5.4500909E+001, 5.4717609E+001, 5.4852147E+001, 1.5954033E+000, 1.5943488E+000, 1.5936948E+000
 1.3384340E+002, 4.9838999E+004, 4.9838994E+004, 4.9838997E+004, 5.4499773E+001, 5.4725528E+001, 5.4850832E+001, 1.5954088E+000, 1.5943103E+000, 1.5937012E+000
 1.3447586E+002, 4.9838998E+004, 4.9838993E+004, 4.9838996E+004, 5.4506801E+001, 5.4733651E+001, 5.4847694E+001, 1.5953745E+000, 1.5942708E+000, 1.5937164E+000
 1.3502926E+002, 4.9838997E+004, 4.9838992E+004, 4.9838995E+004, 5.4518985E+001, 5.4740635E+001, 5.4837724E+001, 1.5953152E+000, 1.5942368E+000, 1.5937649E+000
 1.3566171E+002, 4.9838996E+004, 4.9838991E+004, 4.9838994E+004, 5.4533848E+001, 5.4746901E+001, 5.4815795E+001, 1.5952428E+000, 1.5942063E+000, 1.5938714E+000
 1.3621511E+002, 4.9838995E+004, 4.9838990E+004, 4.9838993E+004, 5.4550640E+001, 5.4752519E+001, 5.4785424E+001, 1.5951611E+000, 1.5941790E+000, 1.5940190E+000
 1.3684757E+002, 4.9838994E+004, 4.9838989E+004, 4.9838992E+004, 5.4568381E+001, 5.4757263E+001, 5.4748985E+001, 1.5950747E+000, 1.5941559E+000, 1.5941962E+000
 1.3740096E+002, 4.9838993E+004, 4.9838988E+004, 4.9838991E+004, 5.4581787E+001, 5.4760934E+001, 5.4712236E+001, 1.5950095E+000, 1.5941381E+000, 1.5943748E+000
 1.3803342E+002, 4.9838991E+004, 4.9838987E+004, 4.9838989E+004, 5.4588335E+001, 5.4763525E+001, 5.4677283E+001, 1.5949776E+000, 1.5941254E+000, 1.5945448E+000
 1.3866588E+002, 4.9838990E+004, 4.9838986E+004, 4.9838988E+004, 5.4588624E+001, 5.4765438E+001, 5.4641997E+001, 1.5949762E+000, 1.5941161E+000, 1.5947165E+000
 1.3921927E+002, 4.9838989E+004, 4.9838985E+004, 4.9838987E+004, 5.4583510E+001, 5.4766724E+001, 5.4611669E+001, 1.5950010E+000, 1.5941099E+000, 1.5948640E+000
 1.3985173E+002, 4.9838987E+004, 4.9838984E+004, 4.9838985E+004, 5.4574301E+001, 5.4768138E+001, 5.4588276E+001, 1.5950458E+000, 1.5941030E+000, 1.5949778E+000
 1.4040513E+002, 4.9838986E+004, 4.9838983E+004, 4.9838984E+004, 5.4562528E+001, 5.4769802E+001, 5.4572926E+001, 1.5951031E+000, 1.5940949E+000, 1.5950525E+000
 1.4103758E+002, 4.9838984E+004, 4.9838981E+004, 4.9838983E+004, 5.4545557E+001, 5.4771383E+001, 5.4564358E+001, 1.5951857E+000, 1.5940872E+000, 1.5950942E+000
 1.4167004E+002, 4.9838982E+004, 4.9838980E+004, 4.9838981E+004, 5.4524465E+001, 5.4772436E+001, 5.4561622E+001, 1.5952884E+000, 1.5940820E+000, 1.5951075E+000
 1.4222344E+002, 4.9838981E+004, 4.9838979E+004, 4.9838980E+004, 5.4501622E+001, 5.4772974E+001, 5.4563016E+001, 1.5953996E+000, 1.5940794E+000, 1.5951007E+000
 1.4285589E+002, 4.9838979E+004, 4.9838977E+004, 4.9838978E+004, 5.4479104E+001, 5.4773144E+001, 5.4564802E+001, 1.5955092E+000, 1.5940786E+000, 1.5950920E+000
 1.4340929E+002, 4.9838977E+004, 4.9838976E+004, 4.9838976E+004, 5.4460213E+001, 5.4772851E+001, 5.4568503E+001, 1.5956012E+000, 1.5940800E+000, 1.5950740E+000
 1.4404175E+002, 4.9838975E+004, 4.9838974E+004, 4.9838974E+004, 5.4446074E+001, 5.4772054E+001, 5.4574657E+001, 1.5956700E+000, 1.5940838E+000, 1.5950440E+000
 1.4467420E+002, 4.9838972E+004, 4.9838972E+004, 4.9838972E+004, 5.4436758E+001, 5.4770581E+001, 5.4581156E+001, 1.5957154E+000, 1.5940910E+000, 1.5950123E+000
 1.4522760E+002, 4.9838970E+004, 4.9838970E+004, 4.9838970E+004, 5.4432986E+001, 5.4768459E+001, 5.4585747E+001, 1.5957337E+000, 1.5941013E+000, 1.5949900E+000
 1.4586006E+002, 4.9838968E+004, 4.9838967E+004, 4.9838967E+004, 5.4432763E+001, 5.4765359E+001, 5.4587391E+001, 1.5957348E+000, 1.5941163E+000, 1.5949819E+000
 1.4641346E+002, 4.9838965E+004, 4.9838965E+004, 4.9838965E+004, 5.4435436E+001, 5.4761526E+001, 5.4587136E+001, 1.5957218E+000, 1.5941349E+000, 1.5949831E+000
 1.4704591E+002, 4.9838962E+004, 4.9838962E+004, 4.9838962E+004, 5.4440058E+001, 5.4757171E+001, 5.4585189E+001, 1.5956992E+000, 1.5941560E+000, 1.5949926E+000
 1.4767837E+002, 4.9838959E+004, 4.9838959E+004, 4.9838958E+004, 5.4444987E+001, 5.4751822E+001, 5.4572144E+001, 1.5956752E+000, 1.5941820E+000, 1.5950560E+000
 1.4823177E+002, 4.9838955E+004, 4.9838956E+004, 4.9838955E+004, 5.4447215E+001, 5.4746199E+001, 5.4547108E+001, 1.5956643E+000, 1.5942093E+000, 1.5951779E+000
 1.4886422E+002, 4.9838952E+004, 4.9838952E+004, 4.9838951E+004, 5.4447781E+001, 5.4740039E+001, 5.4507730E+001, 1.5956615E+000, 1.5942392E+000, 1.5953695E+000
 1.4941762E+002, 4.9838948E+004, 4.9838948E+004, 4.9838948E+004, 5.4446761E+001, 5.4733451E+001, 5.4463361E+001, 1.5956664E+000, 1.5942712E+000, 1.5955856E+000
 1.5005007E+002, 4.9838944E+004, 4.9838944E+004, 4.9838944E+004, 5.4444488E+001, 5.4726843E+001, 5.4422506E+001, 1.5956775E+000, 1.5943033E+000, 1.5957845E+000
 1.5060347E+002, 4.9838940E+004, 4.9838940E+004, 4.9838940E+004, 5.4441364E+001, 5.4720095E+001, 5.4388059E+001, 1.5956926E+000, 1.5943361E+000, 1.5959523E+000
 1.5123593E+002, 4.9838935E+004, 4.9838936E+004, 4.9838935E+004, 5.4438497E+001, 5.4712803E+001, 5.4366778E+001, 1.5957065E+000, 1.5943715E+000, 1.5960560E+000
 1.5186838E+002, 4.9838930E+004, 4.9838931E+004, 4.9838931E+004, 5.4436061E+001, 5.4705046E+001, 5.4354363E+001, 1.5957184E+000, 1.5944092E+000, 1.5961164E+000
 1.5242178E+002, 4.9838926E+004, 4.9838926E+004, 4.9838926E+004, 5.4434371E+001, 5.4697789E+001, 5.4348914E+001, 1.5957265E+000, 1.5944444E+000, 1.5961429E+000
 1.5305424E+002, 4.9838921E+004, 4.9838922E+004, 4.9838921E+004, 5.4433848E+001, 5.4691496E+001, 5.4347416E+001, 1.5957290E+000, 1.5944750E+000, 1.5961502E+000
 1.5360764E+002, 4.9838916E+004, 4.9838917E+004, 4.9838917E+004, 5.4434003E+001, 5.4682788E+001, 5.4347050E+001, 1.5957282E+000, 1.5945173E+000, 1.5961519E+000
 1.5424009E+002, 4.9838911E+004, 4.9838912E+004, 4.9838912E+004, 5.4434567E+001, 5.4668596E+001, 5.4346808E+001, 1.5957254E+000, 1.5945863E+000, 1.5961530E+000
 1.5487255E+002, 4.9838906E+004, 4.9838907E+004, 4.9838907E+004, 5.4436217E+001, 5.4652124E+001, 5.4346933E+001, 1.5957173E+000, 1.5946663E+000, 1.5961524E+000
 1.5542595E+002, 4.9838901E+004, 4.9838902E+004, 4.9838902E+004, 5.4439239E+001, 5.4638184E+001, 5.4348551E+001, 1.5957026E+000, 1.5947341E+000, 1.5961444E+000
 1.5605840E+002, 4.9838896E+004, 4.9838898E+004, 4.9838898E+004, 5.4443923E+001, 5.4624093E+001, 5.4350929E+001, 1.5956797E+000, 1.5948026E+000, 1.5961328E+000
 1.5661180E+002, 4.9838892E+004, 4.9838893E+004, 4.9838893E+004, 5.4450227E+001, 5.4612811E+001, 5.4354207E+001, 1.5956490E+000, 1.5948575E+000, 1.5961168E+000
 1.5724426E+002, 4.9838887E+004, 4.9838888E+004, 4.9838889E+004, 5.4457727E+001, 5.4606721E+001, 5.4358393E+001, 1.5956124E+000, 1.5948870E+000, 1.5960963E+000
 1.5787671E+002, 4.9838882E+004, 4.9838884E+004, 4.9838884E+004, 5.4465048E+001, 5.4603869E+001, 5.4362607E+001, 1.5955767E+000, 1.5949009E+000, 1.5960757E+000
 1.5843011E+002, 4.9838878E+004, 4.9838879E+004, 4.9838880E+004, 5.4471081E+001, 5.4603331E+001, 5.4364746E+001, 1.5955472E+000, 1.5949034E+000, 1.5960653E+000
 1.5906257E+002, 4.9838874E+004, 4.9838875E+004, 4.9838875E+004, 5.4476591E+001, 5.4604163E+001, 5.4365033E+001, 1.5955204E+000, 1.5948993E+000, 1.5960638E+000
 1.5961596E+002, 4.9838870E+004, 4.9838871E+004, 4.9838871E+004, 5.4481573E+001, 5.4605420E+001, 5.4363974E+001, 1.5954961E+000, 1.5948932E+000, 1.5960690E+000
 1.6024842E+002, 4.9838866E+004, 4.9838868E+004, 4.9838868E+004, 5.4485707E+001, 5.4609199E+001, 5.4358177E+001, 1.5954759E+000, 1.5948748E+000, 1.5960972E+000
 1.6080182E+002, 4.9838862E+004, 4.9838864E+004, 4.9838864E+004, 5.4488616E+001, 5.4616509E+001, 5.4347285E+001, 1.5954617E+000, 1.5948392E+000, 1.5961502E+000
 1.6143427E+002, 4.9838859E+004, 4.9838861E+004, 4.9838861E+004, 5.4490009E+001, 5.4624140E+001, 5.4334861E+001, 1.5954549E+000, 1.5948020E+000, 1.5962107E+000
 1.6206673E+002, 4.9838856E+004, 4.9838858E+004, 4.9838858E+004, 5.4490434E+001, 5.4630710E+001, 5.4321665E+001, 1.5954528E+000, 1.5947700E+000, 1.5962750E+000
 1.6262013E+002, 4.9838853E+004, 4.9838855E+004, 4.9838855E+004, 5.4490390E+001, 5.4635452E+001, 5.4310303E+001, 1.5954530E+000, 1.5947469E+000, 1.5963304E+000
 1.6325258E+002, 4.9838850E+004, 4.9838853E+004, 4.9838852E+004, 5.4490378E+001, 5.4638933E+001, 5.4301420E+001, 1.5954530E+000, 1.5947299E+000, 1.5963737E+000
 1.6380598E+002, 4.9838848E+004, 4.9838850E+004, 4.9838850E+004, 5.4490254E+001, 5.4641188E+001, 5.4295155E+001, 1.5954536E+000, 1.5947189E+000, 1.5964042E+000
 1.6443844E+002, 4.9838846E+004, 4.9838848E+004, 4.9838848E+004, 5.4489853E+001, 5.4642143E+001, 5.4291200E+001, 1.5954555E+000, 1.5947143E+000, 1.5964234E+000
 1.6507089E+002, 4.9838844E+004, 4.9838846E+004, 4.9838846E+004, 5.4489231E+001, 5.4643304E+001, 5.4289456E+001, 1.5954585E+000, 1.5947086E+000, 1.5964319E+000
 1.6562429E+002, 4.9838842E+004, 4.9838845E+004, 4.9838845E+004, 5.4488694E+001, 5.4644490E+001, 5.4289915E+001, 1.5954611E+000, 1.5947028E+000, 1.5964297E+000
