s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa,Pa,Pa
 1.8575296E+001, 0.0000000E+000,-3.5640610E-001,-5.0837148E-001,-3.2160002E-001, 0.0000000E+000, 1.1704773E+001, 0.0000000E+000, 1.0837643E+001, 1.0518395E+001, 0.0000000E+000, 1.0000000E-001, 9.3591424E+002, 9.3542252E+002, 8.9570396E+002
 1.8779421E+001, 0.0000000E+000,-3.6109901E-001,-5.0835590E-001,-3.2578474E-001, 0.0000000E+000, 1.1686138E+001, 0.0000000E+000, 1.0793390E+001, 1.0490899E+001, 0.0000000E+000, 1.0000000E-001, 9.4427363E+002, 9.4387204E+002, 9.1143352E+002
 1.8983545E+001, 0.0000000E+000,-3.6575787E-001,-5.0833434E-001,-3.2994772E-001, 0.0000000E+000, 1.1658090E+001, 0.0000000E+000, 1.0709561E+001, 1.0454050E+001, 0.0000000E+000, 1.0000000E-001, 9.5295322E+002, 9.5262524E+002, 9.2613240E+002
 1.9187670E+001, 0.0000000E+000,-3.6712492E-001,-5.0830939E-001,-3.3408644E-001, 0.0000000E+000, 1.1624796E+001, 0.0000000E+000, 1.0600125E+001, 1.0415275E+001, 0.0000000E+000, 1.0000000E-001, 9.6188402E+002, 9.6161615E+002, 9.3997921E+002
 1.9391794E+001, 0.0000000E+000,-3.7168985E-001,-5.0828331E-001,-3.3823206E-001, 0.0000000E+000, 1.1588770E+001, 0.0000000E+000, 1.0480024E+001, 1.0370565E+001, 0.0000000E+000, 1.0000000E-001, 9.7101224E+002, 9.7079348E+002, 9.5312239E+002
 1.9595919E+001, 0.0000000E+000,-3.7620205E-001,-5.0825780E-001,-3.4236927E-001, 0.0000000E+000, 1.1552499E+001, 0.0000000E+000, 1.0351586E+001, 1.0325670E+001, 0.0000000E+000, 1.0000000E-001, 9.8029409E+002, 9.8011542E+002, 9.6568328E+002
 1.9800041E+001, 0.0000000E+000,-3.7774447E-001,-5.0823402E-001,-3.4646940E-001, 0.0000000E+000, 1.1519890E+001, 0.0000000E+000, 1.0229644E+001, 1.0287442E+001, 0.0000000E+000, 1.0000000E-001, 9.8969710E+002, 9.8955118E+002, 9.7776432E+002
 2.0004166E+001, 0.0000000E+000,-3.8216387E-001,-5.0821257E-001,-3.5053294E-001, 0.0000000E+000, 1.1492468E+001, 0.0000000E+000, 1.0126526E+001, 1.0251559E+001, 0.0000000E+000, 1.0000000E-001, 9.9919817E+002, 9.9907899E+002, 9.8945256E+002
 2.0208290E+001, 0.0000000E+000,-3.8654834E-001, 1.0007196E+001,-3.5415663E-001, 0.0000000E+000,-1.1198915E+002, 0.0000000E+000, 1.0042439E+001,-1.0272265E+002, 0.0000000E+000, 1.0000000E-001, 1.0087789E+003, 1.0086815E+003, 1.0008195E+003
 2.0412415E+001, 0.0000000E+000,-2.9788443E-001, 7.4886663E+000,-2.6540619E-001, 0.0000000E+000,-1.8984615E+002, 0.0000000E+000,-2.0526937E+002,-1.8292078E+002, 0.0000000E+000, 1.0000000E-001, 8.2366343E+002, 8.2358394E+002, 8.1716297E+002
 2.0616539E+001, 0.0000000E+000,-2.2494968E-001, 5.9398546E+000,-1.9825429E-001, 0.0000000E+000,-1.5504910E+002, 0.0000000E+000,-1.6812817E+002,-1.4953245E+002, 0.0000000E+000, 1.0000000E-001, 6.7247796E+002, 6.7241304E+002, 6.6716898E+002
 2.0820663E+001, 0.0000000E+000,-1.6516196E-001, 4.6700825E+000,-1.4654466E-001, 0.0000000E+000,-1.2663002E+002, 0.0000000E+000,-1.3773739E+002,-1.2227165E+002, 0.0000000E+000, 1.0000000E-001, 5.4900340E+002, 5.4895038E+002, 5.4466750E+002
 2.1024788E+001, 0.0000000E+000,-1.2293645E-001, 3.7660526E+000,-1.0729796E-001, 0.0000000E+000,-1.0341990E+002, 0.0000000E+000,-1.1279624E+002,-9.9884085E+001, 0.0000000E+000, 1.0000000E-001, 4.4816059E+002, 4.4811729E+002, 4.4461943E+002
 2.1228910E+001, 0.0000000E+000,-8.2900033E-002, 3.1166448E+000,-7.5718656E-002, 0.0000000E+000,-8.4463985E+001, 0.0000000E+000,-9.2142759E+001,-8.1505959E+001, 0.0000000E+000, 1.0000000E-001, 3.6580134E+002, 3.6576598E+002, 3.6290924E+002
 2.1433035E+001, 0.0000000E+000,-5.0312982E-002, 2.6102895E+000,-5.2727473E-002, 0.0000000E+000,-6.8982513E+001, 0.0000000E+000,-7.4948794E+001,-6.6475264E+001, 0.0000000E+000, 1.0000000E-001, 2.9853779E+002, 2.9850891E+002, 2.9617578E+002
 2.1637159E+001, 0.0000000E+000,-3.3384976E-002, 2.1543308E+000,-3.5677499E-002, 0.0000000E+000,-5.6338652E+001, 0.0000000E+000,-6.0871761E+001,-5.4253384E+001, 0.0000000E+000, 1.0000000E-001, 2.4360303E+002, 2.4357944E+002, 2.4167395E+002
 2.1841284E+001, 0.0000000E+000,-1.1856598E-002, 1.7768143E+000,-2.3058266E-002, 0.0000000E+000,-4.6012295E+001, 0.0000000E+000,-4.9450272E+001,-4.4270395E+001, 0.0000000E+000, 1.0000000E-001, 1.9873730E+002, 1.9871803E+002, 1.9716181E+002
 2.2045408E+001, 0.0000000E+000, 5.6481605E-003, 1.4744033E+000,-1.3535411E-002, 0.0000000E+000,-3.7578664E+001, 0.0000000E+000,-4.0185579E+001,-3.6112148E+001, 0.0000000E+000, 1.0000000E-001, 1.6209505E+002, 1.6207932E+002, 1.6080833E+002
 2.2249533E+001, 0.0000000E+000, 7.4182144E-003, 1.2273257E+000,-6.3406807E-003, 0.0000000E+000,-3.0690840E+001, 0.0000000E+000,-3.2669089E+001,-2.9462437E+001, 0.0000000E+000, 1.0000000E-001, 1.3216899E+002, 1.3215614E+002, 1.3111811E+002
 2.2453655E+001, 0.0000000E+000, 1.9011936E-002, 1.0180005E+000,-1.0584551E-003, 0.0000000E+000,-2.5065491E+001, 0.0000000E+000,-2.6589881E+001,-2.4029537E+001, 0.0000000E+000, 1.0000000E-001, 1.0772810E+002, 1.0771760E+002, 1.0686984E+002
 2.2657780E+001, 0.0000000E+000, 2.8458461E-002, 8.4315414E-001, 3.1107862E-003, 0.0000000E+000,-2.0471217E+001, 0.0000000E+000,-2.1656782E+001,-1.9596493E+001, 0.0000000E+000, 1.0000000E-001, 8.7766998E+001, 8.7758426E+001, 8.7066049E+001
 2.2861904E+001, 0.0000000E+000, 2.1387450E-002, 6.9380442E-001, 5.2336591E-003, 0.0000000E+000,-1.6719031E+001, 0.0000000E+000,-1.7653808E+001,-1.5998605E+001, 0.0000000E+000, 1.0000000E-001, 7.1464584E+001, 7.1457584E+001, 7.0892113E+001
 2.3066029E+001, 0.0000000E+000, 2.7680321E-002, 5.7157747E-001, 7.6356971E-003, 0.0000000E+000,-1.3654586E+001, 0.0000000E+000,-1.4418921E+001,-1.3047693E+001, 0.0000000E+000, 1.0000000E-001, 5.8150253E+001, 5.8144536E+001, 5.7682711E+001
 2.3270153E+001, 0.0000000E+000, 3.2819809E-002, 4.6953374E-001, 9.4293837E-003, 0.0000000E+000,-1.1151826E+001, 0.0000000E+000,-1.1773692E+001,-1.0640043E+001, 0.0000000E+000, 1.0000000E-001, 4.7276317E+001, 4.7271647E+001, 4.6894471E+001
 2.3474277E+001, 0.0000000E+000, 2.3573264E-002, 3.8557088E-001, 1.0975315E-002, 0.0000000E+000,-9.1077987E+000, 0.0000000E+000,-9.6183797E+000,-8.6876793E+000, 0.0000000E+000, 1.0000000E-001, 3.8395473E+001, 3.8391659E+001, 3.8083616E+001
 2.3678400E+001, 0.0000000E+000, 2.7010842E-002, 3.1639520E-001, 1.2304309E-002, 0.0000000E+000,-7.4384229E+000, 0.0000000E+000,-7.8725326E+000,-7.0827126E+000, 0.0000000E+000, 1.0000000E-001, 3.1142406E+001, 3.1139292E+001, 3.0887710E+001
 2.3882524E+001, 0.0000000E+000, 2.9821046E-002, 2.5898497E-001, 1.3332595E-002, 0.0000000E+000,-6.0750283E+000, 0.0000000E+000,-6.4345811E+000,-5.7728897E+000, 0.0000000E+000, 1.0000000E-001, 2.5218760E+001, 2.5216216E+001, 2.5010747E+001
 2.4086649E+001, 0.0000000E+000, 2.3730948E-002, 2.1155255E-001, 1.4297077E-002, 0.0000000E+000,-4.9615315E+000, 0.0000000E+000,-5.2573530E+000,-4.7119509E+000, 0.0000000E+000, 1.0000000E-001, 2.0380864E+001, 2.0378786E+001, 2.0210978E+001
 2.4290773E+001, 0.0000000E+000, 2.5610065E-002, 1.7274545E-001, 1.5062724E-002, 0.0000000E+000,-4.0521283E+000, 0.0000000E+000,-4.3008839E+000,-3.8387101E+000, 0.0000000E+000, 1.0000000E-001, 1.6429709E+001, 1.6428013E+001, 1.6290962E+001
 2.4494898E+001, 0.0000000E+000, 2.7143969E-002, 1.4111345E-001, 1.5801065E-002, 0.0000000E+000,-3.3094104E+000, 0.0000000E+000,-3.5094777E+000,-3.1253520E+000, 0.0000000E+000, 1.0000000E-001, 1.3202765E+001, 1.3201380E+001, 1.3089449E+001
 2.4699022E+001, 0.0000000E+000, 2.2977122E-002, 1.1522172E-001, 1.6398248E-002, 0.0000000E+000,-2.7028259E+000, 0.0000000E+000,-2.8603949E+000,-2.5482288E+000, 0.0000000E+000, 1.0000000E-001, 1.0567290E+001, 1.0566159E+001, 1.0474744E+001
 2.4903145E+001, 0.0000000E+000, 2.3998063E-002, 9.4201391E-002, 1.6874925E-002, 0.0000000E+000,-2.2074228E+000, 0.0000000E+000,-2.3336223E+000,-2.0723484E+000, 0.0000000E+000, 1.0000000E-001, 8.4148740E+000, 8.4139497E+000, 8.3392903E+000
 2.5107269E+001, 0.0000000E+000, 2.4828757E-002, 7.7093205E-002, 1.7271044E-002, 0.0000000E+000,-1.8028224E+000, 0.0000000E+000,-1.8972948E+000,-1.6836294E+000, 0.0000000E+000, 1.0000000E-001, 6.6569756E+000, 6.6562207E+000, 6.5952457E+000
 2.5311394E+001, 0.0000000E+000, 2.1346466E-002, 6.3193390E-002, 1.7591372E-002, 0.0000000E+000,-1.4723817E+000, 0.0000000E+000,-1.5398444E+000,-1.3702504E+000, 0.0000000E+000, 1.0000000E-001, 5.2212839E+000, 5.2206673E+000, 5.1708685E+000
 2.5515518E+001, 0.0000000E+000, 2.1895496E-002, 5.1995113E-002, 1.7916887E-002, 0.0000000E+000,-1.2025076E+000, 0.0000000E+000,-1.2514802E+000,-1.1107001E+000, 0.0000000E+000, 1.0000000E-001, 4.0487412E+000, 4.0482377E+000, 4.0075665E+000
 2.5719643E+001, 0.0000000E+000, 2.2340260E-002, 4.3108065E-002, 1.8264852E-002, 0.0000000E+000,-9.8209903E-001, 0.0000000E+000,-1.0122210E+000,-8.9838585E-001, 0.0000000E+000, 1.0000000E-001, 3.0911149E+000, 3.0907037E+000, 3.0574871E+000
 2.5923767E+001, 0.0000000E+000, 1.9286581E-002, 3.5948712E-002, 1.8624613E-002, 0.0000000E+000,-8.0208930E-001, 0.0000000E+000,-8.1656674E-001,-7.2822939E-001, 0.0000000E+000, 1.0000000E-001, 2.3090126E+000, 2.3086768E+000, 2.2815486E+000
 2.6127892E+001, 0.0000000E+000, 1.9577834E-002, 3.0337623E-002, 1.8966392E-002, 0.0000000E+000,-6.5507370E-001, 0.0000000E+000,-6.6028850E-001,-5.8619185E-001, 0.0000000E+000, 1.0000000E-001, 1.6702626E+000, 1.6699883E+000, 1.6478324E+000
 2.6332014E+001, 0.0000000E+000, 1.9812204E-002, 2.5754281E-002, 1.9259279E-002, 0.0000000E+000,-5.3500471E-001, 0.0000000E+000,-5.2991478E-001,-4.7017895E-001, 0.0000000E+000, 1.0000000E-001, 1.1485895E+000, 1.1483655E+000, 1.1302706E+000
 2.6536139E+001, 0.0000000E+000, 1.7510823E-002, 2.1931919E-002, 1.9468219E-002, 0.0000000E+000,-4.3694326E-001, 0.0000000E+000,-4.2374083E-001,-3.7803230E-001, 0.0000000E+000, 1.0000000E-001, 7.2253431E-001, 7.2235135E-001, 7.0757308E-001
 2.6740263E+001, 0.0000000E+000, 1.7662152E-002, 1.8798516E-002, 1.9564022E-002, 0.0000000E+000,-3.5685558E-001, 0.0000000E+000,-3.3989820E-001,-3.0083089E-001, 0.0000000E+000, 1.0000000E-001, 3.7457113E-001, 3.7442171E-001, 3.6235215E-001
 2.6944387E+001, 0.0000000E+000, 1.7782781E-002, 1.6178565E-002, 1.9523512E-002, 0.0000000E+000,-2.9144723E-001, 0.0000000E+000,-2.6968910E-001,-2.3796237E-001, 0.0000000E+000, 1.0000000E-001, 9.0386399E-002, 9.0264367E-002, 8.0407050E-002
 2.7148512E+001, 0.0000000E+000, 1.6493706E-002, 1.3937093E-002, 1.9370464E-002, 0.0000000E+000,-2.3802763E-001, 0.0000000E+000,-2.1268171E-001,-1.8822637E-001, 0.0000000E+000, 1.0000000E-001,-1.4170988E-001,-1.4180954E-001,-1.4986010E-001
 2.7352636E+001, 0.0000000E+000, 1.6569676E-002, 1.2031772E-002, 1.9133290E-002, 0.0000000E+000,-1.9439935E-001, 0.0000000E+000,-1.6783643E-001,-1.4666461E-001, 0.0000000E+000, 1.0000000E-001,-3.3126504E-001,-3.3134644E-001,-3.3792141E-001
 2.7556759E+001, 0.0000000E+000, 1.6629189E-002, 1.0369712E-002, 1.8837953E-002, 0.0000000E+000,-1.5876774E-001, 0.0000000E+000,-1.3033159E-001,-1.1293088E-001, 0.0000000E+000, 1.0000000E-001,-4.8607649E-001,-4.8614296E-001,-4.9151280E-001
 2.7760883E+001, 0.0000000E+000, 1.5850495E-002, 8.8835394E-003, 1.8504039E-002, 0.0000000E+000,-1.2966707E-001, 0.0000000E+000,-9.9941700E-002,-8.6428996E-002, 0.0000000E+000, 1.0000000E-001,-6.1251241E-001,-6.1256671E-001,-6.1695230E-001
 2.7965008E+001, 0.0000000E+000, 1.5886172E-002, 7.5567310E-003, 1.8157492E-002, 0.0000000E+000,-1.0590029E-001, 0.0000000E+000,-7.6172680E-002,-6.4299892E-002, 0.0000000E+000, 1.0000000E-001,-7.1577380E-001,-7.1581814E-001,-7.1939989E-001
 2.8169132E+001, 0.0000000E+000, 1.5913076E-002, 6.3371004E-003, 1.7866640E-002, 0.0000000E+000,-8.6489738E-002, 0.0000000E+000,-5.6236850E-002,-4.6372921E-002, 0.0000000E+000, 1.0000000E-001,-8.0010832E-001,-8.0014453E-001,-8.0306979E-001
 2.8373257E+001, 0.0000000E+000, 1.5386473E-002, 5.2067315E-003, 1.7671859E-002, 0.0000000E+000,-7.0636963E-002, 0.0000000E+000,-4.0014969E-002,-3.2371900E-002, 0.0000000E+000, 1.0000000E-001,-8.6898510E-001,-8.6901467E-001,-8.7140375E-001
 2.8577381E+001, 0.0000000E+000, 1.5400626E-002, 4.3103649E-003, 1.7618069E-002, 0.0000000E+000,-5.7689857E-002, 0.0000000E+000,-2.7328061E-002,-2.0360797E-002, 0.0000000E+000, 1.0000000E-001,-9.2523739E-001,-9.2526155E-001,-9.2721273E-001
 2.8781504E+001, 0.0000000E+000, 1.5409974E-002, 3.5338537E-003, 1.7543361E-002, 0.0000000E+000,-4.7115836E-002, 0.0000000E+000,-1.6439919E-002,-1.0628648E-002, 0.0000000E+000, 1.0000000E-001,-9.7117916E-001,-9.7119889E-001,-9.7279244E-001
 2.8985628E+001, 0.0000000E+000, 1.5084594E-002, 3.1238494E-003, 1.7567681E-002, 0.0000000E+000,-3.8479936E-002, 0.0000000E+000,-7.5822569E-003,-2.7038126E-003, 0.0000000E+000, 1.0000000E-001,-1.0087002E+000,-1.0087163E+000,-1.0100178E+000
 2.9189753E+001, 0.0000000E+000, 1.5086928E-002, 2.6761125E-003, 1.7530142E-002, 0.0000000E+000,-3.1426918E-002, 0.0000000E+000,-5.7267004E-004, 3.8662646E-003, 0.0000000E+000, 1.0000000E-001,-1.0393440E+000,-1.0393572E+000,-1.0404201E+000
 2.9393877E+001, 0.0000000E+000, 1.5086652E-002, 2.2866135E-003, 1.7480335E-002, 0.0000000E+000,-2.5666652E-002, 0.0000000E+000, 5.3274013E-003, 9.1869484E-003, 0.0000000E+000, 1.0000000E-001,-1.0643711E+000,-1.0643818E+000,-1.0652499E+000
 2.9598001E+001, 0.0000000E+000, 1.4870600E-002, 1.9661886E-003, 1.7418643E-002, 0.0000000E+000,-2.0962191E-002, 0.0000000E+000, 1.0114826E-002, 1.3293240E-002, 0.0000000E+000, 1.0000000E-001,-1.0848109E+000,-1.0848197E+000,-1.0855287E+000
 2.9802126E+001, 0.0000000E+000, 1.4866560E-002, 1.7154801E-003, 1.7335069E-002, 0.0000000E+000,-1.7120014E-002, 0.0000000E+000, 1.3784867E-002, 1.6797095E-002, 0.0000000E+000, 1.0000000E-001,-1.1015043E+000,-1.1015115E+000,-1.1020905E+000
 3.0000000E+001, 0.0000000E+000, 1.4861297E-002, 1.5216648E-003, 1.7233101E-002, 0.0000000E+000,-1.4079552E-002, 0.0000000E+000, 1.6903095E-002, 1.9536510E-002, 0.0000000E+000, 1.0000000E-001,-1.1147666E+000,-1.1147725E+000,-1.1152483E+000
