Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.732E+01, 7.886E+00, 3.020E+00, 1.414E+01, 4.790E+00, 4.098E+00, 9.408E+00, 0.000E+00, 1.323E-02, 0.000E+00, 7.371E+00, 0.000E+00, 1.511E-01, 0.000E+00, 0.000E+00, 6.819E+01
    1, 1.815E+01, 7.415E+00, 2.647E+00, 1.378E+01, 4.372E+00, 3.183E+00, 8.455E+00, 0.000E+00, 1.218E-02, 0.000E+00, 1.008E+01, 0.000E+00, 9.836E-02, 0.000E+00, 0.000E+00, 6.819E+01
    2, 1.764E+01, 8.064E+00, 3.117E+00, 1.507E+01, 4.836E+00, 4.313E+00, 8.716E+00, 0.000E+00, 1.242E-02, 0.000E+00, 6.292E+00, 0.000E+00, 1.343E-01, 0.000E+00, 0.000E+00, 6.819E+01
    3, 1.717E+01, 7.417E+00, 2.630E+00, 1.398E+01, 4.375E+00, 3.156E+00, 9.404E+00, 0.000E+00, 1.064E-02, 0.000E+00, 9.948E+00, 0.000E+00, 1.059E-01, 0.000E+00, 0.000E+00, 6.819E+01
    4, 1.471E+01, 7.772E+00, 2.978E+00, 1.394E+01, 4.766E+00, 3.952E+00, 1.195E+01, 0.000E+00, 1.319E-02, 0.000E+00, 7.989E+00, 0.000E+00, 1.288E-01, 0.000E+00, 0.000E+00, 6.819E+01
    5, 1.555E+01, 7.459E+00, 2.681E+00, 1.378E+01, 4.361E+00, 3.137E+00, 1.107E+01, 0.000E+00, 1.301E-02, 0.000E+00, 1.006E+01, 0.000E+00, 9.620E-02, 0.000E+00, 0.000E+00, 6.819E+01
    6, 1.587E+01, 8.254E+00, 3.203E+00, 1.513E+01, 4.921E+00, 4.404E+00, 1.057E+01, 0.000E+00, 1.201E-02, 0.000E+00, 5.700E+00, 0.000E+00, 1.336E-01, 0.000E+00, 0.000E+00, 6.819E+01
    7, 1.527E+01, 8.266E+00, 3.206E+00, 1.534E+01, 4.897E+00, 4.485E+00, 1.111E+01, 0.000E+00, 1.326E-02, 0.000E+00, 5.468E+00, 0.000E+00, 1.343E-01, 0.000E+00, 0.000E+00, 6.819E+01
