s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1,ZONE_2
 9.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4878973E-004,-4.6239303E-003, 0.0000000E+000,-5.3361886E-003, 0.0000000E+000,-1.8757889E-002,-1.0508909E-002, 0.0000000E+000, 0.0000000E+000,-8.3906434E+000, 9.1059397E+001
 9.3750000E+000, 0.0000000E+000, 0.0000000E+000,-5.4823326E-004,-4.6068950E-003, 0.0000000E+000,-5.3258841E-003, 0.0000000E+000,-1.8721692E-002,-1.0481012E-002, 0.0000000E+000, 0.0000000E+000,-8.3982867E+000, 9.1051874E+001
 9.6250000E+000, 0.0000000E+000, 0.0000000E+000,-5.4768167E-004,-4.5900340E-003, 0.0000000E+000,-5.3156491E-003, 0.0000000E+000,-1.8685631E-002,-1.0453365E-002, 0.0000000E+000, 0.0000000E+000,-8.4033723E+000, 9.1046868E+001
 1.0000000E+001, 0.0000000E+000, 0.0000000E+000,-5.4713531E-004,-4.5737351E-003, 0.0000000E+000,-5.3056431E-003, 0.0000000E+000,-1.8650280E-002,-1.0426513E-002, 0.0000000E+000, 0.0000000E+000,-8.4109862E+000, 9.1039371E+001
 1.0250000E+001, 0.0000000E+000, 0.0000000E+000,-5.4659269E-004,-4.5576507E-003, 0.0000000E+000,-5.2957891E-003, 0.0000000E+000,-1.8615621E-002,-1.0400033E-002, 0.0000000E+000, 0.0000000E+000,-8.4160525E+000, 9.1034381E+001
 1.0625000E+001, 0.0000000E+000, 0.0000000E+000,-5.4605353E-004,-4.5417694E-003, 0.0000000E+000,-5.2860113E-003, 0.0000000E+000,-1.8581143E-002,-1.0373834E-002, 0.0000000E+000, 0.0000000E+000,-8.4236378E+000, 9.1026908E+001
 1.0875000E+001, 0.0000000E+000, 0.0000000E+000,-5.4551619E-004,-4.5267500E-003, 0.0000000E+000,-5.2765315E-003, 0.0000000E+000,-1.8547515E-002,-1.0348798E-002, 0.0000000E+000, 0.0000000E+000,-8.4286854E+000, 9.1021934E+001
 1.1125000E+001, 0.0000000E+000, 0.0000000E+000,-5.4508754E-004,-4.5154623E-003, 0.0000000E+000,-5.2692610E-003, 0.0000000E+000,-1.8521773E-002,-1.0329811E-002, 0.0000000E+000, 0.0000000E+000,-8.4337257E+000, 9.1016963E+001
 1.1500000E+001, 0.0000000E+000, 0.0000000E+000,-5.4455391E-004,-4.5019971E-003, 0.0000000E+000,-5.2604657E-003, 0.0000000E+000,-1.8490700E-002,-1.0307017E-002, 0.0000000E+000, 0.0000000E+000,-8.4412730E+000, 9.1009515E+001
 1.1750000E+001, 0.0000000E+000, 0.0000000E+000,-5.4402291E-004,-4.4887998E-003, 0.0000000E+000,-5.2518167E-003, 0.0000000E+000,-1.8460222E-002,-1.0284639E-002, 0.0000000E+000, 0.0000000E+000,-8.4462961E+000, 9.1004555E+001
 1.2125000E+001, 0.0000000E+000, 0.0000000E+000,-5.4349523E-004,-4.4758321E-003, 0.0000000E+000,-5.2432840E-003, 0.0000000E+000,-1.8430167E-002,-1.0262611E-002, 0.0000000E+000, 0.0000000E+000,-8.4538183E+000, 9.0997126E+001
