s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa,Pa,Pa
 4.6948552E+000, 0.0000000E+000,-9.4696521E-002,-5.0810517E-001,-8.7771508E-002, 0.0000000E+000, 1.1776976E+001, 0.0000000E+000, 1.1094660E+001, 1.1086403E+001, 0.0000000E+000, 1.0000000E-001, 8.8310248E+002,-1.1734812E+000,-1.1713518E+000
 4.8989797E+000, 0.0000000E+000,-9.9508294E-002,-5.0810558E-001,-9.2953936E-002, 0.0000000E+000, 1.1773002E+001, 0.0000000E+000, 1.1080713E+001, 1.1072434E+001, 0.0000000E+000, 1.0000000E-001, 9.2316133E+002,-1.1733615E+000,-1.1711072E+000
 5.1031036E+000, 0.0000000E+000,-1.0160718E-001,-5.0810618E-001,-9.8193189E-002, 0.0000000E+000, 1.1769550E+001, 0.0000000E+000, 1.1066696E+001, 1.1061644E+001, 0.0000000E+000, 1.0000000E-001, 9.6320664E+002,-1.1732406E+000,-1.1708588E+000
 5.3072276E+000, 0.0000000E+000,-1.0640654E-001,-5.0810684E-001,-1.0348814E-001, 0.0000000E+000, 1.1766082E+001, 0.0000000E+000, 1.1056397E+001, 1.1048080E+001, 0.0000000E+000, 1.0000000E-001, 1.0032420E+003,-1.1731186E+000,-1.1706089E+000
 5.5113521E+000, 0.0000000E+000,-1.1119885E-001,-5.0810744E-001,-1.0883473E-001, 0.0000000E+000, 1.1762057E+001, 0.0000000E+000, 1.1042292E+001, 1.1033916E+001, 0.0000000E+000, 1.0000000E-001, 1.0432637E+003,-1.1729957E+000,-1.1703598E+000
 5.7154760E+000, 0.0000000E+000,-1.1333922E-001,-5.0810788E-001,-1.1423058E-001, 0.0000000E+000, 1.1758541E+001, 0.0000000E+000, 1.1028530E+001, 1.1022863E+001, 0.0000000E+000, 1.0000000E-001, 1.0832717E+003,-1.1728724E+000,-1.1701139E+000
 5.9196000E+000, 0.0000000E+000,-1.1811892E-001,-5.0810812E-001,-1.1967503E-001, 0.0000000E+000, 1.1755004E+001, 0.0000000E+000, 1.1018009E+001, 1.1009102E+001, 0.0000000E+000, 1.0000000E-001, 1.1232695E+003,-1.1727492E+000,-1.1698730E+000
 6.1237245E+000, 0.0000000E+000,-1.2289152E-001,-5.0810815E-001,-1.2516444E-001, 0.0000000E+000, 1.1750923E+001, 0.0000000E+000, 1.1003696E+001, 1.0994759E+001, 0.0000000E+000, 1.0000000E-001, 1.1632534E+003,-1.1726264E+000,-1.1696382E+000
 6.3278484E+000, 0.0000000E+000,-1.2511932E-001,-5.0810801E-001,-1.3069682E-001, 0.0000000E+000, 1.1747329E+001, 0.0000000E+000, 1.0989328E+001, 1.0983405E+001, 0.0000000E+000, 1.0000000E-001, 1.2032234E+003,-1.1725042E+000,-1.1694095E+000
 6.5319729E+000, 0.0000000E+000,-1.2987911E-001,-5.0810776E-001,-1.3627196E-001, 0.0000000E+000, 1.1743718E+001, 0.0000000E+000, 1.0978456E+001, 1.0969459E+001, 0.0000000E+000, 1.0000000E-001, 1.2431829E+003,-1.1723825E+000,-1.1691860E+000
 6.7360969E+000, 0.0000000E+000,-1.3463173E-001,-5.0810746E-001,-1.4188665E-001, 0.0000000E+000, 1.1739588E+001, 0.0000000E+000, 1.0963984E+001, 1.0954962E+001, 0.0000000E+000, 1.0000000E-001, 1.2831284E+003,-1.1722610E+000,-1.1689659E+000
 6.9402208E+000, 0.0000000E+000,-1.3674077E-001,-5.0810720E-001,-1.4753921E-001, 0.0000000E+000, 1.1735970E+001, 0.0000000E+000, 1.0949467E+001, 1.0943583E+001, 0.0000000E+000, 1.0000000E-001, 1.3230598E+003,-1.1721397E+000,-1.1687469E+000
 7.1443453E+000, 0.0000000E+000,-1.4148051E-001,-5.0810700E-001,-1.5322964E-001, 0.0000000E+000, 1.1732340E+001, 0.0000000E+000, 1.0938590E+001, 1.0929522E+001, 0.0000000E+000, 1.0000000E-001, 1.3629806E+003,-1.1720182E+000,-1.1685267E+000
 7.3484693E+000, 0.0000000E+000,-1.4621302E-001,-5.0810692E-001,-1.5895463E-001, 0.0000000E+000, 1.1728176E+001, 0.0000000E+000, 1.0923984E+001, 1.0914901E+001, 0.0000000E+000, 1.0000000E-001, 1.4028873E+003,-1.1718966E+000,-1.1683032E+000
 7.5525932E+000, 0.0000000E+000,-1.4824028E-001,-5.0810693E-001,-1.6471257E-001, 0.0000000E+000, 1.1724540E+001, 0.0000000E+000, 1.0909341E+001, 1.0903480E+001, 0.0000000E+000, 1.0000000E-001, 1.4427798E+003,-1.1717749E+000,-1.1680752E+000
 7.7567177E+000, 0.0000000E+000,-1.5295985E-001,-5.0810704E-001,-1.7050363E-001, 0.0000000E+000, 1.1720895E+001, 0.0000000E+000, 1.0898433E+001, 1.0889324E+001, 0.0000000E+000, 1.0000000E-001, 1.4826618E+003,-1.1716531E+000,-1.1678423E+000
 7.9608417E+000, 0.0000000E+000,-1.5767214E-001,-5.0810721E-001,-1.7632453E-001, 0.0000000E+000, 1.1716706E+001, 0.0000000E+000, 1.0883718E+001, 1.0874602E+001, 0.0000000E+000, 1.0000000E-001, 1.5225295E+003,-1.1715314E+000,-1.1676050E+000
 8.1649656E+000, 0.0000000E+000,-1.5968988E-001,-5.0810740E-001,-1.8217377E-001, 0.0000000E+000, 1.1713043E+001, 0.0000000E+000, 1.0868974E+001, 1.0863072E+001, 0.0000000E+000, 1.0000000E-001, 1.5623829E+003,-1.1714098E+000,-1.1673647E+000
 8.3690901E+000, 0.0000000E+000,-1.6438915E-001,-5.0810757E-001,-1.8805169E-001, 0.0000000E+000, 1.1709370E+001, 0.0000000E+000, 1.0857955E+001, 1.0848822E+001, 0.0000000E+000, 1.0000000E-001, 1.6022257E+003,-1.1712884E+000,-1.1671230E+000
 8.5732145E+000, 0.0000000E+000,-1.6908110E-001,-5.0810770E-001,-1.9395510E-001, 0.0000000E+000, 1.1705156E+001, 0.0000000E+000, 1.0843149E+001, 1.0834012E+001, 0.0000000E+000, 1.0000000E-001, 1.6420542E+003,-1.1711671E+000,-1.1668818E+000
 8.7773380E+000, 0.0000000E+000,-1.7115930E-001,-5.0810778E-001,-1.9988259E-001, 0.0000000E+000, 1.1701301E+001, 0.0000000E+000, 1.0828054E+001, 1.0822151E+001, 0.0000000E+000, 1.0000000E-001, 1.6818680E+003,-1.1710460E+000,-1.1666426E+000
 8.9814625E+000, 0.0000000E+000,-1.7583786E-001,-5.0810780E-001,-2.0583451E-001, 0.0000000E+000, 1.1697550E+001, 0.0000000E+000, 1.0816508E+001, 1.0807769E+001, 0.0000000E+000, 1.0000000E-001, 1.7216707E+003,-1.1709250E+000,-1.1664064E+000
 9.1855869E+000, 0.0000000E+000,-1.8050905E-001,-5.0810778E-001,-2.1180785E-001, 0.0000000E+000, 1.1693309E+001, 0.0000000E+000, 1.0801556E+001, 1.0792885E+001, 0.0000000E+000, 1.0000000E-001, 1.7614589E+003,-1.1708040E+000,-1.1661738E+000
 9.3897104E+000, 0.0000000E+000,-1.8268089E-001,-5.0810772E-001,-2.1780149E-001, 0.0000000E+000, 1.1689562E+001, 0.0000000E+000, 1.0786654E+001, 1.0780972E+001, 0.0000000E+000, 1.0000000E-001, 1.8012327E+003,-1.1706831E+000,-1.1659443E+000
 9.5938349E+000, 0.0000000E+000,-1.8733882E-001,-5.0810764E-001,-2.2381591E-001, 0.0000000E+000, 1.1685810E+001, 0.0000000E+000, 1.0775223E+001, 1.0766547E+001, 0.0000000E+000, 1.0000000E-001, 1.8409954E+003,-1.1705622E+000,-1.1657172E+000
 9.7979593E+000, 0.0000000E+000,-1.9198938E-001,-5.0810757E-001,-2.2984818E-001, 0.0000000E+000, 1.1681557E+001, 0.0000000E+000, 1.0760291E+001, 1.0751612E+001, 0.0000000E+000, 1.0000000E-001, 1.8807436E+003,-1.1704414E+000,-1.1654915E+000
 1.0002083E+001, 0.0000000E+000,-1.9404582E-001,-5.0810752E-001,-2.3589712E-001, 0.0000000E+000, 1.1677816E+001, 0.0000000E+000, 1.0745346E+001, 1.0739766E+001, 0.0000000E+000, 1.0000000E-001, 1.9204774E+003,-1.1703206E+000,-1.1652660E+000
 1.0206207E+001, 0.0000000E+000,-2.0444898E-001,-3.8818214E-001,-2.5387682E-001, 0.0000000E+000, 1.0152964E+001, 0.0000000E+000, 1.2257111E+001, 9.3064557E+000, 0.0000000E+000, 1.0000000E-001, 1.9602002E+003,-1.1701999E+000,-1.1650397E+000
 1.0410332E+001, 0.0000000E+000,-2.0844190E-001,-4.5936152E-001,-2.1332331E-001, 0.0000000E+000, 1.0392102E+001, 0.0000000E+000, 8.0555521E+000, 9.5109757E+000, 0.0000000E+000, 1.0000000E-001, 1.5532295E+003, 2.2913768E+002,-1.1648128E+000
 1.0614455E+001, 0.0000000E+000,-2.1103830E-001,-4.9107911E-001,-1.9712913E-001, 0.0000000E+000, 1.1078282E+001, 0.0000000E+000, 9.1528371E+000, 1.0179035E+001, 0.0000000E+000, 1.0000000E-001, 1.2834184E+003, 3.8954387E+002,-1.1646387E+000
 1.0818580E+001, 0.0000000E+000,-2.1536764E-001,-5.0445702E-001,-1.9053365E-001, 0.0000000E+000, 1.1397326E+001, 0.0000000E+000, 9.7299179E+000, 1.0486968E+001, 0.0000000E+000, 1.0000000E-001, 1.1059239E+003, 5.0248250E+002,-1.1646883E+000
 1.1022704E+001, 0.0000000E+000,-2.1978667E-001,-5.0952228E-001,-1.8864227E-001, 0.0000000E+000, 1.1546441E+001, 0.0000000E+000, 1.0062839E+001, 1.0628490E+001, 0.0000000E+000, 1.0000000E-001, 9.9062120E+002, 5.8324696E+002,-1.1649853E+000
 1.1226828E+001, 0.0000000E+000,-2.2215756E-001,-5.1096444E-001,-1.8935687E-001, 0.0000000E+000, 1.1616595E+001, 0.0000000E+000, 1.0275713E+001, 1.0694116E+001, 0.0000000E+000, 1.0000000E-001, 9.1724470E+002, 6.4223245E+002,-1.1654789E+000
 1.1430952E+001, 0.0000000E+000,-2.2670264E-001,-5.1093691E-001,-1.9153866E-001, 0.0000000E+000, 1.1653412E+001, 0.0000000E+000, 1.0429498E+001, 1.0724234E+001, 0.0000000E+000, 1.0000000E-001, 8.7214772E+002, 6.8649107E+002,-1.1660849E+000
 1.1635077E+001, 0.0000000E+000,-2.3129869E-001,-5.1040628E-001,-1.9457616E-001, 0.0000000E+000, 1.1681088E+001, 0.0000000E+000, 1.0557681E+001, 1.0744807E+001, 0.0000000E+000, 1.0000000E-001, 8.4613572E+002, 7.2080169E+002,-1.1667039E+000
 1.1839200E+001, 0.0000000E+000,-2.3370211E-001,-5.0978926E-001,-1.9805906E-001, 0.0000000E+000, 1.1691907E+001, 0.0000000E+000, 1.0654064E+001, 1.0750357E+001, 0.0000000E+000, 1.0000000E-001, 8.3300363E+002, 7.4839250E+002,-1.1672360E+000
 1.2043324E+001, 0.0000000E+000,-2.3835694E-001,-5.0924819E-001,-2.0177348E-001, 0.0000000E+000, 1.1686964E+001, 0.0000000E+000, 1.0700706E+001, 1.0737585E+001, 0.0000000E+000, 1.0000000E-001, 8.2855676E+002, 7.7143705E+002,-1.1675983E+000
 1.2247449E+001, 0.0000000E+000,-2.4301094E-001,-5.0883111E-001,-2.0561978E-001, 0.0000000E+000, 1.1677492E+001, 0.0000000E+000, 1.0698789E+001, 1.0720030E+001, 0.0000000E+000, 1.0000000E-001, 8.2996034E+002, 7.9139968E+002,-1.1677384E+000
 1.2451572E+001, 0.0000000E+000,-2.4504758E-001,-5.0853663E-001,-2.0956546E-001, 0.0000000E+000, 1.1669557E+001, 0.0000000E+000, 1.0690739E+001, 1.0706407E+001, 0.0000000E+000, 1.0000000E-001, 8.3531052E+002, 8.0927880E+002,-1.1676436E+000
 1.2655697E+001, 0.0000000E+000,-2.4969472E-001,-5.0834437E-001,-2.1359972E-001, 0.0000000E+000, 1.1664768E+001, 0.0000000E+000, 1.0682967E+001, 1.0693130E+001, 0.0000000E+000, 1.0000000E-001, 8.4332412E+002, 8.2575049E+002,-1.1673402E+000
 1.2859821E+001, 0.0000000E+000,-2.5433862E-001,-5.0822946E-001,-2.1770621E-001, 0.0000000E+000, 1.1660839E+001, 0.0000000E+000, 1.0675852E+001, 1.0680564E+001, 0.0000000E+000, 1.0000000E-001, 8.5313530E+002, 8.4127161E+002,-1.1668848E+000
 1.3063946E+001, 0.0000000E+000,-2.5562209E-001,-5.0816861E-001,-2.2187865E-001, 0.0000000E+000, 1.1657982E+001, 0.0000000E+000, 1.0667738E+001, 1.0672312E+001, 0.0000000E+000, 1.0000000E-001, 8.6415922E+002, 8.5615022E+002,-1.1663503E+000
 1.3268069E+001, 0.0000000E+000,-2.6026000E-001,-5.0814230E-001,-2.2611834E-001, 0.0000000E+000, 1.1655390E+001, 0.0000000E+000, 1.0663040E+001, 1.0660869E+001, 0.0000000E+000, 1.0000000E-001, 8.7600242E+002, 8.7059566E+002,-1.1658099E+000
 1.3472194E+001, 0.0000000E+000,-2.6489325E-001,-5.0813547E-001,-2.3042291E-001, 0.0000000E+000, 1.1652215E+001, 0.0000000E+000, 1.0652723E+001, 1.0648763E+001, 0.0000000E+000, 1.0000000E-001, 8.8839660E+002, 8.8474658E+002,-1.1653239E+000
 1.3676318E+001, 0.0000000E+000,-2.6460354E-001,-5.0813729E-001,-2.3474566E-001, 0.0000000E+000, 1.1649988E+001, 0.0000000E+000, 1.0641619E+001, 1.0642501E+001, 0.0000000E+000, 1.0000000E-001, 9.0116158E+002, 8.9869750E+002,-1.1649326E+000
 1.3880442E+001, 0.0000000E+000,-2.6922939E-001,-5.0814065E-001,-2.3908080E-001, 0.0000000E+000, 1.1647685E+001, 0.0000000E+000, 1.0636882E+001, 1.0631234E+001, 0.0000000E+000, 1.0000000E-001, 9.1417789E+002, 9.1251443E+002,-1.1646539E+000
 1.4084566E+001, 0.0000000E+000,-2.7384986E-001,-5.0814161E-001,-2.4343315E-001, 0.0000000E+000, 1.1644284E+001, 0.0000000E+000, 1.0624982E+001, 1.0618859E+001, 0.0000000E+000, 1.0000000E-001, 9.2736102E+002, 9.2623804E+002,-1.1644866E+000
 1.4288691E+001, 0.0000000E+000,-2.7398116E-001,-5.0813870E-001,-2.4779232E-001, 0.0000000E+000, 1.1641664E+001, 0.0000000E+000, 1.0612848E+001, 1.0611752E+001, 0.0000000E+000, 1.0000000E-001, 9.4065537E+002, 9.3989726E+002,-1.1644154E+000
 1.4492814E+001, 0.0000000E+000,-2.7859317E-001,-5.0813220E-001,-2.5215203E-001, 0.0000000E+000, 1.1638954E+001, 0.0000000E+000, 1.0606849E+001, 1.0600077E+001, 0.0000000E+000, 1.0000000E-001, 9.5402545E+002, 9.5351366E+002,-1.1644164E+000
 1.4696939E+001, 0.0000000E+000,-2.8319957E-001,-5.0812347E-001,-2.5650645E-001, 0.0000000E+000, 1.1635287E+001, 0.0000000E+000, 1.0594514E+001, 1.0587457E+001, 0.0000000E+000, 1.0000000E-001, 9.6744382E+002, 9.6709832E+002,-1.1644620E+000
 1.4901063E+001, 0.0000000E+000,-2.8364897E-001,-5.0811430E-001,-2.6086643E-001, 0.0000000E+000, 1.1632410E+001, 0.0000000E+000, 1.0582099E+001, 1.0579780E+001, 0.0000000E+000, 1.0000000E-001, 9.8089335E+002, 9.8066010E+002,-1.1645235E+000
 1.5105186E+001, 0.0000000E+000,-2.8824653E-001,-5.0810640E-001,-2.6523132E-001, 0.0000000E+000, 1.1629533E+001, 0.0000000E+000, 1.0575412E+001, 1.0567948E+001, 0.0000000E+000, 1.0000000E-001, 9.9436441E+002, 9.9420695E+002,-1.1645733E+000
 1.5309311E+001, 0.0000000E+000,-2.9576589E-001,-4.7228181E-001,-2.7424500E-001, 0.0000000E+000, 1.1171212E+001, 0.0000000E+000, 5.5746629E+000, 1.0128919E+001, 0.0000000E+000, 1.0000000E-001, 1.0078473E+003, 1.0077410E+003,-1.1645869E+000
 1.5513435E+001, 0.0000000E+000,-2.9876056E-001,-4.9386961E-001,-2.6433540E-001, 0.0000000E+000, 1.1258648E+001, 0.0000000E+000, 9.7426852E+000, 1.0201682E+001, 0.0000000E+000, 1.0000000E-001, 9.3660247E+002, 9.3653071E+002, 2.5543363E+002
 1.5717559E+001, 0.0000000E+000,-3.0322380E-001,-5.0289050E-001,-2.6429679E-001, 0.0000000E+000, 1.1452067E+001, 0.0000000E+000, 1.0099673E+001, 1.0381656E+001, 0.0000000E+000, 1.0000000E-001, 8.9192994E+002, 8.9188150E+002, 4.3208304E+002
 1.5921683E+001, 0.0000000E+000,-3.0772356E-001,-5.0643346E-001,-2.6699533E-001, 0.0000000E+000, 1.1539587E+001, 0.0000000E+000, 1.0266734E+001, 1.0458434E+001, 0.0000000E+000, 1.0000000E-001, 8.6512124E+002, 8.6508854E+002, 5.5468548E+002
 1.6125807E+001, 0.0000000E+000,-3.1095475E-001,-5.0768898E-001,-2.7065115E-001, 0.0000000E+000, 1.1578595E+001, 0.0000000E+000, 1.0366525E+001, 1.0489300E+001, 0.0000000E+000, 1.0000000E-001, 8.5034321E+002, 8.5032113E+002, 6.4077267E+002
 1.6329931E+001, 0.0000000E+000,-3.1549937E-001,-5.0804685E-001,-2.7463567E-001, 0.0000000E+000, 1.1595226E+001, 0.0000000E+000, 1.0426131E+001, 1.0497044E+001, 0.0000000E+000, 1.0000000E-001, 8.4367359E+002, 8.4365869E+002, 7.0219565E+002
 1.6534056E+001, 0.0000000E+000,-3.2005417E-001,-5.0809227E-001,-2.7872102E-001, 0.0000000E+000, 1.1601300E+001, 0.0000000E+000, 1.0457483E+001, 1.0494432E+001, 0.0000000E+000, 1.0000000E-001, 8.4247082E+002, 8.4246075E+002, 7.4696118E+002
 1.6738180E+001, 0.0000000E+000,-3.2286964E-001,-5.0805831E-001,-2.8284591E-001, 0.0000000E+000, 1.1602945E+001, 0.0000000E+000, 1.0471902E+001, 1.0489171E+001, 0.0000000E+000, 1.0000000E-001, 8.4495511E+002, 8.4494832E+002, 7.8047798E+002
 1.6942305E+001, 0.0000000E+000,-3.2743096E-001,-5.0802673E-001,-2.8702870E-001, 0.0000000E+000, 1.1602260E+001, 0.0000000E+000, 1.0477808E+001, 1.0479773E+001, 0.0000000E+000, 1.0000000E-001, 8.4992701E+002, 8.4992243E+002, 8.0639947E+002
 1.7146429E+001, 0.0000000E+000,-3.3198995E-001,-5.0801719E-001,-2.9121597E-001, 0.0000000E+000, 1.1599760E+001, 0.0000000E+000, 1.0473608E+001, 1.0468537E+001, 0.0000000E+000, 1.0000000E-001, 8.5657625E+002, 8.5657315E+002, 8.2719145E+002
 1.7350552E+001, 0.0000000E+000,-3.3441296E-001,-5.0802640E-001,-2.9537588E-001, 0.0000000E+000, 1.1597125E+001, 0.0000000E+000, 1.0463843E+001, 1.0459310E+001, 0.0000000E+000, 1.0000000E-001, 8.6435629E+002, 8.6435420E+002, 8.4451906E+002
 1.7554676E+001, 0.0000000E+000,-3.3896320E-001,-5.0804511E-001,-2.9949543E-001, 0.0000000E+000, 1.1594422E+001, 0.0000000E+000, 1.0455270E+001, 1.0447919E+001, 0.0000000E+000, 1.0000000E-001, 8.7289945E+002, 8.7289804E+002, 8.5950763E+002
 1.7758801E+001, 0.0000000E+000,-3.4350805E-001,-5.0806516E-001,-3.0358877E-001, 0.0000000E+000, 1.1591297E+001, 0.0000000E+000, 1.0443244E+001, 1.0436135E+001, 0.0000000E+000, 1.0000000E-001, 8.8195635E+002, 8.8195540E+002, 8.7291573E+002
 1.7962925E+001, 0.0000000E+000,-3.4567106E-001,-5.0808157E-001,-3.0767663E-001, 0.0000000E+000, 1.1588645E+001, 0.0000000E+000, 1.0431304E+001, 1.0427215E+001, 0.0000000E+000, 1.0000000E-001, 8.9135921E+002, 8.9135857E+002, 8.8525602E+002
 1.8167049E+001, 0.0000000E+000,-3.5020690E-001,-5.0809248E-001,-3.1178271E-001, 0.0000000E+000, 1.1585901E+001, 0.0000000E+000, 1.0422771E+001, 1.0415819E+001, 0.0000000E+000, 1.0000000E-001, 9.0099552E+002, 9.0099508E+002, 8.9687535E+002
 1.8371174E+001, 0.0000000E+000,-3.5473764E-001,-5.0809830E-001,-3.1591422E-001, 0.0000000E+000, 1.1582596E+001, 0.0000000E+000, 1.0410878E+001, 1.0403846E+001, 0.0000000E+000, 1.0000000E-001, 9.1078788E+002, 9.1078759E+002, 9.0800642E+002
