s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 1.4767836E+002, 0.0000000E+000, 2.4147958E-007, 0.0000000E+000,-2.6398544E-007, 0.0000000E+000,-8.9273934E-009, 0.0000000E+000,-3.1444530E-008,-3.1433250E-008, 0.0000000E+000, 0.0000000E+000, 4.9841105E+004
 1.4823177E+002, 0.0000000E+000, 2.4389849E-007, 0.0000000E+000,-2.6657046E-007, 0.0000000E+000,-9.0298791E-009, 0.0000000E+000,-3.1787827E-008,-3.1701847E-008, 0.0000000E+000, 0.0000000E+000, 4.9841104E+004
 1.4886423E+002, 0.0000000E+000, 2.4639926E-007, 0.0000000E+000,-2.6889924E-007, 0.0000000E+000,-8.9487411E-009, 0.0000000E+000,-3.1583751E-008,-3.1448720E-008, 0.0000000E+000, 0.0000000E+000, 4.9841103E+004
 1.4941762E+002, 0.0000000E+000, 2.4885642E-007, 0.0000000E+000,-2.7038244E-007, 0.0000000E+000,-8.5592629E-009, 0.0000000E+000,-3.0290374E-008,-3.0085274E-008, 0.0000000E+000, 0.0000000E+000, 4.9841103E+004
 1.5005008E+002, 0.0000000E+000, 2.5113040E-007, 0.0000000E+000,-2.7091838E-007, 0.0000000E+000,-7.8603144E-009, 0.0000000E+000,-2.7889979E-008,-2.7648300E-008, 0.0000000E+000, 0.0000000E+000, 4.9841102E+004
 1.5060347E+002, 0.0000000E+000, 2.5318244E-007, 0.0000000E+000,-2.7033764E-007, 0.0000000E+000,-6.8037476E-009, 0.0000000E+000,-2.4259973E-008,-2.3958954E-008, 0.0000000E+000, 0.0000000E+000, 4.9841101E+004
 1.5123593E+002, 0.0000000E+000, 2.5490884E-007, 0.0000000E+000,-2.6838697E-007, 0.0000000E+000,-5.3428421E-009, 0.0000000E+000,-1.9195686E-008,-1.8820975E-008, 0.0000000E+000, 0.0000000E+000, 4.9841101E+004
 1.5186838E+002, 0.0000000E+000, 2.5622320E-007, 0.0000000E+000,-2.6507846E-007, 0.0000000E+000,-3.4891418E-009, 0.0000000E+000,-1.2723679E-008,-1.2344406E-008, 0.0000000E+000, 0.0000000E+000, 4.9841100E+004
 1.5242178E+002, 0.0000000E+000, 2.5692401E-007, 0.0000000E+000,-2.6113094E-007, 0.0000000E+000,-1.6180490E-009, 0.0000000E+000,-6.1539131E-009,-5.8249739E-009, 0.0000000E+000, 0.0000000E+000, 4.9841100E+004
 1.5305424E+002, 0.0000000E+000, 2.5707206E-007, 0.0000000E+000,-2.5663410E-007, 0.0000000E+000, 2.5215627E-010, 0.0000000E+000, 4.4206968E-010, 6.9012127E-010, 0.0000000E+000, 0.0000000E+000, 4.9841100E+004
 1.5360764E+002, 0.0000000E+000, 2.5673251E-007, 0.0000000E+000,-2.5185227E-007, 0.0000000E+000, 2.0375007E-009, 0.0000000E+000, 6.7489588E-009, 6.9177388E-009, 0.0000000E+000, 0.0000000E+000, 4.9841100E+004
 1.5424010E+002, 0.0000000E+000, 2.5589848E-007, 0.0000000E+000,-2.4711139E-007, 0.0000000E+000, 3.6067087E-009, 0.0000000E+000, 1.2356762E-008, 1.2393803E-008, 0.0000000E+000, 0.0000000E+000, 4.9841101E+004
 1.5487254E+002, 0.0000000E+000, 2.5459479E-007, 0.0000000E+000,-2.4252749E-007, 0.0000000E+000, 4.9219114E-009, 0.0000000E+000, 1.7064825E-008, 1.6989209E-008, 0.0000000E+000, 0.0000000E+000, 4.9841101E+004
 1.5542595E+002, 0.0000000E+000, 2.5306300E-007, 0.0000000E+000,-2.3869296E-007, 0.0000000E+000, 5.8580488E-009, 0.0000000E+000, 2.0432597E-008, 2.0228093E-008, 0.0000000E+000, 0.0000000E+000, 4.9841102E+004
 1.5605840E+002, 0.0000000E+000, 2.5137017E-007, 0.0000000E+000,-2.3549768E-007, 0.0000000E+000, 6.4521603E-009, 0.0000000E+000, 2.2605884E-008, 2.2324660E-008, 0.0000000E+000, 0.0000000E+000, 4.9841102E+004
 1.5661180E+002, 0.0000000E+000, 2.4959740E-007, 0.0000000E+000,-2.3314872E-007, 0.0000000E+000, 6.6746110E-009, 0.0000000E+000, 2.3474323E-008, 2.3123283E-008, 0.0000000E+000, 0.0000000E+000, 4.9841103E+004
 1.5724426E+002, 0.0000000E+000, 2.4783108E-007, 0.0000000E+000,-2.3191982E-007, 0.0000000E+000, 6.4535969E-009, 0.0000000E+000, 2.2793177E-008, 2.2364861E-008, 0.0000000E+000, 0.0000000E+000, 4.9841104E+004
 1.5787671E+002, 0.0000000E+000, 2.4614284E-007, 0.0000000E+000,-2.3175488E-007, 0.0000000E+000, 5.8370815E-009, 0.0000000E+000, 2.0712865E-008, 2.0225041E-008, 0.0000000E+000, 0.0000000E+000, 4.9841104E+004
 1.5843011E+002, 0.0000000E+000, 2.4481975E-007, 0.0000000E+000,-2.3279212E-007, 0.0000000E+000, 4.8807713E-009, 0.0000000E+000, 1.7440940E-008, 1.6908403E-008, 0.0000000E+000, 0.0000000E+000, 4.9841105E+004
 1.5906256E+002, 0.0000000E+000, 2.4389421E-007, 0.0000000E+000,-2.3507169E-007, 0.0000000E+000, 3.5795913E-009, 0.0000000E+000, 1.2925862E-008, 1.2402113E-008, 0.0000000E+000, 0.0000000E+000, 4.9841105E+004
 1.5961597E+002, 0.0000000E+000, 2.4340450E-007, 0.0000000E+000,-2.3849610E-007, 0.0000000E+000, 1.9923748E-009, 0.0000000E+000, 7.3936348E-009, 6.9007787E-009, 0.0000000E+000, 0.0000000E+000, 4.9841105E+004
 1.6024841E+002, 0.0000000E+000, 2.4341273E-007, 0.0000000E+000,-2.4241786E-007, 0.0000000E+000, 4.1083229E-010, 0.0000000E+000, 1.7861358E-009, 1.4056945E-009, 0.0000000E+000, 0.0000000E+000, 4.9841105E+004
 1.6080182E+002, 0.0000000E+000, 2.4387653E-007, 0.0000000E+000,-2.4640629E-007, 0.0000000E+000,-1.0079714E-009, 0.0000000E+000,-3.2306029E-009,-3.5377318E-009, 0.0000000E+000, 0.0000000E+000, 4.9841105E+004
 1.6143428E+002, 0.0000000E+000, 2.4475712E-007, 0.0000000E+000,-2.5085128E-007, 0.0000000E+000,-2.4380829E-009, 0.0000000E+000,-8.2682259E-009,-8.5322433E-009, 0.0000000E+000, 0.0000000E+000, 4.9841105E+004
 1.6206673E+002, 0.0000000E+000, 2.4612667E-007, 0.0000000E+000,-2.5564691E-007, 0.0000000E+000,-3.8143822E-009, 0.0000000E+000,-1.3157608E-008,-1.3334619E-008, 0.0000000E+000, 0.0000000E+000, 4.9841105E+004
 1.6262013E+002, 0.0000000E+000, 2.4774755E-007, 0.0000000E+000,-2.6020804E-007, 0.0000000E+000,-5.0020078E-009, 0.0000000E+000,-1.7332505E-008,-1.7462496E-008, 0.0000000E+000, 0.0000000E+000, 4.9841104E+004
 1.6325258E+002, 0.0000000E+000, 2.4972527E-007, 0.0000000E+000,-2.6509800E-007, 0.0000000E+000,-6.1786238E-009, 0.0000000E+000,-2.1490394E-008,-2.1551358E-008, 0.0000000E+000, 0.0000000E+000, 4.9841104E+004
 1.6380598E+002, 0.0000000E+000, 2.5199750E-007, 0.0000000E+000,-2.6995273E-007, 0.0000000E+000,-7.2198942E-009, 0.0000000E+000,-2.5206737E-008,-2.5175120E-008, 0.0000000E+000, 0.0000000E+000, 4.9841103E+004
 1.6443843E+002, 0.0000000E+000, 2.5448127E-007, 0.0000000E+000,-2.7451610E-007, 0.0000000E+000,-8.0515672E-009, 0.0000000E+000,-2.8178488E-008,-2.8086390E-008, 0.0000000E+000, 0.0000000E+000, 4.9841102E+004
 1.6507089E+002, 0.0000000E+000, 2.5735521E-007, 0.0000000E+000,-2.7904371E-007, 0.0000000E+000,-8.7101258E-009, 0.0000000E+000,-3.0544774E-008,-3.0398630E-008, 0.0000000E+000, 0.0000000E+000, 4.9841101E+004
 1.6562430E+002, 0.0000000E+000, 2.6015327E-007, 0.0000000E+000,-2.8295189E-007, 0.0000000E+000,-9.1523928E-009, 0.0000000E+000,-3.2130950E-008,-3.1951016E-008, 0.0000000E+000, 0.0000000E+000, 4.9841100E+004
 1.6625674E+002, 0.0000000E+000, 2.6309312E-007, 0.0000000E+000,-2.8666847E-007, 0.0000000E+000,-9.4744707E-009, 0.0000000E+000,-3.3291574E-008,-3.3049824E-008, 0.0000000E+000, 0.0000000E+000, 4.9841099E+004
 1.6681015E+002, 0.0000000E+000, 2.6609182E-007, 0.0000000E+000,-2.9024006E-007, 0.0000000E+000,-9.7129843E-009, 0.0000000E+000,-3.4163563E-008,-3.3861229E-008, 0.0000000E+000, 0.0000000E+000, 4.9841098E+004
 1.6744260E+002, 0.0000000E+000, 2.6907121E-007, 0.0000000E+000,-2.9346931E-007, 0.0000000E+000,-9.8042999E-009, 0.0000000E+000,-3.4512999E-008,-3.4202402E-008, 0.0000000E+000, 0.0000000E+000, 4.9841097E+004
 1.6807506E+002, 0.0000000E+000, 2.7227599E-007, 0.0000000E+000,-2.9654681E-007, 0.0000000E+000,-9.7428878E-009, 0.0000000E+000,-3.4325361E-008,-3.4013705E-008, 0.0000000E+000, 0.0000000E+000, 4.9841096E+004
 1.6862846E+002, 0.0000000E+000, 2.7521344E-007, 0.0000000E+000,-2.9903549E-007, 0.0000000E+000,-9.5696691E-009, 0.0000000E+000,-3.3745099E-008,-3.3391721E-008, 0.0000000E+000, 0.0000000E+000, 4.9841095E+004
 1.6926091E+002, 0.0000000E+000, 2.7811866E-007, 0.0000000E+000,-3.0098164E-007, 0.0000000E+000,-9.1862288E-009, 0.0000000E+000,-3.2451155E-008,-3.2049215E-008, 0.0000000E+000, 0.0000000E+000, 4.9841095E+004
 1.6981432E+002, 0.0000000E+000, 2.8088575E-007, 0.0000000E+000,-3.0237274E-007, 0.0000000E+000,-8.6242659E-009, 0.0000000E+000,-3.0512653E-008,-3.0111252E-008, 0.0000000E+000, 0.0000000E+000, 4.9841094E+004
 1.7044676E+002, 0.0000000E+000, 2.8342377E-007, 0.0000000E+000,-3.0320598E-007, 0.0000000E+000,-7.9468097E-009, 0.0000000E+000,-2.8143911E-008,-2.7729022E-008, 0.0000000E+000, 0.0000000E+000, 4.9841093E+004
 1.7100017E+002, 0.0000000E+000, 2.8576454E-007, 0.0000000E+000,-3.0363275E-007, 0.0000000E+000,-7.1731712E-009, 0.0000000E+000,-2.5438828E-008,-2.5041386E-008, 0.0000000E+000, 0.0000000E+000, 4.9841092E+004
 1.7163261E+002, 0.0000000E+000, 2.8790317E-007, 0.0000000E+000,-3.0351122E-007, 0.0000000E+000,-6.2605660E-009, 0.0000000E+000,-2.2271746E-008,-2.1868616E-008, 0.0000000E+000, 0.0000000E+000, 4.9841092E+004
 1.7226508E+002, 0.0000000E+000, 2.8984734E-007, 0.0000000E+000,-3.0260254E-007, 0.0000000E+000,-5.1072576E-009, 0.0000000E+000,-1.8241259E-008,-1.7862449E-008, 0.0000000E+000, 0.0000000E+000, 4.9841091E+004
 1.7281848E+002, 0.0000000E+000, 2.9135368E-007, 0.0000000E+000,-3.0127920E-007, 0.0000000E+000,-3.9691910E-009, 0.0000000E+000,-1.4236977E-008,-1.3894710E-008, 0.0000000E+000, 0.0000000E+000, 4.9841091E+004
 1.7345093E+002, 0.0000000E+000, 2.9250872E-007, 0.0000000E+000,-2.9967655E-007, 0.0000000E+000,-2.8587550E-009, 0.0000000E+000,-1.0318395E-008,-1.0026593E-008, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.7400433E+002, 0.0000000E+000, 2.9337078E-007, 0.0000000E+000,-2.9793003E-007, 0.0000000E+000,-1.8058926E-009, 0.0000000E+000,-6.5893414E-009,-6.3651330E-009, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.7463678E+002, 0.0000000E+000, 2.9395664E-007, 0.0000000E+000,-2.9616823E-007, 0.0000000E+000,-8.6783268E-010, 0.0000000E+000,-3.2650148E-009,-3.0794249E-009, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.7526924E+002, 0.0000000E+000, 2.9429456E-007, 0.0000000E+000,-2.9430483E-007, 0.0000000E+000, 2.0332046E-011, 0.0000000E+000,-1.0366650E-010, 1.0059486E-011, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.7582263E+002, 0.0000000E+000, 2.9439174E-007, 0.0000000E+000,-2.9280433E-007, 0.0000000E+000, 6.6685783E-010, 0.0000000E+000, 2.2170375E-009, 2.2542695E-009, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.7645509E+002, 0.0000000E+000, 2.9431774E-007, 0.0000000E+000,-2.9147412E-007, 0.0000000E+000, 1.1696786E-009, 0.0000000E+000, 4.0167626E-009, 4.0132943E-009, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.7700850E+002, 0.0000000E+000, 2.9412452E-007, 0.0000000E+000,-2.9054822E-007, 0.0000000E+000, 1.4610349E-009, 0.0000000E+000, 5.1072084E-009, 5.0373340E-009, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.7764095E+002, 0.0000000E+000, 2.9388359E-007, 0.0000000E+000,-2.9036480E-007, 0.0000000E+000, 1.4283195E-009, 0.0000000E+000, 5.0598571E-009, 4.9471126E-009, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.7827341E+002, 0.0000000E+000, 2.9366859E-007, 0.0000000E+000,-2.9077050E-007, 0.0000000E+000, 1.1813006E-009, 0.0000000E+000, 4.2303788E-009, 4.0793968E-009, 0.0000000E+000, 0.0000000E+000, 4.9841091E+004
 1.7882680E+002, 0.0000000E+000, 2.9355742E-007, 0.0000000E+000,-2.9169278E-007, 0.0000000E+000, 7.7014995E-010, 0.0000000E+000, 2.8289001E-009, 2.6347892E-009, 0.0000000E+000, 0.0000000E+000, 4.9841091E+004
 1.7945926E+002, 0.0000000E+000, 2.9359474E-007, 0.0000000E+000,-2.9332535E-007, 0.0000000E+000, 1.1828288E-010, 0.0000000E+000, 5.9131915E-010, 3.8767108E-010, 0.0000000E+000, 0.0000000E+000, 4.9841091E+004
 1.8001265E+002, 0.0000000E+000, 2.9384218E-007, 0.0000000E+000,-2.9575444E-007, 0.0000000E+000,-7.6486816E-010, 0.0000000E+000,-2.4672602E-009,-2.6771337E-009, 0.0000000E+000, 0.0000000E+000, 4.9841091E+004
 1.8064511E+002, 0.0000000E+000, 2.9438317E-007, 0.0000000E+000,-2.9905795E-007, 0.0000000E+000,-1.8755355E-009, 0.0000000E+000,-6.3300394E-009,-6.5503230E-009, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.8127757E+002, 0.0000000E+000, 2.9532027E-007, 0.0000000E+000,-3.0300080E-007, 0.0000000E+000,-3.0820014E-009, 0.0000000E+000,-1.0601451E-008,-1.0762532E-008, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.8183096E+002, 0.0000000E+000, 2.9653635E-007, 0.0000000E+000,-3.0686196E-007, 0.0000000E+000,-4.1527225E-009, 0.0000000E+000,-1.4374008E-008,-1.4478333E-008, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.8246342E+002, 0.0000000E+000, 2.9804095E-007, 0.0000000E+000,-3.1099448E-007, 0.0000000E+000,-5.2204120E-009, 0.0000000E+000,-1.8137403E-008,-1.8173941E-008, 0.0000000E+000, 0.0000000E+000, 4.9841089E+004
 1.8301682E+002, 0.0000000E+000, 2.9983682E-007, 0.0000000E+000,-3.1534560E-007, 0.0000000E+000,-6.2353223E-009, 0.0000000E+000,-2.1722149E-008,-2.1744106E-008, 0.0000000E+000, 0.0000000E+000, 4.9841089E+004
 1.8364928E+002, 0.0000000E+000, 3.0195355E-007, 0.0000000E+000,-3.1970315E-007, 0.0000000E+000,-7.1410526E-009, 0.0000000E+000,-2.4950302E-008,-2.4890658E-008, 0.0000000E+000, 0.0000000E+000, 4.9841088E+004
 1.8420267E+002, 0.0000000E+000, 3.0429896E-007, 0.0000000E+000,-3.2366160E-007, 0.0000000E+000,-7.7942437E-009, 0.0000000E+000,-2.7334047E-008,-2.7156881E-008, 0.0000000E+000, 0.0000000E+000, 4.9841087E+004
 1.8483513E+002, 0.0000000E+000, 3.0673851E-007, 0.0000000E+000,-3.2682081E-007, 0.0000000E+000,-8.0816497E-009, 0.0000000E+000,-2.8418681E-008,-2.8163957E-008, 0.0000000E+000, 0.0000000E+000, 4.9841086E+004
 1.8546759E+002, 0.0000000E+000, 3.0939058E-007, 0.0000000E+000,-3.2927197E-007, 0.0000000E+000,-7.9950690E-009, 0.0000000E+000,-2.8207065E-008,-2.7876461E-008, 0.0000000E+000, 0.0000000E+000, 4.9841085E+004
 1.8602098E+002, 0.0000000E+000, 3.1177047E-007, 0.0000000E+000,-3.3063438E-007, 0.0000000E+000,-7.5841635E-009, 0.0000000E+000,-2.6814031E-008,-2.6448075E-008, 0.0000000E+000, 0.0000000E+000, 4.9841085E+004
 1.8665344E+002, 0.0000000E+000, 3.1402581E-007, 0.0000000E+000,-3.3134807E-007, 0.0000000E+000,-6.9564378E-009, 0.0000000E+000,-2.4652338E-008,-2.4278701E-008, 0.0000000E+000, 0.0000000E+000, 4.9841084E+004
 1.8720683E+002, 0.0000000E+000, 3.1606101E-007, 0.0000000E+000,-3.3147188E-007, 0.0000000E+000,-6.1891093E-009, 0.0000000E+000,-2.1986899E-008,-2.1599982E-008, 0.0000000E+000, 0.0000000E+000, 4.9841083E+004
 1.8783929E+002, 0.0000000E+000, 3.1779086E-007, 0.0000000E+000,-3.3084072E-007, 0.0000000E+000,-5.2315720E-009, 0.0000000E+000,-1.8658251E-008,-1.8281433E-008, 0.0000000E+000, 0.0000000E+000, 4.9841083E+004
 1.8847176E+002, 0.0000000E+000, 3.1930858E-007, 0.0000000E+000,-3.2940970E-007, 0.0000000E+000,-4.0453704E-009, 0.0000000E+000,-1.4511140E-008,-1.4146488E-008, 0.0000000E+000, 0.0000000E+000, 4.9841082E+004
 1.8902515E+002, 0.0000000E+000, 3.2035935E-007, 0.0000000E+000,-3.2735550E-007, 0.0000000E+000,-2.7862815E-009, 0.0000000E+000,-1.0115892E-008,-9.7824306E-009, 0.0000000E+000, 0.0000000E+000, 4.9841082E+004
 1.8965761E+002, 0.0000000E+000, 3.2101495E-007, 0.0000000E+000,-3.2453449E-007, 0.0000000E+000,-1.3788697E-009, 0.0000000E+000,-5.1884964E-009,-4.8984076E-009, 0.0000000E+000, 0.0000000E+000, 4.9841082E+004
 1.9021100E+002, 0.0000000E+000, 3.2123710E-007, 0.0000000E+000,-3.2117197E-007, 0.0000000E+000, 6.4983797E-011, 0.0000000E+000,-9.6628255E-011, 1.3011034E-010, 0.0000000E+000, 0.0000000E+000, 4.9841082E+004
 1.9084346E+002, 0.0000000E+000, 3.2102589E-007, 0.0000000E+000,-3.1757176E-007, 0.0000000E+000, 1.4276876E-009, 0.0000000E+000, 4.7205779E-009, 4.8818207E-009, 0.0000000E+000, 0.0000000E+000, 4.9841082E+004
 1.9147591E+002, 0.0000000E+000, 3.2037395E-007, 0.0000000E+000,-3.1356274E-007, 0.0000000E+000, 2.7833596E-009, 0.0000000E+000, 9.5160944E-009, 9.5945703E-009, 0.0000000E+000, 0.0000000E+000, 4.9841082E+004
 1.9202931E+002, 0.0000000E+000, 3.1941322E-007, 0.0000000E+000,-3.0977924E-007, 0.0000000E+000, 3.9167771E-009, 0.0000000E+000, 1.3539956E-008, 1.3550755E-008, 0.0000000E+000, 0.0000000E+000, 4.9841083E+004
 1.9266177E+002, 0.0000000E+000, 3.1811628E-007, 0.0000000E+000,-3.0608814E-007, 0.0000000E+000, 4.8840238E-009, 0.0000000E+000, 1.6986033E-008, 1.6912167E-008, 0.0000000E+000, 0.0000000E+000, 4.9841083E+004
 1.9321516E+002, 0.0000000E+000, 3.1655986E-007, 0.0000000E+000,-3.0247035E-007, 0.0000000E+000, 5.7134818E-009, 0.0000000E+000, 1.9942915E-008, 1.9802996E-008, 0.0000000E+000, 0.0000000E+000, 4.9841084E+004
 1.9384763E+002, 0.0000000E+000, 3.1481443E-007, 0.0000000E+000,-2.9901433E-007, 0.0000000E+000, 6.4050098E-009, 0.0000000E+000, 2.2409909E-008, 2.2205112E-008, 0.0000000E+000, 0.0000000E+000, 4.9841085E+004
 1.9440102E+002, 0.0000000E+000, 3.1292033E-007, 0.0000000E+000,-2.9595759E-007, 0.0000000E+000, 6.8584525E-009, 0.0000000E+000, 2.4061072E-008, 2.3821196E-008, 0.0000000E+000, 0.0000000E+000, 4.9841085E+004
 1.9503348E+002, 0.0000000E+000, 3.1090160E-007, 0.0000000E+000,-2.9341834E-007, 0.0000000E+000, 7.0649089E-009, 0.0000000E+000, 2.4847481E-008, 2.4548171E-008, 0.0000000E+000, 0.0000000E+000, 4.9841086E+004
 1.9566592E+002, 0.0000000E+000, 3.0875199E-007, 0.0000000E+000,-2.9126863E-007, 0.0000000E+000, 7.0679556E-009, 0.0000000E+000, 2.4899479E-008, 2.4551312E-008, 0.0000000E+000, 0.0000000E+000, 4.9841087E+004
 1.9621933E+002, 0.0000000E+000, 3.0675348E-007, 0.0000000E+000,-2.8956953E-007, 0.0000000E+000, 6.9449431E-009, 0.0000000E+000, 2.4493744E-008, 2.4128895E-008, 0.0000000E+000, 0.0000000E+000, 4.9841087E+004
 1.9685179E+002, 0.0000000E+000, 3.0485375E-007, 0.0000000E+000,-2.8808853E-007, 0.0000000E+000, 6.7694145E-009, 0.0000000E+000, 2.3878202E-008, 2.3534638E-008, 0.0000000E+000, 0.0000000E+000, 4.9841088E+004
 1.9740518E+002, 0.0000000E+000, 3.0302260E-007, 0.0000000E+000,-2.8673114E-007, 0.0000000E+000, 6.5700660E-009, 0.0000000E+000, 2.3166894E-008, 2.2861530E-008, 0.0000000E+000, 0.0000000E+000, 4.9841089E+004
 1.9803764E+002, 0.0000000E+000, 3.0122722E-007, 0.0000000E+000,-2.8535731E-007, 0.0000000E+000, 6.4072478E-009, 0.0000000E+000, 2.2591047E-008, 2.2277160E-008, 0.0000000E+000, 0.0000000E+000, 4.9841089E+004
 1.9867009E+002, 0.0000000E+000, 2.9938167E-007, 0.0000000E+000,-2.8378742E-007, 0.0000000E+000, 6.2954608E-009, 0.0000000E+000, 2.2183246E-008, 2.1889716E-008, 0.0000000E+000, 0.0000000E+000, 4.9841090E+004
 1.9922350E+002, 0.0000000E+000, 2.9765439E-007, 0.0000000E+000,-2.8217094E-007, 0.0000000E+000, 6.2510231E-009, 0.0000000E+000, 2.2016380E-008, 2.1734475E-008, 0.0000000E+000, 0.0000000E+000, 4.9841091E+004
 1.9985594E+002, 0.0000000E+000, 2.9595335E-007, 0.0000000E+000,-2.8032669E-007, 0.0000000E+000, 6.3124421E-009, 0.0000000E+000, 2.2196195E-008, 2.1939098E-008, 0.0000000E+000, 0.0000000E+000, 4.9841091E+004
 2.0040935E+002, 0.0000000E+000, 2.9420711E-007, 0.0000000E+000,-2.7803643E-007, 0.0000000E+000, 6.5252738E-009, 0.0000000E+000, 2.2900450E-008, 2.2695957E-008, 0.0000000E+000, 0.0000000E+000, 4.9841092E+004
 2.0104181E+002, 0.0000000E+000, 2.9232248E-007, 0.0000000E+000,-2.7514211E-007, 0.0000000E+000, 6.9358139E-009, 0.0000000E+000, 2.4304638E-008, 2.4116180E-008, 0.0000000E+000, 0.0000000E+000, 4.9841093E+004
 2.0167426E+002, 0.0000000E+000, 2.9015324E-007, 0.0000000E+000,-2.7141259E-007, 0.0000000E+000, 7.5712461E-009, 0.0000000E+000, 2.6503580E-008, 2.6311895E-008, 0.0000000E+000, 0.0000000E+000, 4.9841093E+004
 2.0222766E+002, 0.0000000E+000, 2.8787968E-007, 0.0000000E+000,-2.6732876E-007, 0.0000000E+000, 8.3037569E-009, 0.0000000E+000, 2.9062184E-008, 2.8854681E-008, 0.0000000E+000, 0.0000000E+000, 4.9841094E+004
 2.0286011E+002, 0.0000000E+000, 2.8539063E-007, 0.0000000E+000,-2.6272591E-007, 0.0000000E+000, 9.1559940E-009, 0.0000000E+000, 3.2028489E-008, 3.1820713E-008, 0.0000000E+000, 0.0000000E+000, 4.9841095E+004
 2.0341351E+002, 0.0000000E+000, 2.8262927E-007, 0.0000000E+000,-2.5760098E-007, 0.0000000E+000, 1.0111300E-008, 0.0000000E+000, 3.5359527E-008, 3.5139586E-008, 0.0000000E+000, 0.0000000E+000, 4.9841096E+004
 2.0404596E+002, 0.0000000E+000, 2.7949477E-007, 0.0000000E+000,-2.5190193E-007, 0.0000000E+000, 1.1142570E-008, 0.0000000E+000, 3.8987870E-008, 3.8735406E-008, 0.0000000E+000, 0.0000000E+000, 4.9841097E+004
 2.0467842E+002, 0.0000000E+000, 2.7582228E-007, 0.0000000E+000,-2.4545101E-007, 0.0000000E+000, 1.2264714E-008, 0.0000000E+000, 4.2938340E-008, 4.2635983E-008, 0.0000000E+000, 0.0000000E+000, 4.9841098E+004
 2.0523183E+002, 0.0000000E+000, 2.7201099E-007, 0.0000000E+000,-2.3906990E-007, 0.0000000E+000, 1.3306206E-008, 0.0000000E+000, 4.6620884E-008, 4.6247295E-008, 0.0000000E+000, 0.0000000E+000, 4.9841100E+004
 2.0586427E+002, 0.0000000E+000, 2.6794669E-007, 0.0000000E+000,-2.3240727E-007, 0.0000000E+000, 1.4352057E-008, 0.0000000E+000, 5.0283549E-008, 4.9891476E-008, 0.0000000E+000, 0.0000000E+000, 4.9841101E+004
 2.0641768E+002, 0.0000000E+000, 2.6357241E-007, 0.0000000E+000,-2.2536492E-007, 0.0000000E+000, 1.5426119E-008, 0.0000000E+000, 5.4054938E-008, 5.3633609E-008, 0.0000000E+000, 0.0000000E+000, 4.9841103E+004
 2.0705013E+002, 0.0000000E+000, 2.5878221E-007, 0.0000000E+000,-2.1806911E-007, 0.0000000E+000, 1.6433728E-008, 0.0000000E+000, 5.7630461E-008, 5.7146826E-008, 0.0000000E+000, 0.0000000E+000, 4.9841104E+004
 2.0760353E+002, 0.0000000E+000, 2.5369027E-007, 0.0000000E+000,-2.1061551E-007, 0.0000000E+000, 1.7394087E-008, 0.0000000E+000, 6.1038825E-008, 6.0468847E-008, 0.0000000E+000, 0.0000000E+000, 4.9841106E+004
 2.0823598E+002, 0.0000000E+000, 2.4840422E-007, 0.0000000E+000,-2.0306468E-007, 0.0000000E+000, 1.8303277E-008, 0.0000000E+000, 6.4233461E-008, 6.3642814E-008, 0.0000000E+000, 0.0000000E+000, 4.9841108E+004
 2.0886844E+002, 0.0000000E+000, 2.4241849E-007, 0.0000000E+000,-1.9475174E-007, 0.0000000E+000, 1.9243322E-008, 0.0000000E+000, 6.7553561E-008, 6.6910065E-008, 0.0000000E+000, 0.0000000E+000, 4.9841110E+004
 2.0942184E+002, 0.0000000E+000, 2.3659927E-007, 0.0000000E+000,-1.8692639E-007, 0.0000000E+000, 2.0045373E-008, 0.0000000E+000, 7.0382414E-008, 6.9718254E-008, 0.0000000E+000, 0.0000000E+000, 4.9841112E+004
 2.1005429E+002, 0.0000000E+000, 2.3042999E-007, 0.0000000E+000,-1.7905582E-007, 0.0000000E+000, 2.0737386E-008, 0.0000000E+000, 7.2860633E-008, 7.2111552E-008, 0.0000000E+000, 0.0000000E+000, 4.9841114E+004
 2.1060770E+002, 0.0000000E+000, 2.2406180E-007, 0.0000000E+000,-1.7113408E-007, 0.0000000E+000, 2.1368742E-008, 0.0000000E+000, 7.5102160E-008, 7.4296456E-008, 0.0000000E+000, 0.0000000E+000, 4.9841116E+004
