s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SZ2_SM_2/0_2_110","SZ2_SM_2/0_3_110","SZ2_SM_2/0_4_110","SZ2_SM_2/0_2_130","SZ2_SM_2/0_3_130","SZ2_SM_2/0_4_130","SZ2_SM_2/0_1_150","SZ2_SM_2/0_2_150","SZ2_SM_2/0_3_150","SZ2_SM_2/0_4_150","SZ2_SM_2/0_1_230","SZ2_SM_2/0_3_230","SZ2_SM_2/0_4_230","SZ2_SM_2/0_1_290","SZ2_SM_2/0_2_290","SZ2_SM_2/0_1_310","SZ2_SM_2/0_2_310","SZ2_SM_2/0_1_330","SZ2_SM_2/0_2_330","SZ2_SM_2/0_2_390","SZ2_SM_3/0_2_110","SZ2_SM_3/0_3_110","SZ2_SM_3/0_4_110","SZ2_SM_3/0_2_130","SZ2_SM_3/0_3_130","SZ2_SM_3/0_4_130","SZ2_SM_3/0_1_150","SZ2_SM_3/0_2_150","SZ2_SM_3/0_3_150","SZ2_SM_3/0_4_150","SZ2_SM_3/0_1_230","SZ2_SM_3/0_3_230","SZ2_SM_3/0_4_230","SZ2_SM_3/0_1_290","SZ2_SM_3/0_2_290","SZ2_SM_3/0_1_310","SZ2_SM_3/0_2_310","SZ2_SM_3/0_1_330","SZ2_SM_3/0_2_330","SZ2_SM_3/0_2_390","SZ2_DT_2/1.20_1","SZ2_DT_2/1.60_1","SZ2_DT_2/2.00_1","SZ2_DT_2/2.40_1","SZ2_DT_2/2.80_1","SZ2_DT_2/3.20_1","SZ2_DT_2/3.60_1","SZ2_DT_2/4.00_1","SZ2_DT_2/5.00_1","SZ2_DT_2/-1.20_1","SZ2_DT_2/-1.60_1","SZ2_DT_2/-2.00_1","SZ2_DT_2/-2.40_1","SZ2_DT_2/-2.80_1","SZ2_DT_2/-3.20_1","SZ2_DT_2/-3.60_1","SZ2_DT_2/-4.00_2","SZ2_DT_2/-5.00_1","SZ2_DT_3/1.20_1","SZ2_DT_3/1.60_1","SZ2_DT_3/2.00_1","SZ2_DT_3/2.40_1","SZ2_DT_3/2.80_1","SZ2_DT_3/3.20_1","SZ2_DT_3/3.60_1","SZ2_DT_3/4.00_1","SZ2_DT_3/5.00_1","SZ2_DT_3/-1.20_1","SZ2_DT_3/-1.60_1","SZ2_DT_3/-2.00_1","SZ2_DT_3/-2.40_1","SZ2_DT_3/-2.80_1","SZ2_DT_3/-3.20_1","SZ2_DT_3/-5.00_1","SZ2_DT_3/-3.60_1","SZ2_DT_3/-4.00_1"
 0.0000000E+000, 4.8943020E+001, 2.1039661E+001, 1.9755481E+001, 6.1647796E+001, 2.1062138E+001, 1.9816135E+001, 2.0496449E+001, 8.0969054E+001, 2.0644596E+001, 1.9957104E+001, 2.7972639E+001, 1.6441892E+001, 1.9685048E+001, 5.8294356E+001, 2.1301378E+001, 8.5902599E+001, 2.2583927E+001, 1.3401153E+002, 2.4237484E+001, 3.6335752E+001, 5.2735360E+001, 2.2684484E+001, 3.0073078E+001, 6.5692567E+001, 2.3296751E+001, 3.1686030E+001, 2.2271098E+001, 8.5082971E+001, 2.4310019E+001, 3.4220433E+001, 2.9756520E+001, 2.2039202E+001, 3.2737796E+001, 6.1243375E+001, 2.3250680E+001, 8.8642326E+001, 2.4561990E+001, 1.3610943E+002, 2.6258911E+001, 3.9502162E+001, 1.6622510E+001, 1.7886687E+001, 1.8602489E+001, 1.9052629E+001, 1.9223025E+001, 1.9318905E+001, 1.9424916E+001, 1.9478291E+001, 1.9707973E+001, 1.6185783E+001, 1.7734094E+001, 1.8561701E+001, 1.9051358E+001, 1.9345458E+001, 1.9524360E+001, 1.9637401E+001, 1.9712552E+001, 1.9818260E+001, 1.6780639E+001, 1.7921173E+001, 1.8371833E+001, 1.9163996E+001, 1.9071621E+001, 1.9032650E+001, 1.9082839E+001, 1.9053158E+001, 1.9471325E+001, 1.6467099E+001, 1.8029587E+001, 1.8893330E+001, 1.9393049E+001, 1.9689459E+001, 1.9863644E+001, 1.9964369E+001, 1.9964085E+001, 2.0015287E+001
 1.0062306E+000, 4.8424632E+001, 2.1378487E+001, 2.0436715E+001, 6.1019517E+001, 2.1586387E+001, 2.0439220E+001, 2.5434257E+001, 8.0238489E+001, 2.1762663E+001, 2.0274246E+001, 3.8965621E+001, 1.7918981E+001, 2.0141713E+001, 7.7746321E+001, 2.5680136E+001, 1.0724530E+002, 2.7806408E+001, 1.5474460E+002, 3.0564005E+001, 4.8282502E+001, 5.1198912E+001, 2.2569155E+001, 2.8748450E+001, 6.3989683E+001, 2.3069988E+001, 3.1003549E+001, 2.8206600E+001, 8.3275514E+001, 2.4068172E+001, 3.5042610E+001, 4.1955596E+001, 2.3260691E+001, 3.3595926E+001, 8.1218825E+001, 2.7634169E+001, 1.1027565E+002, 2.9925097E+001, 1.5680713E+002, 3.2842740E+001, 5.1655805E+001, 1.7374508E+001, 1.8522200E+001, 1.9168807E+001, 1.9573032E+001, 1.9696644E+001, 1.9750772E+001, 1.9824977E+001, 1.9845403E+001, 1.9969245E+001, 1.6514536E+001, 1.8051999E+001, 1.8864007E+001, 1.9336986E+001, 1.9613999E+001, 1.9775960E+001, 1.9871807E+001, 1.9927656E+001, 1.9979181E+001, 1.7737518E+001, 1.8687416E+001, 1.9059966E+001, 1.9643432E+001, 1.9313625E+001, 1.9401660E+001, 1.9518472E+001, 1.9463622E+001, 1.9731505E+001, 1.6633587E+001, 1.8176488E+001, 1.9012537E+001, 1.9504397E+001, 1.9807521E+001, 1.9991313E+001, 2.0074706E+001, 2.0099685E+001, 2.0153266E+001
 2.0124612E+000, 4.7339049E+001, 2.1321258E+001, 2.0292652E+001, 5.9581996E+001, 2.1456038E+001, 2.0316977E+001, 2.4819047E+001, 7.8349754E+001, 2.1543251E+001, 2.0228655E+001, 3.7663674E+001, 1.7493881E+001, 2.0079292E+001, 7.5053947E+001, 2.4929021E+001, 1.0389537E+002, 2.6890164E+001, 1.5070629E+002, 2.9421107E+001, 4.6028729E+001, 5.0410763E+001, 2.3053177E+001, 2.7512822E+001, 6.2910238E+001, 2.3724695E+001, 2.9376164E+001, 2.6784758E+001, 8.1797202E+001, 2.4913186E+001, 3.2802613E+001, 3.9583769E+001, 2.3448774E+001, 3.1352974E+001, 7.7430734E+001, 2.6769712E+001, 1.0585135E+002, 2.8850512E+001, 1.5186086E+002, 3.1504821E+001, 4.9144249E+001, 1.7800700E+001, 1.8810925E+001, 1.9375831E+001, 1.9727071E+001, 1.9812822E+001, 1.9838486E+001, 1.9890694E+001, 1.9893989E+001, 1.9989671E+001, 1.6491011E+001, 1.8027134E+001, 1.8839108E+001, 1.9312376E+001, 1.9589771E+001, 1.9752247E+001, 1.9848874E+001, 1.9905984E+001, 1.9962653E+001, 1.8060568E+001, 1.8882557E+001, 1.9193931E+001, 1.9746449E+001, 1.9394053E+001, 1.9461811E+001, 1.9561492E+001, 1.9492775E+001, 1.9739573E+001, 1.6625423E+001, 1.8169187E+001, 1.9002401E+001, 1.9493878E+001, 1.9797679E+001, 1.9981130E+001, 2.0061858E+001, 2.0087379E+001, 2.0138384E+001
 3.0186918E+000, 4.6893205E+001, 2.1105983E+001, 2.0230920E+001, 5.8948246E+001, 2.1235662E+001, 2.0257765E+001, 2.4237219E+001, 7.7437663E+001, 2.1298075E+001, 2.0184651E+001, 3.6288307E+001, 1.7367987E+001, 2.0021879E+001, 7.2278641E+001, 2.4644290E+001, 1.0057167E+002, 2.6560216E+001, 1.4691269E+002, 2.9019969E+001, 4.5177027E+001, 5.0090234E+001, 2.3360898E+001, 2.7437220E+001, 6.2386743E+001, 2.3943838E+001, 2.9304512E+001, 2.6200097E+001, 8.0982135E+001, 2.5008104E+001, 3.2724966E+001, 3.8400050E+001, 2.3537254E+001, 3.1587319E+001, 7.4840132E+001, 2.6534471E+001, 1.0268978E+002, 2.8586673E+001, 1.4820828E+002, 3.1189364E+001, 4.8448853E+001, 1.7649121E+001, 1.8687511E+001, 1.9265030E+001, 1.9626793E+001, 1.9724506E+001, 1.9763024E+001, 1.9828039E+001, 1.9843119E+001, 1.9961911E+001, 1.6480425E+001, 1.8016868E+001, 1.8830320E+001, 1.9305285E+001, 1.9584405E+001, 1.9748188E+001, 1.9845619E+001, 1.9903189E+001, 1.9960390E+001, 1.7896000E+001, 1.8767805E+001, 1.9101031E+001, 1.9664495E+001, 1.9325369E+001, 1.9405624E+001, 1.9516033E+001, 1.9457148E+001, 1.9722242E+001, 1.6628962E+001, 1.8175097E+001, 1.9010870E+001, 1.9508908E+001, 1.9817195E+001, 2.0003050E+001, 2.0073802E+001, 2.0109399E+001, 2.0158336E+001
 4.0249224E+000, 4.6496818E+001, 2.1112562E+001, 2.0282264E+001, 5.8396180E+001, 2.1267386E+001, 2.0300651E+001, 2.4138581E+001, 7.6666231E+001, 2.1303708E+001, 2.0195530E+001, 3.6129619E+001, 1.7397507E+001, 2.0040237E+001, 7.1883045E+001, 2.4498516E+001, 9.9956233E+001, 2.6383508E+001, 1.4593875E+002, 2.8796517E+001, 4.4653124E+001, 4.9577162E+001, 2.2997039E+001, 2.7731368E+001, 6.1716679E+001, 2.3540825E+001, 2.9672527E+001, 2.6357372E+001, 8.0114637E+001, 2.4563361E+001, 3.3199913E+001, 3.8540075E+001, 2.3614128E+001, 3.2057532E+001, 7.4969082E+001, 2.6376958E+001, 1.0267571E+002, 2.8406643E+001, 1.4778851E+002, 3.0977273E+001, 4.8016645E+001, 1.7503996E+001, 1.8583647E+001, 1.9187401E+001, 1.9566745E+001, 1.9676983E+001, 1.9724700E+001, 1.9796486E+001, 1.9816565E+001, 1.9944910E+001, 1.6492584E+001, 1.8026351E+001, 1.8838615E+001, 1.9313140E+001, 1.9592567E+001, 1.9756569E+001, 1.9853980E+001, 1.9911496E+001, 1.9967650E+001, 1.7788088E+001, 1.8683404E+001, 1.9030220E+001, 1.9601349E+001, 1.9269438E+001, 1.9357107E+001, 1.9474479E+001, 1.9422205E+001, 1.9700556E+001, 1.6676773E+001, 1.8219000E+001, 1.9047508E+001, 1.9550072E+001, 1.9855602E+001, 2.0039357E+001, 2.0087346E+001, 2.0143195E+001, 2.0186431E+001
 5.0311529E+000, 4.6214955E+001, 2.1394835E+001, 2.0292642E+001, 5.8009064E+001, 2.1609163E+001, 2.0310746E+001, 2.4252389E+001, 7.6132913E+001, 2.1702417E+001, 2.0203271E+001, 3.6287842E+001, 1.7609849E+001, 2.0057852E+001, 7.1877738E+001, 2.4492827E+001, 9.9752684E+001, 2.6379114E+001, 1.4539463E+002, 2.8788490E+001, 4.4583061E+001, 4.9254150E+001, 2.3206097E+001, 2.7626089E+001, 6.1280465E+001, 2.3888590E+001, 2.9570079E+001, 2.6428319E+001, 7.9536621E+001, 2.5115189E+001, 3.3098278E+001, 3.8614113E+001, 2.3766433E+001, 3.1855997E+001, 7.4758821E+001, 2.6318131E+001, 1.0222481E+002, 2.8339807E+001, 1.4700063E+002, 3.0894690E+001, 4.7832282E+001, 1.7616632E+001, 1.8671528E+001, 1.9260047E+001, 1.9627668E+001, 1.9727361E+001, 1.9765941E+001, 1.9829878E+001, 1.9843244E+001, 1.9959822E+001, 1.6607050E+001, 1.8152875E+001, 1.8967549E+001, 1.9412861E+001, 1.9678038E+001, 1.9842657E+001, 1.9932486E+001, 1.9965349E+001, 2.0005741E+001, 1.7937531E+001, 1.8814049E+001, 1.9149143E+001, 1.9708676E+001, 1.9360634E+001, 1.9430424E+001, 1.9531262E+001, 1.9464783E+001, 1.9718977E+001, 1.6868424E+001, 1.8411973E+001, 1.9274660E+001, 2.0058024E+001, 2.0452682E+001, 2.0685234E+001, 2.0375549E+001, 2.0730343E+001, 2.0749370E+001
 6.0373835E+000, 4.5901971E+001, 2.1461122E+001, 2.0276922E+001, 5.7655973E+001, 2.1846417E+001, 2.0297971E+001, 2.4134317E+001, 7.5758732E+001, 2.2301967E+001, 2.0203079E+001, 3.5952973E+001, 1.8266942E+001, 2.0055671E+001, 7.1104490E+001, 2.4460723E+001, 9.8769433E+001, 2.6335241E+001, 1.4417815E+002, 2.8726945E+001, 4.4405691E+001, 5.0085508E+001, 2.4447414E+001, 2.6567507E+001, 6.2057905E+001, 2.5352665E+001, 2.8342669E+001, 2.6097585E+001, 8.0329776E+001, 2.6964584E+001, 3.1635519E+001, 3.8020610E+001, 2.4278885E+001, 3.0415994E+001, 7.3603113E+001, 2.6284871E+001, 1.0084821E+002, 2.8295667E+001, 1.4545468E+002, 3.0827935E+001, 4.7587388E+001, 1.7675358E+001, 1.8711712E+001, 1.9289116E+001, 1.9651536E+001, 1.9749822E+001, 1.9788981E+001, 1.9854438E+001, 1.9869268E+001, 1.9987375E+001, 1.6848100E+001, 1.8414575E+001, 1.9274434E+001, 1.9754200E+001, 2.0133557E+001, 2.0352500E+001, 2.0430565E+001, 2.0478755E+001, 2.0395500E+001, 1.7920537E+001, 1.8804552E+001, 1.9147641E+001, 1.9712422E+001, 1.9368997E+001, 1.9442528E+001, 1.9546928E+001, 1.9484760E+001, 1.9748966E+001, 1.7493261E+001, 1.9184893E+001, 2.0340875E+001, 2.2139244E+001, 2.2528038E+001, 2.2782823E+001, 2.0832390E+001, 2.2494977E+001, 2.1955821E+001
 7.0436141E+000, 4.4696037E+001, 2.0826934E+001, 2.0262514E+001, 5.6272061E+001, 2.1185797E+001, 2.0284649E+001, 2.3968123E+001, 7.4245720E+001, 2.1824328E+001, 2.0191842E+001, 3.5618139E+001, 1.8563004E+001, 2.0049039E+001, 7.0446526E+001, 2.4322490E+001, 9.7942059E+001, 2.6164785E+001, 1.4314190E+002, 2.8510878E+001, 4.3932547E+001, 4.7951264E+001, 2.4411718E+001, 2.5458491E+001, 5.9519416E+001, 2.5196835E+001, 2.6951337E+001, 2.5900712E+001, 7.7558136E+001, 2.6652553E+001, 2.9909482E+001, 3.7701600E+001, 2.3914148E+001, 2.8788156E+001, 7.3189584E+001, 2.6113945E+001, 1.0034784E+002, 2.8092466E+001, 1.4476382E+002, 3.0582681E+001, 4.7109632E+001, 1.7576648E+001, 1.8647229E+001, 1.9242469E+001, 1.9614574E+001, 1.9719044E+001, 1.9762704E+001, 1.9832030E+001, 1.9850320E+001, 1.9977700E+001, 1.7130924E+001, 1.8777500E+001, 1.9732545E+001, 2.0238859E+001, 2.0666873E+001, 2.0860857E+001, 2.0822240E+001, 2.0811971E+001, 2.0558853E+001, 1.7790480E+001, 1.8738154E+001, 1.9119508E+001, 1.9699834E+001, 1.9360005E+001, 1.9431430E+001, 1.9533094E+001, 1.9471357E+001, 1.9749662E+001, 1.8359623E+001, 2.0057762E+001, 2.1290639E+001, 2.3480948E+001, 2.4332899E+001, 2.4682506E+001, 2.1811990E+001, 2.4409636E+001, 2.3566876E+001
 8.0498447E+000, 4.3994464E+001, 2.0593117E+001, 2.0250735E+001, 5.5471030E+001, 2.0999334E+001, 2.0273150E+001, 2.3986310E+001, 7.3363079E+001, 2.1783521E+001, 2.0182674E+001, 3.5661153E+001, 1.8797281E+001, 2.0049568E+001, 7.0395113E+001, 2.4279581E+001, 9.7774944E+001, 2.6118716E+001, 1.4277256E+002, 2.8457354E+001, 4.3806020E+001, 4.7282567E+001, 2.4636588E+001, 2.4743491E+001, 5.8626553E+001, 2.5601761E+001, 2.6104181E+001, 2.6069538E+001, 7.6474538E+001, 2.7329213E+001, 2.8909631E+001, 3.8013681E+001, 2.3876708E+001, 2.7844008E+001, 7.3485013E+001, 2.6012666E+001, 1.0053299E+002, 2.7983093E+001, 1.4471226E+002, 3.0462562E+001, 4.6932957E+001, 1.7547335E+001, 1.8632370E+001, 1.9235848E+001, 1.9612331E+001, 1.9718765E+001, 1.9763527E+001, 1.9833705E+001, 1.9852698E+001, 1.9983600E+001, 1.7260034E+001, 1.8932846E+001, 1.9944584E+001, 2.0511551E+001, 2.0943871E+001, 2.1152629E+001, 2.1157827E+001, 2.1120880E+001, 2.0767574E+001, 1.7772654E+001, 1.8732395E+001, 1.9125218E+001, 1.9712890E+001, 1.9373485E+001, 1.9442807E+001, 1.9542725E+001, 1.9480947E+001, 1.9767340E+001, 1.8903996E+001, 2.0640415E+001, 2.1938774E+001, 2.4609509E+001, 2.5781324E+001, 2.6018616E+001, 2.2198041E+001, 2.5577781E+001, 2.4432371E+001
