Time Step,Iteration,Total,Mesh,I,J,K,Velocity Error,Mesh,I,J,K,Pressure Error
      1,      1,      1,      1,     11,      3,      2,  0.34694470E-17,      1,     67,     32,     38,  0.90325883E-05
      1,      1,      2,      1,     31,     25,      2,  0.86736174E-18,      1,     67,     13,     40,  0.28483068E-03
      2,      1,      3,      1,     31,     25,      2,  0.00000000E+00,      1,     31,     31,      3,  0.67629180E-05
      2,      1,      4,      1,     31,     25,      2,  0.00000000E+00,      1,     20,     32,     22,  0.84174382E-04
      3,      1,      5,      1,     31,     25,      2,  0.00000000E+00,      1,     20,     32,     22,  0.86159693E-04
      3,      1,      6,      1,     31,     25,      2,  0.00000000E+00,      1,     20,     32,     22,  0.60752621E-04
      4,      1,      7,      1,     26,     11,      7,  0.67762636E-20,      1,     20,     32,     20,  0.53746449E-04
      4,      1,      8,      1,     29,     11,      7,  0.67762636E-20,      1,     19,     29,     13,  0.17197214E-03
      5,      1,      9,      1,     29,     11,      7,  0.00000000E+00,      1,     20,     32,     22,  0.25684239E-03
      5,      1,     10,      1,     29,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.46897006E-03
      6,      1,     11,      1,     29,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.60379257E-03
      6,      1,     12,      1,     29,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.90828477E-03
      7,      1,     13,      1,     29,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.11571407E-02
      7,      1,     14,      1,     29,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.10427144E-02
      8,      1,     15,      1,     29,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.12847713E-02
      8,      1,     16,      1,     29,     11,      7,  0.00000000E+00,      1,     29,     17,      8,  0.95038544E-03
      9,      1,     17,      1,     29,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.10823407E-02
      9,      1,     18,      1,     29,     11,      7,  0.00000000E+00,      1,     20,     32,     22,  0.87544742E-03
     10,      1,     19,      1,     29,     11,      7,  0.00000000E+00,      1,     20,     32,     22,  0.69008444E-03
     10,      1,     20,      1,     29,     11,      7,  0.00000000E+00,      1,     20,     32,     22,  0.88156251E-03
     11,      1,     21,      1,     29,     11,      7,  0.00000000E+00,      1,     20,     32,     22,  0.90384242E-03
     11,      1,     22,      1,     29,     11,      7,  0.00000000E+00,      1,     20,     32,     22,  0.11068638E-02
     12,      1,     23,      1,     26,     11,      7,  0.13552527E-19,      1,     20,     32,     22,  0.11023267E-02
     12,      1,     24,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.87503149E-02
     13,      1,     25,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.10487563E-01
     13,      1,     26,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.16253843E-01
     14,      1,     27,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.18715610E-01
     14,      1,     28,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.11632375E-01
     15,      1,     29,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.12208267E-01
     15,      1,     30,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.85728521E-02
     16,      1,     31,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     16,      8,  0.71130527E-02
     16,      1,     32,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     21,      8,  0.74500869E-02
     17,      1,     33,      1,     26,     11,      7,  0.00000000E+00,      1,     25,     16,      9,  0.32089223E-02
     17,      1,     34,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     21,      8,  0.87208993E-02
     18,      1,     35,      1,     26,     11,      7,  0.00000000E+00,      1,     21,     21,      8,  0.62036961E-02
     18,      1,     36,      1,     26,     11,      7,  0.00000000E+00,      1,     29,     21,      8,  0.10401818E-01
     19,      1,     37,      1,     22,     21,      7,  0.13552527E-19,      1,     29,     21,      8,  0.10429854E-01
     19,      1,     38,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     16,      8,  0.30034381E-01
     20,      1,     39,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     16,      8,  0.26883241E-01
     20,      1,     40,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     16,      8,  0.48354505E-01
     21,      1,     41,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     16,      8,  0.45264657E-01
     21,      1,     42,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     16,      8,  0.33196213E-01
     22,      1,     43,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     16,      8,  0.23122266E-01
     22,      1,     44,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     21,      8,  0.30331363E-01
     23,      1,     45,      1,     22,     21,      7,  0.00000000E+00,      1,     21,     10,      8,  0.14721030E-01
     23,      1,     46,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     21,      8,  0.34147490E-01
     24,      1,     47,      1,     22,     21,      7,  0.00000000E+00,      1,     21,     10,      8,  0.25018060E-01
     24,      1,     48,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     21,      8,  0.38855728E-01
     25,      1,     49,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     10,      8,  0.36182315E-01
     25,      1,     50,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     21,      8,  0.45575517E-01
     26,      1,     51,      1,     22,     21,      7,  0.00000000E+00,      1,     29,     10,      8,  0.46718163E-01
