Time Step,Iteration,Total,Mesh,I,J,K,Velocity Error,Mesh,I,J,K,Pressure Error
      1,      1,      1,      5,     49,      8,      7,  0.48555614E-02,      7,     15,     41,      1,  0.48616842E-05
      1,      1,      2,      5,     49,      8,      7,  0.38427803E-02,      6,     90,     40,     40,  0.19486244E-05
      2,      1,      3,      5,     23,     33,     37,  0.25342959E-02,      2,    116,     23,      1,  0.13115674E-04
      2,      1,      4,      5,     54,     25,      4,  0.20374848E-02,      2,    160,     43,     34,  0.28440957E-03
      3,      1,      5,      5,     65,     36,     15,  0.27161615E-02,      2,    109,     32,     20,  0.21038374E-03
      3,      1,      6,      5,     65,     36,     15,  0.19808025E-02,      2,    111,     32,     22,  0.61511881E-03
      4,      1,      7,      5,     49,      8,      7,  0.18685925E-02,      2,     98,     32,     22,  0.36842289E-03
      4,      1,      8,      5,     58,     13,      5,  0.15223880E-02,      5,     46,     32,     22,  0.13210964E-02
      5,      1,      9,      5,     58,     13,      5,  0.13415343E-02,      5,     46,     32,     22,  0.89111213E-03
      5,      1,     10,      5,     58,     13,      5,  0.10535066E-02,      2,     71,     32,     22,  0.17470145E-02
      6,      1,     11,      5,     71,      8,      5,  0.82808049E-03,      5,     46,     32,     22,  0.12448820E-02
      6,      1,     12,      5,     66,     41,     12,  0.81788829E-03,      2,     71,     32,     22,  0.23933026E-02
      7,      1,     13,      5,     49,     53,     12,  0.78509077E-03,      5,     64,     21,      8,  0.21461780E-02
      7,      1,     14,      5,     49,     41,     12,  0.80359331E-03,      5,     64,     21,      8,  0.45608685E-02
      8,      1,     15,      5,     49,     41,     12,  0.93561984E-03,      5,     64,     21,      8,  0.44954926E-02
      8,      1,     16,      5,     49,     41,     12,  0.94472703E-03,      5,     65,     21,      8,  0.61103062E-02
      9,      1,     17,      5,     49,     41,     12,  0.88042569E-03,      5,     65,     21,      8,  0.65801599E-02
      9,      1,     18,      5,     49,     41,     12,  0.81272897E-03,      5,     65,     21,      8,  0.79370620E-02
     10,      1,     19,      5,     57,     22,      5,  0.73702857E-03,      5,     65,     21,      8,  0.86748800E-02
     10,      1,     20,      5,     57,     22,      5,  0.74514998E-03,      5,     65,     21,      8,  0.10530912E-01
     11,      1,     21,      5,     57,     22,      5,  0.67516670E-03,      5,     65,     21,      8,  0.11430866E-01
     11,      1,     22,      5,     57,     22,      5,  0.64599617E-03,      5,     65,     21,      8,  0.10537050E-01
     12,      1,     23,      5,     57,     22,      5,  0.54081488E-03,      5,     65,     21,      8,  0.12066988E-01
     12,      1,     24,      5,     57,     22,      5,  0.53980813E-03,      5,     65,     21,      8,  0.20337750E-01
     13,      1,     25,      2,      8,      7,     41,  0.53674213E-03,      5,     65,     21,      8,  0.21239547E-01
     13,      1,     26,      5,     66,     15,      7,  0.58275085E-03,      5,     65,     21,      8,  0.15886990E-01
     14,      1,     27,      5,     70,     21,      9,  0.68125069E-03,      5,     65,     21,      8,  0.19233309E-01
     14,      1,     28,      5,     66,     15,      7,  0.10298301E-02,      5,     65,     21,      8,  0.37493605E-01
     15,      1,     29,      5,     66,     16,     11,  0.74650450E-03,      5,     65,     21,      8,  0.37662785E-01
     15,      1,     30,      5,     66,     15,      7,  0.23389761E-02,      5,     66,     15,      8,  0.66789306E-02
     16,      1,     31,      5,     66,     15,      7,  0.14933870E-02,      5,     65,     21,      8,  0.93029715E-02
     16,      1,     32,      5,     66,     15,      7,  0.41683893E-02,      5,     67,     10,      8,  0.93620653E-01
     17,      1,     33,      5,     66,     15,      7,  0.19061066E-02,      5,     65,     21,      8,  0.84675839E-01
     17,      1,     34,      5,     66,     15,      7,  0.67642423E-02,      5,     67,     10,      8,  0.99518359E-01
     18,      1,     35,      5,     66,     15,      7,  0.43348496E-02,      5,     67,     10,      8,  0.65090262E-01
     18,      1,     36,      5,     66,     15,      7,  0.11622763E-01,      5,     66,     10,      8,  0.27769658E+00
     19,      1,     37,      5,     66,     15,      7,  0.59693261E-02,      5,     65,     21,      8,  0.23005138E+00
     19,      1,     38,      5,     66,     15,      7,  0.14692761E-01,      5,     66,     15,      8,  0.45084144E+00
     20,      1,     39,      5,     66,     15,      7,  0.99704990E-02,      5,     66,     15,      8,  0.27079151E+00
     20,      1,     40,      5,     66,     15,      7,  0.27550584E-01,      5,     66,     15,      8,  0.12222918E+01
     21,      1,     41,      5,     66,     15,      7,  0.15101726E-01,      5,     66,     15,      8,  0.93539678E+00
     21,      1,     42,      5,     66,     15,      7,  0.34453947E-01,      5,     66,     15,      8,  0.20901553E+01
     22,      1,     43,      5,     66,     15,      7,  0.25291194E-01,      5,     66,     15,      8,  0.11409415E+01
     22,      1,     44,      5,     66,     16,      7,  0.43210238E-01,      5,     66,     15,      8,  0.34023021E+01
     23,      1,     45,      5,     66,     15,      7,  0.26885677E-01,      5,     66,     15,      8,  0.24771874E+01
     23,      1,     46,      5,     65,     16,      7,  0.59366154E-01,      5,     66,     15,      8,  0.56387880E+01
     24,      1,     47,      5,     66,     16,      7,  0.48120438E-01,      5,     66,     15,      8,  0.28462773E+01
     24,      1,     48,      5,     65,     16,      7,  0.51988409E-01,      5,     66,     15,      8,  0.55132803E+01
     25,      1,     49,      5,     66,     15,      7,  0.35595597E-01,      5,     66,     15,      8,  0.36220927E+01
     25,      1,     50,      5,     65,     16,      7,  0.75889540E-01,      5,     65,     16,      8,  0.11470510E+02
     26,      1,     51,      5,     65,     16,      7,  0.70334598E-01,      5,     65,     16,      8,  0.55857361E+01
